ind_group,ind_label,W_full,H_full,p_full,W_short,H_short,p_short,W_long,H_long,p_long,peak_horizon,peak_beta,peak_boot_se,bh_reject_full,bh_reject_short,bh_reject_long,persistence_type
1,Energy_intensive,42.541156461741295,37,0.238,21.374566600226395,12,0.06,10.974594473550566,13,0.604,3,-0.011787287096954127,0.0030358326404249245,false,false,false,Not_significant
2,Manufacturing_Construction,39.29609306672033,37,0.366,15.825478383833703,12,0.194,10.90533944059893,13,0.612,13,0.006595040671812782,0.0032254978856469884,false,false,false,Not_significant
3,Trade,36.43494011889758,37,0.5,8.367292661539315,12,0.764,11.610123180701386,13,0.55,20,0.008435390689409033,0.004354058092092979,false,false,false,Not_significant
4,Services,34.2345486407785,37,0.59,8.04092446715525,12,0.76,13.356876950498519,13,0.422,33,0.004911435687163268,0.002456656948772337,false,false,false,Not_significant
