occ_group,occ_label,horizon,beta,boot_se,p_value,bh_reject
1,Managerial,0,-0.0024034976712600893,0.0014418816288910888,0.128,false
1,Managerial,1,-0.002936127066823409,0.0019536326692338683,0.128,false
1,Managerial,2,-0.0018250301115067056,0.002133119992513675,0.44,false
1,Managerial,3,-0.00041216352687123203,0.002197591543744733,0.84,false
1,Managerial,4,-0.0015909414008109248,0.0024848362534327824,0.512,false
1,Managerial,5,-0.0010674545561255935,0.00258847817688323,0.728,false
1,Managerial,6,-0.002259686128752396,0.0028893414954605377,0.464,false
1,Managerial,7,-0.003335707030138357,0.0029320664418538435,0.284,false
1,Managerial,8,-0.00465245674357123,0.0027020591881643484,0.1,false
1,Managerial,9,-0.0051441826830845,0.002755821044863714,0.076,false
1,Managerial,10,-0.005589696179623873,0.002905427805239617,0.068,false
1,Managerial,11,-0.005700157331309273,0.0029073280592626337,0.052,false
1,Managerial,12,-0.006347861015701608,0.003210836838359847,0.04,false
1,Managerial,13,-0.005720673875703025,0.0035321191800529975,0.132,false
1,Managerial,14,-0.005542384854105751,0.003683597563089259,0.132,false
1,Managerial,15,-0.003886054303100503,0.0037658684327287195,0.316,false
1,Managerial,16,-0.004748554424212676,0.0036677815914560002,0.22,false
1,Managerial,17,-0.004062673270173732,0.004306931014739383,0.36,false
1,Managerial,18,-0.00607963617070985,0.004358004819159017,0.16,false
1,Managerial,19,-0.005969784479639578,0.004437807100291725,0.196,false
1,Managerial,20,-0.007056967415990495,0.004329598768664878,0.096,false
1,Managerial,21,-0.007062854556380968,0.004317841885811303,0.092,false
1,Managerial,22,-0.0067609732096533225,0.004321537026793157,0.12,false
1,Managerial,23,-0.007872074994570618,0.004311800710143356,0.076,false
1,Managerial,24,-0.007237331642523528,0.004797640003745585,0.156,false
1,Managerial,25,-0.00711358822894419,0.004865605368946874,0.152,false
1,Managerial,26,-0.005546204919677312,0.004936587070730543,0.256,false
1,Managerial,27,-0.0062330704500480885,0.004657796335970978,0.2,false
1,Managerial,28,-0.008347574595345542,0.00456014930503522,0.068,false
1,Managerial,29,-0.00819981067537704,0.004452313470674989,0.088,false
1,Managerial,30,-0.008268787143255978,0.004579293698081618,0.088,false
1,Managerial,31,-0.008744932823324942,0.004664521472789437,0.044,false
1,Managerial,32,-0.008864432151821179,0.004744305131606569,0.048,false
1,Managerial,33,-0.008728176386082732,0.004624107297990196,0.052,false
1,Managerial,34,-0.008516148874480784,0.004254707700172074,0.048,false
1,Managerial,35,-0.007717984986609369,0.004207934512937021,0.064,false
1,Managerial,36,-0.0067267805294428384,0.004345650036408571,0.148,false
2,Professional_specialty,0,0.001568994962446655,0.0013200352892573759,0.2,false
2,Professional_specialty,1,0.003931493672692149,0.0020935509616681,0.036,false
2,Professional_specialty,2,0.005384584109079531,0.002619944568311933,0.024,false
2,Professional_specialty,3,0.002027021119609791,0.002658345965391106,0.392,false
2,Professional_specialty,4,0.0012880054864421561,0.0027307408427693835,0.576,false
2,Professional_specialty,5,0.0014175052946274322,0.0026607794795570215,0.532,false
2,Professional_specialty,6,0.0021102201161627885,0.0027861194812797644,0.368,false
2,Professional_specialty,7,0.002145218840130821,0.0026401803387420867,0.336,false
2,Professional_specialty,8,0.002464954539429588,0.002640350781174528,0.308,false
2,Professional_specialty,9,0.0026758228739327057,0.0025742198976964753,0.256,false
2,Professional_specialty,10,0.00041225604149356195,0.0024855083055405586,0.84,false
2,Professional_specialty,11,0.0003651190640383308,0.002034627502556946,0.772,false
2,Professional_specialty,12,-0.0005699271975856303,0.0022811222278276257,0.908,false
2,Professional_specialty,13,0.00033019728788846443,0.002795970962511176,0.82,false
2,Professional_specialty,14,-0.00027541886917837265,0.0032547855064713345,1.0,false
2,Professional_specialty,15,-0.003419055959571101,0.0034178939416506433,0.324,false
2,Professional_specialty,16,-0.002101099890604747,0.003475077683810974,0.532,false
2,Professional_specialty,17,-0.0012639345676655458,0.0035306301246709683,0.804,false
2,Professional_specialty,18,-0.001591132924889335,0.0034704865228453743,0.68,false
2,Professional_specialty,19,-0.0011016033509050332,0.00355751359693165,0.788,false
2,Professional_specialty,20,0.0012992228531974374,0.0035007812922566,0.692,false
2,Professional_specialty,21,-0.0014696857265558867,0.0033001713585223405,0.636,false
2,Professional_specialty,22,-0.0032069719699145726,0.0029981405394595914,0.288,false
2,Professional_specialty,23,-0.003821043545839809,0.002778482021446681,0.156,false
2,Professional_specialty,24,-0.0033829554517905026,0.002952915512218257,0.272,false
2,Professional_specialty,25,-0.003456026819104442,0.003094314478003774,0.24,false
2,Professional_specialty,26,-0.004263465119696121,0.0036182508791041466,0.224,false
2,Professional_specialty,27,-0.006094504726360154,0.003692698210969939,0.108,false
2,Professional_specialty,28,-0.006252141619802309,0.003941783777054459,0.108,false
2,Professional_specialty,29,-0.005874443600461984,0.0038916417235606874,0.136,false
2,Professional_specialty,30,-0.006310278427268066,0.003946598601879161,0.112,false
2,Professional_specialty,31,-0.0024119666021296645,0.0037619998174825164,0.524,false
2,Professional_specialty,32,-0.00047116362801674134,0.003928142796958128,0.964,false
2,Professional_specialty,33,-0.001034218384065747,0.003940623954728897,0.836,false
2,Professional_specialty,34,-0.002641529262530716,0.003564745913730933,0.46,false
2,Professional_specialty,35,-0.003114402907366892,0.003151967434320117,0.32,false
2,Professional_specialty,36,-0.0013181249761371006,0.0033739703153043248,0.776,false
3,High_tech,0,0.0002589812968877267,0.0029946663911561023,0.892,false
3,High_tech,1,0.003950989684379082,0.003471930586887393,0.216,false
3,High_tech,2,0.003938625018793365,0.0035441201607892612,0.244,false
3,High_tech,3,0.001884036455951589,0.003450573148512441,0.504,false
3,High_tech,4,0.0035725411383486197,0.0034029139018778983,0.276,false
3,High_tech,5,0.0042797251476806505,0.0033273403327307633,0.16,false
3,High_tech,6,0.007071943369580894,0.003619653360551225,0.044,false
3,High_tech,7,0.006959889896586681,0.004199487570851476,0.088,false
3,High_tech,8,0.003708668620600101,0.004286789161547194,0.392,false
3,High_tech,9,0.0018445651317185853,0.00406361443007648,0.584,false
3,High_tech,10,0.0016511315520156577,0.0036069887128362885,0.568,false
3,High_tech,11,0.0021604758357016323,0.0043560280679514046,0.5,false
3,High_tech,12,5.4589518340632225e-5,0.00395957093959218,0.876,false
