horizon,beta,ci_lo90,ci_hi90,ci_lo68,ci_hi68,outcome,industry,industry_label,occ_id,occupation,source_file,cell_id
11,-0.0039317951846486,-0.0117197055240899,0.0015937311469075,-0.009012477180856,-0.0004229842868982,employment,Manufacturing_Construction,Mfg. + construction,9,Machine operators/transport,result/occ_ind_4/employment/Manufacturing_Construction/irf_occ9_Machine_operators_transport.csv,Manufacturing_Construction__occ9_Machine_operators_transport
12,-0.0055541261096518,-0.0120172327886612,-0.0002146363230947,-0.0099469976573776,-0.001869550121918,employment,Manufacturing_Construction,Mfg. + construction,9,Machine operators/transport,result/occ_ind_4/employment/Manufacturing_Construction/irf_occ9_Machine_operators_transport.csv,Manufacturing_Construction__occ9_Machine_operators_transport
13,-0.0026057330632979,-0.009136058172848,0.0031939312337308,-0.0067862500063171,0.0011944343287207,employment,Manufacturing_Construction,Mfg. + construction,9,Machine operators/transport,result/occ_ind_4/employment/Manufacturing_Construction/irf_occ9_Machine_operators_transport.csv,Manufacturing_Construction__occ9_Machine_operators_transport
14,-0.003360872104426,-0.0100533958434129,0.0042152215154441,-0.0078048726483514,0.0018021566861482,employment,Manufacturing_Construction,Mfg. + construction,9,Machine operators/transport,result/occ_ind_4/employment/Manufacturing_Construction/irf_occ9_Machine_operators_transport.csv,Manufacturing_Construction__occ9_Machine_operators_transport
15,-0.0060841260035251,-0.0137586732730047,0.0042828872224421,-0.0112352150383323,0.0007254346050696,employment,Manufacturing_Construction,Mfg. + construction,9,Machine operators/transport,result/occ_ind_4/employment/Manufacturing_Construction/irf_occ9_Machine_operators_transport.csv,Manufacturing_Construction__occ9_Machine_operators_transport
16,-0.0072252056929579,-0.0162739613359156,0.0033374180446052,-0.012944690235445,-0.0001108983500773,employment,Manufacturing_Construction,Mfg. + construction,9,Machine operators/transport,result/occ_ind_4/employment/Manufacturing_Construction/irf_occ9_Machine_operators_transport.csv,Manufacturing_Construction__occ9_Machine_operators_transport
17,-0.0088960069078234,-0.017982117329365,0.0009249265327063,-0.014475377522079,-0.0025640601926157,employment,Manufacturing_Construction,Mfg. + construction,9,Machine operators/transport,result/occ_ind_4/employment/Manufacturing_Construction/irf_occ9_Machine_operators_transport.csv,Manufacturing_Construction__occ9_Machine_operators_transport
18,-0.008399001893142,-0.0176636775841217,0.0002768231366664,-0.0140047264574518,-0.0031918742119199,employment,Manufacturing_Construction,Mfg. + construction,9,Machine operators/transport,result/occ_ind_4/employment/Manufacturing_Construction/irf_occ9_Machine_operators_transport.csv,Manufacturing_Construction__occ9_Machine_operators_transport
19,-0.0116492153845163,-0.0216329528931995,-0.0049674232456457,-0.0174431838265783,-0.007262285504026,employment,Manufacturing_Construction,Mfg. + construction,9,Machine operators/transport,result/occ_ind_4/employment/Manufacturing_Construction/irf_occ9_Machine_operators_transport.csv,Manufacturing_Construction__occ9_Machine_operators_transport
20,-0.013844244273867,-0.0252116966056358,-0.0066967622474527,-0.0203864467089261,-0.0096611349008933,employment,Manufacturing_Construction,Mfg. + construction,9,Machine operators/transport,result/occ_ind_4/employment/Manufacturing_Construction/irf_occ9_Machine_operators_transport.csv,Manufacturing_Construction__occ9_Machine_operators_transport
21,-0.0138829499171844,-0.0247913190709831,-0.0071381022435448,-0.0210246685796459,-0.0097363002586298,employment,Manufacturing_Construction,Mfg. + construction,9,Machine operators/transport,result/occ_ind_4/employment/Manufacturing_Construction/irf_occ9_Machine_operators_transport.csv,Manufacturing_Construction__occ9_Machine_operators_transport
22,-0.0098285340287098,-0.0197502276754776,-0.0041897583124295,-0.0157658384184743,-0.0058791611637484,employment,Manufacturing_Construction,Mfg. + construction,9,Machine operators/transport,result/occ_ind_4/employment/Manufacturing_Construction/irf_occ9_Machine_operators_transport.csv,Manufacturing_Construction__occ9_Machine_operators_transport
23,-0.0090583396626283,-0.01860643314043,-0.0035275449778007,-0.0148960797545578,-0.0055382760371471,employment,Manufacturing_Construction,Mfg. + construction,9,Machine operators/transport,result/occ_ind_4/employment/Manufacturing_Construction/irf_occ9_Machine_operators_transport.csv,Manufacturing_Construction__occ9_Machine_operators_transport
24,-0.007726163611086,-0.0156727898141545,-0.0021935946313563,-0.0123294977811267,-0.0040481239461563,employment,Manufacturing_Construction,Mfg. + construction,9,Machine operators/transport,result/occ_ind_4/employment/Manufacturing_Construction/irf_occ9_Machine_operators_transport.csv,Manufacturing_Construction__occ9_Machine_operators_transport
25,-0.002092886059515,-0.0096316684685818,0.0034048062329249,-0.0067102931783286,0.0011816254581058,employment,Manufacturing_Construction,Mfg. + construction,9,Machine operators/transport,result/occ_ind_4/employment/Manufacturing_Construction/irf_occ9_Machine_operators_transport.csv,Manufacturing_Construction__occ9_Machine_operators_transport
26,-0.0018158525489765,-0.0092609225230901,0.0047934631217437,-0.0065019093636381,0.0018421046495938,employment,Manufacturing_Construction,Mfg. + construction,9,Machine operators/transport,result/occ_ind_4/employment/Manufacturing_Construction/irf_occ9_Machine_operators_transport.csv,Manufacturing_Construction__occ9_Machine_operators_transport
27,-0.0037314748128096,-0.012260232644279,0.0043852210520326,-0.0086993707959501,0.0008399664522794,employment,Manufacturing_Construction,Mfg. + construction,9,Machine operators/transport,result/occ_ind_4/employment/Manufacturing_Construction/irf_occ9_Machine_operators_transport.csv,Manufacturing_Construction__occ9_Machine_operators_transport
28,-0.0079098078954864,-0.0163279696371304,0.0006256149668231,-0.0130224729225545,-0.0025466954050493,employment,Manufacturing_Construction,Mfg. + construction,9,Machine operators/transport,result/occ_ind_4/employment/Manufacturing_Construction/irf_occ9_Machine_operators_transport.csv,Manufacturing_Construction__occ9_Machine_operators_transport
29,-0.0102279815629186,-0.0194415742260144,-0.0016728905242548,-0.016087708115471,-0.0053503795674493,employment,Manufacturing_Construction,Mfg. + construction,9,Machine operators/transport,result/occ_ind_4/employment/Manufacturing_Construction/irf_occ9_Machine_operators_transport.csv,Manufacturing_Construction__occ9_Machine_operators_transport
30,-0.0094396390637364,-0.0184596187607333,-0.0020458186251765,-0.0149118101428857,-0.0048264482504324,employment,Manufacturing_Construction,Mfg. + construction,9,Machine operators/transport,result/occ_ind_4/employment/Manufacturing_Construction/irf_occ9_Machine_operators_transport.csv,Manufacturing_Construction__occ9_Machine_operators_transport
31,-0.0121540755066425,-0.0200963397929556,-0.0050486215291022,-0.0173327110059281,-0.0077276465663725,employment,Manufacturing_Construction,Mfg. + construction,9,Machine operators/transport,result/occ_ind_4/employment/Manufacturing_Construction/irf_occ9_Machine_operators_transport.csv,Manufacturing_Construction__occ9_Machine_operators_transport
32,-0.0145248509704242,-0.0221273929844573,-0.0074087302063812,-0.0194326125065135,-0.0102536715287558,employment,Manufacturing_Construction,Mfg. + construction,9,Machine operators/transport,result/occ_ind_4/employment/Manufacturing_Construction/irf_occ9_Machine_operators_transport.csv,Manufacturing_Construction__occ9_Machine_operators_transport
33,-0.0082189494985635,-0.0155640958712559,-0.0011111765755123,-0.0126855888968735,-0.0041972352589938,employment,Manufacturing_Construction,Mfg. + construction,9,Machine operators/transport,result/occ_ind_4/employment/Manufacturing_Construction/irf_occ9_Machine_operators_transport.csv,Manufacturing_Construction__occ9_Machine_operators_transport
34,-0.0073053447353807,-0.01434475894434,0.0003414884421679,-0.0117352752984783,-0.002651741359973,employment,Manufacturing_Construction,Mfg. + construction,9,Machine operators/transport,result/occ_ind_4/employment/Manufacturing_Construction/irf_occ9_Machine_operators_transport.csv,Manufacturing_Construction__occ9_Machine_operators_transport
35,-0.0029579515709472,-0.0099857007484821,0.0057585358836432,-0.0074572349422024,0.002739685626914,employment,Manufacturing_Construction,Mfg. + construction,9,Machine operators/transport,result/occ_ind_4/employment/Manufacturing_Construction/irf_occ9_Machine_operators_transport.csv,Manufacturing_Construction__occ9_Machine_operators_transport
36,-0.0037919527774289,-0.0100063789838288,0.0046451910813981,-0.0078810516845504,0.0015600795441049,employment,Manufacturing_Construction,Mfg. + construction,9,Machine operators/transport,result/occ_ind_4/employment/Manufacturing_Construction/irf_occ9_Machine_operators_transport.csv,Manufacturing_Construction__occ9_Machine_operators_transport
0,-0.0027760613605387,-0.0054486933625318,-0.0007781821490673,-0.0044420276502684,-0.001639956685048,employment,Services,Services,1,Managerial,result/occ_ind_4/employment/Services/irf_occ1_Managerial.csv,Services__occ1_Managerial
1,-0.0035927358944835,-0.0071605986414734,-0.0009576740233562,-0.0057950306126482,-0.0019491292046267,employment,Services,Services,1,Managerial,result/occ_ind_4/employment/Services/irf_occ1_Managerial.csv,Services__occ1_Managerial
2,-0.0034357531992414,-0.0072987312084079,0.000215713237867,-0.0058770542904012,-0.0011522573277653,employment,Services,Services,1,Managerial,result/occ_ind_4/employment/Services/irf_occ1_Managerial.csv,Services__occ1_Managerial
3,-0.0015661251263839,-0.0055996388591813,0.0019410062418671,-0.0040218539359353,0.0004301817344743,employment,Services,Services,1,Managerial,result/occ_ind_4/employment/Services/irf_occ1_Managerial.csv,Services__occ1_Managerial
4,-0.0026132991246027,-0.0069651710200977,0.0017354971021736,-0.0052530891406625,4.6543899743567e-05,employment,Services,Services,1,Managerial,result/occ_ind_4/employment/Services/irf_occ1_Managerial.csv,Services__occ1_Managerial
5,-0.0014288814755139,-0.0068199085076295,0.0032656630548783,-0.0049143765627974,0.0017193607038346,employment,Services,Services,1,Managerial,result/occ_ind_4/employment/Services/irf_occ1_Managerial.csv,Services__occ1_Managerial
6,-0.0029485730766051,-0.0084328337754909,0.0019785532989069,-0.0065464248672056,-9.836192461209169e-05,employment,Services,Services,1,Managerial,result/occ_ind_4/employment/Services/irf_occ1_Managerial.csv,Services__occ1_Managerial
7,-0.0040571846053294,-0.0094927469314585,0.0004962533508552,-0.0072937426215198,-0.0012245788440294,employment,Services,Services,1,Managerial,result/occ_ind_4/employment/Services/irf_occ1_Managerial.csv,Services__occ1_Managerial
8,-0.0062016420164958,-0.0114329653226663,-0.0023679966018022,-0.0093136636058202,-0.0040743283153525,employment,Services,Services,1,Managerial,result/occ_ind_4/employment/Services/irf_occ1_Managerial.csv,Services__occ1_Managerial
9,-0.0042584777619237,-0.0094644205372806,-0.0014122035249993,-0.0073444774875097,-0.0025476713488676,employment,Services,Services,1,Managerial,result/occ_ind_4/employment/Services/irf_occ1_Managerial.csv,Services__occ1_Managerial
10,-0.005427226634806,-0.0103972247570788,-0.0021305678483177,-0.0085432481242743,-0.0033310898004671,employment,Services,Services,1,Managerial,result/occ_ind_4/employment/Services/irf_occ1_Managerial.csv,Services__occ1_Managerial
11,-0.0047470648585441,-0.0091342635757275,-0.0013669748373367,-0.0073758907322391,-0.0026859931221997,employment,Services,Services,1,Managerial,result/occ_ind_4/employment/Services/irf_occ1_Managerial.csv,Services__occ1_Managerial
12,-0.0066662883765785,-0.0115955577572995,-0.0028479168712027,-0.0095652742848112,-0.0043949511124692,employment,Services,Services,1,Managerial,result/occ_ind_4/employment/Services/irf_occ1_Managerial.csv,Services__occ1_Managerial
13,-0.0060047321455452,-0.0111434597645073,-0.0016282346779896,-0.0091341493564993,-0.0034354951456402,employment,Services,Services,1,Managerial,result/occ_ind_4/employment/Services/irf_occ1_Managerial.csv,Services__occ1_Managerial
14,-0.0062039434635176,-0.0115735483898675,-0.0007404497879149,-0.0096085893735803,-0.0034619024575475,employment,Services,Services,1,Managerial,result/occ_ind_4/employment/Services/irf_occ1_Managerial.csv,Services__occ1_Managerial
15,-0.0036246676089691,-0.0094236401023238,0.0025146008239967,-0.0074187472913328,-0.0001541617998815,employment,Services,Services,1,Managerial,result/occ_ind_4/employment/Services/irf_occ1_Managerial.csv,Services__occ1_Managerial
16,-0.0046753003598147,-0.0104418409973138,0.001734515867237,-0.0083918839444914,-0.0011057284002226,employment,Services,Services,1,Managerial,result/occ_ind_4/employment/Services/irf_occ1_Managerial.csv,Services__occ1_Managerial
17,-0.0047401272626994,-0.0113623617437248,0.0026264078705059,-0.0088332382256969,-0.0007148847167059,employment,Services,Services,1,Managerial,result/occ_ind_4/employment/Services/irf_occ1_Managerial.csv,Services__occ1_Managerial
18,-0.0070227636639095,-0.0141468913786779,0.0001483448399216,-0.0111401924190386,-0.0026421995528793,employment,Services,Services,1,Managerial,result/occ_ind_4/employment/Services/irf_occ1_Managerial.csv,Services__occ1_Managerial
19,-0.0074007694010678,-0.0147437934662045,1.3540244700435517e-05,-0.0116002764434733,-0.0029823309387865,employment,Services,Services,1,Managerial,result/occ_ind_4/employment/Services/irf_occ1_Managerial.csv,Services__occ1_Managerial
20,-0.0087239317150835,-0.0155801690157655,-0.0010921440402808,-0.0130398139262959,-0.004392794786109,employment,Services,Services,1,Managerial,result/occ_ind_4/employment/Services/irf_occ1_Managerial.csv,Services__occ1_Managerial
21,-0.0078045957513365,-0.0141405592302308,-0.0015833075887758,-0.0118928583073301,-0.0042297246914939,employment,Services,Services,1,Managerial,result/occ_ind_4/employment/Services/irf_occ1_Managerial.csv,Services__occ1_Managerial
22,-0.006165051097383,-0.0120604197862276,0.0001554397921386,-0.0097455161360154,-0.002523000486911,employment,Services,Services,1,Managerial,result/occ_ind_4/employment/Services/irf_occ1_Managerial.csv,Services__occ1_Managerial
23,-0.0070692666944293,-0.0132427292788246,-0.0015787593058618,-0.0108891411214336,-0.0036346185707278,employment,Services,Services,1,Managerial,result/occ_ind_4/employment/Services/irf_occ1_Managerial.csv,Services__occ1_Managerial
24,-0.0070260881518539,-0.0133220811918059,-0.0011479382219264,-0.0111814197603732,-0.0034739980841951,employment,Services,Services,1,Managerial,result/occ_ind_4/employment/Services/irf_occ1_Managerial.csv,Services__occ1_Managerial
25,-0.0074615271017667,-0.0140916985140883,-0.0011377943869454,-0.0114898428704626,-0.0033120921607974,employment,Services,Services,1,Managerial,result/occ_ind_4/employment/Services/irf_occ1_Managerial.csv,Services__occ1_Managerial
26,-0.006720089584408,-0.0140158037689895,0.0004376035270207,-0.0110514748906494,-0.0024873818495636,employment,Services,Services,1,Managerial,result/occ_ind_4/employment/Services/irf_occ1_Managerial.csv,Services__occ1_Managerial
27,-0.0084467460572272,-0.0157006077720659,-0.0014326025173908,-0.012641235774972,-0.0041661654202709,employment,Services,Services,1,Managerial,result/occ_ind_4/employment/Services/irf_occ1_Managerial.csv,Services__occ1_Managerial
28,-0.0095719053205781,-0.0166097750261865,-0.0016335358877179,-0.0139124800469438,-0.0047342978820285,employment,Services,Services,1,Managerial,result/occ_ind_4/employment/Services/irf_occ1_Managerial.csv,Services__occ1_Managerial
29,-0.0082533633203176,-0.0157600851251375,-0.0005679602137846,-0.0128514157771534,-0.0036541599770682,employment,Services,Services,1,Managerial,result/occ_ind_4/employment/Services/irf_occ1_Managerial.csv,Services__occ1_Managerial
30,-0.0089524754723132,-0.0162375739454307,-0.001474502302605,-0.0138179632763588,-0.0042474849025249,employment,Services,Services,1,Managerial,result/occ_ind_4/employment/Services/irf_occ1_Managerial.csv,Services__occ1_Managerial
31,-0.0093004485632289,-0.0162023530866126,-0.0019066619615489,-0.0138879988094798,-0.0047738506653175,employment,Services,Services,1,Managerial,result/occ_ind_4/employment/Services/irf_occ1_Managerial.csv,Services__occ1_Managerial
32,-0.0080987609051817,-0.0151049579873494,-0.0016965079804878,-0.0126420143971386,-0.0040675911546738,employment,Services,Services,1,Managerial,result/occ_ind_4/employment/Services/irf_occ1_Managerial.csv,Services__occ1_Managerial
33,-0.0086188136710564,-0.0153126820654168,-0.0022251533665912,-0.0125657642305425,-0.0047796294836126,employment,Services,Services,1,Managerial,result/occ_ind_4/employment/Services/irf_occ1_Managerial.csv,Services__occ1_Managerial
34,-0.0082771306481858,-0.0139436646559384,-0.0025913930519989,-0.0119582540144622,-0.0046127376319825,employment,Services,Services,1,Managerial,result/occ_ind_4/employment/Services/irf_occ1_Managerial.csv,Services__occ1_Managerial
35,-0.0060096668080746,-0.0114813870196058,-0.0008959541009056,-0.0092960163885244,-0.0028504238063706,employment,Services,Services,1,Managerial,result/occ_ind_4/employment/Services/irf_occ1_Managerial.csv,Services__occ1_Managerial
36,-0.0053986894218737,-0.0113025592806622,0.000666349848886,-0.0087271016559927,-0.0022413868100961,employment,Services,Services,1,Managerial,result/occ_ind_4/employment/Services/irf_occ1_Managerial.csv,Services__occ1_Managerial
0,0.0015778031162577,-0.0006089036893814,0.0035073962343911,0.0001669160446556,0.0027845779510289,employment,Services,Services,2,Professional specialty,result/occ_ind_4/employment/Services/irf_occ2_Professional_specialty.csv,Services__occ2_Professional_specialty
1,0.0049499187538774,0.0015582912465155,0.0084717727873131,0.0028196554126146,0.0068872338452793,employment,Services,Services,2,Professional specialty,result/occ_ind_4/employment/Services/irf_occ2_Professional_specialty.csv,Services__occ2_Professional_specialty
2,0.0055920592652901,0.0009130116331602,0.0098126186694453,0.0026151092651092,0.00812832243414,employment,Services,Services,2,Professional specialty,result/occ_ind_4/employment/Services/irf_occ2_Professional_specialty.csv,Services__occ2_Professional_specialty
3,0.0012484894587078,-0.0036995482131437,0.0063130693897417,-0.0017741981160682,0.0040989211508,employment,Services,Services,2,Professional specialty,result/occ_ind_4/employment/Services/irf_occ2_Professional_specialty.csv,Services__occ2_Professional_specialty
4,0.0003194745321111,-0.005414206231766,0.0053679570058322,-0.0031023358333986,0.0034439911980318,employment,Services,Services,2,Professional specialty,result/occ_ind_4/employment/Services/irf_occ2_Professional_specialty.csv,Services__occ2_Professional_specialty
5,0.0006179169580318,-0.0047360129734633,0.0061723456350405,-0.0026607346904257,0.0036348824598945,employment,Services,Services,2,Professional specialty,result/occ_ind_4/employment/Services/irf_occ2_Professional_specialty.csv,Services__occ2_Professional_specialty
6,0.0022577682800945,-0.0032346348343268,0.0079752098014854,-0.0010872595810147,0.0051889576553909,employment,Services,Services,2,Professional specialty,result/occ_ind_4/employment/Services/irf_occ2_Professional_specialty.csv,Services__occ2_Professional_specialty
7,0.0036844579256461,-0.0012706848921644,0.0082477440714573,0.0003861099994508,0.0064341679662432,employment,Services,Services,2,Professional specialty,result/occ_ind_4/employment/Services/irf_occ2_Professional_specialty.csv,Services__occ2_Professional_specialty
8,0.0041385598499686,-0.0007129312165349,0.0080620312661216,0.0009335427244148,0.00639869671956,employment,Services,Services,2,Professional specialty,result/occ_ind_4/employment/Services/irf_occ2_Professional_specialty.csv,Services__occ2_Professional_specialty
9,0.0032567450535812,-0.0015243464442722,0.0066875706120795,0.0004414390780685,0.0054855533099465,employment,Services,Services,2,Professional specialty,result/occ_ind_4/employment/Services/irf_occ2_Professional_specialty.csv,Services__occ2_Professional_specialty
10,0.0009198073669912,-0.0028537058818936,0.0048919860978904,-0.0011912245556916,0.0032246129892287,employment,Services,Services,2,Professional specialty,result/occ_ind_4/employment/Services/irf_occ2_Professional_specialty.csv,Services__occ2_Professional_specialty
11,-1.7233662650408682e-05,-0.0026557468853252,0.0026931482856889,-0.0016861008050227,0.0016456118087836,employment,Services,Services,2,Professional specialty,result/occ_ind_4/employment/Services/irf_occ2_Professional_specialty.csv,Services__occ2_Professional_specialty
12,0.0001456020360831,-0.0032129340442238,0.0032800317225725,-0.0020232404450769,0.0019849048164574,employment,Services,Services,2,Professional specialty,result/occ_ind_4/employment/Services/irf_occ2_Professional_specialty.csv,Services__occ2_Professional_specialty
13,0.0011927662497939,-0.0032773728320542,0.0050592230972767,-0.0014825806206226,0.0033695664385718,employment,Services,Services,2,Professional specialty,result/occ_ind_4/employment/Services/irf_occ2_Professional_specialty.csv,Services__occ2_Professional_specialty
14,-1.6514330084652826e-05,-0.0052882549643441,0.0052749493509255,-0.0033530132616534,0.0027453501532856,employment,Services,Services,2,Professional specialty,result/occ_ind_4/employment/Services/irf_occ2_Professional_specialty.csv,Services__occ2_Professional_specialty
15,-0.0032747400952412,-0.0088064740929161,0.0022500257620068,-0.0070124746592807,-4.218456166863588e-05,employment,Services,Services,2,Professional specialty,result/occ_ind_4/employment/Services/irf_occ2_Professional_specialty.csv,Services__occ2_Professional_specialty
16,-0.0014999893326277,-0.0080865967678689,0.0048236628764129,-0.0051003750469127,0.0021869101790442,employment,Services,Services,2,Professional specialty,result/occ_ind_4/employment/Services/irf_occ2_Professional_specialty.csv,Services__occ2_Professional_specialty
17,-0.00130288583571,-0.0071581083103304,0.0049865164422825,-0.0050507645079706,0.0021081781278165,employment,Services,Services,2,Professional specialty,result/occ_ind_4/employment/Services/irf_occ2_Professional_specialty.csv,Services__occ2_Professional_specialty
18,-0.0015390301193527,-0.007393648277183,0.004283775935438,-0.0052824486066204,0.0021376036956746,employment,Services,Services,2,Professional specialty,result/occ_ind_4/employment/Services/irf_occ2_Professional_specialty.csv,Services__occ2_Professional_specialty
19,-0.0004200472470197,-0.0064746491354208,0.0053451701560528,-0.0041136490296935,0.0033529182568871,employment,Services,Services,2,Professional specialty,result/occ_ind_4/employment/Services/irf_occ2_Professional_specialty.csv,Services__occ2_Professional_specialty
20,0.0026539152143432,-0.0027610960080564,0.0085511313621078,-0.000903548369139,0.0062739063858621,employment,Services,Services,2,Professional specialty,result/occ_ind_4/employment/Services/irf_occ2_Professional_specialty.csv,Services__occ2_Professional_specialty
21,-0.0004495709388127,-0.0060133016584753,0.0046373034626945,-0.0033559412879264,0.0025624367115395,employment,Services,Services,2,Professional specialty,result/occ_ind_4/employment/Services/irf_occ2_Professional_specialty.csv,Services__occ2_Professional_specialty
22,-0.0032252968057473,-0.0071974913404618,0.0012043384714739,-0.0056316258810448,-0.0007781682335853,employment,Services,Services,2,Professional specialty,result/occ_ind_4/employment/Services/irf_occ2_Professional_specialty.csv,Services__occ2_Professional_specialty
23,-0.0043519140398273,-0.0078171019380697,-0.0006635986761173,-0.0064796341313924,-0.0023171235105312,employment,Services,Services,2,Professional specialty,result/occ_ind_4/employment/Services/irf_occ2_Professional_specialty.csv,Services__occ2_Professional_specialty
24,-0.0030375848054595,-0.0069388275404918,0.0006581968586186,-0.0054020367163036,-0.0007117330283936,employment,Services,Services,2,Professional specialty,result/occ_ind_4/employment/Services/irf_occ2_Professional_specialty.csv,Services__occ2_Professional_specialty
25,-0.0035371059582081,-0.0078089002097169,0.0004286010581344,-0.0060515506455058,-0.001086357436434,employment,Services,Services,2,Professional specialty,result/occ_ind_4/employment/Services/irf_occ2_Professional_specialty.csv,Services__occ2_Professional_specialty
26,-0.0043687478806798,-0.0095935349930031,0.0012903472260894,-0.007379841488326,-0.0009861537831766,employment,Services,Services,2,Professional specialty,result/occ_ind_4/employment/Services/irf_occ2_Professional_specialty.csv,Services__occ2_Professional_specialty
27,-0.0057198807960052,-0.0119031049326669,3.0066960146268515e-06,-0.0091979711642737,-0.0019793246237632,employment,Services,Services,2,Professional specialty,result/occ_ind_4/employment/Services/irf_occ2_Professional_specialty.csv,Services__occ2_Professional_specialty
28,-0.006107960284861,-0.012335421500061,0.0007274124635095,-0.0103126842179215,-0.0020876635243462,employment,Services,Services,2,Professional specialty,result/occ_ind_4/employment/Services/irf_occ2_Professional_specialty.csv,Services__occ2_Professional_specialty
29,-0.0062732945099294,-0.012581744883726,0.0012475046866162,-0.0099396849114793,-0.0023434827938557,employment,Services,Services,2,Professional specialty,result/occ_ind_4/employment/Services/irf_occ2_Professional_specialty.csv,Services__occ2_Professional_specialty
30,-0.00603757773854,-0.0119012169483962,0.0011908803943562,-0.0099085046898614,-0.0016569599101991,employment,Services,Services,2,Professional specialty,result/occ_ind_4/employment/Services/irf_occ2_Professional_specialty.csv,Services__occ2_Professional_specialty
31,-0.0011923352214856,-0.0071828487275939,0.0054838969625395,-0.0046537519261445,0.0027130215943263,employment,Services,Services,2,Professional specialty,result/occ_ind_4/employment/Services/irf_occ2_Professional_specialty.csv,Services__occ2_Professional_specialty
32,0.0010626744983448,-0.0046917615451083,0.0077604479259384,-0.0025916150452102,0.0048487920146459,employment,Services,Services,2,Professional specialty,result/occ_ind_4/employment/Services/irf_occ2_Professional_specialty.csv,Services__occ2_Professional_specialty
33,-3.607418316435834e-05,-0.0052319074514537,0.0058563234688326,-0.0032531830305857,0.0034029757314203,employment,Services,Services,2,Professional specialty,result/occ_ind_4/employment/Services/irf_occ2_Professional_specialty.csv,Services__occ2_Professional_specialty
34,-0.0022082326309091,-0.0067579311632634,0.0023042194224472,-0.0048723471060258,0.0005413655670283,employment,Services,Services,2,Professional specialty,result/occ_ind_4/employment/Services/irf_occ2_Professional_specialty.csv,Services__occ2_Professional_specialty
35,-0.0024974603229208,-0.0062397105391027,0.0012000275123134,-0.0048321462257817,-0.0001069134639013,employment,Services,Services,2,Professional specialty,result/occ_ind_4/employment/Services/irf_occ2_Professional_specialty.csv,Services__occ2_Professional_specialty
36,-0.0005152215239089,-0.0049633761766775,0.003280769649733,-0.0030899734975398,0.0018689239879673,employment,Services,Services,2,Professional specialty,result/occ_ind_4/employment/Services/irf_occ2_Professional_specialty.csv,Services__occ2_Professional_specialty
0,-0.001219611058558,-0.006946720862235,0.0028979064810307,-0.0045195443529331,0.0012523257617315,employment,Services,Services,3,High tech,result/occ_ind_4/employment/Services/irf_occ3_High_tech.csv,Services__occ3_High_tech
1,0.0039296325742232,-0.0011825635849863,0.0076713170501017,0.0008745060246201,0.0062004576924526,employment,Services,Services,3,High tech,result/occ_ind_4/employment/Services/irf_occ3_High_tech.csv,Services__occ3_High_tech
2,0.0027788337425952,-0.0025420965585244,0.0077376160817037,-0.0002068788416947,0.0052848330527392,employment,Services,Services,3,High tech,result/occ_ind_4/employment/Services/irf_occ3_High_tech.csv,Services__occ3_High_tech
3,0.0008962506751271,-0.0026353813865865,0.0047572021838589,-0.0014403449597239,0.0031474251547742,employment,Services,Services,3,High tech,result/occ_ind_4/employment/Services/irf_occ3_High_tech.csv,Services__occ3_High_tech
4,0.0026649341281941,-0.0014655375899159,0.0072339941167203,0.0002321888231902,0.0050698890545308,employment,Services,Services,3,High tech,result/occ_ind_4/employment/Services/irf_occ3_High_tech.csv,Services__occ3_High_tech
5,0.0006080769298003,-0.0037563616106763,0.0046925087792217,-0.0019158425850711,0.0032370936232385,employment,Services,Services,3,High tech,result/occ_ind_4/employment/Services/irf_occ3_High_tech.csv,Services__occ3_High_tech
6,0.004280464721448,0.000179096954142,0.0087922915660527,0.0017896045100262,0.0069156862179561,employment,Services,Services,3,High tech,result/occ_ind_4/employment/Services/irf_occ3_High_tech.csv,Services__occ3_High_tech
7,0.0066260934319136,0.0015924644849218,0.0124068756504091,0.0034512817540219,0.0101803607202955,employment,Services,Services,3,High tech,result/occ_ind_4/employment/Services/irf_occ3_High_tech.csv,Services__occ3_High_tech
8,0.0031219744045015,-0.0014668785670154,0.0090171013994015,3.15239608560244e-05,0.0067839888550291,employment,Services,Services,3,High tech,result/occ_ind_4/employment/Services/irf_occ3_High_tech.csv,Services__occ3_High_tech
9,0.002051245765498,-0.0031639904029966,0.0071674802379354,-0.0010757647633225,0.0049121617923563,employment,Services,Services,3,High tech,result/occ_ind_4/employment/Services/irf_occ3_High_tech.csv,Services__occ3_High_tech
10,0.0020852611534646,-0.0032527503432757,0.0075121246957389,-0.0010942125189082,0.0051898210127332,employment,Services,Services,3,High tech,result/occ_ind_4/employment/Services/irf_occ3_High_tech.csv,Services__occ3_High_tech
11,0.0013799375468958,-0.0056303647845913,0.0075973194620285,-0.0028119222630954,0.0049420375209022,employment,Services,Services,3,High tech,result/occ_ind_4/employment/Services/irf_occ3_High_tech.csv,Services__occ3_High_tech
12,-0.0006751997639456,-0.0077217053465849,0.0044444145926301,-0.0046722232592244,0.0023486649564316,employment,Services,Services,3,High tech,result/occ_ind_4/employment/Services/irf_occ3_High_tech.csv,Services__occ3_High_tech
13,0.0031514979134115,-0.0031245041137498,0.0077012535500633,-0.0005769914065594,0.0060373762220422,employment,Services,Services,3,High tech,result/occ_ind_4/employment/Services/irf_occ3_High_tech.csv,Services__occ3_High_tech
