horizon,beta_abs,boot_se,ci_lo95,ci_hi95,ci_lo90,ci_hi90,ci_lo68,ci_hi68
0,0.00020206601510738733,0.0003566125242340021,-0.0005283822214114041,0.0008430308840618422,-0.000410083254120139,0.0007518596269141932,-0.00017692698622468554,0.0005231672048289728
1,0.00016377246962586813,0.00035337511104627445,-0.0005190716620696576,0.0008954968862687534,-0.00036540402533025043,0.0007714776729741543,-0.00017314874266355728,0.0005195093856447786
2,0.0005618174604078628,0.00034637705929038996,-0.00015388558515971233,0.0011966603386517815,-1.7783100081591447e-5,0.0010728308300083226,0.00018902905998299362,0.0008847456305121982
3,-0.00026034144890146204,0.0003551141559297168,-0.0010112290787606581,0.0004490286295049762,-0.0008547788810496914,0.0003381020243401306,-0.0006200741369746608,6.669308194198643e-5
4,0.0002966558275114488,0.0003408315301629896,-0.0003166788727494026,0.0009477457803381071,-0.00024040662890716214,0.0008826182703602567,-3.504270584301384e-5,0.0006254728848900695
5,-4.61627460890895e-5,0.00044794518917611563,-0.0008882172194426711,0.0009231925670840292,-0.0007568194844425613,0.0006969061937055946,-0.0004339682045938053,0.00039534087466619493
6,0.00036290217303601403,0.0003440816398255619,-0.00030643354041129167,0.0010080498239587036,-0.00020644125731569715,0.0009283898198826289,5.296165569310287e-5,0.0007355816865899201
7,-0.00015593281173209412,0.0003695568333239422,-0.0009097093088042474,0.0005955593062097181,-0.000765146515788139,0.0004357809370475104,-0.0004980406808595371,0.00021592361681768162
8,0.000200508190844496,0.0003466630607175656,-0.0004848451199562742,0.0009180391378350093,-0.00035790841629905425,0.000761738205656157,-0.00012829734572557624,0.0005385544909844075
9,0.0002759534041078347,0.0003474530220676612,-0.000336762146579438,0.0010106322848043646,-0.00022617613809545572,0.0008782386238225711,-5.178459513077595e-5,0.0006331998386085286
10,-0.00034799937835240083,0.0003780961763850748,-0.001158906230283896,0.0003428133524548474,-0.001017936242479036,0.00025340409784912446,-0.0007624892023887129,-4.0955399016730305e-5
11,-8.511035101452562e-5,0.00033038373847614857,-0.0007338379544876423,0.0005326468800562537,-0.0006190080412726288,0.0004428253483348132,-0.00040446439080866646,0.00024819693500956105
12,0.00026574657623764427,0.0003762739794969073,-0.0004283642998527104,0.0010023275240351143,-0.0003196291179916128,0.0009158954919811934,-8.94201426461379e-5,0.0006469014912464028
