horizon,beta,ci_lo90,ci_hi90,ci_lo68,ci_hi68
0,0.006135266847137964,-0.03341087373170082,0.04382916060492941,-0.014488658601582164,0.02590030735771979
1,-0.024326903809498666,-0.07652839395905967,0.04497425205299969,-0.052551418092936314,0.017674372389578245
2,-0.04664060567833442,-0.09449029091112249,-0.009941601961407448,-0.07422062795085357,-0.025131813578482747
3,-0.01049025386227721,-0.048675778003417505,0.02487783824378269,-0.03280091192479605,0.01129265449546945
4,-0.04282805027401539,-0.07775130443565763,-0.00036648620711126484,-0.06490711974170932,-0.01663724580346433
5,0.03001538011805949,-0.010296903186357332,0.06649960091265242,0.006709070553858998,0.05201692334037578
6,-0.005907054899334864,-0.04385096822108604,0.03012496671368991,-0.028942588569256758,0.016320283373107862
7,0.04456322804105092,0.01345780436842783,0.07544308186342871,0.02398439125165015,0.06363477618583128
8,0.018292490186040306,-0.020878769739426564,0.05641874892330717,-0.0019032247072155763,0.042112734028541966
9,-0.00623163931914639,-0.035804494855096194,0.033959514829954164,-0.024629195304789707,0.018212802136715427
10,-0.023530670617828712,-0.05447731777035464,0.009592319825891201,-0.043510453714386055,-0.005981717493932087
11,0.025310993226065375,-0.013617489257946338,0.05783782809278208,0.004783484861478757,0.045994863174229586
12,0.03458709251504079,0.0012636406747674675,0.07767004609339428,0.015577542529090594,0.06139325878433657
13,0.03564689913818875,0.0004311172281424719,0.06647757188897747,0.014664178845345835,0.053746196171145996
14,-0.022791148653392705,-0.04829288671720536,0.006194212711237816,-0.0365249069830875,-0.006930787860331723
15,-0.005003739791973191,-0.03765921254207148,0.03040479737478771,-0.027364593588020444,0.016015168492522443
16,0.01787755165298685,-0.024276830832722432,0.05720208899920719,-0.005821269268586348,0.04115256638333657
17,-0.015033400686685796,-0.04337290897472909,0.019442901217959302,-0.0331788040203372,0.005661199320561966
18,0.005016278982090534,-0.025915197343931863,0.05583060636277266,-0.011832523350146777,0.036068258110043445
19,-0.020052427487010183,-0.0585737212363141,0.01974803924894947,-0.0424451745622818,0.00416967237169668
20,0.03126253114983339,-0.008346067492716304,0.0805548610301272,0.00818694566163191,0.05966731045017894
21,0.0042386380350212536,-0.02592567210508455,0.05317839184591854,-0.014445427129853257,0.034984531323256976
22,0.01327400273777284,-0.019421478682407577,0.04682155730728217,-0.007680465251391145,0.034998931659581206
23,-0.01904748361866871,-0.05425616762453011,0.014575214552333397,-0.04092993796248329,0.0020733999586767665
24,-0.030950557636869998,-0.060178877212179446,0.0004477189255836442,-0.049382570384871524,-0.01177988507809476
25,-0.021940959364243274,-0.056974373156258695,0.0020364829277361995,-0.041696381743350275,-0.005963045122039594
26,-0.01056437479281234,-0.038898455903220275,0.016286702767942272,-0.025158668968064186,0.004787027385168084
27,0.02950992145741496,-0.012526621920559672,0.06380101474466615,0.006780401010608006,0.049880231634041775
28,0.027007517922411545,-0.013003525033767671,0.06657652650409894,0.005605876253580489,0.05067404576657873
29,-0.02100807739555713,-0.051189416844699714,0.008414824898549778,-0.037685958096918076,-0.0014319561213277689
30,-0.006917895008047279,-0.05277842984846472,0.05172133151959672,-0.03293639389835939,0.022635900354244218
31,0.003187712782742054,-0.05352176771401,0.045930689162509135,-0.028754538645040642,0.02918571802968118
32,-0.034991109497020674,-0.09127445594026193,0.018810447127156016,-0.06655797039560343,-0.002779156450757582
33,-0.038639487707607195,-0.08032172215391327,-0.0018575345884973282,-0.059083293021277065,-0.01772717692252409
34,-0.0678929063755036,-0.11385573115401271,-0.028447685903147134,-0.09586640692330538,-0.04302668374081621
35,0.004556639766903506,-0.03709435906771795,0.04686439841116457,-0.021179447947236925,0.026560877248567438
36,0.030586163813273018,-0.017134988883973357,0.08121977002673503,0.0018626262432859843,0.058654130684476766
