occ_group,occ_label,W_full,H_full,p_full,W_short,H_short,p_short,W_long,H_long,p_long,peak_horizon,peak_beta,peak_boot_se,bh_reject_full,bh_reject_short,bh_reject_long,persistence_type
1,Managerial,30.525083040270335,37,0.758,16.346447591764466,12,0.194,6.83319555526255,13,0.906,11,-0.0016008888685978301,0.0006602873714697589,false,false,false,Not_significant
2,Professional_specialty,81.60388810272927,37,0.0,36.75386472279103,12,0.002,20.445168843199948,13,0.088,7,0.0033303671563047308,0.0009184541568227727,true,true,false,Temporary
3,High_tech,38.92035238616532,37,0.372,9.52065972629246,12,0.65,13.821477044159655,13,0.362,26,0.0007663265741000243,0.0003220861707519544,false,false,false,Not_significant
4,Sales,78.4482690073372,37,0.0,34.27928849494675,12,0.0,20.516772245206578,13,0.09,17,-0.0014924999069623765,0.00047871107035123617,true,true,false,Temporary
5,Administrative_support,18.002571615719955,37,0.992,6.238851514918882,12,0.892,6.262493338603809,13,0.918,16,0.0007007069166342364,0.0005177414149446777,false,false,false,Not_significant
6,Service,26.68921697017156,37,0.9,6.96093654882549,12,0.87,11.248246525420928,13,0.594,17,0.0009407379028619296,0.0004829437687675482,false,false,false,Not_significant
7,Farming_forestry_construction,20.860124474447513,37,0.976,6.283905046525102,12,0.9,10.135353377110897,13,0.658,31,-0.0007711093743119485,0.0005291600215177961,false,false,false,Not_significant
8,Precision_production_repair,30.569226273258423,37,0.766,7.741057548366738,12,0.79,7.517290253804566,13,0.878,22,0.0005964458390652248,0.0003879088967111066,false,false,false,Not_significant
9,Machine_operators_transport,23.76203194246644,37,0.962,10.821736212859797,12,0.538,4.45697203658886,13,0.982,19,-0.0008028497018873574,0.0006458027372732206,false,false,false,Not_significant
