ind_group,ind_label,horizon,beta_abs,theta,boot_se,p_value,bh_reject
1,Agriculture_forestry_fishing,0,-0.014388983057528632,NaN,0.009456184749252496,0.144,false
1,Agriculture_forestry_fishing,1,-0.01044686051905831,NaN,0.009559180674834352,0.248,false
1,Agriculture_forestry_fishing,2,-0.015998934193939017,NaN,0.009463222286160061,0.12,false
1,Agriculture_forestry_fishing,3,-0.006844445008720628,NaN,0.00887198849464515,0.416,false
1,Agriculture_forestry_fishing,4,0.004450219539214914,NaN,0.011845080854715107,0.752,false
1,Agriculture_forestry_fishing,5,-0.019035386550796552,NaN,0.009745963190372776,0.048,false
1,Agriculture_forestry_fishing,6,-0.019654037586632374,NaN,0.010426192716290857,0.056,false
1,Agriculture_forestry_fishing,7,0.0019579458030510415,NaN,0.009013902790148524,0.848,false
1,Agriculture_forestry_fishing,8,0.010719258645116296,NaN,0.008166510931771856,0.204,false
1,Agriculture_forestry_fishing,9,-0.008244717648881694,NaN,0.009877524311024148,0.392,false
1,Agriculture_forestry_fishing,10,-0.0067450957999251725,NaN,0.010695740460903935,0.564,false
1,Agriculture_forestry_fishing,11,-0.004925672374728045,NaN,0.009130416944587341,0.616,false
1,Agriculture_forestry_fishing,12,-0.004931482765415346,NaN,0.009607859359188977,0.612,false
1,Agriculture_forestry_fishing,13,-0.013074803606935352,NaN,0.01105616931930223,0.232,false
1,Agriculture_forestry_fishing,14,-0.006350058085364821,NaN,0.011542957194086441,0.588,false
1,Agriculture_forestry_fishing,15,-0.013232021942591774,NaN,0.009986214999207463,0.188,false
1,Agriculture_forestry_fishing,16,0.0006877616884543217,NaN,0.010303171848783618,0.948,false
1,Agriculture_forestry_fishing,17,0.00858252945616648,NaN,0.011316952815118214,0.416,false
1,Agriculture_forestry_fishing,18,-0.005426326351940451,NaN,0.011301924525376324,0.652,false
1,Agriculture_forestry_fishing,19,0.0018132256141884444,NaN,0.010974420626370494,0.872,false
1,Agriculture_forestry_fishing,20,0.00039171348812193975,NaN,0.011395033801691986,0.948,false
1,Agriculture_forestry_fishing,21,-0.000570537124493835,NaN,0.011800647520766112,1.0,false
1,Agriculture_forestry_fishing,22,0.002429402505275784,NaN,0.009136174278458337,0.784,false
1,Agriculture_forestry_fishing,23,-0.00659412653313596,NaN,0.012292813713585454,0.556,false
1,Agriculture_forestry_fishing,24,0.0024357597653458275,NaN,0.010346930966537226,0.86,false
1,Agriculture_forestry_fishing,25,0.0010488792503722728,NaN,0.00973342832488327,0.924,false
1,Agriculture_forestry_fishing,26,-0.0057287370540452425,NaN,0.010200445494451338,0.608,false
1,Agriculture_forestry_fishing,27,-0.007439725124089085,NaN,0.010565865140185496,0.408,false
1,Agriculture_forestry_fishing,28,-0.01613799106198989,NaN,0.011059832116753253,0.164,false
1,Agriculture_forestry_fishing,29,-0.010459238544869022,NaN,0.009843560922214677,0.316,false
1,Agriculture_forestry_fishing,30,-0.007130374215691007,NaN,0.009860666102808766,0.496,false
1,Agriculture_forestry_fishing,31,-0.017650544188401108,NaN,0.009375097314494905,0.06,false
1,Agriculture_forestry_fishing,32,-0.003388323552496843,NaN,0.010275944909260084,0.728,false
1,Agriculture_forestry_fishing,33,0.002320302235962921,NaN,0.011406127942803691,0.804,false
1,Agriculture_forestry_fishing,34,0.00034958747174505887,NaN,0.010815564138104276,0.956,false
1,Agriculture_forestry_fishing,35,-0.008995456257127317,NaN,0.010158503249635948,0.376,false
1,Agriculture_forestry_fishing,36,-0.0034023196691468456,NaN,0.01159775244338639,0.78,false
2,Mining,0,-0.0028151681632978204,NaN,0.017987102770015865,0.868,false
2,Mining,1,0.015937780253956556,NaN,0.01617993525859369,0.32,false
2,Mining,2,0.012947328168699942,NaN,0.017587680639796963,0.504,false
2,Mining,3,0.003500173449047493,NaN,0.014834138125078172,0.824,false
2,Mining,4,-0.006218989235667752,NaN,0.017714706648689196,0.732,false
2,Mining,5,-0.0009941829937400541,NaN,0.015367464591835269,0.968,false
2,Mining,6,-0.025403583462538834,NaN,0.01571512318510612,0.128,false
2,Mining,7,0.018995882126460285,NaN,0.01576869451779973,0.224,false
2,Mining,8,0.0007728450578904332,NaN,0.01653374215832248,0.992,false
2,Mining,9,-0.011937989631220754,NaN,0.015644883568500738,0.404,false
2,Mining,10,0.009607510507256016,NaN,0.016160695725449477,0.588,false
2,Mining,11,0.0070160082003373325,NaN,0.015638622909253008,0.66,false
2,Mining,12,-0.013652909547890845,NaN,0.01865418514898979,0.424,false
2,Mining,13,0.030625851851198503,NaN,0.016930472188381757,0.06,false
2,Mining,14,0.004738985164714892,NaN,0.017362587446230423,0.852,false
2,Mining,15,-0.016067511413558676,NaN,0.017916837811563894,0.368,false
2,Mining,16,-0.001706610255243743,NaN,0.016877944380301664,0.868,false
2,Mining,17,0.00868252662822981,NaN,0.017847696560188028,0.572,false
2,Mining,18,0.0017750211819227044,NaN,0.015641406442974556,0.944,false
2,Mining,19,-0.017734669634140523,NaN,0.02027653247633821,0.352,false
2,Mining,20,-0.02541732443090964,NaN,0.015345567549090593,0.068,false
2,Mining,21,0.01461702228686988,NaN,0.01608325579658406,0.4,false
2,Mining,22,0.006094530541791176,NaN,0.01853016186639472,0.764,false
2,Mining,23,-0.01835930468135518,NaN,0.01730071264004665,0.292,false
2,Mining,24,0.00032940001749611,NaN,0.020453983886113705,0.94,false
2,Mining,25,-0.0009758268687802471,NaN,0.017762211456673994,0.968,false
2,Mining,26,-0.007482497516900593,NaN,0.016205975846221687,0.68,false
2,Mining,27,-0.023704834616584458,NaN,0.02215156095423106,0.236,false
2,Mining,28,0.014701515626511915,NaN,0.017805947954982287,0.396,false
2,Mining,29,-0.0027673195835785165,NaN,0.016709726603919523,0.864,false
