horizon,beta_abs,boot_se,ci_lo95,ci_hi95,ci_lo90,ci_hi90,ci_lo68,ci_hi68
0,-0.001264146529372222,0.004764443964323981,-0.009943414136546248,0.008641495990868307,-0.007985919323143529,0.007402605186609465,-0.005556028396197632,0.003787874851055456
1,0.003941132233191535,0.006033276467660414,-0.007880640594410421,0.015592748278756778,-0.006263118404574181,0.013852359304811778,-0.0020355120388441993,0.009817775796258605
2,0.001069485547642778,0.005091918446775662,-0.008439533165538632,0.0106333919942838,-0.007617095516315331,0.009509260093306004,-0.003872266392388497,0.0064294090349078445
3,0.0005023651783050513,0.005952998652139373,-0.010972013396579057,0.011443784619966643,-0.009772682373761821,0.009792661388208732,-0.00544591040811805,0.006206709622252115
4,-0.004403366734010529,0.006603656093035969,-0.0160923314215161,0.009601051705575351,-0.014028650707695168,0.006939166120210682,-0.010710568608101592,0.0029677058212754996
5,-3.373232051438579e-5,0.006480938549709513,-0.01229151222143382,0.01325028141237685,-0.01071883546945717,0.010708601349134528,-0.006329540652362813,0.006023996190170896
6,-0.0013592149150153826,0.005565998300506019,-0.011799057878743642,0.010106289040858682,-0.009839470947576874,0.008936340470811788,-0.00671253237184391,0.004031230159187854
7,0.004507840574042611,0.005725192688201965,-0.005980023152530191,0.015333390371845286,-0.003313628930195952,0.01354327254664539,-0.0008459720607298471,0.011059865518747462
8,0.009116641349828387,0.005719135719059398,-0.002180911228362003,0.019567262098877977,-0.0006562313910332771,0.018220089599152375,0.0029952607895512707,0.014879832200500587
9,-0.0022506913393934166,0.005036149197683127,-0.01198884846310273,0.007691826103043624,-0.010588277424812142,0.0066224283236797545,-0.006656705091922576,0.0023826319876616743
10,0.0015831054316197523,0.005213697743440382,-0.008949786723416063,0.010837988107322227,-0.0074109606846757365,0.009236651858212921,-0.003969826921645011,0.006782084151257015
11,0.0009211559389719715,0.004506141632094911,-0.007656992100064035,0.009558291761449777,-0.006409054678393673,0.008551083336355797,-0.0034469348836176665,0.005625237031576486
12,0.001183364184204885,0.00682876353524229,-0.013538256622568665,0.01428287941029167,-0.009985251435101749,0.011282882225090905,-0.004953373460083508,0.008414087670678324
13,0.001469717461282472,0.005677820852827543,-0.009792035445225146,0.01258631947233382,-0.007879046656324875,0.011100190143360788,-0.0038802939240485967,0.007503528434219129
14,0.00390417433256741,0.0053802836156057274,-0.006630704022899174,0.01526413289998257,-0.00457063303505529,0.013136174667736906,-0.0009590365935342827,0.00929299312237629
15,-0.003576410192457846,0.006944972967515188,-0.017501136293553946,0.009370943035900452,-0.01521540211479164,0.0073870454247112385,-0.010688068801131129,0.003231644497030714
16,0.0014193172826858847,0.005991552945526751,-0.009091567264223614,0.014174107476113685,-0.007298536069261184,0.011724058329846264,-0.0038833352594475575,0.008028381625822745
17,0.0018344347944734998,0.00641774266650369,-0.011636683944760022,0.014728611675633819,-0.008830385872750826,0.013084956363156028,-0.0034704428031503537,0.00853360810659544
18,0.0034838378015523133,0.0058689257472793795,-0.006869588310712356,0.015879909003404788,-0.005443113941435026,0.013634934972265143,-0.0016181615329915408,0.00966522942750889
19,0.008342127061688246,0.0053084153655831865,-0.0013007243146232585,0.019227013817660097,0.00024078411098847724,0.017261402206139292,0.003288535869670029,0.01386313617957861
20,0.013329478419060615,0.006084596899279727,0.0002945621852980398,0.025665842136686802,0.0026502932095654884,0.023220224267054383,0.007244663360423149,0.018831128319855114
21,0.0047187398028342735,0.0048496785805367485,-0.005235183127629727,0.013554154365609064,-0.004230180718466218,0.012410374833796062,-7.791853044076965e-5,0.009186245900939213
22,0.00970650416668086,0.004859471665314135,-3.504755892169162e-5,0.0187297756431391,0.0013640309734829783,0.01695817454092966,0.004503234307160063,0.014351385117112465
23,-0.0004943687472980592,0.004874247377186211,-0.010478365312261345,0.009094305893629947,-0.008369403590957433,0.007510638930370383,-0.00487340406180211,0.004346642428093621
24,0.0032630260902287806,0.005343443646893414,-0.006853773914598963,0.01346625634207439,-0.005626721006936594,0.012289812548908765,-0.0016837546902352203,0.008693937193324857
25,0.0056460283268144834,0.006558710769211857,-0.0066389683922698645,0.019026669031230528,-0.005246808887300867,0.016836081796119083,0.0002032171958112088,0.012504194874298411
26,0.0035469628793466587,0.006934883242995305,-0.010095758568075826,0.017534172074774743,-0.007592158184134981,0.015863785042380858,-0.0029660938284784212,0.010713646202609648
27,-0.0012512414304969635,0.0066921982714648305,-0.015282351481418942,0.01182582793974454,-0.0126617637973096,0.009416297126476326,-0.008029100081618808,0.004990906472854021
28,-0.0038307588111231657,0.006107649830743843,-0.014734526800128671,0.008402540698166462,-0.013394069428067226,0.0064897007792336535,-0.009516342583409554,0.0024107978403151574
29,0.0006871578736670839,0.006477332033786368,-0.012712853253702566,0.013188607822593953,-0.01023287554466312,0.011553252893824816,-0.005789057964582661,0.00673258185376729
