horizon,coef_name,beta,se,ci_lo90,ci_hi90,ci_lo68,ci_hi68
0,shock_g1,0.0019635165859963914,0.002414263204236566,-0.0008684673407542459,0.005299050611725746,0.00017056136048449648,0.004081582269216729
0,shock_g5,0.015720248219173175,0.0065599033774437305,0.007835441064412548,0.022728830946319778,0.01058967785270588,0.020087082375203714
0,shock_g7,-0.000645605480134301,0.0015862447423871358,-0.002636730903037203,0.0014590494027993503,-0.0017361462580784046,0.0004131479948746498
0,shock_g8,-0.0018175483124479202,0.0031661325347927334,-0.005546086949071634,0.001924540502292628,-0.004377697377166781,0.0003463403284524396
0,shock_g9,0.0009600588984306706,0.002150706711098429,-0.001773063411379751,0.003775990110836526,-0.0006400852653649988,0.0025378562570197204
0,shock_lag1,0.00024498172128325027,0.001947034438949868,-0.0021786119133016418,0.002477258559520611,-0.0012730095636276331,0.0015333938044816697
0,ylag1,0.24668724957833496,0.03034826140849283,0.2152479156421535,0.2855889821823542,0.2296696689110061,0.2735790179990881
0,log_oil_lag1,-0.014675771724659267,0.003457888399502761,-0.019145767411602618,-0.010726725482124048,-0.017146847830806892,-0.012191407150116513
0,ffr_lag1,0.0015605686594740216,0.0010699072545664531,-0.00013017665913212786,0.003165277846660372,0.000494903009558859,0.002455651938306839
0,cpi_lag1,-1.0248965429076893e-5,5.87005740754405e-5,-8.982378303284416e-5,8.09192434649175e-5,-5.977998051644972e-5,4.101685719426662e-5
0,indpro_lag1,0.0014766818409395676,0.0002370269706192226,0.0011654457391764915,0.00175459580791947,0.0012917211854421892,0.0016413178670891704
0,t10y3m_lag1,0.0012564409671514119,0.0022734659170104863,-0.002061956623026301,0.004501829934447188,-0.0007944084197692082,0.003170828646936858
0,age_mean,0.0010377509174663573,0.0007313048397001143,0.0001690645689424987,0.0019346163256033825,0.0004490795021656252,0.0015836516413188222
0,female_share,-0.12290423835663979,0.026879848131366648,-0.1574492617927261,-0.08925531455484904,-0.14238786075853505,-0.10301882840232168
1,shock_g1,-0.001072256096275831,0.002724447961174344,-0.004810089154216385,0.0027895644759800076,-0.0031634083265531902,0.0010328919049659277
1,shock_g5,-0.0007335788526058407,0.006216413752569701,-0.008224451102746019,0.00693829623159642,-0.005514747863914515,0.0038335911429160704
1,shock_g7,-0.0010570240907127172,0.001679221729381195,-0.003369931271810638,0.000903741134653094,-0.0023257914585508364,0.0001754313388872919
1,shock_g8,0.0004300821876156671,0.0033383958850463588,-0.004360553730245493,0.004198055063743425,-0.0022970914298990675,0.002970776104884856
1,shock_g9,-0.003087527105302106,0.0025868916954124503,-0.006534465531139463,-0.0001924469172239359,-0.005135512809566652,-0.0013113414117628661
1,shock_lag1,0.0027533398452827818,0.0018401941137432872,0.00035907009698767697,0.004984285672233131,0.0012628124230680863,0.004189643740416859
1,ylag1,0.16959986001721147,0.033272043195355636,0.13500208331391156,0.21662435489224702,0.14856563875686593,0.19828025044080536
1,log_oil_lag1,-0.016105569236824373,0.004081048200192148,-0.021520229747498128,-0.011395379975833432,-0.019508773103279805,-0.013226290113488508
1,ffr_lag1,0.0006242428678127787,0.0013783586556240365,-0.0013697344038676104,0.002364552264826022,-0.0005389847913919375,0.0016639315984472653
1,cpi_lag1,-2.8550226411445347e-5,7.066235462283771e-5,-0.00012500194467535491,7.970547815214785e-5,-8.417822184048074e-5,2.9789746425616705e-5
1,indpro_lag1,0.0015222089884276387,0.0002563630200070946,0.0011850116069178625,0.0018222324592846984,0.001325430256300167,0.0016950434491679821
1,t10y3m_lag1,0.0004903213518810286,0.002822850509550839,-0.003286162225404507,0.004063368028504414,-0.00179538709853707,0.0026796190828197574
1,age_mean,0.001021015497088854,0.000898114343875666,-1.3278768251081706e-5,0.0021421205773837554,0.0003461840182703592,0.0016881027563516462
1,female_share,-0.03935246336904413,0.027381147723299706,-0.07432728118702431,-0.005062296590079923,-0.05852558484010281,-0.01907764876313116
2,shock_g1,0.0034579337068198594,0.0028225408274617863,-0.00014543691693347282,0.006757411654204362,0.0014334066575552103,0.005465985619339073
2,shock_g5,0.0062860339677925856,0.007151349719506823,-0.0022012542219749364,0.014560430312952502,0.0009830006269796682,0.011262564757009125
2,shock_g7,-0.0006869598315221578,0.0015866189115935798,-0.002823256730179151,0.001306019807764417,-0.002005067251880214,0.00047953588926349976
