occ_group,occ_name,cum_resp,cum_se,occ_name_1,predicted_response,pred_se,residual,residual_se,R2
1,Managerial,0.005948089522670519,0.00350928647124294,Managerial,0.01434465269611904,0.0021343559875356003,-0.008396563173448522,0.004107379580557145,0.7298262478618951
2,Professional_specialty,0.01031273973411004,0.004600743945905428,Professional_specialty,0.013396312953503776,0.003534346884052232,-0.0030835732193937367,0.0058015905364473255,0.7298262478618951
3,High_tech,0.017112424295004286,0.004966149613006978,High_tech,0.01314128799706235,0.0028925916729660483,0.003971136297941935,0.005747149603523636,0.7298262478618951
4,Sales,0.026109513152458932,0.006873810265331583,Sales,0.017775839796692665,0.005187706655622735,0.008333673355766267,0.008611711090635257,0.7298262478618951
5,Administrative_support,0.008002792877707759,0.005343830926913026,Administrative_support,0.014433615752149223,0.0021028795625107014,-0.006430822874441465,0.005742702450054097,0.7298262478618951
6,Service,0.0269217026201464,0.009464668270300704,Service,0.02140436924713435,0.0041341071039069175,0.005517333373012051,0.010328155063389133,0.7298262478618951
7,Farming_forestry_construction,-0.010636878422752754,0.012732062202065035,Farming_forestry_construction,-0.006311961736457202,0.006915839393656808,-0.0043249166862955515,0.014489107717044156,0.7298262478618951
8,Precision_production_repair,0.013492503496756198,0.006221978413278112,Precision_production_repair,0.015091667434870224,0.003123421395940471,-0.0015991639381140264,0.006961952067625684,0.7298262478618951
9,Machine_operators_transport,0.0194774222789209,0.009087539562641286,Machine_operators_transport,0.014037681049592896,0.003297668798089937,0.005439741229328006,0.009667367521950663,0.7298262478618951
