occ_group,occ_name,cum_resp,cum_se,occ_name_1,predicted_response,pred_se,residual,residual_se,R2
1,Managerial,0.006190411277220318,0.003381206434865124,Managerial,-0.005377900575443555,0.001982992748138148,0.011568311852663873,0.003919798106324075,0.3477044578379431
2,Professional_specialty,-0.005836003426939142,0.004831349243391818,Professional_specialty,-0.0024887150180739597,0.0038454802028034434,-0.0033472884088651825,0.006174921335675128,0.3477044578379431
3,High_tech,-0.0035016616176593808,0.007608727787527632,High_tech,-0.0032538207396099563,0.0030025556158874258,-0.00024784087804942444,0.008179735861945191,0.3477044578379431
4,Sales,-0.03876884424674712,0.007290201553800745,Sales,-0.01769452364824469,0.0049124731534165396,-0.02107432059850243,0.008790872037407724,0.3477044578379431
5,Administrative_support,-0.00891554414209989,0.005312734875942195,Administrative_support,-0.0055182051827980805,0.0021596787934474305,-0.0033973389593018096,0.005734924964890045,0.3477044578379431
6,Service,-0.0002475083612433983,0.007438291445918409,Service,-0.011716560277822464,0.003797671421979304,0.011469051916579065,0.00835167575183216,0.3477044578379431
7,Farming_forestry_construction,-0.01632992316963253,0.005819501809416656,Farming_forestry_construction,-0.0010225407862607598,0.00423439388108977,-0.01530738238337177,0.0071969919306620195,0.3477044578379431
8,Precision_production_repair,-0.0060612863744156364,0.005134826285782506,Precision_production_repair,-0.0030432285433067818,0.001930933904851174,-0.0030180578311088547,0.005485886138999493,0.3477044578379431
9,Machine_operators_transport,0.011652778374204616,0.005366712863571268,Machine_operators_transport,-2.8441393550970276e-5,0.0020130694689912,0.011681219767755586,0.0057318457452208045,0.3477044578379431
