occ_group,occ_name,cum_resp,cum_se,occ_name_1,predicted_response,pred_se,residual,residual_se,R2
1,Managerial,-0.03660614121994068,0.015876910737968875,Managerial,-0.012050882393406565,0.006556037535636258,-0.024555258826534115,0.017177250151002136,-0.02947182081155253
2,Professional_specialty,0.008187166743299468,0.014549967325914634,Professional_specialty,0.009095669957083427,0.009580749775025587,-0.000908503213783959,0.017421030837376884,-0.02947182081155253
3,High_tech,-0.05352463675195898,0.023761534193918715,High_tech,0.0022317392542512745,0.007881059509587292,-0.05575637600621026,0.025034408446025332,-0.02947182081155253
4,Sales,-0.08133346790794384,0.025746042424403277,Sales,-0.009675742527817062,0.012454061511908606,-0.07165772538012677,0.0286000410604876,-0.02947182081155253
5,Administrative_support,0.028304166060877763,0.014464646952667666,Administrative_support,-0.014020212666548616,0.006916135953845722,0.04232437872742638,0.01603305797399222,-0.02947182081155253
6,Service,0.07300986310937195,0.019097362598723796,Service,-0.010225026240176842,0.009444846355282708,0.08323488934954879,0.021305266506242804,-0.02947182081155253
7,Farming_forestry_construction,0.046924305608857866,0.021623725829888564,Farming_forestry_construction,0.004592903118639102,0.01438821523410502,0.042331402490218765,0.025973183408837693,-0.02947182081155253
8,Precision_production_repair,-0.05673600802430819,0.018343829364397574,Precision_production_repair,-0.01208613445775154,0.007745431116785165,-0.044649873566556655,0.019912000877234777,-0.02947182081155253
9,Machine_operators_transport,0.07450328393016548,0.01624581848226089,Machine_operators_transport,-0.01408626333710345,0.008494918773086429,0.08858954726726892,0.01833276474293787,-0.02947182081155253
