occ_group,occ_label,horizon,theta,boot_se,p_value,bh_reject
2,Professional_specialty,0,0.0008297832994547277,0.0035137751159462017,0.792,false
2,Professional_specialty,1,0.0021351896816092365,0.004282004630293881,0.648,false
2,Professional_specialty,2,-0.0032832889037427296,0.004039064072156917,0.42,false
2,Professional_specialty,3,-0.0007505373930360294,0.004071292150277642,0.848,false
2,Professional_specialty,4,0.005800080069823802,0.004291122334009142,0.156,false
2,Professional_specialty,5,0.0026177521074134675,0.004707118302993661,0.6,false
2,Professional_specialty,6,0.0021802703659690955,0.0042673882241125154,0.616,false
2,Professional_specialty,7,0.0029826272257616063,0.0050360361888112356,0.536,false
2,Professional_specialty,8,-0.004768849695070313,0.004738205166819383,0.32,false
2,Professional_specialty,9,-0.002323159085969746,0.004727089379611729,0.616,false
2,Professional_specialty,10,-5.632886756817515e-5,0.005179259616005318,1.0,false
2,Professional_specialty,11,-0.0008631018583650926,0.004367311957550654,0.856,false
2,Professional_specialty,12,-0.005841537463499351,0.004617434182799747,0.196,false
2,Professional_specialty,13,-0.0005693464671432028,0.00402458093759393,0.944,false
2,Professional_specialty,14,0.00048609729371424076,0.004501188522296893,0.952,false
2,Professional_specialty,15,0.003815377555226942,0.00460767683080571,0.4,false
2,Professional_specialty,16,0.004764925529470979,0.004655463046786823,0.344,false
2,Professional_specialty,17,0.0038501830733397866,0.004726891998808196,0.448,false
2,Professional_specialty,18,-0.003939869333957667,0.004664413953146044,0.4,false
2,Professional_specialty,19,0.001467517070426152,0.004374364981034495,0.804,false
2,Professional_specialty,20,-0.0005110999763875309,0.005006420668680242,0.96,false
2,Professional_specialty,21,-0.0004610329268010742,0.004882099731653849,0.9,false
2,Professional_specialty,22,0.0026675669346254882,0.0046357863863824775,0.508,false
2,Professional_specialty,23,-0.000775175986716018,0.004183305991886273,0.892,false
2,Professional_specialty,24,0.00030465111030561747,0.004849615277389299,0.904,false
2,Professional_specialty,25,-0.00046085410557272045,0.004808039078299521,0.892,false
2,Professional_specialty,26,0.008265901624751222,0.004758793424750663,0.064,false
2,Professional_specialty,27,0.00355789879328876,0.005082103653459685,0.46,false
2,Professional_specialty,28,0.00044930855918673407,0.004873638855830491,0.924,false
2,Professional_specialty,29,0.00015048690196493367,0.0050099865011971655,0.948,false
2,Professional_specialty,30,-1.3736939157551207e-5,0.004460618466958095,1.0,false
2,Professional_specialty,31,0.0028726027696765696,0.0044704242999764185,0.452,false
2,Professional_specialty,32,-0.006483762483936968,0.0046931122483665,0.152,false
2,Professional_specialty,33,-0.0015703792023382158,0.004898824131865536,0.728,false
2,Professional_specialty,34,0.003985420451467146,0.005574016449160524,0.568,false
2,Professional_specialty,35,0.000755185891540917,0.004523214943562354,0.8,false
2,Professional_specialty,36,-0.004984695516747805,0.004677011651417422,0.316,false
3,High_tech,0,-0.00846952488938125,0.004315749378767945,0.06,false
3,High_tech,1,-0.004903666777556584,0.00526320333290456,0.368,false
3,High_tech,2,-0.01030545574227735,0.005190634092868473,0.048,false
3,High_tech,3,-0.0025143278717743864,0.005878323566103155,0.704,false
3,High_tech,4,-0.004870129161391843,0.006208142514190008,0.484,false
3,High_tech,5,-0.0012069017760176263,0.005236392087885497,0.776,false
3,High_tech,6,-0.003387202899717098,0.0051455845752676945,0.492,false
3,High_tech,7,0.0019489197678237737,0.005443838018223008,0.664,false
3,High_tech,8,-0.0048631268859052465,0.005131874455988604,0.36,false
3,High_tech,9,-0.007230543366379083,0.0048188991603929495,0.14,false
3,High_tech,10,-0.0016084595446095925,0.005903547523146359,0.776,false
3,High_tech,11,-0.0023322575554156288,0.005030727513858494,0.664,false
3,High_tech,12,-0.004396058348297661,0.00620572794383302,0.52,false
3,High_tech,13,-0.0038812900990030787,0.0058518156682085334,0.484,false
3,High_tech,14,-0.010284314109210865,0.005389546178913258,0.052,false
3,High_tech,15,-0.004777821271857547,0.006043642877832982,0.46,false
3,High_tech,16,-0.0004476092512550348,0.004961509385143375,0.856,false
3,High_tech,17,0.0015799794271154435,0.0058647077023767065,0.776,false
3,High_tech,18,-0.008557778636289167,0.004569617187768428,0.052,false
3,High_tech,19,-0.0014448362677661254,0.005793012318840117,0.756,false
3,High_tech,20,-0.0023193397181517457,0.005220696394673178,0.712,false
3,High_tech,21,-0.0057180759689743725,0.005104373659183913,0.276,false
3,High_tech,22,-0.00646563835884061,0.005302319157433612,0.224,false
3,High_tech,23,-0.005477537413711661,0.005704787639263922,0.312,false
3,High_tech,24,-0.0005654461830182559,0.00537981613684658,0.952,false
3,High_tech,25,-0.010679405571092907,0.005231115640290286,0.056,false
3,High_tech,26,-3.8552926718872775e-5,0.004591882992483157,0.964,false
3,High_tech,27,-0.008391353470237539,0.005945788786045033,0.128,false
3,High_tech,28,-0.00371298488448077,0.00573907927045113,0.528,false
3,High_tech,29,-0.008953005602942758,0.006352935465389644,0.144,false
3,High_tech,30,-0.004346464821290141,0.005137774980956498,0.4,false
3,High_tech,31,-0.0065027942338108805,0.006110457791930448,0.28,false
3,High_tech,32,-0.009694476311057517,0.005671406394306582,0.076,false
3,High_tech,33,-0.01393579142640879,0.005925432344471172,0.024,false
3,High_tech,34,-0.0025045107668145226,0.0060618386624986444,0.664,false
3,High_tech,35,-0.009585869545023096,0.0053030736498675644,0.064,false
3,High_tech,36,-0.010391495743316128,0.00510168834383215,0.052,false
4,Sales,0,-0.0062791197827523565,0.004353146454335118,0.184,false
4,Sales,1,-0.005556163947756088,0.004873219849540172,0.252,false
4,Sales,2,-0.0129135101332618,0.004948161789097484,0.012,false
4,Sales,3,-0.004333160044260738,0.00453329870326577,0.28,false
4,Sales,4,9.291426336073312e-5,0.0054302660111159974,0.984,false
4,Sales,5,-0.0026964286087871625,0.0048003974384420965,0.58,false
4,Sales,6,-0.004792374744718707,0.004407531409999887,0.264,false
4,Sales,7,-0.004645309371987792,0.004821741380144397,0.344,false
4,Sales,8,-0.00860080032848474,0.005179914310370057,0.084,false
4,Sales,9,-0.009652006660777094,0.005141747854633607,0.044,false
4,Sales,10,-0.005849533183630876,0.005111614828959856,0.232,false
4,Sales,11,-0.010352703140315505,0.0055919011356628835,0.04,false
4,Sales,12,-0.012329640825173035,0.004899995948300968,0.012,false
4,Sales,13,-0.011572615928097229,0.004435214995363974,0.0,true
4,Sales,14,-0.008420739573885838,0.005545612013114838,0.092,false
4,Sales,15,-0.0074421587909138135,0.006043881834477781,0.212,false
4,Sales,16,-0.0031235370933414045,0.005801676457846483,0.516,false
4,Sales,17,-0.005786111621462666,0.006047630621415752,0.308,false
4,Sales,18,-0.0015569778949136254,0.005776469605252816,0.74,false
4,Sales,19,-0.005433682744384933,0.00588738283256157,0.284,false
4,Sales,20,-0.0024132497735986063,0.005628810078545065,0.604,false
4,Sales,21,-0.008451694799501315,0.006868364676878772,0.184,false
4,Sales,22,-0.014208767204987167,0.005967037453382221,0.02,false
4,Sales,23,-0.012066663150008351,0.00609415623930853,0.064,false
4,Sales,24,-0.003487699368426718,0.006261580901350823,0.584,false
4,Sales,25,-0.011046245875895118,0.005632004711155563,0.02,false
4,Sales,26,-0.006590244672673221,0.006322057845047264,0.268,false
4,Sales,27,-0.0059841431745192766,0.005789685635791135,0.252,false
4,Sales,28,-0.004741214323465443,0.0067914710129326995,0.432,false
4,Sales,29,-0.012132883228341045,0.006291587943361201,0.064,false
4,Sales,30,-0.010961027599925692,0.0070279188919182695,0.1,false
4,Sales,31,-0.011610987513493945,0.006761665125024435,0.08,false
4,Sales,32,-0.016887278062807057,0.006707015025654455,0.0,true
4,Sales,33,-0.014849049014931961,0.006172985660555128,0.004,false
4,Sales,34,-0.014084509690591987,0.006249904270832103,0.024,false
4,Sales,35,-0.010315138108869592,0.006405971033868067,0.104,false
4,Sales,36,-0.011753055047109367,0.006702653970686321,0.056,false
5,Administrative_support,0,-0.0030640382042339247,0.003197273132779466,0.372,false
5,Administrative_support,1,-0.004228539285127329,0.00408371115835542,0.296,false
5,Administrative_support,2,-0.004560635573098128,0.0032783598211269436,0.176,false
5,Administrative_support,3,-0.0012984448135452318,0.0037520338035583432,0.736,false
5,Administrative_support,4,0.0014887650961833063,0.00409625437867615,0.744,false
5,Administrative_support,5,-0.0011731741457537026,0.004193119967977178,0.76,false
5,Administrative_support,6,-0.00043781502360367965,0.00370468258806091,0.948,false
5,Administrative_support,7,0.00019336410588455187,0.00404872396220945,0.948,false
5,Administrative_support,8,-0.0023392979600865937,0.003951914802561345,0.556,false
5,Administrative_support,9,-0.001625379128835203,0.0043131888427584576,0.664,false
5,Administrative_support,10,0.0006373820536373034,0.004456736054809628,0.872,false
5,Administrative_support,11,-0.004080620975528117,0.0032184931240437603,0.232,false
5,Administrative_support,12,-0.003621608605067566,0.004464203436664576,0.4,false
5,Administrative_support,13,-0.0038016951178230403,0.0040491508734302895,0.364,false
5,Administrative_support,14,-0.004092387122103466,0.003799706247896867,0.28,false
5,Administrative_support,15,0.004106188314178609,0.00400619631432526,0.3,false
5,Administrative_support,16,0.0050423225967944725,0.004317335470403121,0.316,false
5,Administrative_support,17,0.0013325546905761777,0.003779143825509568,0.772,false
5,Administrative_support,18,0.0015785588783434807,0.003989104353438449,0.62,false
5,Administrative_support,19,0.0004742905527244874,0.004127020702613435,0.956,false
5,Administrative_support,20,0.00015783262946119983,0.004983099789470192,0.964,false
5,Administrative_support,21,-0.0015745099985926031,0.0048961129264280985,0.78,false
5,Administrative_support,22,0.0010022933785593427,0.004193487865324708,0.784,false
5,Administrative_support,23,-0.001497483335614127,0.0038363485378972552,0.688,false
5,Administrative_support,24,0.004739196908703667,0.003861852418438132,0.208,false
5,Administrative_support,25,-0.002274956638698047,0.004198490832212716,0.5,false
5,Administrative_support,26,-3.422975619527151e-5,0.004084087631019632,1.0,false
5,Administrative_support,27,0.0019856604778821906,0.004834983622026481,0.708,false
5,Administrative_support,28,0.0016948218567468126,0.004429756549391203,0.744,false
5,Administrative_support,29,0.0003452392020014199,0.004205678805196957,0.884,false
5,Administrative_support,30,-0.0010980665781031192,0.00376001596855814,0.712,false
5,Administrative_support,31,0.0011592442791668691,0.004934920756720911,0.848,false
5,Administrative_support,32,-0.00537298445731472,0.005136427489551531,0.284,false
5,Administrative_support,33,-0.0033574369617571454,0.004054649582844116,0.408,false
5,Administrative_support,34,0.0027907907477984256,0.004840834443419859,0.608,false
