horizon,beta_abs,boot_se,ci_lo95,ci_hi95,ci_lo90,ci_hi90,ci_lo68,ci_hi68
0,0.002691127624670471,0.0015422073166129202,0.0001432599225952051,0.005748009020735801,0.0003923955837811223,0.005344495350920967,0.0009232723981890724,0.004290509487660185
1,1.3265718776223376e-5,0.0015556661420192866,-0.0032641474096484577,0.0028578143283477303,-0.002639167994480892,0.0022757600221211326,-0.0015791535600445969,0.0013849938605919
2,-0.001263222961650723,0.0019241411028027454,-0.005104531596728188,0.0022068039778434098,-0.004481544045244565,0.00177184171392852,-0.0032699320104289976,0.000497993994389952
3,0.0002254095518915255,0.002118852994192253,-0.004046863369407404,0.004564353455508414,-0.0032229971839578026,0.003728837164896215,-0.0018612476242283215,0.0022618371729473084
4,0.00209526604021115,0.002357235785874171,-0.0027084781868365014,0.006635173039376024,-0.0018851030444998816,0.005901952476906809,-0.00026353741181570626,0.004443588235685671
5,0.00194038817929102,0.0025336684965018863,-0.002660097618042772,0.0066424104934085185,-0.0022213872680239633,0.0057922477371177864,-0.0008106112778743952,0.004345399773692707
6,0.0015220000128132356,0.002412758292954723,-0.003400419013463072,0.0059792253383909744,-0.00238890785025371,0.005561346191269439,-0.0009397138592299524,0.003985797009363092
7,0.0013974600472780132,0.002500458976820949,-0.003510735093451178,0.006069179548427018,-0.0029068975776752846,0.005046690994922454,-0.0014680917764032368,0.003759794986835966
8,0.0012107007231562745,0.002827966938665435,-0.003957275130416941,0.006525087075777902,-0.003588704812670034,0.005737567129532416,-0.0016784327349546415,0.004064072822220032
9,0.002208492535020143,0.0029154379727113666,-0.0033086943250558508,0.007657115916076774,-0.002783856481544564,0.006785024318893012,-0.000684978413794176,0.0051827801156848295
10,0.0025258185807527423,0.002993518395073988,-0.0035260880508883007,0.008325311624272583,-0.0023850269003784165,0.007573740441810744,-0.0004624044595083549,0.005411900485355141
11,0.0014958797411487132,0.002997772056240886,-0.004035437747232881,0.007456638360235459,-0.003447093646037026,0.006713179181444843,-0.0016090308252926014,0.004489973981457835
12,0.0024329368006393024,0.002915012184882046,-0.0030394604765367804,0.008053465094505281,-0.0025154694553618925,0.007262237616072311,-0.0006325561829993204,0.005391829594218408
13,0.0020473764107363747,0.002943128618380456,-0.003676908924685356,0.00771807560025083,-0.002900431429590838,0.00706216936104204,-0.0009614401691527925,0.004849367375913339
14,0.0021659909574695403,0.0028817573803444573,-0.0032617960124767366,0.008024996368389816,-0.0024303664860595904,0.0070561497141508585,-0.0005415224548542739,0.0050676650823092565
15,0.002077670044968124,0.003014233297857555,-0.0035162493948767476,0.007651140393147139,-0.002933115350007483,0.006808199538775122,-0.0012345256937823844,0.005201847042169373
16,0.0028114920262049233,0.003117516533710274,-0.0030780373387025535,0.008493536392008293,-0.0024165679519730643,0.007873673773169571,-0.0004194577847513499,0.006008185699234234
17,0.0017603862316636428,0.003182123884132719,-0.004390019446214446,0.008195974337384357,-0.0034563345813442355,0.0067921743154703,-0.0015303993471278972,0.004704127390328703
18,0.002841996924121069,0.0027419282446248254,-0.002637726244357569,0.008181009340492174,-0.0020505657111870267,0.007196238835292135,2.911830190730313e-5,0.005391915982633753
19,0.003967545950941733,0.0029024597901414454,-0.001197923721095597,0.010143729817550464,-0.00034616442150610307,0.009245987485671094,0.001043411567316223,0.006978181497554478
20,0.0035364169928194136,0.0026003716293270277,-0.0015476558294567023,0.008763043871285868,-0.000692936071459934,0.008008332726401005,0.0007725311770818368,0.00581385906632444
21,0.004676232269643289,0.0027246814068597057,-0.00045697428432455367,0.00994129121711693,0.00015976983938559324,0.00939013872539145,0.002003405025861974,0.007438880277104356
22,0.004248828603751674,0.0025299751368024503,-0.0006212482636835206,0.008667255075632641,-2.2748667526544873e-5,0.00814281541380897,0.0013824020409245405,0.006436433311310661
23,0.0041245168004982085,0.0023965142151514945,-0.0007371850895182927,0.008566580855181555,0.00013587252229238124,0.007776113103161643,0.0013424250151061697,0.006399415204879563
24,0.0038409499258461625,0.0024435916201855363,-0.0007959621667315642,0.008855857022772813,0.00022593753329501275,0.008064919716065736,0.0013949314764127845,0.006276763035805568
25,0.0027991582363881863,0.002503456254455083,-0.0021163321290884078,0.007539830118606659,-0.001566839504445469,0.006741817243806276,0.00012145166602195331,0.004902801969728591
26,0.0017523756736886914,0.0022278112848091417,-0.0025544052600845555,0.0062038808240947665,-0.0017885594703358786,0.005393307005340396,-0.000580239046301322,0.003991400204447017
27,0.00216750327446821,0.00240538700463189,-0.0022955409049420145,0.006753813633433612,-0.0016356132099826443,0.006124269196842232,-0.00011314153061235079,0.004709605420691889
28,0.0022285841885277802,0.002532365481287663,-0.002665994415642721,0.007210399735857714,-0.0018107206797719592,0.006675526524319035,-0.0003002655401125346,0.004789064096995385
29,0.0017748011900984022,0.002496660067370197,-0.0030281052666429795,0.0066163002608735245,-0.002289785421623573,0.005869981465123275,-0.0007458518534529289,0.0042315460548742485
30,0.001561631431238249,0.0024276609262511265,-0.0032775612922372526,0.006060732517934098,-0.0027268658603409935,0.005279244382868731,-0.0013399676190675187,0.0034361688181413228
31,0.0006335486495925347,0.0026371752762543695,-0.004496497856753377,0.006171264151489817,-0.0035094809158909366,0.004874082959442442,-0.001948282458128752,0.003098765231660352
32,0.00014626828079806236,0.002349808446396555,-0.004697988457981235,0.00446364896088188,-0.0038547239151729114,0.003727767957323321,-0.002252961099159053,0.0023747773360448536
33,-0.00018037508474441963,0.0022682261318842305,-0.004719542651850372,0.004051525153017626,-0.003928756132688869,0.0036690056462354323,-0.002408382016982602,0.0021214723240959603
34,-0.0008671983377284912,0.0022409930399559684,-0.005570510163561335,0.003246019773768187,-0.004486917219385504,0.0026189475465818214,-0.0031775268560999617,0.0012250276052794473
35,-0.0009421979711359584,0.002291170251933684,-0.005630296546692577,0.003408321334149899,-0.004409474790235439,0.0027426794273287553,-0.0032121963510695767,0.0013761273242938728
36,-0.0007044147033835543,0.0021740488249646856,-0.005290109377305199,0.003219403101509535,-0.00455022465949767,0.002654181667088955,-0.0031404142053578863,0.0012013727806252515
