horizon,coef_name,beta,se,ci_lo90,ci_hi90,ci_lo68,ci_hi68
0,shock_g1,-5.933894561269682e-5,0.0008053103943619413,-0.0009743595939394862,0.00099394400848118,-0.0006174337473092123,0.0006014046047655065
0,shock_g2,-0.001132271241691399,0.00089421410931164,-0.002302045048502582,0.00014378868401277172,-0.0017986892581328818,-0.0004058773245700758
0,shock_g3,-0.0032816782783712853,0.0020450965573026803,-0.005487651779398032,-0.0010325372359782357,-0.004640815085988377,-0.0018588123115076509
0,shock_g4,-0.0011602678434877965,0.0015895790034659886,-0.0031864644076130644,0.0008886536134235451,-0.0023642887395881346,0.00014907474938330163
0,shock_g5,-0.0011529669125707135,0.0010325050102652407,-0.0025137539429824947,0.00010165100019906507,-0.0019720944629451234,-0.00038865894468752954
0,shock_g6,0.0008008326279778758,0.0014734825108499744,-0.0008712435186850491,0.0027188176056572415,-0.00017951897701230823,0.001986628220570826
0,shock_g7,-0.0012307634816363412,0.0011667543558829302,-0.002864052147737328,0.00044710853272212367,-0.002284096963772515,-0.00027128133888518105
0,shock_g8,-0.0005221113407929738,0.0011208504647723244,-0.001978906258336802,0.0007690584570947536,-0.0013748623415385773,0.00023121580239100477
0,shock_g9,-0.0013713262060756374,0.0010278967669055555,-0.0025195159133115604,2.3592723821930575e-5,-0.0019984660324424567,-0.000543659192050911
0,shock_lag1,-9.768997973067969e-5,0.0007151866340157858,-0.000996287550935223,0.0007328047521039345,-0.0006188695641534562,0.00041948478677150355
0,ylag1,0.588099382749716,0.030124810828647364,0.5497454383062921,0.6271050251216838,0.5682279042772854,0.6139456843651835
0,log_oil_lag1,-0.006134743299031694,0.001158787626086859,-0.007728484534301593,-0.004376169825214214,-0.00701093662581489,-0.005001089204635315
0,ffr_lag1,0.0007592876701497769,0.0003774601472803792,0.00026758551064048767,0.0012931807237919037,0.0004280346665980411,0.0010642309586940176
0,cpi_lag1,-4.5017603540585625e-5,2.1547092846008953e-5,-7.348504097453361e-5,-1.6236499285192514e-5,-6.11411312331059e-5,-2.8051806289510692e-5
0,indpro_lag1,0.0006812137926576173,8.679365945355775e-5,0.0005653207160904176,0.0007985023470052945,0.000609876886703366,0.0007501889778150297
0,t10y3m_lag1,0.0005999577068699216,0.0007907052223590094,-0.00044697353368067445,0.0016665112246108155,-2.1771162522837167e-5,0.001166957488647873
0,age_mean,0.0013055694974098196,0.0005266760443418707,0.0006330306038522158,0.0018841873255901515,0.0009244903208991179,0.0016607037919147054
0,female_share,-0.08642464740030327,0.006826069275625746,-0.09426139475139605,-0.0765682827590026,-0.0910064089947234,-0.07996985301897326
1,shock_g1,-0.0006808069123079095,0.0009105414485152042,-0.0019380291428801996,0.00037576055932634364,-0.0014786955636595265,-2.308791500470436e-6
