occ_group,occ_label,horizon,theta,boot_se,p_value,bh_reject
2,Professional_specialty,0,-0.0003842056508068615,0.001271371574772236,0.752,false
2,Professional_specialty,1,-0.0005367343900108197,0.0014947384920115387,0.74,false
2,Professional_specialty,2,-0.001067927161476076,0.0017056381837884152,0.54,false
2,Professional_specialty,3,-9.58794167612317e-5,0.0015484197619467961,0.992,false
2,Professional_specialty,4,0.0008069524552628415,0.0016883633009287004,0.656,false
2,Professional_specialty,5,-0.00021316069539557557,0.001949715912125955,0.852,false
2,Professional_specialty,6,-0.0005298996437780416,0.0017403991237525782,0.776,false
2,Professional_specialty,7,-0.0009627691117704334,0.0019537247655628236,0.672,false
2,Professional_specialty,8,-0.0017998602934015397,0.0019933715526534485,0.34,false
2,Professional_specialty,9,-0.0018605088877127304,0.0017693101421902618,0.24,false
2,Professional_specialty,10,-0.002714600887113882,0.0018098506925290755,0.144,false
2,Professional_specialty,11,-0.0026678210211951094,0.001426536633401204,0.06,false
2,Professional_specialty,12,-0.0025370148020594147,0.0015694067045253029,0.088,false
2,Professional_specialty,13,-0.00046212800231799,0.0014721090767202548,0.704,false
2,Professional_specialty,14,-0.00044246840454800274,0.0019209449490263442,0.752,false
2,Professional_specialty,15,0.00199912956992611,0.001860846196458429,0.284,false
2,Professional_specialty,16,-0.0008890021677832493,0.001847546683067189,0.56,false
2,Professional_specialty,17,0.002347951070886892,0.00208492054079828,0.288,false
2,Professional_specialty,18,-0.0006027866583105155,0.002112926812455268,0.664,false
2,Professional_specialty,19,-2.5125196372173938e-5,0.002044346344410973,0.892,false
2,Professional_specialty,20,-0.0034007623617963367,0.0020464145156947845,0.108,false
2,Professional_specialty,21,-0.00217470443673205,0.0018455206029797688,0.212,false
2,Professional_specialty,22,-0.0013159002172054726,0.0017328485131712346,0.452,false
2,Professional_specialty,23,-0.002222570331452948,0.00155916147819142,0.16,false
2,Professional_specialty,24,0.0002916479791293877,0.0017683767941061236,0.888,false
2,Professional_specialty,25,-0.0010986125834257484,0.0015859843063005502,0.524,false
2,Professional_specialty,26,-0.0006511069905766806,0.0019143600834810662,0.652,false
2,Professional_specialty,27,0.00045260055817074123,0.0019295517474995714,0.8,false
2,Professional_specialty,28,-0.0009765891199916847,0.0019175700347733911,0.556,false
