occ_group,occ_label,horizon,beta,boot_se,p_value,bh_reject
1,Managerial,0,-5.933894561269682e-5,0.0008384719277392248,0.924,false
1,Managerial,1,-0.0006808069123079095,0.0010762506989765994,0.492,false
1,Managerial,2,0.00041771549117449765,0.001122598291069099,0.704,false
1,Managerial,3,-0.00128364996213771,0.0009921890936476507,0.168,false
1,Managerial,4,-0.0005058415804251008,0.0009205647261132638,0.592,false
1,Managerial,5,-0.0005835696104056368,0.0011151188957556554,0.596,false
1,Managerial,6,0.00016338838142891912,0.0009901757895467273,0.904,false
1,Managerial,7,-0.001847936255178235,0.001076450412735844,0.072,false
1,Managerial,8,0.0004735428828340215,0.0010986966557475024,0.636,false
1,Managerial,9,-0.0009830993883042892,0.0010360992896613571,0.356,false
1,Managerial,10,-1.3325460274711965e-5,0.0009430645399440999,0.908,false
1,Managerial,11,0.00018958773640054613,0.0008860007784699363,0.86,false
1,Managerial,12,-0.00023467262516172637,0.0009125986945840328,0.764,false
1,Managerial,13,-0.0008230051381781343,0.0008789398388287878,0.304,false
1,Managerial,14,-0.00018009693219473788,0.0008481812149315717,0.84,false
1,Managerial,15,-0.0007811033969068875,0.00108941257373712,0.484,false
1,Managerial,16,-2.3144152173807305e-5,0.0009128593810515848,1.0,false
1,Managerial,17,-0.0011774179009082157,0.0011528778301063923,0.34,false
1,Managerial,18,-0.0008675436848719879,0.001127992123275951,0.484,false
1,Managerial,19,-0.0011604492828498887,0.0012567851552834663,0.416,false
1,Managerial,20,0.00029234896794426803,0.0009219959971601441,0.704,false
1,Managerial,21,-0.0018293990425899463,0.0010308326785035773,0.14,false
1,Managerial,22,-0.00048467182011632565,0.0012031018145684188,0.76,false
1,Managerial,23,-0.00028021544958532464,0.0010273037616018276,0.884,false
1,Managerial,24,-0.0023192845305784397,0.001166965004520033,0.052,false
1,Managerial,25,-0.002703563367036043,0.0016483711628943604,0.064,false
1,Managerial,26,-0.0016049235730196169,0.0012790156263161507,0.224,false
1,Managerial,27,-0.0022795235480247635,0.0010196676794408726,0.02,false
1,Managerial,28,0.00029387778673174426,0.001291569948938925,0.78,false
1,Managerial,29,-0.0009710468431543577,0.0011328384384511462,0.364,false
1,Managerial,30,-0.0010340025033150852,0.0011344106284215329,0.352,false
1,Managerial,31,-0.0005110040015543137,0.001277378573087509,0.688,false
1,Managerial,32,-0.0009991141579171353,0.0013296934481464144,0.436,false
1,Managerial,33,-0.0005807704790250436,0.0010995436253535237,0.616,false
1,Managerial,34,-0.0008414440596497093,0.0011051617720420337,0.4,false
1,Managerial,35,-0.0013870567919600774,0.001161295268976836,0.224,false
1,Managerial,36,-0.00027940632150527406,0.0013304878614523014,0.884,false
2,Professional_specialty,0,-0.001132271241691399,0.001041392980787578,0.26,false
2,Professional_specialty,1,-0.0010499455280023713,0.0010862859863833383,0.356,false
2,Professional_specialty,2,-0.0007770980717840612,0.0012383258417022858,0.532,false
2,Professional_specialty,3,-0.002351999074045392,0.0014526433423654663,0.112,false
2,Professional_specialty,4,0.000255855457926212,0.001292149944889092,0.868,false
2,Professional_specialty,5,-0.0007657828422843815,0.001143319276512435,0.532,false
2,Professional_specialty,6,-0.0010556147301839698,0.0013868599369520685,0.424,false
2,Professional_specialty,7,-0.003288668010888702,0.0012737536320939304,0.0,true
2,Professional_specialty,8,-0.001700344393766548,0.0011116865565177433,0.108,false
2,Professional_specialty,9,-0.003651330158183102,0.0012431119150146232,0.0,true
2,Professional_specialty,10,-0.003335732337036048,0.0013708445719926453,0.004,false
2,Professional_specialty,11,-0.0031999825242364516,0.0013399714013311336,0.008,false
2,Professional_specialty,12,-0.002720792463655166,0.0010689821101394464,0.004,false
2,Professional_specialty,13,-0.0011123312970887987,0.0011378974962913749,0.288,false
2,Professional_specialty,14,-0.00011852094180123122,0.0013659397971686285,0.952,false
2,Professional_specialty,15,0.0011209654084354621,0.0013189166053536206,0.388,false
2,Professional_specialty,16,-0.0006773822895854418,0.001506342301518476,0.652,false
2,Professional_specialty,17,0.0010892176585602829,0.0011985266956493863,0.432,false
2,Professional_specialty,18,-0.0016370107232687914,0.0012478604134804618,0.156,false
