occ_group,occ_label,W_full,H_full,p_full,W_short,H_short,p_short,W_long,H_long,p_long,peak_horizon,peak_beta,peak_boot_se,bh_reject_full,bh_reject_short,bh_reject_long,persistence_type
1,Managerial,27.757890465834556,37,0.848,8.993386482297158,12,0.674,10.331353093840255,13,0.64,25,-0.002703563367036043,0.0016483711628943604,false,false,false,Not_significant
2,Professional_specialty,73.40584065918853,37,0.0,22.230474007107684,12,0.042,23.30062884318757,13,0.056,32,-0.003878701980996644,0.0012792988181253807,true,false,true,Delayed_persistent
3,High_tech,72.11725442289014,37,0.0,7.834184292133362,12,0.774,32.24658386793181,13,0.008,25,-0.004383138381422267,0.001997418350085277,true,false,true,Delayed_persistent
4,Sales,97.97206965749248,37,0.0,25.981526800012322,12,0.014,35.05324602834141,13,0.002,32,-0.006869502879779437,0.0018465436015484323,true,false,true,Delayed_persistent
5,Administrative_support,68.55649935709225,37,0.002,18.07835112784902,12,0.126,36.36503591128015,13,0.0,20,-0.003883888665926189,0.0014212279009002404,true,false,true,Delayed_persistent
6,Service,50.49322036496816,37,0.06,17.738191345929874,12,0.118,12.733411767322231,13,0.484,20,-0.005777009448301185,0.001983288185575752,true,false,false,Not_significant
7,Farming_forestry_construction,83.28233681498297,37,0.0,24.22371378527143,12,0.018,26.43210445900859,13,0.02,18,-0.006091712276859405,0.0020872792295022796,true,true,true,Persistent
8,Precision_production_repair,66.7208136470277,37,0.004,17.80120700091554,12,0.122,25.378697593741006,13,0.016,33,-0.0045978490209831946,0.001310350410768112,true,false,true,Delayed_persistent
9,Machine_operators_transport,31.4885812702981,37,0.714,10.771755076866201,12,0.528,8.438507273873453,13,0.772,18,-0.003501946184820781,0.0015918214031410743,false,false,false,Not_significant
