occ_group,occ_label,W_full,H_full,p_full,W_short,H_short,p_short,W_long,H_long,p_long,peak_horizon,peak_theta,peak_boot_se,bh_reject_full,bh_reject_short,bh_reject_long,persistence_type
2,Professional_specialty,28.669091990995376,37,0.854,8.474033389066939,12,0.72,7.430963312848133,13,0.892,20,-0.0034007623617963367,0.0020464145156947845,false,false,false,Not_significant
3,High_tech,24.68717266090362,37,0.948,3.015020999227663,12,0.996,14.849767771961726,13,0.308,20,-0.0054061403430638215,0.0025002868414145197,false,false,false,Not_significant
4,Sales,169.7823038703823,37,0.0,48.39518958725486,12,0.0,59.372811839303985,13,0.0,22,-0.008200567346664024,0.002216835222500041,true,true,true,Persistent
5,Administrative_support,40.88734617045897,37,0.292,15.088624446929346,12,0.25,13.448220547415808,13,0.404,20,-0.005119009009479263,0.002074983732607523,false,false,false,Not_significant
6,Service,33.42807524588235,37,0.66,10.498496401212952,12,0.594,11.080560851336184,13,0.606,20,-0.005963013538361888,0.002795548680134299,false,false,false,Not_significant
7,Farming_forestry_construction,55.37388473231152,37,0.03,19.455865986714123,12,0.064,18.747227793645372,13,0.122,20,-0.005466927449751925,0.002304013522706893,false,false,false,Not_significant
8,Precision_production_repair,44.06104863002618,37,0.21,14.211712607238796,12,0.262,12.39947936373941,13,0.486,11,-0.004237305660199005,0.0014474739040764935,false,false,false,Not_significant
9,Machine_operators_transport,13.286376898457931,37,1.0,7.964947338694891,12,0.788,2.4142821979034763,13,1.0,3,0.002793213714986419,0.001538181330729872,false,false,false,Not_significant
