outcome,horizon,group1_Managerial,group2_Professional_specialty,group3_High_tech,group4_Sales,group5_Administrative_support,group6_Service,group7_Farming_forestry_construction,group8_Precision_production_repair,group9_Machine_operators_transport
employment,24,-0.007237331642523528,-0.0033829554517905026,0.0025831401990451435,-0.012147211119508285,-0.00589683243584005,-0.003940308300081673,-0.003388292281953378,-0.005604531039734311,-0.008840398980337253
employment,25,-0.00711358822894419,-0.003456026819104442,0.0013116776710056855,-0.010282297590467476,-0.004221092156958852,-0.00481790442504612,0.0019085262243929719,-0.004955732483334803,-0.005728245376253174
employment,26,-0.005546204919677312,-0.004263465119696121,0.005051203042964373,-0.006221879059093446,-0.0027426536145013503,-0.001535853892691821,0.006591667100285305,-0.002511352610522916,-0.003861857604225788
employment,27,-0.0062330704500480885,-0.006094504726360154,0.001061112054893462,-0.004924269026912762,-0.0028652281207442397,-0.004263521997246424,0.005504370620256539,-0.002723177939514592,-0.003972547919522665
employment,28,-0.008347574595345542,-0.006252141619802309,0.0018384476051894966,-0.00704779369156944,-0.0027501951660348174,-0.003574511792363877,0.0014413000121662185,-0.0047475374975997795,-0.0065216956704230765
employment,29,-0.00819981067537704,-0.005874443600461984,0.0016927791026672245,-0.008181309976436712,-0.0032565879645801146,-0.003304659297266401,-0.0028972275433535428,-0.007920656359466172,-0.007640243811049306
employment,30,-0.008268787143255978,-0.006310278427268066,0.0020280387773008134,-0.00789779904648499,-0.0026876712054086736,-0.004739702603232295,-0.004107840401020168,-0.008534052976326489,-0.00793755691854507
employment,31,-0.008744932823324942,-0.0024119666021296645,-0.0007086304007293331,-0.007450749328063556,-0.002653732403595387,-0.007168379869671334,-0.007350904988926693,-0.005918409679845443,-0.01086031198578051
employment,32,-0.008864432151821179,-0.00047116362801674134,-0.0008524815804624884,-0.008406354781276807,-0.0021768864915251676,-0.006698947945703688,-0.005565614817398646,-0.0035280222195507357,-0.011948268542627451
employment,33,-0.008728176386082732,-0.001034218384065747,0.00034167270629980895,-0.005890339033420623,-0.004183055855389315,-0.005357876836508082,-0.0026943278529466797,-0.005068695871153713,-0.006597140511043655
employment,34,-0.008516148874480784,-0.002641529262530716,0.003492687594628563,-0.006326710456217049,-0.002167114981462189,-0.0025621305307182885,-0.001092093588333842,-0.0038818464698144733,-0.005774577214097835
employment,35,-0.007717984986609369,-0.003114402907366892,0.0002548698196679041,-0.004011648269633984,-0.0022008964729180055,0.00021772993403078498,-0.0001583318753803745,-0.0026389652097309644,-0.0036494922935567773
employment,36,-0.0067267805294428384,-0.0013181249761371006,-0.00229103629368281,-0.006258013479420879,-0.0033776284615629473,0.0007263373795921964,1.194142844353763e-5,-0.0019788586332220703,-0.005411688022813314
hourly_rate,0,0.0021174328803119,0.0016231862350403119,-0.004506281262778461,0.0003763337027608326,-5.866741000405813e-5,0.0017693595353336243,-0.0008646979203737113,-0.0045658554262462256,-0.00042578659303392144
hourly_rate,1,0.0009028931939996384,0.0008638598066404068,0.002077530546719199,-0.00158935785150336,-0.0026562711858348293,-0.003091729665040048,-0.004236871095831332,-0.007857568860826598,-0.0016123858616110683
hourly_rate,2,0.0005890248167030826,-0.0033680489592798047,-0.006218634754591719,-0.004814147512994321,-0.003520802782745559,-0.0022116962198599206,-0.0031866532779064355,-0.0050176707427617645,5.617174680033663e-5
hourly_rate,3,0.002423677584132243,0.000649396788382332,0.0013244091350348014,-0.000783617772858851,-0.0004871448983157346,0.001175652143987743,0.0007410683730037079,-0.003227681808901857,0.00306769312364404
hourly_rate,4,-0.0018253967955246346,0.0026522303980197957,-0.00182520422883523,-0.0019116482151407183,0.000516444036185431,-0.0003883230334198986,-0.002486117770933377,-0.004788725061905587,0.0010936227239290047
hourly_rate,5,-0.00015375305024397683,0.0014460458035120184,0.0005720665103540121,-0.0010970120527009162,0.00017867540662816635,-0.00047363366769947606,0.00547410842720967,-0.0037690379051322056,0.0004446527916735246
hourly_rate,6,-0.000986315000593939,0.0008102780599021133,-0.0008278741624311793,-0.001977573629943155,-0.0014920146533111084,0.0017548455505287553,0.004045565377319607,-0.002432590636784303,0.0017786977127982064
hourly_rate,7,-0.0011204463555368955,0.000713897809801508,0.00035976689312758277,-0.0016409705025404236,0.00016587195681188824,0.005477605152939087,0.0021707865286860646,-0.0033404037729443093,0.002600484195461017
hourly_rate,8,-0.000328898001026951,-0.003815577879844843,-0.0015245366727114319,-0.0020874771906051253,0.00011573355759161088,0.001509196292540408,0.005167046966221249,-0.006217229489708382,-0.0006199043789109687
hourly_rate,9,-0.0006921667616673137,-0.0019239533472805563,-0.004722797275619327,-0.004524565858326413,-0.0013306424382960875,0.00037431110461537046,0.000986573292080801,-0.004514914665459315,0.0010248469406022324
hourly_rate,10,-0.0028027884170878947,-0.0001219817304527981,-0.0023027600334916774,-0.001787680873061741,-0.0003877921966019236,-0.0024001556771435016,-0.0014174670014053849,-0.0051445475590269334,-0.0003415121119959489
hourly_rate,11,0.00022688359197630566,0.0008418337661043168,-0.0005840626024787906,-0.002669661568655692,-0.0016458402430721887,0.0012328683234435918,-0.0014169081066994183,-0.005863579527592099,-0.0031244961678402023
hourly_rate,12,0.0018711872608870614,-0.001350316668683972,0.000955911709084193,-0.004559284116944017,-0.00048664422667245923,0.00039309579811319266,-0.0011165781940957234,-0.006865436625690657,-0.002061253731058172
hourly_rate,13,0.0009560064681804238,-0.00018954197230739502,0.0020604226804514167,-0.00349265397337923,-0.0006580761475002447,0.0004109884639668255,-0.006699718417414002,-0.007705385674061761,0.0017736942446524395
hourly_rate,14,0.0009187496257617181,-0.0015223955025616695,-0.006426429952555257,-0.001984484456286767,-0.0005647588708125882,-0.0003437268773247772,-0.0038235397318244677,-0.003903859035865558,0.0030623282617758076
hourly_rate,15,-0.0018515851209639361,-0.000486034706388656,-0.0017633946495070117,-0.0050755498898178856,0.00025801477531064597,0.0012861699628442269,-0.000511911142878996,-0.0020198332045848807,0.002971385253259649
hourly_rate,16,-0.0037752008340292877,2.2357931693712377e-5,0.0029383633987900156,-1.4270499720444643e-5,0.0018684002409736216,0.0015845136817730099,-6.453903747902882e-5,-0.005951647528096633,-0.002600581349262223
hourly_rate,17,-0.0015268257997096849,-0.001140395157606243,0.0005322226091408055,-0.004102744004393478,-0.001039269871023817,0.0009238406991627774,0.0005997576487358098,-0.004465608754362546,-0.0038216647465203544
hourly_rate,18,0.0007064294986773416,-0.0034531606964288,-0.002271731963863479,0.003182355044584236,0.0014147229636461915,0.0024703251872776385,0.001425024544375127,0.0005582829160531536,0.001182744330407706
hourly_rate,19,-0.002153537508874266,-0.0018308989090645722,0.0007265926763333477,-0.0015471463502785344,-0.0005461179725084105,0.0008983358257026137,-0.0012878678353839864,-0.002443004468943425,-0.00021815705172355658
hourly_rate,20,-0.004295897921816979,-0.003396412787358991,-0.0005079346075391633,0.0016082874247815495,3.04516785019342e-5,-0.0007731760120813384,0.005637592053540781,0.0006066401743747554,-0.0011830451718110625
hourly_rate,21,-0.002355578516899744,-0.0014728217011369185,-0.0007539249471227751,-0.0038384710023648496,-0.0015243261739134744,-0.0002100519074401633,-0.0022650417432046885,-0.0070179133196102104,-0.00047723124244942143
hourly_rate,22,-0.0040842111274280325,-0.0007447732835721473,-0.007301013100535334,-0.007048445874212068,-0.0010571806269390122,-0.0001587362773620443,-0.002625500336646224,-0.0018116390338040688,-0.0010691182806119132
hourly_rate,23,-0.001173376681067188,0.0015214950575511233,0.0010480660255427958,-0.006763036663533747,-0.0023008204382466316,-0.0009289598997097312,-0.005093364324252893,-0.007859180034277114,-9.293338493804307e-5
hourly_rate,24,1.2796139616447097e-5,0.000989118204781892,0.0015980342728690697,0.0016955171903963269,0.003732401770171106,0.001328506770010934,-0.0018131934089387727,-0.000928642140307121,0.0017964874419200087
hourly_rate,25,0.0030278590019647608,0.0029957525220151437,0.000881683075669964,-0.0007800297295088616,0.0025498199843216893,-0.0003821825722463795,-0.006194512702055217,-0.0025613211106443024,0.001320038085116496
hourly_rate,26,-0.0019108995840998318,0.0033959022476425394,0.0024288043045453274,-0.0010548859959473946,-0.0010826104665131598,0.0005163826714792045,-0.0024440981630304854,-0.006417236027968219,-0.0030626556947615435
hourly_rate,27,-0.0024572696664032835,-6.323927073635642e-5,-0.003575901047858578,-0.003373134655084709,0.001008979546576487,-0.002040992362313224,-0.0012949363312591343,-0.0042175587616639365,0.0005400312469073773
hourly_rate,28,-0.0013043471188554608,-0.001431498237646832,-0.0029949748058648714,-0.0015238574594987988,0.00042443915535653626,0.003198998336593228,-0.0017824632354522273,-0.00804370651888785,-0.002353968188145452
hourly_rate,29,0.0013560485476642953,0.0008899703570078816,-0.0017808235205012527,-0.004379053629332909,0.0007043817404813469,0.001706113185261777,-0.0046678156061693435,-0.001600061809429906,0.0001423095980367565
hourly_rate,30,-0.0008258610128523394,-0.0017397212159982326,-0.0015578595069675075,-0.00636967581519647,-0.0030055193192699624,0.0011006069602961812,0.0009131937049866274,0.0011868409835879838,-0.0014733069577220436
hourly_rate,31,-0.002675469903993104,0.0005479935372322574,-0.0016182808410348606,-0.005939468052118007,0.0004224321493451024,0.0016201428851223916,-0.00739295551693157,-0.000988106237638809,-0.00039581945460580683
hourly_rate,32,0.0029361205869241503,-0.001729098949423126,-0.0008486607551065936,-0.004929678490504587,7.07352501035501e-5,-0.001792275752128825,-0.0003296407496309173,-0.005832767141510039,-0.00220497266900145
hourly_rate,33,0.00022419583789108223,0.0009438734536274447,-0.004922146649827737,-0.004432267365918865,0.0007757852496883802,0.003698427090420529,0.0025785215065220837,-0.006539614892903534,-0.001532008409524119
hourly_rate,34,-0.0011219831545564321,0.0015950979145129896,-0.0012804802785180574,-0.005402891574570254,-0.0004202712502614685,-0.001183562713280281,-0.005860349081758164,-0.004050299301882616,-0.00256613705723751
hourly_rate,35,-0.0012225557568661303,0.0003898773341682156,-0.0069298480540580165,-0.004151719795672818,-0.0016018727527953266,-0.0039048663824327486,-0.007974316054686497,-0.0031415386326630905,-0.00217600071633331
hourly_rate,36,-0.001221751579305754,-0.0022383784010275407,-0.001788453097424115,-0.0015748932301446472,-0.00039612009138355423,-0.0038029045627803655,-0.0009352179313371922,-0.005539017732792852,-0.002577063904088183
hours,0,-5.933894561269682e-5,-0.001132271241691399,-0.0032816782783712853,-0.0011602678434877965,-0.0011529669125707135,0.0008008326279778758,-0.0012307634816363412,-0.0005221113407929738,-0.0013713262060756374
hours,1,-0.0006808069123079095,-0.0010499455280023713,-0.0022235668828287946,-0.002573896702273403,-0.0012877038389212676,-0.0011544592202727933,-0.002078479714745493,-0.0018396573533897055,-0.0007922114878443362
hours,2,0.00041771549117449765,-0.0007770980717840612,-0.0002385748239595432,-0.00358230953877924,-0.0006631361151043938,-0.0019505291209693176,-0.001263442676396726,-0.00025968085522800396,-0.00099519381013272
hours,3,-0.00128364996213771,-0.002351999074045392,-0.0020101096125538006,-0.0016318454858756048,-0.000874974836953313,-0.000470390216691851,-0.005605353664408983,-0.0018277502961583274,-0.00034965447404818555
hours,4,-0.0005058415804251008,0.000255855457926212,-0.00023773657564305647,0.00012165432239220295,-2.19850150524792e-5,3.7700810390231606e-5,-0.0008539337464739981,-7.913131622364141e-5,-0.0005075557740803459
hours,5,-0.0005835696104056368,-0.0007657828422843815,-0.0005346979511370264,0.0007742589239903711,-0.0020067747119333255,0.00019807135527763977,-0.001713796132188647,-0.00184270862054474,-0.0005497276099253256
hours,6,0.00016338838142891912,-0.0010556147301839698,0.0014355655026177978,-0.002556425410390036,-0.0004542831666121527,-0.0030618556600821197,-0.0025221627489310536,-0.0016817617214261403,-0.002705233186309477
hours,7,-0.001847936255178235,-0.003288668010888702,-0.0008343630377753673,-0.004091803312928719,-0.0028276615888666134,-0.003065633829811195,-0.003413151553134176,-0.003231819246177617,-0.002056745923428028
hours,8,0.0004735428828340215,-0.001700344393766548,0.00013144647606097383,-0.003619870085144201,-0.0026584329943924495,-0.005661927039905282,-0.002545600451235692,-0.002522026881778093,-0.0006656512421463135
hours,9,-0.0009830993883042892,-0.003651330158183102,-0.0011046731461522837,-0.005366349608179895,-0.0011993559098415504,-0.0014174017762783352,-0.0024060362676382088,-0.0011718874999036189,-0.00046697861608299387
hours,10,-1.3325460274711965e-5,-0.003335732337036048,-0.0003175024432843589,-0.0023786626346233167,-0.0020951868839210303,-7.838471970406957e-5,-0.002998235225625797,-0.0014907244841296523,0.00059000860923583
hours,11,0.00018958773640054613,-0.0031999825242364516,-0.00031498673335555766,-0.0021798579070351587,-0.0014320064259400367,-0.0006369072265503345,-0.0037730633231757888,-0.0023382124897968486,-0.0005344862598870994
hours,12,-0.00023467262516172637,-0.002720792463655166,-0.0002694123409697496,-0.002991625055298046,-0.00043424239984004995,-0.0013383166611435219,-0.0025482782790747947,-0.0018804101421325441,-0.0010014954492441254
hours,13,-0.0008230051381781343,-0.0011123312970887987,-0.0005924397432453637,-0.0019570230627562785,-0.0007394401154178246,-0.0023253169188189723,-0.0042632998355177565,-0.0018726445395110967,-0.0010636600168053652
hours,14,-0.00018009693219473788,-0.00011852094180123122,-0.0005798884127066636,-0.0023368935940005194,-0.0033502407171143245,-0.0038610918370254256,-0.002110404478325879,0.0013153670423538526,0.00048008340118625985
hours,15,-0.0007811033969068875,0.0011209654084354621,-0.0014540692958811303,-0.002990320388791411,1.448762211668058e-5,-0.001722393677090646,-0.0027219630541543984,-0.0008501827608185707,-0.0011896706907139373
hours,16,-2.3144152173807305e-5,-0.0006773822895854418,0.0006956229620570594,-0.002967926249161384,0.0007983066958121372,-0.0015508346775018373,-0.0004374107277070471,-0.0013538409858574903,-0.0007121300807964403
hours,17,-0.0011774179009082157,0.0010892176585602829,0.002489292657456442,-0.0023077881422815475,-0.0007376734679637452,-0.000891435581662335,-0.0022086522487660557,-0.000744487109222814,-0.002897103825690544
hours,18,-0.0008675436848719879,-0.0016370107232687914,-0.0017285412328126428,-0.0027240708625753574,-0.0007934647394808398,-0.002407689159045114,-0.006091712276859405,-0.0016722508681454081,-0.003501946184820781
hours,19,-0.0011604492828498887,-0.002020186818545939,-0.001548090725064239,-0.001502707539085293,-0.003103114858338923,-0.00402511667797867,-0.00374765686120682,-0.00035608556912618245,-0.0027906262729320004
hours,20,0.00029234896794426803,-0.0030781825417609643,-0.003828863149919995,-0.004564154959153242,-0.003883888665926189,-0.005777009448301185,-0.003995239110989516,-0.0033298675612836825,-0.0022002740446448433
hours,21,-0.0018293990425899463,-0.0035632544928749853,-0.0037085652349941878,-0.004986721460906416,-0.0021352073990709565,-0.00483433434265513,-0.002887769421975095,-0.002710080926775743,-0.0019581440320905943
hours,22,-0.00048467182011632565,-0.0021855191732237976,-0.0011288454704097915,-0.005342365654149052,-0.0017735066119570464,-0.0015849632234671558,-0.003044952647801456,-0.0003496248763129272,-1.0931296159590095e-5
hours,23,-0.00028021544958532464,-0.0033743741654280244,-0.003259121196145799,-0.0033724667366161615,-0.0005178463152027343,-0.0024986102962493324,-0.0045663280329078775,-0.0012462123995494083,0.00026134637885157514
hours,24,-0.0023192845305784397,-0.0022322264793047755,0.00030133140601451016,-0.002597084095772055,-0.001182036967792008,-0.0019839993330626887,-0.003661808378597275,-0.0034113332180382297,-0.0014142042316673835
hours,25,-0.002703563367036043,-0.0033768612989896396,-0.004383138381422267,-0.0035405092909587166,-0.003205438063898638,-0.0022077568819528414,-0.003356401784926964,-0.0021405082872564024,-0.0018014929818541158
hours,26,-0.0016049235730196169,-0.0009493546031037303,-0.002524700641528171,-0.003156562019633081,-0.003015553979795258,-0.00302956846602386,-0.0009630953364046709,-0.001469158295851769,-0.001888441674459898
hours,27,-0.0022795235480247635,-0.0007660575397317556,-0.00248202776102748,-0.0024610669807774124,-0.0030634408511895756,-0.0023829986810061424,-0.0018957385146019321,-0.001703587004639962,-0.0018124357583802072
hours,28,0.00029387778673174426,-0.0004109884098059707,0.0038174391812423425,-0.0012830121523187293,0.0020924391024693205,-0.00017535211215256733,-0.0015971059195653782,-0.0018471333773402516,-3.5310589665125436e-5
hours,29,-0.0009710468431543577,-0.0004877353282563739,-0.00044520300033471286,-0.00114938872021851,0.0005600624475193465,-0.0011804280103982353,-0.004462853268583243,-0.0021824954821571883,-0.0016517800649175603
hours,30,-0.0010340025033150852,-0.000405946299882998,-0.001428783657329682,-0.0037560374121920173,-0.002103450206148429,-0.0024693920218920038,-0.0026893330076028215,-0.001475688431065287,-0.001637989319833733
hours,31,-0.0005110040015543137,-0.003355194599749462,-0.0037023295449849377,-0.0038735168830435892,-0.0021374139645685655,-0.00420788505653114,-0.0025263947629792023,-0.0023903069520749224,-0.0005764780148970928
hours,32,-0.0009991141579171353,-0.003878701980996644,-0.0024953809314324014,-0.006869502879779437,-0.0035467375435447182,-0.00465439031688371,-0.004360043348506072,-0.00265862488338958,-0.0018309300078836273
hours,33,-0.0005807704790250436,-0.0035247790122450383,-0.003437530747726346,-0.005386289783265535,-0.00223269366237626,-0.0033343836732965208,-0.005835263555945545,-0.0045978490209831946,-0.0011567009276722447
hours,34,-0.0008414440596497093,-0.0021324715024691153,-0.0013348698509610725,-0.005346282780064955,0.0003441396232768397,-0.0031152895405210323,-0.0021576973809376843,-0.001152795611720373,-0.0013050838516985633
hours,35,-0.0013870567919600774,-0.0030844307754250198,-6.716300803138901e-5,-0.0017045454574289264,-0.0015877935082428487,-0.0030049788282568947,-0.003884221442359017,-0.0012643490983778021,-0.0006419545533945831
hours,36,-0.00027940632150527406,-0.002455588516414807,-0.0005476569441643527,-0.002651438881168525,-0.00235311594688597,-0.0032798183482993467,-0.003025146904114618,-0.0016552991019383914,-0.00032769012055520373
income,0,0.0021490241854359026,0.0005473788518406476,-0.007772552047053154,-0.0009356906051438517,-0.0011796195297080396,0.0026252357148344816,-0.002044173918820909,-0.004995431385760747,-0.001695380959200013
income,1,0.0003732086924562306,-6.503541643120006e-5,-0.0001370083358323126,-0.004507946192380217,-0.003914645335107472,-0.00414454726704185,-0.006212173920374748,-0.009548894955406772,-0.0022038272063318156
income,2,0.001219914464876274,-0.0039766476028554485,-0.006443498688280407,-0.008865782451904908,-0.004140340317234776,-0.004020070826635631,-0.004309705471120271,-0.005065474594955893,-0.0006591577086995643
income,3,0.001424945921681158,-0.0015013021682958529,-0.0006591152889844583,-0.0029265378266037896,-0.0012967127079730964,0.0008838059788311388,-0.004690347821955355,-0.004772457042362652,0.0030666661370127484
income,4,-0.002005173703090025,0.003111275486079282,-0.001978180255153892,-0.002213145282746205,0.000608898216895514,-0.00015734507323562577,-0.0031313917988666125,-0.004517551833831824,0.000950156380849021
income,5,-0.0003676342565449059,0.0009063626981842003,0.00011451836690895953,-0.0008189971608069364,-0.001709654016292322,-0.00010168535291354448,0.003952988294377538,-0.005240621367944797,0.0003193978692856343
income,6,-0.0005184167092020128,-5.672010273981313e-5,0.0006806282588913744,-0.005006424371659023,-0.001855045355157738,-0.001153935497295531,0.0017315805812365952,-0.0038045071531358525,-0.0005427346295644994
income,7,-0.0026801071613389853,-0.0023846205355375597,-0.00042543831292411494,-0.006246564528959424,-0.00259305187482255,0.0025632455818519933,-0.001038261193810466,-0.00628721782876579,0.000926863101640899
income,8,0.00040592114075295595,-0.0053611174597397926,-0.0013026701391695087,-0.00604770956346365,-0.002444682797940367,-0.004023719045391327,0.0027977814945934765,-0.008464083590108445,-0.0009734561556480331
income,9,-0.00149690596697662,-0.005475803646172982,-0.00574856437292363,-0.010082951248481607,-0.0024511605362662315,-0.0009551978244539059,-0.0012998354099051615,-0.005491589680627354,0.0007611485735254179
income,10,-0.002666036753312585,-0.0033889311179554262,-0.002509795086835955,-0.004212886642218743,-0.0023825995244427848,-0.002413039325821881,-0.004321611340535541,-0.006456440410255704,0.00038751058060546565
income,11,0.0005010914634769135,-0.002323089671981899,-0.0008333906374511191,-0.004847873128703337,-0.0030168222584652238,0.0006308327118788945,-0.005142788342779066,-0.008098458078587391,-0.003588499990385717
income,12,0.0017641936148785232,-0.004028872186283526,0.0008188984934408778,-0.0074688964721106865,-0.0008026298981187443,-0.0008957188675390701,-0.0035970975258759817,-0.008579180278943633,-0.002979223259637593
income,13,0.00032256271119231785,-0.0012098348981280137,0.0015735515254718152,-0.0055445297031614165,-0.0012931824725148273,-0.0018318297384595636,-0.010852595148603913,-0.009359878253877685,0.0008963849824256315
income,14,0.0010140881324772343,-0.0014915440054618927,-0.00689282196958251,-0.004558446894110416,-0.0037983454504184546,-0.004093708968452862,-0.00579067658287599,-0.0022740607816742284,0.0038345954251085526
income,15,-0.0023806044641716873,0.0008036024951399727,-0.003183038609150228,-0.008493820246807414,0.00031663731378052395,-0.00035025492946475314,-0.0030956590293438058,-0.0025989650698681186,0.002099754044842817
income,16,-0.003521463059661777,-0.00048061381878367537,0.003701060457823597,-0.00340747511352241,0.0027413823310145553,0.0001329808598885232,-0.00033462065505503955,-0.007001429280735826,-0.002961230193015235
income,17,-0.0024236973942043717,0.0001172399826972226,0.003110268783216905,-0.006782835033870597,-0.001684462776207241,0.00013264011252547034,-0.0014419197710416,-0.004894331958506291,-0.006378201809100295
income,18,3.615510078469747e-5,-0.004940784794169285,-0.003930021211836536,5.7710928286442094e-5,0.0006340672427655631,0.00012420931805000448,-0.004559223659851936,-0.0008965106947495722,-0.0020341401094321238
income,19,-0.0031115573574767986,-0.003712631898843629,-0.0007174001960824291,-0.0033492744829392326,-0.0036003123692421465,-0.0030637949216058852,-0.004924004501614594,-0.0025653041842071396,-0.0027513438653763685
income,20,-0.0038563951129009853,-0.006370695828661578,-0.00430276252475308,-0.0032170074258931086,-0.003850232090092544,-0.006508589619275513,0.0017038479516215434,-0.002560920376174346,-0.0031899506809533696
income,21,-0.004089784603752115,-0.0049861263212734805,-0.004392442331707279,-0.008856499398288689,-0.003608916739322231,-0.005013904894644441,-0.005104745502466035,-0.009608813010604404,-0.002349905706068897
income,22,-0.004531663568119928,-0.0029331413688312574,-0.008349791520094647,-0.012244596577398069,-0.0027538707589706054,-0.0017317592414627715,-0.005643054653374463,-0.0021004146163888042,-0.0010941623991419902
income,23,-0.0014499622916954783,-0.0018801097747410036,-0.002157768945814514,-0.009959405421434997,-0.0027566348267059194,-0.003432079281339248,-0.009651474996535212,-0.00908720084832577,0.00011532726599782505
income,24,-0.002309633317623805,-0.0012679934318605907,0.0019325258738609199,-0.0007692080092812507,0.0025914777415699166,-0.0006628596984199293,-0.005475624514694983,-0.004335582796748605,0.0003361118183596696
income,25,0.0003505262853478357,-0.00035614159706319996,-0.0034891825864414674,-0.004373558733094206,-0.0006528497680096556,-0.002577812954906434,-0.009534372752395258,-0.004668999681423044,-0.0004422349838312505
income,26,-0.0034489677094859898,0.0025094179187759094,-5.7631052775678214e-5,-0.004355282192194321,-0.004095491900784416,-0.002484943123054173,-0.003370173845901113,-0.007803553342335932,-0.0048449885934861185
income,27,-0.0046814772216181395,-0.0007358174070409208,-0.006030769023017695,-0.006140001131733173,-0.0020993613070980537,-0.0043928382188988995,-0.003150757820355777,-0.005844418740705036,-0.001122434309058956
