horizon,beta,se,ci_lo90,ci_hi90,ci_lo68,ci_hi68
0,-0.0010247210556176955,0.0009448086803801226,-0.002226827408366959,0.00022718508266685142,-0.001688901495435182,-0.00024145335729842455
1,-0.0014286650317939919,0.0009404753614690575,-0.0026982558147728274,-0.00027648520489517324,-0.0021577101850608076,-0.0006892920127157374
2,-0.0006420739519748066,0.00087997133790705,-0.0017268994446132785,0.0005936723784669718,-0.0013048401106227534,0.00017779983615386216
3,-0.0005439569645183274,0.0012711845039860637,-0.0020973534788787836,0.0009101458372437214,-0.001402491790971018,0.00030941595049763324
4,-0.001964970535910413,0.001102708623528626,-0.0035387210456565544,-0.0006066140593598186,-0.0028162849563840913,-0.0011445271421959638
5,-0.0011100816271175835,0.0012079499389834386,-0.002484128420475344,0.0006088378097204648,-0.0019996106632490422,-6.26399669884242e-5
6,-0.002538517157971573,0.0011197120904148196,-0.0040418554143652205,-0.0011715155124047251,-0.003358839251439793,-0.0015988083225279138
7,-0.002285076776467478,0.0010523378260502733,-0.003619961351870667,-0.001027136915977117,-0.0031339533934908984,-0.0014930687672554581
8,-0.0032858082833818088,0.0010539566360795592,-0.004759583038138159,-0.0018638629897888297,-0.004232235666964278,-0.0024732903303777256
9,-0.0019164786089257166,0.001037446891705325,-0.003348467837457331,-0.0006696649025902442,-0.002820852345738499,-0.0012457085576849957
10,-0.0020945026553392332,0.001180775553658489,-0.0038547547375549695,-0.0007046679172627889,-0.0030777070204916213,-0.0011623239006612488
11,-0.0002311636513592807,0.001048861078486641,-0.0017087737785275799,0.0012902072675330747,-0.0010661683478739373,0.0007322194412886551
12,-0.0004637861794385498,0.0009363873507383747,-0.001826722396063014,0.0007003291847645146,-0.0012150035679979727,0.00023589260978623255
13,-0.0001794780592430064,0.0010680774983363212,-0.0016286236064804818,0.0011464264686860254,-0.0010029432192369299,0.0006095427136273189
14,-0.001080986285480829,0.0010318579382240754,-0.0023655349572344305,0.00018404611780795284,-0.0018821840508152614,-0.0003911889420568972
15,-0.0008636336098233301,0.0008824972708652386,-0.0020393586221883176,0.0001318773299344029,-0.0015715612416051297,-0.0002862979084313778
16,-0.0009716515016824043,0.0010339595006990914,-0.0025069239290844347,0.0003647482420258279,-0.0017700860326970947,-0.00019340136095642312
17,-0.00149880676257738,0.0009471884400907578,-0.0026645722167926112,-0.0003597472602064938,-0.002223084071816624,-0.0007989040129822659
18,-0.0018845134280931401,0.0013309205963776664,-0.0038504134556273844,-0.00041112533456836436,-0.0030326431775838346,-0.0010597290857822274
19,-0.0006039449909983608,0.0011116690067606314,-0.0020322955745650847,0.0009267054208992823,-0.0014892367632761442,0.00022380902912664906
20,-0.0006142063582395959,0.0010518374094986554,-0.0020172382594962415,0.0006311304840322649,-0.001549155068057125,0.00017688665886090053
21,-0.0013511775600906707,0.0008622500204301591,-0.0026291393418462856,-0.00033267463662786895,-0.0021974077988571455,-0.000733996146177486
22,7.854262767548157e-5,0.0010719167558905771,-0.0015293094630661301,0.001343646606876528,-0.0010245804006320395,0.0008058856614124356
23,-0.0010323259864771564,0.0008628522446997883,-0.002273856436541306,-1.6022115771185258e-7,-0.001763810537257949,-0.00043664759642939965
24,-0.00180095825297266,0.0012027903089382927,-0.0035712914936219006,-0.0005458779599441122,-0.0028318595918424634,-0.0010645892849520952
25,-0.0015424216287916823,0.0016187202340767648,-0.004105945340634642,0.00015637341802400258,-0.0030032517958026063,-0.00031384694985822767
26,-0.002497868579481905,0.001152729099122567,-0.004297553161874173,-0.0012546371771129524,-0.0035768375068681605,-0.0016778816133198669
27,-0.0009484829670611493,0.0011742896389195514,-0.002507117829872468,0.00034533862750724966,-0.0018991586610113075,-0.00016359421383790277
28,-0.00025284864076616627,0.000895488668342411,-0.0014400221352746322,0.0007863749806803916,-0.0010180620483160108,0.00039577104584359054
29,-0.0020163924703271736,0.0010598920096468068,-0.00333528918891653,-0.0007256940967573506,-0.0028010064517562114,-0.0012392150333861843
30,-0.0009071389806011854,0.0009329314179116822,-0.0022771349288363066,0.0002652813741219524,-0.0016930776558108315,-0.00019868137008829273
31,-0.00044267889799680745,0.0010293617085271817,-0.0018334696151142817,0.0009306955901421086,-0.0012848017651337028,0.0004096018776069079
32,-0.0011105646068107354,0.0009300079206684961,-0.0023187117589894405,-1.9717418045291785e-6,-0.0018656296835090702,-0.0004932295445375322
33,-0.0018370596975673776,0.0009964171718394273,-0.003243635246216863,-0.0007835080036951033,-0.0026523916433058682,-0.001221740873901932
34,-0.000305113024585345,0.0009112737575035612,-0.0014516130993139117,0.000851480556877589,-0.0010559046559901046,0.0003742717831598164
35,-0.0007989187095977821,0.001033051484575332,-0.0021645503358190695,0.00038792932406472565,-0.001646240689955472,-0.00014575144282357377
36,-0.0008691066727461331,0.0013429372018859606,-0.0027727260014516805,0.0006065716824055265,-0.0020086472574204995,-4.973712050545295e-5
