ind_group,ind_label,horizon,beta,boot_se,p_value,bh_reject
1,Energy_intensive,0,-0.0010247210556176955,0.0010736906049232972,0.296,false
1,Energy_intensive,1,-0.0014286650317939919,0.0010305275953955266,0.148,false
1,Energy_intensive,2,-0.0006420739519748066,0.001061348742766044,0.484,false
1,Energy_intensive,3,-0.0005439569645183274,0.0011580260958893248,0.58,false
1,Energy_intensive,4,-0.001964970535910413,0.0011344123761410391,0.04,false
1,Energy_intensive,5,-0.0011100816271175835,0.0012470940913894572,0.368,false
1,Energy_intensive,6,-0.002538517157971573,0.001126415987351139,0.004,false
1,Energy_intensive,7,-0.002285076776467478,0.001067239715235529,0.012,false
1,Energy_intensive,8,-0.0032858082833818088,0.0011763174835757793,0.004,false
1,Energy_intensive,9,-0.0019164786089257166,0.001118340687392761,0.1,false
1,Energy_intensive,10,-0.0020945026553392332,0.0012780966381932056,0.088,false
1,Energy_intensive,11,-0.0002311636513592807,0.0011814556130060822,0.824,false
1,Energy_intensive,12,-0.0004637861794385498,0.0010115988671059927,0.628,false
1,Energy_intensive,13,-0.0001794780592430064,0.0012346430620256903,0.896,false
1,Energy_intensive,14,-0.001080986285480829,0.001122170461347708,0.348,false
1,Energy_intensive,15,-0.0008636336098233301,0.0009655335264689978,0.4,false
1,Energy_intensive,16,-0.0009716515016824043,0.001106117832748794,0.336,false
1,Energy_intensive,17,-0.00149880676257738,0.0010495589911289338,0.148,false
1,Energy_intensive,18,-0.0018845134280931401,0.0013757260394571982,0.192,false
1,Energy_intensive,19,-0.0006039449909983608,0.0011720281184471523,0.624,false
1,Energy_intensive,20,-0.0006142063582395959,0.0011249502944180537,0.64,false
1,Energy_intensive,21,-0.0013511775600906707,0.0010504270176151615,0.248,false
1,Energy_intensive,22,7.854262767548157e-5,0.0011821933380214992,0.828,false
1,Energy_intensive,23,-0.0010323259864771564,0.0010170615938900353,0.348,false
1,Energy_intensive,24,-0.00180095825297266,0.0011952215792048128,0.136,false
1,Energy_intensive,25,-0.0015424216287916823,0.0015455881862665773,0.332,false
1,Energy_intensive,26,-0.002497868579481905,0.00113806251914039,0.02,false
1,Energy_intensive,27,-0.0009484829670611493,0.0011130010278048777,0.444,false
1,Energy_intensive,28,-0.00025284864076616627,0.001055513796991332,0.86,false
1,Energy_intensive,29,-0.0020163924703271736,0.0010311703262136421,0.056,false
1,Energy_intensive,30,-0.0009071389806011854,0.0010722747922093697,0.412,false
1,Energy_intensive,31,-0.00044267889799680745,0.0011421612224510839,0.768,false
1,Energy_intensive,32,-0.0011105646068107354,0.0010872161335642666,0.328,false
1,Energy_intensive,33,-0.0018370596975673776,0.0009909284863207745,0.068,false
1,Energy_intensive,34,-0.000305113024585345,0.0009958694953048134,0.796,false
1,Energy_intensive,35,-0.0007989187095977821,0.0010911963986788183,0.484,false
1,Energy_intensive,36,-0.0008691066727461331,0.001308012817282634,0.52,false
2,Manufacturing_Construction,0,0.00029840537479469394,0.0007220723114257807,0.728,false
2,Manufacturing_Construction,1,-0.0002849894867031897,0.000834482502389049,0.648,false
2,Manufacturing_Construction,2,0.000789668865164214,0.0009194343184236742,0.384,false
