horizon,beta,se,ci_lo90,ci_hi90,ci_lo68,ci_hi68
0,-0.0014167007941140585,0.0009635696968166411,-0.0027427129956435997,-0.00017219796040239196,-0.0021853701597097756,-0.000619122662420956
1,-0.0012820785627096999,0.0010667520457078787,-0.0029661105469570605,-8.723029556644761e-5,-0.0021859939012913864,-0.0005529934045573121
2,-0.001905725561377239,0.0012019784105650893,-0.003502516538599826,-0.0004195418380398819,-0.003022657674196942,-0.0009995466247032223
3,-0.0018547710548422842,0.0015583935433900562,-0.004070845968106489,-0.00015595037166963753,-0.003113893117653711,-0.000694981516144491
4,0.00024998395668587007,0.001410505743743862,-0.0016033539985082312,0.002069344598957103,-0.0010155544649880159,0.0012838294251976553
5,-0.0004904690539037836,0.0013356260774577172,-0.0025742863685719462,0.0011705606970028462,-0.0016758496517009745,0.0005362020886988365
6,-0.0013832893811514177,0.001248373807892088,-0.0034056537870501852,0.0003160291895002096,-0.0024698727437332873,-0.0003810939719279603
7,-0.0027572663238406014,0.0011885533135843243,-0.004567225758445664,-0.0012579786833119624,-0.0037728833987600995,-0.0017514025652650947
8,-0.00239130514152853,0.0010741973815417822,-0.003871176787933202,-0.0010262525776148803,-0.003279001971841992,-0.001570465862267592
9,-0.0024767420168065684,0.0010160414779021752,-0.003796334962927243,-0.0012951077754535354,-0.0033043197720190633,-0.001779622596747063
10,-0.0015383871782476256,0.000919984321083548,-0.002954111379137484,-0.0004241916670466154,-0.002371968493800512,-0.000926077497810716
11,-0.0023980737157042174,0.0008621117608735621,-0.003806749511308144,-0.0013943806805198817,-0.0032209369389002173,-0.0016977852437458241
12,-0.0017989240340298119,0.0008259745516340829,-0.0030032394171984112,-0.000755020434969072,-0.0025314261962097666,-0.0011075847125424625
13,-0.001569861286371763,0.0012214276539807393,-0.0033819221040039087,-0.00015335096626770063,-0.002566665852654822,-0.0006560073760750613
14,-0.0014364890298598347,0.001255144423464783,-0.0032522960497158885,5.7539682816017384e-5,-0.002570516452492548,-0.0005218489735988876
15,-0.0005474758534576055,0.0012819863391626788,-0.0026126176752979203,0.0009698121300557329,-0.001741345672156117,0.0004100346179686029
16,-3.4458413890286594e-5,0.0015265376851562385,-0.00252805471923555,0.0017916767113960535,-0.0014202770538063686,0.0011045255590824876
17,-0.0001864728151340275,0.0013952281216437143,-0.002097765950870955,0.001693309174143024,-0.0012998396374611072,0.0009342632141184827
18,-0.00209954815139901,0.0011180580927473743,-0.0036197498284119786,-0.0007619897397234958,-0.002982408761723423,-0.0012703285240948088
19,-0.0025339663544505743,0.001198947798050005,-0.004040551682282656,-0.0007974218695864321,-0.0035449419179316285,-0.001454764553865682
20,-0.0038816692275615164,0.001137507314813537,-0.005548078527627665,-0.002325334818197493,-0.00485607393191783,-0.003008249463821994
21,-0.003566777992757713,0.0010574551182990844,-0.004907162856228806,-0.002108923344939737,-0.004447713500471474,-0.0027638216662732086
22,-0.001621765864928924,0.0010509652613679356,-0.003051079074064562,-0.00024228907151833522,-0.0025848497745552474,-0.0008334704752096892
23,-0.002602267136743157,0.0009154838294418137,-0.004201492224369718,-0.0015390135982716862,-0.003616920312408626,-0.00194279395099212
24,-0.0017161944780858822,0.0011218696811967715,-0.003860219767532109,-0.00044966250324792096,-0.00297079531519788,-0.0008477610398447912
25,-0.0032324252815191397,0.0017537594386659472,-0.007049436771101875,-0.0015558437249116675,-0.00549007414497118,-0.002045495287944613
26,-0.0020626305203394696,0.001513302621103347,-0.004822458090507772,-0.0003778146852186589,-0.003678757280463789,-0.0009069425543499813
27,-0.002204210819352313,0.0016124379614612127,-0.00495077810861505,-0.0004955466501438981,-0.0037554498499948064,-0.001071648140857607
28,0.00035436977910464635,0.0012920539098843526,-0.0015247863503223364,0.0021126105029666154,-0.0008597926640842014,0.0015678005409440728
29,-0.0009076888525347029,0.001290460211409025,-0.0029376587763522465,0.0006570792409052725,-0.002113154968279651,7.320114640745198e-5
30,-0.0017259329444705266,0.0010818178672271858,-0.00330854958406618,-0.00026416650960049324,-0.002674064970652686,-0.0009159972788286918
31,-0.0025232886290865526,0.0011118832939386622,-0.0040763372737758615,-0.0012026885530089892,-0.003573637750027602,-0.0017004870999824514
32,-0.004418671715858572,0.0013803469080042314,-0.0066914442692338014,-0.002980795877916071,-0.005688858323709696,-0.003516869057816038
33,-0.0036386683245354756,0.0011297386999680442,-0.005208623782227814,-0.0022753943316043074,-0.004662911494266593,-0.0027590100130596433
34,-0.0019230430341358102,0.0010219234694144584,-0.003383414177941104,-0.0008251605503391899,-0.0027384280426646927,-0.0012774378866861479
35,-0.002747159151956628,0.0011488806911247064,-0.004751000741531868,-0.0013642824287751524,-0.003919308895687941,-0.001905611112976618
36,-0.002596723631777863,0.001377670472998028,-0.005103536862838672,-0.0011181877075237586,-0.004028063500581432,-0.0017371496663712758
