horizon,beta,se,ci_lo90,ci_hi90,ci_lo68,ci_hi68
0,-0.0005031132272049129,0.0015161283079108752,-0.0022147852382261896,0.0015492211919443319,-0.001594142699869629,0.0007214019286926023
1,-0.0018363903662606544,0.0013567507737518795,-0.0035943383667637135,9.113244953114046e-7,-0.0028111749014861705,-0.0007904147553284026
2,-0.0017715753091837195,0.0016148720975845997,-0.004007519331074133,0.00022352547899511617,-0.00302656867922396,-0.0005589853737159537
3,-0.0016290484422435446,0.001512275638904101,-0.0035482006177447595,0.0001395747989377191,-0.002722974577877865,-0.0004590789648959419
4,0.0006307892429852422,0.00187978267681011,-0.0018859518994261506,0.003009023633953619,-0.0008165862599346514,0.0020931992562893157
5,-0.000560194093454252,0.0015931985404031186,-0.002681362924273837,0.0012589970610686566,-0.0018588432209826963,0.0005742018099221638
6,-0.0023408972480287336,0.0017211037343022903,-0.005104084021961543,-0.0003716130040766919,-0.0038148996871536014,-0.0010756784715888078
7,-0.0034824323195419686,0.001686824347399784,-0.005980449404145096,-0.0013238215480484766,-0.004796778859214163,-0.0022405036783910296
8,-0.004123720467014836,0.0015354383888917303,-0.006142509390704918,-0.002147053908695469,-0.005275797592908476,-0.0029642729335601493
9,-0.0022625560691594097,0.001358966304550702,-0.003988783549255434,-0.0004175942435930976,-0.00333750073207001,-0.001135160405823105
10,-0.002234672124626256,0.0012554451061234117,-0.0039538155681360584,-0.0008416196329931579,-0.0032941757017372637,-0.0013300492847079925
11,-0.0016273584565182995,0.0011908237676688767,-0.003310333400229523,-0.00014345236447852903,-0.002732290021543478,-0.0006917112804228704
12,-0.0027543646765130795,0.0012243460543994212,-0.0043980877648141115,-0.0011467121896275472,-0.0037440323866960888,-0.001916048264887637
13,-0.003142052275631908,0.0014955326587560128,-0.004939615471883555,-0.0011324649060398496,-0.004331964771166323,-0.002033580862952237
14,-0.0030638470727546684,0.0018370672876988582,-0.005645563268689872,-0.0008792194002032227,-0.004564439737705667,-0.0017176555736111302
15,-0.0013543586009019065,0.0019943616846621825,-0.004359694262237626,0.0010971745436588454,-0.003040136096989788,0.00019763549489963152
16,-0.002173454467734831,0.001739908849610198,-0.004792398093734731,-0.0001437390639278985,-0.003728226208673102,-0.000950780587249609
17,-0.002608259294422402,0.0018930798127328148,-0.005391212514595432,-0.00013132464426052898,-0.004050863457515426,-0.0011466034337208105
18,-0.0026813804713687306,0.0019314879690969296,-0.005391813169751608,-0.00018486764759569323,-0.004206255674928225,-0.001099194029681234
19,-0.0029472707585350253,0.0015929394363275648,-0.00531750371878139,-0.0009325981891710896,-0.004189472668269977,-0.0016929052141341529
20,-0.0049210616457425185,0.0017033241087674304,-0.007094853540270079,-0.0028161921594505143,-0.006156953032642463,-0.003587561914924986
21,-0.0034028001262727298,0.001533451178476658,-0.005378335032081115,-0.0012554023742520027,-0.004655475353279314,-0.0023746061638491404
22,-0.0038204337538373526,0.0015985345398773026,-0.005916239844951865,-0.002047912809993035,-0.00523907804683499,-0.002821449237095052
23,-0.0014653225942230503,0.0013729070910136658,-0.0033905142225760417,0.0003124043838806257,-0.002590218155158282,-0.0003405936787656118
24,-0.0031486168870911695,0.0014326061923336702,-0.005176114257468598,-0.00152335958032272,-0.004418329520316424,-0.002174328529587744
25,-0.0034198319631374508,0.0015589634914481248,-0.006040615746891204,-0.0015281781249615802,-0.004790372909931449,-0.0022425656653132374
26,-0.002333035512932251,0.0020274991761692414,-0.0049074795451556205,0.00022202811652203332,-0.004094219264905297,-0.0006895291123835703
27,-0.0020551306979906103,0.0017970138102858743,-0.004519734116339736,1.0459766438978679e-5,-0.0036580307956462187,-0.0007895304818378022
28,-0.0009050249090857332,0.0019468224899057908,-0.003568464714450951,0.0014520367720700905,-0.002466945706374352,0.0006932615265394958
29,-0.0011796005715410576,0.001717343415411634,-0.0037931241388704353,0.0008561369103632017,-0.002720258976456979,3.7189224331223274e-5
30,-0.002573775756485959,0.0018480545357689865,-0.005521449900967276,-0.00032907604994415404,-0.004211414121038079,-0.0011980035889218314
31,-0.0045626596182898665,0.0016237192999077402,-0.0067375549129694975,-0.002568100293122179,-0.005893406365960126,-0.0033554872745277997
32,-0.004499555738424729,0.00168566696276872,-0.006775058542281359,-0.0021968179084285474,-0.005855864021907093,-0.003152878852981927
33,-0.0036701564176525865,0.0014031210933775527,-0.005505811252324484,-0.0017481194183282813,-0.004802716701721053,-0.0026566726057354207
34,-0.0027421327163366085,0.001453558976642748,-0.004637703120335417,-0.001012531986932395,-0.0038011150169686746,-0.0018156073917319547
35,-0.0027747213613751338,0.0011720686962809386,-0.004672154649231387,-0.0012730257509136846,-0.003726926130946864,-0.001777919602329896
36,-0.0019730712584743633,0.0014027259104342042,-0.0043549399562124134,-0.0004321495949859116,-0.003282625717048243,-0.0009993664206774365
