horizon,beta,se,ci_lo90,ci_hi90,ci_lo68,ci_hi68
0,0.00029840537479469394,0.0007163419283578703,-0.0005739001991262948,0.0012980351614608186,-0.00019177208860262425,0.0008920606100971986
1,-0.0002849894867031897,0.0008624370283592771,-0.0012377214979921256,0.0007250400923240275,-0.0008665590498623698,0.0003445647123362462
2,0.000789668865164214,0.0009059425648254823,-0.0002590105768531144,0.0020587807182253113,0.00013218928482789858,0.001544917305636457
3,-0.0014112237699768705,0.0010667386284139591,-0.00289666926194174,-0.0001790484059204186,-0.0022652086117299053,-0.0006461551301202872
4,-0.0010748467883339554,0.0009887736453201368,-0.002416499892452982,9.999887578879523e-5,-0.0018388716916397253,-0.0004340527253508552
5,-0.0011019301839499107,0.0008859275893387327,-0.002160842046699403,-0.0001129729931611226,-0.0017714101299096834,-0.0004777804593169481
6,-0.0011332904217174185,0.0008743408013988005,-0.0024487137221427453,2.6088082956732912e-5,-0.001848255756963308,-0.00047345767485442163
7,-0.0024425660700647268,0.0009069252742746157,-0.0036154523368211455,-0.0012402349026556794,-0.0031699992606753595,-0.0016492787439273337
8,-0.0003278201024771883,0.0007592316612347734,-0.001272093162698311,0.0005291124318033398,-0.0009085720928212692,0.00019660576482157394
9,-0.001095639684193004,0.0007875047035673452,-0.0021580316112070276,-0.00018062815781552254,-0.0017688765052573411,-0.0005132424104275624
10,0.00023902309731144944,0.0008202484487578876,-0.0010738487972028904,0.0011959895139486906,-0.000534810433277585,0.0008499354410057132
11,-0.0004228531750715734,0.0007188030398789823,-0.00159517738011528,0.00041821830833036876,-0.001119818492291666,0.000134997416732216
12,-0.0009436445003545892,0.0008988091187701594,-0.002120100552303017,0.0001508200715842216,-0.0016801135206443059,-0.00024797883078270927
13,-0.0006847923788664738,0.0008381776269062258,-0.001772390083376405,0.0002798550303389517,-0.001342909675979376,-2.033005801306835e-6
14,0.00010386257074524667,0.0009359587321509369,-0.0013030780798870792,0.001310312433494483,-0.0007132368918275512,0.0008438728746688845
15,-0.001493777589288411,0.0010415184345680898,-0.0028826833509471494,-0.00022792550116554951,-0.002335573110839137,-0.0007767851419423846
16,-0.000937595659538908,0.0010039864998190285,-0.0024609921128151357,0.00030373634028730537,-0.0018537960194956024,-0.0002430058494718825
17,-0.0014248045199799298,0.0009533519589418097,-0.0026520304267663684,-0.00020791921659758512,-0.0021607685017078705,-0.0007675014455860633
18,-0.00240233154759633,0.0009646929818575585,-0.003783045839434288,-0.0013271055546031883,-0.00324486882731259,-0.0017119325862559728
19,-0.0018134494613790031,0.0008970730978807211,-0.0029280472546164386,-0.0006665964543419286,-0.0026001360265860314,-0.0011278856888652128
20,-0.0018745168999071834,0.0009378784251612856,-0.0035672752807084183,-0.0008648853942622371,-0.00290458553218794,-0.001191833843041808
21,-0.002861209510361328,0.0008482800708901155,-0.004092340147868238,-0.0018644665630166268,-0.0037041113770310027,-0.0022364396157967376
22,4.613996181681724e-5,0.0007469180167936729,-0.0009535760631646774,0.0011018043617976817,-0.0005862294099829005,0.0005681634349882144
23,-0.0014108123335043825,0.0006774826759773519,-0.0025038620166235306,-0.0006877102343092624,-0.0020917166827605425,-0.0009893211643552673
24,-0.0021453134301334205,0.0010865350387226377,-0.004138448064275381,-0.0010487241007638903,-0.003316760156082417,-0.0014238165254173703
25,-0.0021504906154372807,0.0015520146526819935,-0.0062003835677576944,-0.000663112164738093,-0.004475281462599508,-0.0012007066218051336
26,-0.001590267311343173,0.000984966756546309,-0.0032865164052611902,-0.00037203189666877795,-0.0026237572799385107,-0.0008584551234446988
27,-0.0017010068295148712,0.0011142219483593514,-0.0033741136419221905,-0.0005409828145765787,-0.002623940829402059,-0.0009589042853206239
28,0.00025248608090687024,0.0008452128067074557,-0.0008490620216308701,0.0014246059241612252,-0.00042196486517251706,0.0009610906524285636
29,-0.0019739474307852844,0.0007653897757108226,-0.00306537357659294,-0.001123536580621029,-0.002627929960786335,-0.001386069647173849
30,-0.0019865559628990457,0.0008052336231110265,-0.003022580232396449,-0.0009770718342890573,-0.002626128941851678,-0.0013942367496363032
31,-0.0011051431855767537,0.000840862215341822,-0.0021904281179276255,-0.00014410756273739909,-0.0017736064186671394,-0.00044677498406914663
32,-0.0015440699072641645,0.0009061427420873636,-0.002846597970671841,-0.0005781375608249394,-0.0023225668568879806,-0.000933659045358064
33,-0.0018583027885613731,0.0006678587636698019,-0.0028953000284420946,-0.0011470129568098093,-0.002459323863635305,-0.0014178291176144718
34,-0.0003708712429928493,0.0008677470676279038,-0.0014308441688647305,0.0006743384480105392,-0.0010696042481886667,0.0002877989110353417
35,-0.00041337302237951797,0.000665571748355406,-0.0013713089699084959,0.00035627928555211134,-0.0010001767935895328,7.56413948478012e-5
36,-0.0009409839954124649,0.0012897462876115902,-0.003371152229896511,0.00020810066301210574,-0.0024036063162150316,-0.00018626516972191298
