occ_group,occ_label,W_full,H_full,p_full,W_short,H_short,p_short,W_long,H_long,p_long,peak_horizon,peak_theta,peak_boot_se,bh_reject_full,bh_reject_short,bh_reject_long,persistence_type
2,Professional_specialty,81.44154357943923,37,0.0,28.720219210184577,12,0.004,25.652221812055405,13,0.018,7,0.0034572111200506968,0.0013210531584845107,true,true,false,Temporary
3,High_tech,29.990909606908584,37,0.802,9.822055508360043,12,0.656,9.406595056341182,13,0.762,26,0.0020695058352604833,0.0009909265446324095,false,false,false,Not_significant
4,Sales,21.041549936862857,37,0.986,12.227366551828096,12,0.424,3.1226124862373044,13,0.998,5,-0.001540938180946369,0.000886616993905297,false,false,false,Not_significant
5,Administrative_support,18.718141898104733,37,0.99,5.949615874663747,12,0.916,6.569244428604175,13,0.924,16,0.001871075549089715,0.0014192710316595334,false,false,false,Not_significant
6,Service,17.72078073116367,37,1.0,4.971304653589999,12,0.968,5.374382624196168,13,0.982,17,0.001916477078840234,0.0012686648158264054,false,false,false,Not_significant
7,Farming_forestry_construction,22.487129006836817,37,0.984,8.836165775281087,12,0.724,7.236706714389361,13,0.91,26,0.0016976566644538644,0.0010835742579110691,false,false,false,Not_significant
8,Precision_production_repair,20.24764160300208,37,0.988,5.5488848684138325,12,0.942,5.24864185952899,13,0.974,14,0.001558042503748008,0.0010790810499733629,false,false,false,Not_significant
9,Machine_operators_transport,20.924538070621242,37,0.978,8.322452391457281,12,0.768,7.502166537165064,13,0.868,3,0.001998620050388793,0.001123887938644129,false,false,false,Not_significant
