occ_group,occ_label,horizon,theta,boot_se,p_value,bh_reject
2,Professional_specialty,0,0.001680212311949064,0.001370101798506054,0.216,false
2,Professional_specialty,1,0.0011108579499592881,0.0012942285223312264,0.4,false
2,Professional_specialty,2,0.0022796041491622014,0.0012457962166606317,0.064,false
2,Professional_specialty,3,0.0014095372684137,0.0013518105760432532,0.3,false
2,Professional_specialty,4,0.0019582932559093595,0.0012080748137621468,0.092,false
2,Professional_specialty,5,0.0018404028200689323,0.001265607955458708,0.168,false
2,Professional_specialty,6,0.0021890807757455675,0.0012753189012505125,0.08,false
2,Professional_specialty,7,0.0034572111200506968,0.0013210531584845107,0.004,false
2,Professional_specialty,8,0.0011948756162730634,0.0013801434449723184,0.344,false
2,Professional_specialty,9,0.001289215661015851,0.0013392873213186592,0.328,false
2,Professional_specialty,10,0.0017697834706603423,0.0013400748373664803,0.172,false
2,Professional_specialty,11,0.002885924429214788,0.0013225398444986353,0.044,false
2,Professional_specialty,12,0.0017380427225459135,0.00130411901226748,0.192,false
2,Professional_specialty,13,0.0016817875586553868,0.0014039422328159686,0.196,false
2,Professional_specialty,14,0.0016182716761012157,0.0013617229160125545,0.208,false
2,Professional_specialty,15,0.0017645839576108785,0.0014413550710160826,0.224,false
2,Professional_specialty,16,0.002189430432353611,0.0015835293260089342,0.152,false
2,Professional_specialty,17,0.003246356915706004,0.0015803493023731757,0.04,false
2,Professional_specialty,18,0.001027198499431975,0.0014115265109613715,0.432,false
2,Professional_specialty,19,0.002712973779763815,0.0013747376696136647,0.048,false
2,Professional_specialty,20,0.001710669733973691,0.0014489883240735874,0.244,false
2,Professional_specialty,21,0.002966761867790485,0.001498888308296946,0.044,false
2,Professional_specialty,22,0.0017539684757806762,0.0016462482713093419,0.284,false
2,Professional_specialty,23,0.0030951610735776795,0.001536392723959452,0.044,false
2,Professional_specialty,24,0.0007832397351246887,0.0012924678951850492,0.576,false
2,Professional_specialty,25,0.0030346405240665227,0.0015085529016221132,0.036,false
2,Professional_specialty,26,0.0031678258959310377,0.0014328540371732013,0.016,false
2,Professional_specialty,27,0.0009692499630445235,0.0013973168266999097,0.544,false
2,Professional_specialty,28,0.0018968208195084236,0.001594596798386906,0.22,false
2,Professional_specialty,29,0.0019412167736517435,0.0017046171131766244,0.236,false
2,Professional_specialty,30,0.0004954401278409044,0.001460756635197632,0.744,false
2,Professional_specialty,31,0.0017857419336322602,0.001368988164448752,0.168,false
2,Professional_specialty,32,0.0023079407456227147,0.0015421952591423214,0.136,false
2,Professional_specialty,33,0.002400106969857956,0.0014441036463254792,0.068,false
2,Professional_specialty,34,0.002513115901356982,0.001353556603616357,0.06,false
2,Professional_specialty,35,0.0015110344795763854,0.0016428108739583618,0.36,false
2,Professional_specialty,36,0.0017465818194652217,0.0015151960932497151,0.208,false
3,High_tech,0,2.5322710800066296e-5,0.0007998372584523531,0.956,false
3,High_tech,1,0.00014883801995480394,0.0008898926228950238,0.872,false
3,High_tech,2,0.0012820246005046617,0.0008317082916014263,0.104,false
3,High_tech,3,0.0011400348846547469,0.000974367864747312,0.272,false
3,High_tech,4,0.0006536351245066906,0.0008861115954862152,0.456,false
3,High_tech,5,-0.00014482951539917507,0.0008659561691004969,0.912,false
3,High_tech,6,0.0006077086874695835,0.0008681969811483599,0.504,false
3,High_tech,7,0.0010046250876228082,0.0009669826151814533,0.344,false
3,High_tech,8,0.0008252283043646534,0.0009804513180082508,0.352,false
3,High_tech,9,0.00014548306834632818,0.0009794449282396205,0.844,false
3,High_tech,10,0.00043644709345930184,0.0010049839418936409,0.672,false
3,High_tech,11,0.001494792807119762,0.000867605885527907,0.112,false
3,High_tech,12,-0.00040798352972261625,0.0008925943775229524,0.62,false
3,High_tech,13,0.00042081155942326926,0.0009989293570776402,0.588,false
3,High_tech,14,0.001036658268048566,0.0010244246732477788,0.276,false
3,High_tech,15,0.0010860682953866866,0.0009114847286222484,0.212,false
3,High_tech,16,0.001593789954136079,0.0010423544173362683,0.112,false
3,High_tech,17,0.0013515765898738674,0.001041691802091729,0.196,false
3,High_tech,18,0.0011286965813945768,0.0010119082821602506,0.268,false
3,High_tech,19,0.000796983749903012,0.0010810823731533137,0.444,false
3,High_tech,20,0.000593979467382516,0.0011491488182700078,0.62,false
3,High_tech,21,0.0010796958166191019,0.0011034756930477874,0.344,false
3,High_tech,22,0.0001088673826164157,0.0011315577433739555,0.912,false
3,High_tech,23,0.0006481130249189015,0.000997513654758478,0.52,false
3,High_tech,24,0.0007427097802723379,0.0011165541902448746,0.504,false
3,High_tech,25,0.0007029980566823617,0.0010376434566545891,0.54,false
3,High_tech,26,0.0020695058352604833,0.0009909265446324095,0.028,false
3,High_tech,27,0.0003310111913450284,0.001024720761768417,0.788,false
3,High_tech,28,0.0012932901352416173,0.001167298056653955,0.3,false
