horizon,beta,ci_lo90,ci_hi90,ci_lo68,ci_hi68
0,-2.038054887306847e-5,-0.0002511809273510828,0.00019877562750019638,-0.00015832878085443128,9.784237787537894e-5
1,-2.1451369032671244e-5,-0.00023536394335886345,0.00018959987360981818,-0.00013927218449792436,0.00010884964006161062
2,-3.972779445804335e-5,-0.0002717085724637782,0.00024352439174238878,-0.00017823168096563232,0.0001359147218592975
3,0.00023425402798115297,5.3151785672357366e-5,0.0004504521380740426,0.00013157179184820097,0.0003597668016879702
4,4.952802015293822e-5,-0.00019907120577397568,0.00035056672820237277,-0.00011119161114641048,0.00022372509810516015
5,-0.00018855163050069245,-0.0004433439176857176,8.467634784675159e-5,-0.0003448185668423337,-3.850078546311863e-5
6,0.00028570187275702504,5.827536297985206e-5,0.00045260292979948857,0.00014866915986968475,0.00039460349117300265
7,5.3529458714089894e-5,-0.0001730690602167485,0.0002652507107848193,-7.74988010296963e-5,0.00018914097745163146
8,0.00011616455509664754,-7.379378917212483e-5,0.00027049729975754335,7.3135493644996676e-6,0.00021859943914552822
9,0.00013663691339125213,-6.616124990281488e-5,0.00039463627587114057,2.591122175504796e-6,0.00028898435710966947
10,0.0001260506791341587,-0.00011852984170827841,0.00031741879152138335,-2.1913626587485868e-5,0.00024234944592804478
11,4.4729330204514534e-5,-0.00018506758123174234,0.00029445666422672333,-7.559356734788462e-5,0.00019242356723110914
12,5.80389481786165e-6,-0.00027636909751462994,0.00032847040793471913,-0.00014638219402167229,0.0001796635585866445
13,8.163869496253326e-5,-0.00014054358367892152,0.0003263166597868596,-5.306583171477346e-5,0.00022537604945284005
14,2.3530445324696905e-5,-0.00013532431080370204,0.00020823783383672184,-8.421811546670386e-5,0.00013318953374229022
15,0.0002265535659106152,3.176449893751239e-6,0.0004451393244893225,9.16197062534701e-5,0.00035263127940890753
16,9.36807109420576e-5,-0.00012155057307592,0.00034707910151350477,-4.028750587112173e-5,0.00025166122465663274
17,-9.809506386069995e-6,-0.00021199175846407813,0.00019273102569591024,-0.00012892722036385553,0.00012563102141486678
18,0.000140738712345756,-8.064374108811715e-5,0.0003598096872507641,6.813731464042782e-6,0.0002715685236118156
19,0.0002278385681211622,5.497416174419828e-6,0.0004456927979620234,9.983545547795475e-5,0.00037032210201752244
20,-3.634489150092227e-5,-0.0002999273220677702,0.00020913210023460748,-0.00020323901254983118,0.0001184868492936763
21,0.00023787658945668543,3.756395663838708e-5,0.0004655179504521844,0.00011790206684911329,0.00037409635610908957
22,8.391660506902426e-5,-0.00017428133387784717,0.000354961853104415,-6.351456283169172e-5,0.0002450810632901728
23,0.00025055464957676813,5.531502122358963e-6,0.0004900522515158031,0.00012520534449004712,0.000389124394332098
24,1.4657286933596951e-5,-0.00022175241672367816,0.00023062131270011965,-0.00012437138532974556,0.00014490599063668658
25,0.00016217880700114797,-0.00011195083182591252,0.0004195469112434243,8.658724600482437e-6,0.0003112973596148726
26,0.0004478101980757161,0.00021587646906711178,0.0006611045176300164,0.00030161403434045525,0.000597350230658774
27,3.0659549843324014e-5,-0.0001954989852826891,0.00024388464148815398,-0.0001095851242039614,0.00016393916554088158
28,-0.0001335671394341481,-0.000407577070318222,0.00011190934693981855,-0.0003083834138928658,4.727249223712032e-6
29,0.0001912030944470133,-7.992157773441589e-5,0.0003738207933867466,3.2563046348879344e-5,0.000306997943502653
30,0.00011819778168003713,-0.00017076468840266805,0.0003965327182904593,-5.490672920684395e-5,0.00027768476464580435
31,0.00021353188850169297,-8.188618765671879e-5,0.00044679945596431915,3.8659434945526126e-5,0.00033020120533203866
32,-9.766735951002823e-5,-0.00046357520543370556,0.00017212225321760672,-0.00030616525036411665,8.301384928420131e-5
33,-3.4214411581055304e-5,-0.0003177318293502575,0.00021134538560943215,-0.00020261202677699982,0.00011981816434739485
34,0.00017223807761774734,-9.822518790808833e-5,0.00044630053243033437,-4.340466735777606e-6,0.0003354681847709309
35,-9.355839957802555e-5,-0.00036427842541001494,9.429550530347749e-5,-0.00027296809400733117,1.1556178536567186e-5
36,1.3739300282219085e-5,-0.00023009423803664676,0.0002901174662938673,-0.00014086231807256143,0.0001583029885938153
