horizon,beta,ci_lo90,ci_hi90,ci_lo68,ci_hi68
0,-0.002285339396286703,-0.0050458399310552285,0.0010268353088726343,-0.003787332314739935,-0.0003612970375571512
1,0.004573304075736202,0.0019513372158014332,0.007917206473320684,0.0030129000688695054,0.006638774154790755
2,-0.002928107331504289,-0.0062626437752366405,0.0007536012157032834,-0.0050232778732045395,-0.0008144682759795921
3,8.567805650902224e-5,-0.0032061381719101956,0.0038382374207982907,-0.001889189951430354,0.002271397543126035
4,0.0026412295810477053,-0.0010266053074246772,0.006959826255340832,0.0004271409785313639,0.004946504657748473
5,0.0021548091207811465,-0.0015512138641790387,0.005991844640242312,9.273075800745288e-5,0.0046542865937868
6,-0.002476618646315889,-0.006001486591154287,0.0014269466238318947,-0.004469112285445647,-0.00021576311769576795
7,0.0005776660406308582,-0.003041715420584379,0.004671326234437212,-0.0018072462029101182,0.003112846031764104
8,-0.00419299969817006,-0.007334473850082004,-5.785412781265757e-5,-0.006183199893004912,-0.0018006395097837392
9,-0.0029132183677805677,-0.0064566454112406964,0.0020958753771359827,-0.0050363320635174215,0.00013299078198840712
10,-0.004534111512338245,-0.007744621463401066,0.0001886233799171591,-0.006603881607252997,-0.001747536153595432
11,-0.0027198614103238054,-0.006127387040525316,0.0011899988381252808,-0.004603899009722494,-0.00023862986687291175
12,-0.0021057623599401503,-0.005815516090552246,0.0017914812550958135,-0.004440633933899841,9.080968166081576e-5
13,3.113575596490741e-5,-0.003151237967186598,0.0031457250996077208,-0.0018935661832444079,0.002005527005963892
14,-0.0020608685404986736,-0.005521364469705887,0.0016047763914913988,-0.004281990788439182,0.00029281428187136497
15,0.0018883223860927433,-0.002019595037003841,0.005939365616023533,-0.0006227737770299687,0.004316176024306601
16,0.001035223253667896,-0.0027930575392910856,0.00557812049209746,-0.0013049713656272304,0.003837454113607805
17,0.0023915288449204786,-0.0019534169599263263,0.006599873819810006,-0.00018255550953750555,0.004773016544320085
18,-0.0021581426279062765,-0.006576331343728662,0.001306244583139134,-0.004658016484116192,1.8203968519698525e-5
19,0.0004010701378493211,-0.0038795625389276348,0.004225216280217866,-0.0021187501513759807,0.002611233821519293
20,-0.0031429556616222364,-0.008083398922357002,0.001648195993095034,-0.00603608279250652,-0.0002375039838591257
21,-0.0019634038352918447,-0.005808834518076931,0.0025206409931393787,-0.004599098698587897,0.0006778179630701213
22,-0.0022792964625716183,-0.00671344075190734,0.0017794284446377992,-0.004742605121104275,-5.4404569401634e-5
23,-0.001094904625077589,-0.005637928154567333,0.003208726986574308,-0.0037322536648085945,0.001189882902800892
24,0.001750618743548992,-0.0021891303973391426,0.0055089932731593365,-0.0008472549636570285,0.004020809848085444
25,0.002568297667921971,-0.0012765694837662991,0.006433318671869883,0.00010013017261350284,0.004878580456570957
26,0.0032589793350016986,-0.0021142843950857923,0.007872435307998322,7.034371008360438e-5,0.005940783174830842
27,0.0012003693094152364,-0.0030558753706152308,0.005660249253729475,-0.0015071217475441467,0.003734048260363232
28,-0.0017132121252448696,-0.006079438962599695,0.0018609114218541738,-0.004459445881178916,0.0004067081350714349
29,0.0027126329042572693,-0.0009054142875243188,0.0065811021882060125,0.000592462657463383,0.004833445374979609
30,-1.8778105806272224e-5,-0.004158660849070929,0.004273330475536898,-0.002630222846115713,0.0024904422015868794
31,0.0005241879037261421,-0.0034686316953882112,0.004471577810455992,-0.0017753037168176872,0.0030315054664496925
32,-0.0033346904114913505,-0.007039456742659883,0.0006370988149983314,-0.005804909709096031,-0.0008552773404013926
33,-0.00045476719915774094,-0.00423421421309207,0.003212518066456044,-0.0027998211040805776,0.0019031497558326244
34,0.001582535620480538,-0.0024137041908929915,0.0057214700062718496,-0.0009064507715341782,0.0042178848738216364
35,-0.0006594434002663919,-0.00432362912906564,0.003131894269917829,-0.0027556253579991835,0.0018919383788496911
36,-0.00300299817212417,-0.007337315328229045,0.001356338009088708,-0.005523680730492855,-0.00010991610428678347
