horizon,beta,se,ci_lo90,ci_hi90,ci_lo68,ci_hi68
0,0.0005512022061956184,0.0029210167611986027,-0.002608430443199501,0.004618416148908858,-0.0015441943733169165,0.002919115057659155
1,-0.00578445384034257,0.002428901846797398,-0.008920948570394684,-0.002753395927686875,-0.007745712087142274,-0.0039021799185338006
2,-0.004686135409965292,0.0025394198332548143,-0.008371454376299233,-0.001561694806128982,-0.0067842521465051224,-0.002748742437313761
3,-0.004136885238330299,0.002356540062385266,-0.006761439918664815,-0.0006190597793166047,-0.005705162262907413,-0.0022386593416196567
4,-0.0017548419392458695,0.0028349170084447164,-0.004989368655902963,0.0017899859559795256,-0.003698167080085442,0.0006017151366485237
5,-0.0035334615073345068,0.0024286550443175063,-0.006591151828108002,-0.00017922902516175673,-0.005427250737363132,-0.0014408395311822208
6,-0.003908936158350221,0.00248180119717069,-0.0072934179517721775,-0.0003464254657754946,-0.005886715737754346,-0.0020705681965119786
7,-0.0015852652139058906,0.0026286342214399626,-0.004647913818101492,0.0024494970279103968,-0.0033269737468253667,0.0007534499409044934
8,-0.00693309217336576,0.002192192104307331,-0.009337003932363214,-0.0038230571627918554,-0.008424869216905398,-0.004870143934037294
9,-0.004997080789048252,0.0019145077957018568,-0.00715404928048275,-0.0023086435605688513,-0.00635991146177449,-0.0032730514032963814
10,-0.006020320513684535,0.0022787710584947596,-0.008925823118457788,-0.002851825294892975,-0.007827474330667567,-0.004016769439406055
11,-0.004864721537384747,0.0024757541371426494,-0.00812627551585061,-0.001609681528879955,-0.006870646695353103,-0.002834928119183986
12,-0.006489339415976261,0.00233341750882135,-0.009775660955951641,-0.00338999130771754,-0.008482992085613381,-0.0044712561517002624
13,-0.006773003531082857,0.0024152454278296856,-0.009797405513282348,-0.0036708146216565527,-0.008445041535694147,-0.004753909131037301
14,-0.00603239647839758,0.0028129042993288523,-0.009458616707812213,-0.0024497136471666437,-0.008119851358719246,-0.0037956031224865953
15,-0.0030662050989589207,0.003125616698659739,-0.0069241699932862735,0.0011477424049632081,-0.005423900929895397,-0.0004459340922917088
16,-0.0046175968866077185,0.002929871162000643,-0.008748639244018586,-0.0007825079139616555,-0.006995964456252732,-0.0023569007441971027
17,-0.006684745666442539,0.003358345364536877,-0.010359518286420465,-0.0026492974186700874,-0.008738981755965016,-0.0041134443128487816
18,-0.002713659619243276,0.003143466815521727,-0.0066639251908348195,0.0012532229793054666,-0.004848978906388244,-0.0002575228646314186
19,-0.003872093860056039,0.002583644456766158,-0.006873033034870727,-0.0001474653852868604,-0.005742367024202876,-0.0015410834606011505
20,-0.006937493326889296,0.00290683993807389,-0.01049524777981145,-0.003105757322172164,-0.0093105570280808,-0.004529928981933169
21,-0.00545946417085648,0.0033055516849191,-0.009475100289974071,-0.00024874599358753417,-0.00787417133238064,-0.00247803970705345
22,-0.009383816649417289,0.002535341648041333,-0.013254794057914347,-0.00615158658866231,-0.011566544825346114,-0.0074597182942084846
23,-0.006939984704066379,0.002989831067808294,-0.010978156402253613,-0.0029417815768516637,-0.009107613519522837,-0.004455807114102431
24,-0.003193632736139559,0.0029288229838992036,-0.007694467779243227,0.0005606703608323081,-0.005433164389168516,-0.0009677633034210096
25,-0.006123584571582547,0.0027872900357129634,-0.0101071918370957,-0.0023078506586032975,-0.008715263013105058,-0.003865739772579018
26,-0.006766513050433659,0.003202018276414847,-0.0113828389487059,-0.002513368370080157,-0.009189871186000741,-0.0040584685451342155
27,-0.007046711875558296,0.0030597820611038226,-0.01123919562134472,-0.0035462273549017095,-0.009767300979075732,-0.004784587753662658
28,-0.0025904195299307994,0.0034852464347850283,-0.007734435715181988,0.0017625229279062044,-0.00569324864533494,0.00026248295926038475
29,-0.004655937771320538,0.0033307646999635285,-0.010081441951601423,0.00016960026347169217,-0.007899167906211159,-0.0017528280943525272
30,-0.005535674642050233,0.0031034480273632327,-0.010292607071885533,-0.0010018726825410463,-0.008268897586299536,-0.002800325074378346
31,-0.008536041097804885,0.0032982582216125557,-0.012893822335937874,-0.0041462994941794,-0.011203113596903203,-0.005951496131974728
32,-0.008390589789722356,0.003568417704493791,-0.013564255766087226,-0.0034464526293655944,-0.011254687269659825,-0.005237100510193989
33,-0.005679485022766617,0.0028594188789750705,-0.00988311790083096,-0.0016728671959268873,-0.0082975494703396,-0.0031636401032302057
34,-0.006854535026508059,0.0031119169054143244,-0.01131574489550526,-0.002757348529738108,-0.00964154875607574,-0.004286762472016361
35,-0.0067561287051538035,0.0031776405454914305,-0.01169943066957962,-0.0024902760571005444,-0.009676811701781644,-0.0039052370359506142
36,-0.006021885240920055,0.003245255446037958,-0.010750176823165435,-0.0016167439757208387,-0.008492424604576589,-0.0034022493816938714
