ind_group,ind_label,horizon,beta,boot_se,p_value,bh_reject
1,Energy_intensive,0,-0.001019398848588781,0.0025238958216971326,0.676,false
1,Energy_intensive,1,-0.0009443867200411216,0.002912963777914985,0.684,false
1,Energy_intensive,2,-0.0035189689882014806,0.0026785763320050604,0.124,false
1,Energy_intensive,3,-0.00278436295492257,0.0030717902519001644,0.328,false
1,Energy_intensive,4,-0.005683486587103844,0.002737360696304693,0.044,false
1,Energy_intensive,5,-3.7678436051818474e-5,0.0031501910925340235,0.964,false
1,Energy_intensive,6,-0.003525855061088929,0.003004929113707176,0.224,false
1,Energy_intensive,7,-0.0006278089879438648,0.002915935469681539,0.748,false
1,Energy_intensive,8,-0.005079203611615883,0.003096728575860203,0.092,false
1,Energy_intensive,9,-0.005280563271187728,0.0029918808233646748,0.056,false
1,Energy_intensive,10,-0.0012833233150430794,0.0033410466853698905,0.648,false
1,Energy_intensive,11,-0.0017366427477840144,0.002915667374485402,0.5,false
1,Energy_intensive,12,-0.0016835881638158356,0.003107776289021884,0.532,false
1,Energy_intensive,13,0.002260328115152834,0.0032146390257422122,0.524,false
1,Energy_intensive,14,0.002245582290439387,0.0034339434619272123,0.484,false
1,Energy_intensive,15,-0.0013076536522488905,0.0031878543007078813,0.684,false
1,Energy_intensive,16,-0.001313286470784392,0.002876007083274033,0.636,false
1,Energy_intensive,17,-0.0024595581548364246,0.0033550288076011647,0.468,false
1,Energy_intensive,18,-0.00021530945270833627,0.003542779272341882,0.92,false
1,Energy_intensive,19,0.0008700505167834023,0.003433708807969754,0.824,false
1,Energy_intensive,20,0.000977612997623176,0.003457498429416922,0.764,false
1,Energy_intensive,21,-0.0029040467808848494,0.003277267533237253,0.328,false
1,Energy_intensive,22,0.0018608653172035021,0.0031367944514242014,0.504,false
1,Energy_intensive,23,-0.0013790303908626468,0.0030090740730616887,0.672,false
1,Energy_intensive,24,0.003019153481070236,0.0031306638518954254,0.284,false
1,Energy_intensive,25,0.0008528743831703791,0.0038469283555784273,0.84,false
1,Energy_intensive,26,-0.0009041538330311238,0.002653068992388298,0.72,false
1,Energy_intensive,27,-0.0017236646343925762,0.0028871527208034907,0.592,false
1,Energy_intensive,28,-0.0010112480574867384,0.0031053814390380064,0.808,false
1,Energy_intensive,29,-0.0015203396188688157,0.0031031642765778538,0.58,false
1,Energy_intensive,30,-0.003963603639436615,0.003634261819709028,0.32,false
1,Energy_intensive,31,0.00033511901705344675,0.003168684614672127,1.0,false
1,Energy_intensive,32,-0.0008043597007808575,0.0030386177146741857,0.804,false
1,Energy_intensive,33,-0.001530694175605712,0.00342296540084827,0.612,false
1,Energy_intensive,34,0.0022445441666787904,0.0030360559845108125,0.48,false
1,Energy_intensive,35,-0.004992008081389028,0.0029318856249903793,0.068,false
1,Energy_intensive,36,-0.0023510724929569947,0.0031417257460839483,0.404,false
2,Manufacturing_Construction,0,-0.0013469726563312882,0.0020212152267338125,0.492,false
2,Manufacturing_Construction,1,-0.002333902708643722,0.0019566088064460743,0.212,false
2,Manufacturing_Construction,2,-0.0010051938591244115,0.001980087774455628,0.588,false
2,Manufacturing_Construction,3,0.0011381782861230696,0.0021474182798916453,0.632,false
