ind_group,ind_label,W_full,H_full,p_full,W_short,H_short,p_short,W_long,H_long,p_long,peak_horizon,peak_beta,peak_boot_se,bh_reject_full,bh_reject_short,bh_reject_long,persistence_type
1,Energy_intensive,33.8719273628267,37,0.638,11.373616785190748,12,0.512,8.405531053783754,13,0.816,4,-0.005683486587103844,0.002911863799260948,false,false,false,Not_significant
2,Manufacturing_Construction,59.08988409949105,37,0.008,6.69689723872454,12,0.842,28.09797934505383,13,0.014,35,-0.0071530331510033405,0.0018798672062539574,true,false,true,Delayed_persistent
3,Trade,85.8781509053081,37,0.0,28.059944515721565,12,0.01,19.37649955922481,13,0.086,22,-0.009383816649417289,0.002535341648041333,true,true,false,Temporary
4,Services,61.24129873451566,37,0.01,27.819901313251933,12,0.014,16.957261687592457,13,0.188,32,-0.00641181199645574,0.0024200884396923983,true,true,false,Temporary
