ind_group,ind_label,horizon,beta,boot_se,p_value,bh_reject
1,Energy_intensive,0,-6.360780662749306e-5,0.0021544191451580135,0.92,false
1,Energy_intensive,1,0.00040213685922165095,0.0028137521345194694,0.932,false
1,Energy_intensive,2,-0.003037232076941367,0.0024699133028708315,0.176,false
1,Energy_intensive,3,-0.0024837100262686206,0.0031017070075458047,0.428,false
1,Energy_intensive,4,-0.003989401347995915,0.002863812777055255,0.136,false
1,Energy_intensive,5,0.0007355394039154059,0.0030392037049376958,0.808,false
1,Energy_intensive,6,-0.0012767170931252392,0.0030384353960057316,0.648,false
1,Energy_intensive,7,0.0013998747864743752,0.002978876589353555,0.668,false
1,Energy_intensive,8,-0.0020075088663521943,0.0030087175853230393,0.472,false
1,Energy_intensive,9,-0.0034802455722246937,0.0028655157894625864,0.164,false
1,Energy_intensive,10,0.0007483953502333243,0.0029209118727815753,0.872,false
1,Energy_intensive,11,-0.0015339801574646486,0.002847909709142149,0.544,false
1,Energy_intensive,12,-0.0012722605560289788,0.0028112371890066288,0.592,false
1,Energy_intensive,13,0.0023392833107893835,0.0028952330593976726,0.456,false
1,Energy_intensive,14,0.00311290925795504,0.0032438128857570545,0.332,false
1,Energy_intensive,15,-0.0007048642736082938,0.0032346190592877134,0.824,false
1,Energy_intensive,16,-0.0005754572550887971,0.0028739064310179235,0.84,false
1,Energy_intensive,17,-0.0011857432690821664,0.003387258301937458,0.748,false
1,Energy_intensive,18,0.001511528590001368,0.003534860887088574,0.712,false
1,Energy_intensive,19,0.001353231752003877,0.0033701785499872837,0.68,false
1,Energy_intensive,20,0.0014850929449557345,0.0030641595846346314,0.6,false
1,Energy_intensive,21,-0.0015840596409125846,0.003145831592381367,0.556,false
1,Energy_intensive,22,0.0018061096010478796,0.0027704645541006146,0.504,false
1,Energy_intensive,23,-0.00029197189078034166,0.0027511906456669645,0.952,false
1,Energy_intensive,24,0.004898907312529942,0.002747960021413448,0.084,false
1,Energy_intensive,25,0.0024331124790425503,0.0036103001904995184,0.508,false
1,Energy_intensive,26,0.0015414568971413507,0.0025863658574582977,0.54,false
1,Energy_intensive,27,-0.0007970237901884532,0.0026854925346449774,0.808,false
1,Energy_intensive,28,-0.0008155102180880688,0.0027514473235320785,0.804,false
1,Energy_intensive,29,0.0004253378997281753,0.0028331277913991593,0.868,false
1,Energy_intensive,30,-0.003105821520478888,0.0032307601350092343,0.344,false
1,Energy_intensive,31,0.000738142966193059,0.002997768310217264,0.852,false
1,Energy_intensive,32,0.0002949687423639866,0.002675106869641583,0.888,false
1,Energy_intensive,33,0.00039622760330962613,0.0030631400182654206,0.924,false
1,Energy_intensive,34,0.0026502713536655288,0.002679887946352986,0.32,false
1,Energy_intensive,35,-0.004100839281139044,0.002721030669468685,0.088,false
1,Energy_intensive,36,-0.0014981159205200566,0.0029510117306362103,0.512,false
2,Manufacturing_Construction,0,-0.0019108353983927793,0.0017946114797603822,0.284,false
2,Manufacturing_Construction,1,-0.0024499178838177423,0.001984815293595908,0.192,false
2,Manufacturing_Construction,2,-0.0024424508497019894,0.001953714836475576,0.212,false
2,Manufacturing_Construction,3,0.0017496685726710176,0.002178575628187205,0.444,false
2,Manufacturing_Construction,4,-0.001020753286422967,0.002463947751226297,0.736,false
2,Manufacturing_Construction,5,0.0002417788778354627,0.002726419153111013,0.864,false
2,Manufacturing_Construction,6,0.002223990804888229,0.0025599777400650346,0.364,false
2,Manufacturing_Construction,7,0.0012135205767424045,0.0020380307149428373,0.508,false
2,Manufacturing_Construction,8,-0.00043365468994387737,0.0017007587583884776,0.824,false
2,Manufacturing_Construction,9,-0.001403572764259269,0.0022440183227917607,0.516,false
2,Manufacturing_Construction,10,-0.0019764542443015494,0.0018979398560889137,0.308,false
2,Manufacturing_Construction,11,-0.0010232349705739708,0.0018728534502364935,0.572,false
2,Manufacturing_Construction,12,-0.0022127349699889946,0.0020924680583999282,0.276,false
2,Manufacturing_Construction,13,-0.0021881423581929234,0.0021174765752036253,0.316,false
2,Manufacturing_Construction,14,-0.0017668440224822871,0.0020649826625918273,0.396,false
2,Manufacturing_Construction,15,-0.002031198756242599,0.002091722883997212,0.352,false
2,Manufacturing_Construction,16,-0.005219007779756714,0.0019962124104296345,0.008,false
2,Manufacturing_Construction,17,-0.00361351754723165,0.0022865065766425187,0.14,false
2,Manufacturing_Construction,18,0.0012612246923070943,0.0022196993108695626,0.54,false
2,Manufacturing_Construction,19,-0.0007911067558641626,0.0021074842397067316,0.684,false
2,Manufacturing_Construction,20,3.712717015767098e-5,0.001960260734898579,0.972,false
2,Manufacturing_Construction,21,-0.0029645193471467663,0.0021192507262217243,0.144,false
2,Manufacturing_Construction,22,2.6146459623070394e-5,0.002315556206641522,1.0,false
2,Manufacturing_Construction,23,-0.0011415747147069959,0.0018972208916481269,0.532,false
