group_id,cum_irf,oil_intensity,fitted,residual,alpha,delta,r_squared,var_share
1,-0.005467935645716094,0.6266343451119423,-0.006183290379213294,0.0007153547334972001,-0.06643544027437105,0.09615200693219948,0.5529463225592337,0.5529463225592337
2,-0.06526189977138598,0.11084487521208565,-0.0557774830645798,-0.009484416706806179,-0.06643544027437105,0.09615200693219948,0.5529463225592337,0.5529463225592337
3,-0.09150136788355341,0.006227707021533097,-0.0658366337456649,-0.025664734137888515,-0.06643544027437105,0.09615200693219948,0.5529463225592337,0.5529463225592337
4,-0.02987143880003303,0.022154559546974803,-0.06430523491123051,0.034433796111197484,-0.06643544027437105,0.09615200693219948,0.5529463225592337,0.5529463225592337
