ind_group,ind_label,W_full,H_full,p_full,W_short,H_short,p_short,W_long,H_long,p_long,peak_horizon,peak_beta,peak_boot_se,bh_reject_full,bh_reject_short,bh_reject_long,persistence_type
1,Energy_intensive,31.057384074679415,37,0.738,9.026658579840694,12,0.684,10.795016855718945,13,0.608,24,0.004898907312529942,0.0025417171847828806,false,false,false,Not_significant
2,Manufacturing_Construction,60.76443680709808,37,0.01,8.819102669510347,12,0.698,30.563016607649026,13,0.004,35,-0.006355057795338948,0.0017254838033436363,true,false,true,Delayed_persistent
3,Trade,63.0738852681699,37,0.006,20.692409454757673,12,0.054,16.630134930126516,13,0.22,22,-0.0053537951250037545,0.0019560152129445606,true,false,false,Not_significant
4,Services,30.361783661347914,37,0.77,14.068006671957228,12,0.298,7.194058524432328,13,0.89,2,-0.0038515762247965306,0.0016846545965642327,false,false,false,Not_significant
