horizon,beta,se,ci_lo90,ci_hi90,ci_lo68,ci_hi68
0,0.0012817673079051938,0.0019117474681857212,-0.001061663542373167,0.003714875764613424,-0.0001555705504456932,0.002749483966622585
1,-0.003640470944836855,0.00215595901890958,-0.006276590151151892,-0.0012982236704073172,-0.005304205199700917,-0.0022984284263500103
2,-0.002559766002339358,0.002204210664158646,-0.005314564600574952,-0.00011760673286403131,-0.004177767065519099,-0.0010271459565901297
3,-0.0021711358625600987,0.0018753150235718042,-0.004654745111516042,0.000418554451092055,-0.003595746691841457,-0.000783328853820356
4,-0.002063436495738678,0.001697860219976198,-0.004002241711562533,0.00024303807150963773,-0.003237514405131108,-0.0006900088417365552
5,-0.002634789709667545,0.0017972017341110174,-0.004919952080317258,-0.00036565581685330277,-0.004017397890109133,-0.0011863712399266377
6,-0.0011189787803799886,0.0017611002698444164,-0.0034492818862611255,0.0011244045540139348,-0.002411577123634035,6.50100109852727e-5
7,0.002320655714151727,0.0018976545049034694,-1.3739913674638143e-5,0.005209405045677086,0.0008747635325254848,0.0039007023556819594
8,-0.002444773668645598,0.0016207199417188599,-0.004631806424364588,-0.00015534208712170063,-0.0034855363681477953,-0.0010577560886156816
9,-0.0024644787330634433,0.0015331928822238398,-0.004333492176633109,-0.00032773799432357685,-0.0035552209390622294,-0.001027852119062667
10,-0.0035987541269578245,0.0016647769195748542,-0.005733784584559969,-0.001218749391154115,-0.004818360076548811,-0.002235542816887175
11,-0.003089294989737884,0.0019219700011342488,-0.005535206014218684,-0.0005077099272472953,-0.004520443119445255,-0.0014121127647069192
12,-0.003546417283284319,0.0015900870896099304,-0.005934990362442751,-0.0014857392716081078,-0.004813771514749297,-0.00237476263303036
13,-0.0033502007566066877,0.0019062997284203125,-0.005663446360735888,-0.0009926313782207502,-0.00478888739727059,-0.001881449355670838
14,-0.002665976752379212,0.0019027844345893426,-0.0047342237195772685,-7.850152750536092e-5,-0.003902619901600162,-0.0009549100929081016
15,-0.0013388560381639627,0.0017840057136956624,-0.0035132416233577767,0.0012320150084961963,-0.002689304515062607,6.525356830546685e-5
16,-0.001982474097110315,0.0018465333755276674,-0.004607547904385332,0.0006156291965345958,-0.003163320843079173,-0.0003209786003673001
17,-0.003638400302162908,0.0023866664402031135,-0.005859425210028885,-0.0007458379194043422,-0.005112529634143462,-0.0019325175781353986
18,0.00046851585275780645,0.0018901796393565574,-0.0017069448862174683,0.002855702059681646,-0.0007417758258462031,0.001933175745941339
19,-0.0004575784440448587,0.0020584532392550424,-0.00306226696065856,0.0023993811865948506,-0.0018919720230721226,0.00125288659560882
20,-0.001595644013827089,0.00214965245777579,-0.004265942060396408,0.0012031400950005449,-0.0031741861573953136,0.00018996169951160228
21,-0.0017605359683002752,0.002528812016810095,-0.004543476650798752,0.002487501532874905,-0.0034239776868530344,0.0005658906555565703
22,-0.0053537951250037545,0.0019560152129445606,-0.007905407975426697,-0.002566719084118308,-0.006899463295606803,-0.003565883631487429
23,-0.005313336607957351,0.0022050804765110657,-0.007786124733222802,-0.0020866763360185827,-0.0069019797357985175,-0.0033062715918300255
24,0.00020893997653531775,0.0022200799296485884,-0.0029131603692644616,0.0033523454111382706,-0.0013899799164978368,0.0021608305681072477
25,-0.0023325906380895446,0.0019441015881346115,-0.004816200214217423,0.00043182191930070087,-0.0038170392488067074,-0.0007340732484560166
26,-0.004044580724389435,0.002058490548353582,-0.006838918545435306,-0.0013582138757526016,-0.005711208685327894,-0.0022729440225441894
27,-0.004518538813190455,0.0021096821314046943,-0.0070344994181090244,-0.001616748635734883,-0.006007507500693684,-0.0026133839766468285
28,-0.0012873398240877052,0.0021451200716487606,-0.004418529123360496,0.0014347230525928675,-0.003160999877003522,0.0004209746908296118
29,-0.003042535891214115,0.0020628779582248513,-0.006286185534461426,-0.00030501805464744607,-0.004865867854348896,-0.0012679331735294661
30,-0.002511138873838126,0.002047489567893812,-0.005118436551937633,0.0005646005301426925,-0.00418837825845359,-0.0007423855072770887
31,-0.003558227103561789,0.002466300286235283,-0.006902900212145104,-0.0003952158043070914,-0.005498529069868628,-0.0014760993431358637
32,-0.0034726300555387494,0.0024096867065618696,-0.0068866994723905395,-9.35526032413191e-5,-0.005501654912784036,-0.0014901326295950874
33,-0.0016804290396600816,0.002248514104309605,-0.004807958712673317,0.0016451362758123295,-0.003691492593798539,0.0004933836813773302
34,-0.0038482527949854368,0.0023400002555567768,-0.0069934321483644014,-0.0002862756950138814,-0.005801793179718702,-0.001914598618398042
35,-0.00371818972664362,0.002287637133779298,-0.006942565660654033,-0.0003144478275418916,-0.005730972439529063,-0.0016205290101180595
36,-0.0036959312390311976,0.002335319667136959,-0.0065106747341584295,-0.00029231918750379036,-0.0053937648754330755,-0.0017407525101569995
