horizon,beta,se,ci_lo90,ci_hi90,ci_lo68,ci_hi68
0,-0.002185929669746544,0.0018132590202363786,-0.0048652179305137,-0.0003194871084314891,-0.004099409609277812,-0.0010090110951227994
1,-0.0005921055761715255,0.0017148427912863791,-0.003230915808866951,0.0013947533605725936,-0.0022012897548388493,0.0006799203594077708
2,0.00013607851570670692,0.0020311235529295764,-0.00293161140059845,0.002510785059686324,-0.0016090364266511947,0.0015744945019227714
3,-0.0017547042732384594,0.0021930667371967676,-0.00461421876283001,0.0011450936709632717,-0.0036110547399364223,-0.0001870948293461452
4,-0.0028594175028493446,0.002660436211792954,-0.006062333133815064,-0.00011662669605559672,-0.005065578826438079,-0.0012068705394171924
5,-0.0038390234155008048,0.0026982580993037456,-0.007741742517093492,-0.001105097737949388,-0.0063022579087667644,-0.0021094129496268816
6,-0.004944456588640477,0.0026387674389422968,-0.008665462044252824,-0.0021743272425563042,-0.007238997985440717,-0.0032354084948600045
7,-0.004790046555335881,0.0028330089550320033,-0.009256029957977413,-0.0017473602229606307,-0.007373949270143614,-0.0030017990400189026
8,-0.004116505542344796,0.002752588781366283,-0.008823172788217185,-0.001005800029298772,-0.006860019185793971,-0.0023800621444865083
9,-0.00460299469710667,0.002818857080361333,-0.009308096086825516,-0.001465009174659668,-0.007250406172062412,-0.0027626593004834404
10,-0.002775540595323543,0.0026402466717321917,-0.0070934633478832955,0.0003932640862044437,-0.0052867694417321875,-0.0011963085875096085
11,-0.0026869028415256466,0.0026944017940462033,-0.007128139177812978,0.0004966245543218278,-0.005226101149223904,-0.0007800619594698684
12,-0.0018800463978504616,0.0026508290261216217,-0.006090688506426076,0.0011705774130546728,-0.004396561421207994,-0.000124370245535409
13,-0.004897861478568622,0.0029247952787795958,-0.009527971514354725,-0.0014979770941818391,-0.007622976863561566,-0.0028955146369819954
14,-0.0035023308442298324,0.0032382679058307745,-0.008458482164638317,0.0004723985065780336,-0.006608133419887268,-0.001119508214358266
15,-0.0035871604743542263,0.003337293307926677,-0.00909741775453008,0.0010307080429321973,-0.007303620392258223,-0.0010429593775521406
16,-0.005113741708897474,0.0030523918494361744,-0.01053278310025384,-0.0009151272993411863,-0.008394533534290165,-0.002790425095906758
17,-0.002511559791587903,0.003616395727776236,-0.007424541326750388,0.001817395187909539,-0.0056488650272557605,7.026115120428765e-5
18,-0.005778821860791442,0.004152400454339307,-0.011083794045429213,-0.0011383393004794047,-0.009032802190088651,-0.0030041731676236703
19,-0.006832049123951171,0.0036287040994900455,-0.011520017686239815,-0.0025696438308094776,-0.00981615651440068,-0.004471461333931007
20,-0.005887348268500457,0.003929673807262675,-0.011545312729830866,-0.0016417908835266405,-0.009235365454207766,-0.0034708794747452506
21,-0.006163747995390983,0.0037721077166556725,-0.0116768678202347,-0.002204132066847107,-0.009452614144953598,-0.0038635412674093432
22,-0.008002219786904111,0.0037927606751930044,-0.01321778116601965,-0.003983683403719682,-0.011302469306109914,-0.005594793812457093
23,-0.006592163959299138,0.003134582291838365,-0.011269554489056624,-0.0031824534625070045,-0.009400532874623911,-0.004496691080617352
24,-0.006325427887884562,0.0029678040154537096,-0.010495758787751615,-0.002509072480483842,-0.008947788113931989,-0.004139890399431559
25,-0.0060680707040656956,0.0028044233116599343,-0.010408257278075289,-0.002764087897077273,-0.008618070934477601,-0.003994418952570575
26,-0.0022792877170605104,0.00245146417692955,-0.005933409730591293,0.0009406063398057032,-0.0045191803859948075,-0.00025913811989939327
27,-0.0038501094187143687,0.0030201110697063442,-0.007989654642912274,9.314404286659209e-5,-0.006366182838468413,-0.0014651304809849184
28,-0.006917810771850102,0.003261351194567431,-0.011194777897499751,-0.0019792521690852284,-0.00964273397266589,-0.004198600241929704
29,-0.005977961618887305,0.003151262923211781,-0.010020026735654126,-0.0019220548142733218,-0.008405720542722114,-0.0038347999014838726
30,-0.008416296572284635,0.0032637437809253248,-0.012669690318122158,-0.00444219150457878,-0.010882388729530904,-0.005955246965557749
31,-0.010156287660232806,0.003054782574984944,-0.014248431705394474,-0.006545000482600167,-0.012646752915369798,-0.008110147563144349
32,-0.009009521817636961,0.003299906712044016,-0.013771531891997476,-0.0055264069896663204,-0.011964163021480888,-0.0066868512145020695
33,-0.009611784523075716,0.003570574959195102,-0.014088971308344772,-0.00565403074799271,-0.0122719101608156,-0.007291171776265128
34,-0.007240964190015917,0.0032897652719739217,-0.011555187634519522,-0.0033797916512105486,-0.009755064501326259,-0.0048927014611277325
35,-0.002891874876125473,0.003563496347683722,-0.007350658450470655,0.0018544168618341967,-0.005453937308586785,-0.00026567727756963283
36,-0.004340171385580881,0.0033473913186954194,-0.00877664227536252,-0.0005027637220499067,-0.007152391017316715,-0.0018345643822493618
