ind_group,ind_label,W_full,H_full,p_full,W_short,H_short,p_short,W_long,H_long,p_long,peak_horizon,peak_beta,peak_boot_se,bh_reject_full,bh_reject_short,bh_reject_long,persistence_type
1,Energy_intensive,48.252514736376156,37,0.094,7.472645297275936,12,0.824,24.288963668798306,13,0.024,31,-0.010156287660232806,0.003054782574984944,false,false,true,Delayed_persistent
2,Manufacturing_Construction,24.864445877787716,37,0.936,5.365323773609379,12,0.946,11.299165217730446,13,0.588,21,-0.009922029893202313,0.0043474851373081005,false,false,false,Not_significant
3,Trade,51.44666723986653,37,0.066,12.563588656862946,12,0.398,20.210393843613314,13,0.088,24,-0.008253341961501624,0.0025414702120658906,false,false,false,Not_significant
4,Services,27.927687425191436,37,0.862,5.417947782753276,12,0.938,11.156239951398675,13,0.554,29,-0.005361418715735168,0.0024568420986914785,false,false,false,Not_significant
