horizon,beta,se,ci_lo90,ci_hi90,ci_lo68,ci_hi68
0,-0.001490269216342478,0.0014112820751603938,-0.0042875768872436115,7.356248660989832e-5,-0.003150047139656024,-0.0004807747109645804
1,0.0011446470199148202,0.001983964006151261,-0.0010391313934758695,0.004124897494723721,-0.0002772221169070697,0.003084242290260022
2,0.0020390207185302382,0.0026222333975211435,-0.0010218469761270376,0.0058205322989587985,0.0002100800207430276,0.004442244770776939
3,0.0008817167117687468,0.003211758387373988,-0.003050493346137954,0.005469168645135783,-0.0013870478598259099,0.004110235518443095
4,-0.0011802107199068706,0.003802860639756511,-0.005735984275669194,0.004902168754403663,-0.0039011834708104366,0.0031852228423792407
5,-0.0009378978859512754,0.003996932756582704,-0.0057884224812637716,0.005700406437536232,-0.0039669492459215,0.003539631413796584
6,-0.0009651679174911488,0.0034178771963565193,-0.005508771967559898,0.003787558828879559,-0.004015833008762392,0.0022895520379989337
7,-0.004553508685685734,0.003308382151977249,-0.009250369057060805,0.00044166241533813693,-0.0076070337490208965,-0.0012073231376541703
8,-0.0041568867743395676,0.002827638780238026,-0.00853595222004222,-0.0003000778049783298,-0.0070019031863332365,-0.0017513860635358473
9,-0.004400432821788369,0.002930374008020317,-0.009382743177402463,-0.0009299334071912429,-0.007519264582427913,-0.0024737740257047727
10,-0.003341827217597953,0.003139369566260816,-0.00894911024852103,-8.249464236597228e-5,-0.006661670261285585,-0.0012363665391089047
11,-0.001817374804059794,0.0033373089740515657,-0.007582256879065753,0.0018860282508207705,-0.005259546545917598,0.0005607463803453372
12,-0.003105096042943596,0.0032206943572196203,-0.00847052018596215,0.0005027549341294732,-0.006711968743743615,-0.0006987915910101686
13,-0.0020408784136142816,0.003358258708429716,-0.00744699152886996,0.0023067346175432734,-0.0053710280608233905,0.0006573635099187242
14,-0.0023017215152951968,0.0037438480511774144,-0.007821681049640622,0.0030523075997206392,-0.005778115690755645,0.0014351872037342097
15,-0.003519310674398317,0.004132587769349767,-0.009162583452254727,0.002481029968612024,-0.007422186357866224,0.0007595919542045899
16,-0.004141190873012122,0.004336114075631313,-0.01039448976312009,0.002382614506461189,-0.008231709352881374,-0.00015032764667915165
17,-0.003387892872967079,0.004763439163858594,-0.010571105007083451,0.0032562701603473703,-0.007606240346034214,0.0010846986851626448
18,-0.005442641911395041,0.00462862319480498,-0.01259077901075385,0.0007937395695931182,-0.009350187152016826,-0.0014939589937915058
19,-0.008684622127658524,0.0042721439052023505,-0.015572408523910456,-0.003516336862042971,-0.01259488291135525,-0.005534027855378211
20,-0.009207690134812267,0.004332226665849656,-0.016506933235274183,-0.004013166576705256,-0.013891241607669462,-0.006001728659110014
21,-0.009922029893202313,0.0043474851373081005,-0.017214048636156942,-0.005008996060747139,-0.014722779877943069,-0.0068290646522482555
22,-0.0075228914090029195,0.004414745788064755,-0.015080276501347403,-0.0028628911346218894,-0.012300289830690161,-0.004585511589996739
23,-0.007411609887497437,0.0041341449142747785,-0.014133115590108422,-0.0028332548502301444,-0.01191083706536051,-0.004374147154568924
24,-0.008059467613574624,0.003928138021653444,-0.014443189721419395,-0.003373579232437097,-0.012320116179524991,-0.0047974971011859446
25,-0.004691436795165051,0.003919817491051949,-0.010695534116261098,0.00014346542549540514,-0.008748452348181241,-0.0018847669453871726
26,-0.0029070962900020693,0.004176224608292796,-0.00967452161224667,0.002389738884897194,-0.0069785349000674735,2.4521651425097463e-5
27,-0.004156903109875355,0.004615615271798667,-0.010757630181165208,0.0019655521645119177,-0.008179211615279774,-0.0005317484591422501
28,-0.006272746023014831,0.00480679133568439,-0.013141191797471391,0.00020104462220285526,-0.010572924759792476,-0.0021958556272454674
29,-0.007719487432856435,0.004876845728759504,-0.014518800336993634,-0.0009097705779566338,-0.012426247476304522,-0.0035527979539166383
30,-0.007896309176733224,0.004850558387404482,-0.014779341508895436,-0.0015151528804595166,-0.012188417410865082,-0.004088462712915829
31,-0.007866575637627398,0.004677612104266462,-0.01474086779811501,-0.0019779777064109,-0.012396051687437501,-0.004070368622993786
32,-0.009169557148906929,0.004304620333103658,-0.015713848955388916,-0.0031697702076318663,-0.01337844688410944,-0.005230900260671954
33,-0.007021842456524356,0.0042434559581777595,-0.013660237352459076,-0.0012678476569272816,-0.01124683356558033,-0.003534031293034853
34,-0.006567929169482505,0.0043559939333134455,-0.01354377907515747,-0.0008119220498077548,-0.010692440884930902,-0.003242531116426443
35,-0.005698716853923244,0.004622981783274576,-0.012572498586073875,0.0002497127540011905,-0.010066923508035596,-0.001678927597614387
36,-0.0056403429056853934,0.004931868682965454,-0.012620410157075983,0.0012399065626527653,-0.009984034104530472,-0.0014015297579134485
