outcome,horizon,1,2,3,4
hours,13,-0.0001794780592430064,-0.0006847923788664738,-0.003142052275631908,-0.001569861286371763
hours,14,-0.001080986285480829,0.00010386257074524667,-0.0030638470727546684,-0.0014364890298598347
hours,15,-0.0008636336098233301,-0.001493777589288411,-0.0013543586009019065,-0.0005474758534576055
hours,16,-0.0009716515016824043,-0.000937595659538908,-0.002173454467734831,-3.4458413890286594e-5
hours,17,-0.00149880676257738,-0.0014248045199799298,-0.002608259294422402,-0.0001864728151340275
hours,18,-0.0018845134280931401,-0.00240233154759633,-0.0026813804713687306,-0.00209954815139901
hours,19,-0.0006039449909983608,-0.0018134494613790031,-0.0029472707585350253,-0.0025339663544505743
hours,20,-0.0006142063582395959,-0.0018745168999071834,-0.0049210616457425185,-0.0038816692275615164
hours,21,-0.0013511775600906707,-0.002861209510361328,-0.0034028001262727298,-0.003566777992757713
hours,22,7.854262767548157e-5,4.613996181681724e-5,-0.0038204337538373526,-0.001621765864928924
hours,23,-0.0010323259864771564,-0.0014108123335043825,-0.0014653225942230503,-0.002602267136743157
hours,24,-0.00180095825297266,-0.0021453134301334205,-0.0031486168870911695,-0.0017161944780858822
hours,25,-0.0015424216287916823,-0.0021504906154372807,-0.0034198319631374508,-0.0032324252815191397
hours,26,-0.002497868579481905,-0.001590267311343173,-0.002333035512932251,-0.0020626305203394696
hours,27,-0.0009484829670611493,-0.0017010068295148712,-0.0020551306979906103,-0.002204210819352313
hours,28,-0.00025284864076616627,0.00025248608090687024,-0.0009050249090857332,0.00035436977910464635
hours,29,-0.0020163924703271736,-0.0019739474307852844,-0.0011796005715410576,-0.0009076888525347029
hours,30,-0.0009071389806011854,-0.0019865559628990457,-0.002573775756485959,-0.0017259329444705266
hours,31,-0.00044267889799680745,-0.0011051431855767537,-0.0045626596182898665,-0.0025232886290865526
hours,32,-0.0011105646068107354,-0.0015440699072641645,-0.004499555738424729,-0.004418671715858572
hours,33,-0.0018370596975673776,-0.0018583027885613731,-0.0036701564176525865,-0.0036386683245354756
hours,34,-0.000305113024585345,-0.0003708712429928493,-0.0027421327163366085,-0.0019230430341358102
hours,35,-0.0007989187095977821,-0.00041337302237951797,-0.0027747213613751338,-0.002747159151956628
hours,36,-0.0008691066727461331,-0.0009409839954124649,-0.0019730712584743633,-0.002596723631777863
income,0,-0.001019398848588781,-0.0013469726563312882,0.0005512022061956184,-0.0012495963831091015
income,1,-0.0009443867200411216,-0.002333902708643722,-0.00578445384034257,-0.0021433134951722517
income,2,-0.0035189689882014806,-0.0010051938591244115,-0.004686135409965292,-0.0057105184289469296
income,3,-0.00278436295492257,0.0011381782861230696,-0.004136885238330299,-0.001701967602016352
income,4,-0.005683486587103844,-0.0012320294209201509,-0.0017548419392458695,0.0009091204537834793
income,5,-3.7678436051818474e-5,4.231103831141382e-5,-0.0035334615073345068,0.0016946840251765628
income,6,-0.003525855061088929,0.0018956102304949892,-0.003908936158350221,-0.0009883738153315862
income,7,-0.0006278089879438648,-0.0005012129024450566,-0.0015852652139058906,-0.0008268840047762408
income,8,-0.005079203611615883,-0.0001559684484109559,-0.00693309217336576,-0.003274432698181116
income,9,-0.005280563271187728,-0.0021564791351065937,-0.004997080789048252,-0.003160825617578438
income,10,-0.0012833233150430794,-0.0015416334538681461,-0.006020320513684535,-0.0037000180150099688
income,11,-0.0017366427477840144,-0.0013656363318167942,-0.004864721537384747,-0.004815493989650767
income,12,-0.0016835881638158356,-0.0030094655780820248,-0.006489339415976261,-0.0032988706232111686
income,13,0.002260328115152834,-0.002595152957130665,-0.006773003531082857,-0.00237326549041948
income,14,0.002245582290439387,-0.0011855410156849586,-0.00603239647839758,-0.0036427868793206756
income,15,-0.0013076536522488905,-0.0028440292159689186,-0.0030662050989589207,-0.001160442676953816
income,16,-0.001313286470784392,-0.005443866794421462,-0.0046175968866077185,0.00039207449249398094
income,17,-0.0024595581548364246,-0.004354856035482476,-0.006684745666442539,-0.0007494342302182647
income,18,-0.00021530945270833627,-0.0005361381651230609,-0.002713659619243276,-0.0027476978258826625
income,19,0.0008700505167834023,-0.0021186381371900184,-0.003872093860056039,-0.0030438861093400327
income,20,0.000977612997623176,-0.0014612156058415816,-0.006937493326889296,-0.005746125243811042
income,21,-0.0029040467808848494,-0.005709107876127785,-0.00545946417085648,-0.005424637092545673
income,22,0.0018608653172035021,3.647341962632043e-5,-0.009383816649417289,-0.004487598992568877
income,23,-0.0013790303908626468,-0.0026598623377040867,-0.006939984704066379,-0.004903210277406325
income,24,0.003019153481070236,-0.0020362016226479333,-0.003193632736139559,-0.00110070462224438
income,25,0.0008528743831703791,-0.0037067031958054643,-0.006123584571582547,-0.001885302322412589
income,26,-0.0009041538330311238,-0.005173932995683043,-0.006766513050433659,-0.0015197441515631073
income,27,-0.0017236646343925762,-0.0032507939781639657,-0.007046711875558296,-0.003155540864351931
income,28,-0.0010112480574867384,-0.0040215550339847425,-0.0025904195299307994,-0.0010243220562473378
income,29,-0.0015203396188688157,-0.004441807302347885,-0.004655937771320538,-0.0003488175427405572
income,30,-0.003963603639436615,-0.004915975831005847,-0.005535674642050233,-0.0030093396051803847
income,31,0.00033511901705344675,-0.003428857310434069,-0.008536041097804885,-0.0032771642644771506
income,32,-0.0008043597007808575,-0.0016713149715682147,-0.008390589789722356,-0.00641181199645574
income,33,-0.001530694175605712,-0.005189813671806301,-0.005679485022766617,-0.0037611651680596794
income,34,0.0022445441666787904,-0.00576831972725347,-0.006854535026508059,-0.0028850164059321844
income,35,-0.004992008081389028,-0.0071530331510033405,-0.0067561287051538035,-0.006056293280549678
income,36,-0.0023510724929569947,-0.005186637551575527,-0.006021885240920055,-0.006069181729878547
income_share_var,0,-0.0005762275009904017,0.0009224460068393756,1.2935001425810092e-5,-0.0003864922148310605
income_share_var,1,-0.0003607317081465347,0.00041353132093474213,-0.0005726338008882,0.0005087511117871393
income_share_var,2,-0.00010661417685205614,0.0007479204453597004,-0.00010768332510459986,-0.0005375394787315096
income_share_var,3,-0.0003262942839446755,0.0012847416279932068,-0.0009953797586501976,3.4102210867140426e-5
income_share_var,4,-0.0008398038076254526,0.0007632052691776981,-0.00038515080995403544,0.00046907011315490394
income_share_var,5,-0.0007725596900380353,-0.00024361639530391625,-0.001094804353748229,0.0021361525649840826
income_share_var,6,-0.0005467949762020624,0.0010837230485905133,-0.0009352599931616999,0.0004349068542389353
income_share_var,7,-5.448116513459408e-6,-0.0008398574660677307,-0.0006791826438930119,0.0015549205817523028
income_share_var,8,-0.00014256945821250643,0.0010571562555616253,-0.0009253647489303697,4.518900661362895e-5
income_share_var,9,-0.0011108969458890425,0.0007566973103194918,-0.00010373979901757795,0.0004704897098518785
income_share_var,10,-8.805550315776187e-5,0.000125460710903963,-0.0007508688679135931,0.0007210990960550425
income_share_var,11,-0.000328090375853968,0.0007543480683345257,-0.0004355275014816771,-5.135342193545852e-6
income_share_var,12,0.00014753195119868973,0.0002298371696766714,-0.0005153960392320073,0.00010479942694642689
income_share_var,13,-0.0003115380192755174,0.0007260001789282464,-0.0011591218757186499,0.0007288447159587683
income_share_var,14,0.0001305996033949868,0.0006894152434007556,-0.0007210669977403995,-0.0001049498787266544
income_share_var,15,-0.00016868728122553894,-0.0003044710117381498,-0.0003238883798938703,0.000783272623290368
income_share_var,16,-0.000810658617101219,-0.00044463644395976076,-0.0007087857841454573,0.0019539261472063967
income_share_var,17,0.00024545362543205025,-0.0006179402830112071,-0.0010568682107937053,0.001427672468181155
income_share_var,18,-0.00019496044475799548,0.00018157966277797084,-0.00011106391850959164,0.00012703692463679323
income_share_var,19,-0.0003152440897489732,-0.00044266700303664927,-0.0004343301288786938,0.0011926492038318137
income_share_var,20,0.00018962797759440594,0.00026756330005678276,-0.0007837665199721199,0.0003253228885811995
income_share_var,21,-0.00017445190456174604,-0.0005097180433557172,0.000865421565129903,-0.00019464404771706405
income_share_var,22,-0.0001399811926131025,0.0001245364066691902,-0.00043430186259326825,0.00042846999604203597
income_share_var,23,3.4704525403768105e-6,0.000328032308050405,-0.00013690430535061974,-0.00021416067210761243
income_share_var,24,4.160714852791231e-5,-0.000491486231459758,8.833577834029579e-6,0.00041730419997147505
income_share_var,25,-0.00046114486684843995,-0.00020331627038296977,-0.0006938198509658194,0.0013432814155436448
income_share_var,26,0.00032008559389393323,-0.0001284862457581882,-0.0011710667800273957,0.0009579091786634876
income_share_var,27,0.00037591130604286535,0.00033065271616106526,-0.000716432022999754,-2.9048100056927255e-6
income_share_var,28,1.088605449569726e-5,-0.000232810109025192,7.239805871452121e-5,0.00013069680729246356
income_share_var,29,0.0005599192553753654,-0.0007916345458270492,-0.0006172799834194842,0.0008350684914616794
income_share_var,30,-0.0002223840407618495,-0.0003926163759903292,-0.00011523456742849033,0.0007156450236416345
income_share_var,31,-0.00015517267125997067,-6.67638190193431e-5,-0.0007930513580520808,0.0009951182638710365
income_share_var,32,-2.011463163330274e-6,0.00011797080598945937,-0.0004198869398262012,0.00027944351036512076
income_share_var,33,-0.00037729645825144623,-0.000594334154795099,0.0001506793695781133,0.0007945690137111943
income_share_var,34,-4.860366283155703e-5,-0.0001647340331499196,0.00017925483652829802,2.180942757131614e-6
income_share_var,35,4.761629261844585e-5,-0.0006230546982254456,0.00027054631244658025,0.0002890725614489179
income_share_var,36,-9.199976017320344e-5,0.00015822118386365916,-0.0003880641595675793,0.0003494012982316772
inequality,0,-0.008251153506885812,-0.005104671872813536,-0.0038250920456356042,-0.0014921258361754008
inequality,1,-0.0025976564942854215,-0.002908656015812223,0.0037448586510842588,0.00044936773128768107
inequality,2,0.0005456146650916524,0.0010931766653017971,0.000552513941207392,0.0007892590216150013
inequality,3,-0.011787287096954127,0.0031117104689364623,0.004574284956731583,0.0006279230148427857
inequality,4,-0.005470308643849462,0.0012542980450666382,8.321399760182555e-5,-0.002126607606040007
inequality,5,-0.00024970134825269183,-0.00013405244981883613,-0.0012161481780007277,0.0020241879792872704
inequality,6,-0.0021145997789685242,0.0011820376588481019,0.003274214068691302,-0.00010631137904934778
inequality,7,-0.002730022927100683,-0.0032862010302607994,0.00019735966375288176,-0.0010742976028365913
inequality,8,0.0001911834539845865,0.002526007426615348,0.006894363792108432,-0.000842687949678078
inequality,9,-0.007501088473739864,0.0018390669292210533,-0.0011509137633101082,0.00178337053167691
inequality,10,-0.0036716778707977203,0.0021218356814965617,5.291380790448588e-5,-0.002667817144333181
inequality,11,0.000998320553803806,-0.0007959644401268232,0.0025658364717026584,0.003031061874642785
inequality,12,-0.005674057359652262,-0.0019045186231935274,0.00016392053812786021,0.0011930131423853027
inequality,13,-0.006812697738401129,0.006595040671812782,0.005077239323440429,0.0020733078110490707
inequality,14,-0.0017672523328425365,0.0007825693702028222,0.004530618009408508,-0.0031453260847458886
inequality,15,-0.001332199992747882,-0.0005636568544448824,0.00081479471447993,0.00023863373942077806
inequality,16,-0.0009085830990506839,0.0035444378598326175,0.0019223726863728129,0.00017657161661496757
inequality,17,-0.0013929242297464868,0.0001430954341053566,-0.0031155836487447436,-0.00019881628542190322
inequality,18,-0.007223557532321001,-0.0015174442991065058,0.006748924963627173,0.000981954510949173
inequality,19,0.0038490968230964727,-0.0029023704587875974,0.004305055514911453,-0.0008053825461973922
inequality,20,-0.004891324170842579,-0.001161962471365914,0.008435390689409033,0.0029326509158763146
inequality,21,0.0009224816007301908,0.00046281947565054044,0.001543073979681026,-0.001165827828958503
inequality,22,-0.0001951506271215686,-0.0005920553586328131,0.005480178811135363,-0.0036362209975163806
inequality,23,-0.007207936533885531,0.0010011343330159756,-0.004050412530630206,-0.0018136381404653488
inequality,24,-0.005822411586667812,0.0019938012101284835,0.005493061562431253,-0.0007158977123768703
inequality,25,-0.008808942679674373,0.0034420361167232173,0.0010213915979163616,0.003069737160348853
inequality,26,-0.0024400461912676566,-0.0009936319573322025,-0.0026038214648070224,0.0024629967183459065
inequality,27,-0.002301854316464408,-0.0014550999656185904,-0.0023561608656497675,0.003618877825333274
inequality,28,-0.004947291228540335,0.0021535293268862047,-0.0038316562240404196,-0.001976461287451462
inequality,29,-0.002115907756140593,-0.0019264604043739081,0.0029005909740997342,0.00045574480538155973
inequality,30,-0.002319250868676375,-0.002489283646929525,0.004243014135251079,0.000340363144862619
inequality,31,-0.0028990772282726633,0.003738207510692061,0.0014266634649499356,0.0012143478797322026
inequality,32,-0.0022027600882389966,0.00013170326207734032,0.0063852754024868435,0.0005219361304292939
inequality,33,-0.008539704552667152,0.0036912575566171286,0.0043118234306973105,0.004911435687163268
inequality,34,-0.001176211480345584,0.00034873937028781965,0.003804748552365141,0.00027235203423821704
inequality,35,-0.001287465336186918,0.0008491695428395084,0.0003914661650197956,0.0017097908437180447
inequality,36,0.0030919231033989035,0.003123848974529619,0.006611694429942143,0.0020389191199853334
median,0,-0.006252366401956298,-0.0031660636095188228,0.0030924138787948017,-0.0013719462996469175
median,1,-0.005181328566132783,-0.002245909298731897,-0.0035973224183688847,-0.001964398219285049
median,2,-0.004645199423991859,0.0015412058840815405,-0.00051265666629145,-0.0049954287114668035
median,3,-0.005577162009469954,0.0033050708870798503,-0.0007624817660129225,-0.00332818392731075
median,4,-0.005096583321382634,-1.38869501079226e-6,-0.003162834609611354,0.0013711883143364065
median,5,-0.001715928970841214,0.0012343816578648695,-0.0005934433669292671,-0.0005905650233452957
median,6,-0.005623974799338264,0.0038541046743299254,0.0006317936453161304,0.0012122212630918657
median,7,-0.002669867878216046,0.0010968540447378716,0.005165859403270548,0.00041982334533080784
median,8,-0.005885649934533072,0.0033739991027985673,-0.0020079776234030317,-0.0007638086135547608
median,9,-0.0069475322140095065,-0.0020106270682119167,-0.00031696188204480134,-0.0024252600204722934
median,10,-0.005519851807394445,-0.0005000139516661831,-0.002804698647080358,-0.003200329813194865
median,11,-0.0016486161568870887,-0.0006464685137492189,-0.0024176889546692762,-0.004470796947064282
median,12,-0.0043575503986911035,-0.0018904164145868816,-0.0028055982867195434,-0.0017199698946720422
median,13,0.0014672984386462575,-0.0010697023227328436,-0.005806257701530716,-0.001505802560778486
median,14,0.002102746368132744,-0.002094540210618279,-0.0036228519371629985,-0.004242710136306019
median,15,-0.0030971112907758353,0.00012435315611822697,-0.0021389963693850774,-0.0027630778263950566
median,16,-0.003176222029056268,-0.0026056264931787402,-0.004020735502613585,-3.332806635409765e-5
median,17,-0.0037906833996750565,0.000428736870283012,-0.003200060884827631,0.0006778201866119227
median,18,-0.0011851904214766487,0.003132126360454729,0.0004672653145645667,-0.0015131644551201987
median,19,-0.00035176632636097307,0.0010389920332759608,0.0009362993537621629,8.301278837646837e-5
median,20,-0.00036130296294255667,0.0037411551400501238,-0.001897259862554953,-0.004855794536912599
median,21,-0.004701444350586811,-0.0036454405137277294,-0.004293812873765408,-0.002743473706865081
median,22,-0.0014405895370140304,-0.00020364450232811766,-0.008328766075554394,-0.004033933661957361
median,23,-0.004888049949284373,-0.0010534879911642688,-0.005504295410832741,-0.004632881179278532
median,24,0.0017526488927754552,0.0009083925462663265,-0.00031394060098330416,-0.001116446110957692
median,25,-9.986402825422462e-5,-0.0020959251781572865,-0.005185598259865766,-0.0021875829193766555
median,26,-0.0010201322766737696,-0.0035624344913547943,-0.005006816268584596,-0.003019816343973918
median,27,0.0003630207868840139,-0.0011018351453302487,-0.007208110918334242,-0.0025984911282153932
median,28,-0.0023390934245826472,-0.004515914934636658,-0.002280716144501388,-0.000379144094471924
median,29,-0.0014011110620412031,-0.0037381023776955707,-0.0027196040265446875,-0.002007023830670675
median,30,-0.0025328473501644434,-0.0013740507548286082,-0.0014760476062130746,-0.0023912058515172096
median,31,0.0013548775409343364,-0.00202500272477105,-0.0031617994401816805,-0.001173650929803545
median,32,-0.0005441547579319374,-0.0005060675754219347,-0.005827455641280051,-0.0036811924951892488
median,33,-0.0003554443534655733,-0.0016257721648174058,-0.003326541071399692,-0.0007502392182699742
median,34,0.0007777577251101284,-0.005479637288020766,-0.004680358585498198,-0.0017015460029259197
median,35,-0.004533779772057307,-0.0046579412818244705,-0.00492128802845837,-0.005174574468581908
median,36,-0.004330693268601384,-0.004616662536800852,-0.0024375160303236527,-0.004835464524081834
unemployment,0,0.0011272714881245293,0.0019456462591843878,0.002791300741388918,0.0012105617888473856
unemployment,1,8.457031825630832e-5,-0.0005826303293340113,-0.0005388205633383183,-0.000495593689300931
unemployment,2,-0.00044533361287754577,-0.002038044018732147,-0.002024259559104499,-0.0007612228779848054
unemployment,3,0.0005622969146803936,-0.00040672351646009355,0.00018473292092170148,0.00043355425932239174
unemployment,4,0.00046086194549864185,0.001339856605665759,0.0019504567282924855,0.0014861488361748458
unemployment,5,0.0012861187692147645,0.0020621671764592315,0.002517148783716167,0.002094116594629532
unemployment,6,0.0012261349436173366,0.002241642416659725,0.0017265754498263389,0.0013580172842094919
unemployment,7,0.001697997257142425,0.0022361786379166046,0.0017132307830430478,0.0009024980833859463
unemployment,8,0.001029396857599389,0.0022193116633113736,0.0014615002838331897,0.0004926575176130847
unemployment,9,0.001406063837847708,0.002833269663885999,0.0021550458673609135,0.0013547153340260298
unemployment,10,0.0018255702181150131,0.003403736968336654,0.0019939181879182893,0.0014883985348560856
unemployment,11,0.0014917677524624617,0.0025521977389626844,0.0011785577234118662,0.0010081151630396408
unemployment,12,0.0014615043362946904,0.0031733089678592334,0.002016068567183426,0.0014952368830719962
unemployment,13,0.001380849338132231,0.0020620793638404414,0.001680106918403861,0.001352717057872938
unemployment,14,0.0014378912531334944,0.001660308847056549,0.0017792265373400328,0.0018112248596087854
unemployment,15,0.001760382640974755,0.001953738840625059,0.0022758070559643073,0.002017731525314047
unemployment,16,0.0021949436649099656,0.002878039618462458,0.0029643432890940438,0.002341481412188702
unemployment,17,0.001986537802308364,0.0031271280984214033,0.0013706230744848825,0.001798941193155324
unemployment,18,0.002724843025874122,0.004569446506845771,0.0018420190142258565,0.0018635617297505585
unemployment,19,0.0024380176211803222,0.004805992446836708,0.0023815507619232737,0.0015686357954300151
unemployment,20,0.0017089172705759413,0.004485604675225657,0.0023377764299832007,0.0016064212683604537
unemployment,21,0.0023231522305501517,0.005462083535134408,0.0030760368286596434,0.002608650702497197
unemployment,22,0.0035719906752203438,0.005229694236967355,0.002840623489566376,0.0026199150976479726
unemployment,23,0.0037887480927619064,0.004994663941321564,0.003544796925477982,0.003169539535963357
unemployment,24,0.00352599244751258,0.004692022376863429,0.0044087255806845175,0.003015349252248626
unemployment,25,0.002543837759137009,0.0029826044640203324,0.0033183590517010244,0.0023076196692097006
unemployment,26,0.0020549043131472228,0.001430084040424615,0.002178946300247791,0.0022628514015419813
unemployment,27,0.0017473088603788848,0.002203712882260556,0.0029884444210766703,0.002864443188953709
unemployment,28,0.003117709923880908,0.0030446968830767796,0.0036977254257646833,0.003465838543672672
unemployment,29,0.003002950903671347,0.0032382285472166393,0.0037394027151160477,0.003449089821169281
unemployment,30,0.003018063426125521,0.0036162182293545155,0.002980605641781433,0.002884072000889041
unemployment,31,0.0026168260707277154,0.0030735272348521706,0.0019276286127397487,0.0019408001311886384
unemployment,32,0.002179723254403657,0.0023237472263012743,0.002407544870246254,0.0016735869200453452
unemployment,33,0.00243659583101141,0.003051873255400193,0.0026379727902725264,0.0020544065335068766
unemployment,34,0.0025438215609381526,0.002820017659028152,0.0026373047750645464,0.0022015163272874343
