occ_group,occ_label,W_full,H_full,p_full,W_short,H_short,p_short,W_long,H_long,p_long,peak_horizon,peak_theta,peak_boot_se,bh_reject_full,bh_reject_short,bh_reject_long,persistence_type
2,Professional_specialty,19.654979008377516,37,0.992,4.588079459235484,12,0.97,8.46543867207793,13,0.826,26,0.007975035782952137,0.0046967072768195756,false,false,false,Not_significant
3,High_tech,57.677114080827046,37,0.012,15.199846316897446,12,0.23,26.648054530997936,13,0.014,33,-0.013921293282917177,0.0058878982828934655,true,false,true,Delayed_persistent
4,Sales,106.47013042316284,37,0.0,25.324791159315645,12,0.014,47.24132840090484,13,0.0,32,-0.01748984173736124,0.006773959321941525,true,true,true,Persistent
5,Administrative_support,20.118192527706974,37,0.992,6.517428820212509,12,0.878,7.000605347290666,13,0.898,36,-0.006360485253729688,0.0043709062968456764,false,false,false,Not_significant
6,Service,23.06872235884115,37,0.964,6.903003722292729,12,0.87,12.044396828184755,13,0.538,36,-0.008884911287821713,0.004645656579275215,false,false,false,Not_significant
7,Farming_forestry_construction,36.28245835191198,37,0.492,9.613285347347562,12,0.634,14.563960635900703,13,0.336,25,-0.01588622577169164,0.006306022072829432,false,false,false,Not_significant
8,Precision_production_repair,146.15270911540136,37,0.0,34.070373735897036,12,0.0,56.02044532603269,13,0.0,33,-0.01629774565126086,0.0059634283400252595,true,true,true,Persistent
9,Machine_operators_transport,28.836310784386992,37,0.83,11.64038060102546,12,0.492,5.820224670088647,13,0.944,15,0.008358417022831214,0.004262299586409385,false,false,false,Not_significant
