occ_group,occ_label,W_full,H_full,p_full,W_short,H_short,p_short,W_long,H_long,p_long,peak_horizon,peak_theta,peak_boot_se,bh_reject_full,bh_reject_short,bh_reject_long,persistence_type
2,Professional_specialty,38.29460833480725,37,0.398,21.715623991280815,12,0.07,6.40847332593811,13,0.92,20,0.009168770576626685,0.005189682128472012,false,false,false,Not_significant
3,High_tech,117.79671748080933,37,0.0,47.96214523051147,12,0.0,32.463728223754934,13,0.004,18,0.01234765024086665,0.005085113975082596,true,true,true,Persistent
4,Sales,26.168657062793084,37,0.922,19.6053131242851,12,0.058,2.3171131459084284,13,1.0,4,-0.007122690094591018,0.0035648701727267226,false,false,false,Not_significant
5,Administrative_support,24.519053141214286,37,0.94,9.738019879105565,12,0.642,8.815639017705971,13,0.758,32,0.007833753158440508,0.006049883176830017,false,false,false,Not_significant
6,Service,14.223712420224748,37,1.0,6.4860000115405585,12,0.902,3.230129941500107,13,0.992,36,0.009468991876192242,0.009616554072346083,false,false,false,Not_significant
7,Farming_forestry_construction,53.581095701248124,37,0.052,21.497912198946054,12,0.05,11.669447485887403,13,0.564,27,0.014765601457981078,0.010108151792973329,false,false,false,Not_significant
8,Precision_production_repair,25.54304300963532,37,0.942,3.900451490956277,12,0.978,9.52465528907053,13,0.744,32,0.00860980108223778,0.006072652025530309,false,false,false,Not_significant
9,Machine_operators_transport,24.882402248049967,37,0.93,10.703505731187219,12,0.582,5.16868617947551,13,0.974,22,-0.006986603922338273,0.005170250120855208,false,false,false,Not_significant
