horizon,beta,ci_lo90,ci_hi90,ci_lo68,ci_hi68,outcome,industry,industry_label,occ_group,occupation
0,0.0012169928037380974,-0.007911973547816276,0.012229561394084707,-0.004647795982702832,0.007505795562758509,inequality,Energy_intensive,Energy intensive,1,Managerial
1,-0.0005261839589483772,-0.010170692816623205,0.010253230416909379,-0.005393355499570563,0.006143129682296876,inequality,Energy_intensive,Energy intensive,1,Managerial
2,0.007614250581406536,-0.0039022713446968853,0.021123879334738867,0.00012939722807112954,0.01575494595082737,inequality,Energy_intensive,Energy intensive,1,Managerial
3,0.001560139312786811,-0.006621400284013458,0.009229248556768484,-0.003114110784594466,0.006334599428103346,inequality,Energy_intensive,Energy intensive,1,Managerial
4,-0.009884094995765263,-0.023735246585329307,0.004963663713322488,-0.018769559553779347,-0.0005573450311102072,inequality,Energy_intensive,Energy intensive,1,Managerial
5,-0.01017138003607583,-0.020784788135207576,-0.00012155704154571956,-0.015988997166132054,-0.004425252166023596,inequality,Energy_intensive,Energy intensive,1,Managerial
6,-0.006422459335392792,-0.017824966077173515,0.00393204739071237,-0.012925153461605308,0.00013785729949067436,inequality,Energy_intensive,Energy intensive,1,Managerial
7,0.004801158839296939,-0.008961455178373913,0.01592763845371117,-0.0038517904283265,0.01188788867175929,inequality,Energy_intensive,Energy intensive,1,Managerial
8,-0.00818675841936905,-0.017083818434525104,0.002178333364114599,-0.013374580843885918,-0.0029764563768744133,inequality,Energy_intensive,Energy intensive,1,Managerial
9,-0.0022774966971019135,-0.011582882327967933,0.0069123664965485745,-0.007958020584273093,0.0032810899174080016,inequality,Energy_intensive,Energy intensive,1,Managerial
10,-0.006943373392176863,-0.017306890227277015,0.003780640679266931,-0.013341953174657216,-0.0006702194919752137,inequality,Energy_intensive,Energy intensive,1,Managerial
11,0.010714756197625156,0.0014250051539162114,0.021124855472124646,0.004618720145169602,0.01745875362085404,inequality,Energy_intensive,Energy intensive,1,Managerial
12,-0.003807071318420039,-0.015317304978134808,0.006040691770865553,-0.010666260468442107,0.0021227639242592782,inequality,Energy_intensive,Energy intensive,1,Managerial
13,0.008980706393232172,-0.0005580685243399709,0.017075582268845986,0.003587266148511273,0.013490531248451152,inequality,Energy_intensive,Energy intensive,1,Managerial
14,-0.000862020942756686,-0.012003046820220329,0.012919428150989119,-0.006592090329713354,0.007441810374898722,inequality,Energy_intensive,Energy intensive,1,Managerial
15,0.006346141311102841,-0.005851598276859937,0.015002735131103954,0.00024277718178422007,0.012271832939074637,inequality,Energy_intensive,Energy intensive,1,Managerial
16,0.0006099927532494322,-0.008692057979928494,0.00990783437867338,-0.004921106193783394,0.006496852338663461,inequality,Energy_intensive,Energy intensive,1,Managerial
17,0.0032001585437594743,-0.00807271890859571,0.016283855487109738,-0.0032530463089383917,0.010461288190870272,inequality,Energy_intensive,Energy intensive,1,Managerial
18,-0.005190701918670856,-0.014732433320589315,0.0035866135348875143,-0.01107874666696445,-0.00017489848439195856,inequality,Energy_intensive,Energy intensive,1,Managerial
