ind_group,ind_label,horizon,beta_abs,theta,boot_se,p_value,bh_reject
1,Agriculture_forestry_fishing,0,-0.015881437665158808,NaN,0.006056596963813976,0.02,false
1,Agriculture_forestry_fishing,1,-0.014804729309096128,NaN,0.006034965915232165,0.016,false
1,Agriculture_forestry_fishing,2,-0.01859649576519619,NaN,0.006268885463096575,0.0,true
1,Agriculture_forestry_fishing,3,-0.020348391772387793,NaN,0.006109648142721933,0.0,true
1,Agriculture_forestry_fishing,4,-0.004113310466627539,NaN,0.00695947229245101,0.536,false
1,Agriculture_forestry_fishing,5,-0.011490098599803114,NaN,0.006300600115425624,0.052,false
1,Agriculture_forestry_fishing,6,-0.015357079555342138,NaN,0.007493634543171971,0.024,false
1,Agriculture_forestry_fishing,7,-0.013425312429378812,NaN,0.006895903925842233,0.072,false
1,Agriculture_forestry_fishing,8,-0.012954419932849593,NaN,0.006764420955033996,0.048,false
1,Agriculture_forestry_fishing,9,-0.010083926701189478,NaN,0.00746324612799596,0.184,false
1,Agriculture_forestry_fishing,10,-0.011693271761008768,NaN,0.007601427654895316,0.14,false
1,Agriculture_forestry_fishing,11,-0.022141517635953477,NaN,0.00701387659624827,0.0,true
1,Agriculture_forestry_fishing,12,-0.015558009160164882,NaN,0.007926162888953685,0.036,false
1,Agriculture_forestry_fishing,13,-0.02303924400615468,NaN,0.007039979001510231,0.0,true
1,Agriculture_forestry_fishing,14,-0.014995121076960542,NaN,0.007719800535894806,0.048,false
1,Agriculture_forestry_fishing,15,-0.02337616462384252,NaN,0.007448770646222248,0.004,false
1,Agriculture_forestry_fishing,16,-0.007521321301936807,NaN,0.007062980370434604,0.304,false
1,Agriculture_forestry_fishing,17,-0.018998726703145317,NaN,0.007368335331159502,0.004,false
1,Agriculture_forestry_fishing,18,-0.01815940959587634,NaN,0.007648147253398679,0.016,false
1,Agriculture_forestry_fishing,19,-0.011608942558314243,NaN,0.007866272786349717,0.108,false
1,Agriculture_forestry_fishing,20,-0.008701194213260047,NaN,0.00702768189184932,0.24,false
1,Agriculture_forestry_fishing,21,-0.012711024682257455,NaN,0.007332391255046551,0.1,false
1,Agriculture_forestry_fishing,22,-0.01399035542063557,NaN,0.009011945139854679,0.148,false
1,Agriculture_forestry_fishing,23,-0.02399713166857806,NaN,0.006905042763607673,0.0,true
1,Agriculture_forestry_fishing,24,-0.017426548086797333,NaN,0.008081329038992792,0.04,false
1,Agriculture_forestry_fishing,25,-0.016739640310916206,NaN,0.007650793068464551,0.032,false
1,Agriculture_forestry_fishing,26,-0.0057779509064775905,NaN,0.008582921052685448,0.572,false
1,Agriculture_forestry_fishing,27,-0.011157868641237426,NaN,0.007842619583814556,0.132,false
1,Agriculture_forestry_fishing,28,-0.01808022162782312,NaN,0.007888390455192457,0.024,false
1,Agriculture_forestry_fishing,29,-0.01360962967201077,NaN,0.009078188373362365,0.156,false
1,Agriculture_forestry_fishing,30,-0.012995640166714378,NaN,0.008531008782152828,0.144,false
1,Agriculture_forestry_fishing,31,-0.027665406635530555,NaN,0.008094793073982087,0.0,true
1,Agriculture_forestry_fishing,32,-0.01935521614200283,NaN,0.0077719059616785015,0.028,false
1,Agriculture_forestry_fishing,33,-0.01061249681148072,NaN,0.008955459132408965,0.288,false
1,Agriculture_forestry_fishing,34,-0.013718302280012305,NaN,0.007327926470493531,0.056,false
1,Agriculture_forestry_fishing,35,-0.01212779993146785,NaN,0.00714706595843397,0.1,false
1,Agriculture_forestry_fishing,36,-0.009998298610080909,NaN,0.007091265807538432,0.228,false
2,Mining,0,-0.008355312777208952,NaN,0.00911604442319288,0.292,false
2,Mining,1,0.018693109007191774,NaN,0.01092899062970394,0.124,false
2,Mining,2,-0.0029655077969891414,NaN,0.010852220893623043,0.812,false
2,Mining,3,-0.007665411308840888,NaN,0.011386455526407286,0.544,false
2,Mining,4,-0.005813529824467379,NaN,0.010576110621312905,0.604,false
2,Mining,5,0.0018382944544402316,NaN,0.00983353299831563,0.872,false
2,Mining,6,-0.0019942284967726927,NaN,0.011928169080755995,0.9,false
2,Mining,7,0.013996110498565311,NaN,0.00989102942075171,0.164,false
2,Mining,8,0.003004455410881476,NaN,0.011967293013490837,0.86,false
2,Mining,9,-0.005223387569052053,NaN,0.01064617292416698,0.632,false
2,Mining,10,0.002450672615036503,NaN,0.011100698753138436,0.792,false
2,Mining,11,0.0242392506440886,NaN,0.009349202886595487,0.004,false
2,Mining,12,-0.0004154380101129687,NaN,0.011049190982170132,0.944,false
2,Mining,13,0.0026038530224298745,NaN,0.009553438691112522,0.816,false
2,Mining,14,0.0010456556564392646,NaN,0.010805340790084253,0.988,false
2,Mining,15,-0.02079158863331226,NaN,0.010288263022179391,0.032,false
2,Mining,16,0.014018978119405633,NaN,0.01163204258509921,0.232,false
2,Mining,17,0.0013345127017131487,NaN,0.011454627112172846,0.944,false
2,Mining,18,0.013610874130679188,NaN,0.010693361019988662,0.212,false
2,Mining,19,-0.006522960792020202,NaN,0.010605230338739573,0.512,false
2,Mining,20,-0.0028864074432129695,NaN,0.011451918273647563,0.724,false
2,Mining,21,-0.004920361417769527,NaN,0.012550768913849571,0.696,false
2,Mining,22,0.0009804227219347183,NaN,0.011461485241506041,0.928,false
2,Mining,23,0.0025001313357069887,NaN,0.010846349232937137,0.772,false
2,Mining,24,-0.005517670507386944,NaN,0.011643745111564569,0.676,false
2,Mining,25,-0.007529746881826995,NaN,0.010238543991180392,0.46,false
2,Mining,26,0.007129446377620539,NaN,0.008986571470721636,0.404,false
2,Mining,27,-0.0026706069555586785,NaN,0.012548931840791788,0.848,false
