ind_group,ind_label,W_full,H_full,p_full,W_short,H_short,p_short,W_long,H_long,p_long,peak_horizon,peak_beta,peak_boot_se,bh_reject_full,bh_reject_short,bh_reject_long,persistence_type
1,Energy_intensive,30.565667826128408,37,0.742,10.341131720751317,12,0.574,4.242641088237666,13,0.99,9,-0.0069475322140095065,0.003204877447262324,false,false,false,Not_significant
2,Manufacturing_Construction,41.966367951616576,37,0.256,11.143323172778116,12,0.482,15.709424950632812,13,0.242,34,-0.005479637288020766,0.0021649120506858953,false,false,false,Not_significant
3,Trade,32.772845607120615,37,0.676,10.204371023618622,12,0.622,9.946460654440667,13,0.712,22,-0.008328766075554394,0.00328516424813285,false,false,false,Not_significant
4,Services,44.47989611248625,37,0.198,16.050859744618954,12,0.212,9.939477002073469,13,0.668,35,-0.005174574468581908,0.0027595456936624773,false,false,false,Not_significant
