ind_group,ind_label,horizon,beta,boot_se,p_value,bh_reject
1,Energy_intensive,0,-0.006252366401956298,0.003026540014695216,0.036,false
1,Energy_intensive,1,-0.005181328566132783,0.003464589135760474,0.124,false
1,Energy_intensive,2,-0.004645199423991859,0.0033925654403965918,0.196,false
1,Energy_intensive,3,-0.005577162009469954,0.0036740068144817204,0.096,false
1,Energy_intensive,4,-0.005096583321382634,0.0036400631763418433,0.164,false
1,Energy_intensive,5,-0.001715928970841214,0.003650882505639419,0.648,false
1,Energy_intensive,6,-0.005623974799338264,0.0036498277324082105,0.08,false
1,Energy_intensive,7,-0.002669867878216046,0.003449030344503177,0.44,false
1,Energy_intensive,8,-0.005885649934533072,0.0036122746291364373,0.092,false
1,Energy_intensive,9,-0.0069475322140095065,0.0033925014936033375,0.044,false
1,Energy_intensive,10,-0.005519851807394445,0.003910008964228745,0.104,false
1,Energy_intensive,11,-0.0016486161568870887,0.003688958834511366,0.584,false
1,Energy_intensive,12,-0.0043575503986911035,0.003835419723122376,0.216,false
1,Energy_intensive,13,0.0014672984386462575,0.0041814435045073005,0.748,false
1,Energy_intensive,14,0.002102746368132744,0.0043104500023913766,0.6,false
1,Energy_intensive,15,-0.0030971112907758353,0.004010193736156206,0.472,false
1,Energy_intensive,16,-0.003176222029056268,0.003849525991237156,0.424,false
1,Energy_intensive,17,-0.0037906833996750565,0.003991410452154773,0.364,false
1,Energy_intensive,18,-0.0011851904214766487,0.004356131377478051,0.764,false
1,Energy_intensive,19,-0.00035176632636097307,0.004353051969498096,0.968,false
1,Energy_intensive,20,-0.00036130296294255667,0.004016194502777034,0.98,false
1,Energy_intensive,21,-0.004701444350586811,0.004266226794422016,0.28,false
1,Energy_intensive,22,-0.0014405895370140304,0.004116855033269006,0.764,false
1,Energy_intensive,23,-0.004888049949284373,0.0037959631171119983,0.18,false
1,Energy_intensive,24,0.0017526488927754552,0.004151128027530108,0.628,false
1,Energy_intensive,25,-9.986402825422462e-5,0.004346461997622827,0.92,false
1,Energy_intensive,26,-0.0010201322766737696,0.003256810339755052,0.772,false
1,Energy_intensive,27,0.0003630207868840139,0.0036754172975626,0.908,false
1,Energy_intensive,28,-0.0023390934245826472,0.0036910568903571494,0.556,false
1,Energy_intensive,29,-0.0014011110620412031,0.003689219167522637,0.656,false
1,Energy_intensive,30,-0.0025328473501644434,0.004450035844291767,0.572,false
1,Energy_intensive,31,0.0013548775409343364,0.004364561250569102,0.804,false
1,Energy_intensive,32,-0.0005441547579319374,0.003756058340544603,0.912,false
1,Energy_intensive,33,-0.0003554443534655733,0.004216784106390479,0.908,false
1,Energy_intensive,34,0.0007777577251101284,0.004140401177803812,0.94,false
1,Energy_intensive,35,-0.004533779772057307,0.0038568459051050636,0.252,false
1,Energy_intensive,36,-0.004330693268601384,0.003935508754658534,0.212,false
2,Manufacturing_Construction,0,-0.0031660636095188228,0.0022855575827279745,0.184,false
2,Manufacturing_Construction,1,-0.002245909298731897,0.002221816343413349,0.3,false
2,Manufacturing_Construction,2,0.0015412058840815405,0.002126371969951466,0.456,false
2,Manufacturing_Construction,3,0.0033050708870798503,0.0026882735441088866,0.212,false
2,Manufacturing_Construction,4,-1.38869501079226e-6,0.002443959476772198,1.0,false
2,Manufacturing_Construction,5,0.0012343816578648695,0.0028577195003375373,0.608,false
2,Manufacturing_Construction,6,0.0038541046743299254,0.002610950870304584,0.136,false
2,Manufacturing_Construction,7,0.0010968540447378716,0.0024314338844471086,0.668,false
2,Manufacturing_Construction,8,0.0033739991027985673,0.0025411215266896558,0.2,false
2,Manufacturing_Construction,9,-0.0020106270682119167,0.0027777509555563487,0.436,false
2,Manufacturing_Construction,10,-0.0005000139516661831,0.002385293946366875,0.8,false
2,Manufacturing_Construction,11,-0.0006464685137492189,0.002317707875388845,0.768,false
2,Manufacturing_Construction,12,-0.0018904164145868816,0.0026068735576790804,0.472,false
2,Manufacturing_Construction,13,-0.0010697023227328436,0.0026454957870472393,0.656,false
2,Manufacturing_Construction,14,-0.002094540210618279,0.0022433024474020043,0.352,false
2,Manufacturing_Construction,15,0.00012435315611822697,0.00238239298761144,0.972,false
2,Manufacturing_Construction,16,-0.0026056264931787402,0.002405289393657497,0.308,false
2,Manufacturing_Construction,17,0.000428736870283012,0.0030493912301090623,0.848,false
2,Manufacturing_Construction,18,0.003132126360454729,0.0030573725715550204,0.232,false
2,Manufacturing_Construction,19,0.0010389920332759608,0.0027150925407627277,0.668,false
2,Manufacturing_Construction,20,0.0037411551400501238,0.00244610086894924,0.104,false
2,Manufacturing_Construction,21,-0.0036454405137277294,0.0026213561251622534,0.148,false
2,Manufacturing_Construction,22,-0.00020364450232811766,0.003017960533228295,0.952,false
2,Manufacturing_Construction,23,-0.0010534879911642688,0.0025853482961010936,0.736,false
2,Manufacturing_Construction,24,0.0009083925462663265,0.0026071580380111685,0.656,false
2,Manufacturing_Construction,25,-0.0020959251781572865,0.0027808584763382963,0.54,false
2,Manufacturing_Construction,26,-0.0035624344913547943,0.002310591651081561,0.124,false
2,Manufacturing_Construction,27,-0.0011018351453302487,0.0023294403732974137,0.624,false
2,Manufacturing_Construction,28,-0.004515914934636658,0.0026354660213988197,0.112,false
2,Manufacturing_Construction,29,-0.0037381023776955707,0.002878238531177381,0.176,false
2,Manufacturing_Construction,30,-0.0013740507548286082,0.0029315719130795837,0.636,false
2,Manufacturing_Construction,31,-0.00202500272477105,0.0025956939974694487,0.364,false
2,Manufacturing_Construction,32,-0.0005060675754219347,0.002338224513294131,0.788,false
2,Manufacturing_Construction,33,-0.0016257721648174058,0.0028762638954497027,0.596,false
2,Manufacturing_Construction,34,-0.005479637288020766,0.002380442788248856,0.048,false
2,Manufacturing_Construction,35,-0.0046579412818244705,0.0027633543258896304,0.092,false
2,Manufacturing_Construction,36,-0.004616662536800852,0.00325490219737305,0.164,false
3,Trade,0,0.0030924138787948017,0.0036296540780391003,0.372,false
3,Trade,1,-0.0035973224183688847,0.0028183542026793598,0.24,false
3,Trade,2,-0.00051265666629145,0.0030412484133683394,0.98,false
3,Trade,3,-0.0007624817660129225,0.0028615286853095664,0.816,false
3,Trade,4,-0.003162834609611354,0.0030921901991839136,0.304,false
3,Trade,5,-0.0005934433669292671,0.0026068785971618334,0.876,false
3,Trade,6,0.0006317936453161304,0.0027291396257603964,0.744,false
3,Trade,7,0.005165859403270548,0.0029468197635852565,0.084,false
3,Trade,8,-0.0020079776234030317,0.002640380926060478,0.384,false
3,Trade,9,-0.00031696188204480134,0.0030243021796150797,0.88,false
3,Trade,10,-0.002804698647080358,0.0030472072760449483,0.384,false
3,Trade,11,-0.0024176889546692762,0.0030711738401525,0.376,false
3,Trade,12,-0.0028055982867195434,0.0030810162313289068,0.38,false
3,Trade,13,-0.005806257701530716,0.0030660102419537085,0.08,false
3,Trade,14,-0.0036228519371629985,0.0032787388371556788,0.252,false
3,Trade,15,-0.0021389963693850774,0.0034275875307744116,0.496,false
3,Trade,16,-0.004020735502613585,0.0037964021757629566,0.264,false
3,Trade,17,-0.003200060884827631,0.0033306085257801305,0.24,false
3,Trade,18,0.0004672653145645667,0.002930802679655187,0.892,false
3,Trade,19,0.0009362993537621629,0.003503331376286979,0.732,false
3,Trade,20,-0.001897259862554953,0.003667960808261337,0.584,false
3,Trade,21,-0.004293812873765408,0.004083423604531989,0.288,false
3,Trade,22,-0.008328766075554394,0.0038694666986151685,0.028,false
3,Trade,23,-0.005504295410832741,0.004224181502768185,0.168,false
3,Trade,24,-0.00031394060098330416,0.004023324613605839,0.888,false
3,Trade,25,-0.005185598259865766,0.0036954457989098106,0.156,false
