ind_group,ind_label,horizon,beta_abs,theta,boot_se,p_value,bh_reject
8,Retail_trade,24,-0.004258730008672508,NaN,0.0019863248688087925,0.048,false
8,Retail_trade,25,-0.0033113506498203106,NaN,0.0019176702195585608,0.084,false
8,Retail_trade,26,-0.0027061236655591724,NaN,0.0025530695003571097,0.264,false
8,Retail_trade,27,-0.0035635432000070324,NaN,0.0025885346675192577,0.172,false
8,Retail_trade,28,-0.0015056705966674249,NaN,0.0029061326330028603,0.604,false
8,Retail_trade,29,-0.002557941151627214,NaN,0.002951448260631519,0.416,false
8,Retail_trade,30,-0.002540513142885987,NaN,0.0026402792898054463,0.376,false
8,Retail_trade,31,-0.006722138464250935,NaN,0.002714201178784349,0.004,false
8,Retail_trade,32,-0.005977444874900275,NaN,0.0023297193985751187,0.008,false
8,Retail_trade,33,-0.005579763917326226,NaN,0.0021197340624640342,0.008,false
8,Retail_trade,34,-0.006029002986838566,NaN,0.0017512601546306092,0.0,true
8,Retail_trade,35,-0.004568699662747232,NaN,0.0018945292482794912,0.004,false
8,Retail_trade,36,-0.003989015301992337,NaN,0.002082961645639646,0.044,false
9,Finance_insurance_realestate,0,-0.0018252445252939962,NaN,0.0014513344813861923,0.188,false
9,Finance_insurance_realestate,1,0.0003116710246091878,NaN,0.0015488428268976564,0.912,false
9,Finance_insurance_realestate,2,-0.001483053399748405,NaN,0.0013492494814196468,0.264,false
9,Finance_insurance_realestate,3,-0.0009151965477272869,NaN,0.001296026866022378,0.492,false
9,Finance_insurance_realestate,4,-0.0018387135374086415,NaN,0.0013237059390851182,0.144,false
9,Finance_insurance_realestate,5,-0.002499292575831987,NaN,0.001418518719694788,0.04,false
9,Finance_insurance_realestate,6,-0.00011456999500278117,NaN,0.0014386647160468634,0.908,false
9,Finance_insurance_realestate,7,-0.001181404807496552,NaN,0.0013337375719596708,0.364,false
9,Finance_insurance_realestate,8,-0.0007982500778343955,NaN,0.001421075417638374,0.648,false
9,Finance_insurance_realestate,9,-0.0024804103261817203,NaN,0.0015196524300837735,0.084,false
9,Finance_insurance_realestate,10,-0.000702013005701158,NaN,0.001418969901714909,0.728,false
9,Finance_insurance_realestate,11,-0.0005565790725744842,NaN,0.001328209205315706,0.652,false
9,Finance_insurance_realestate,12,-0.001249152052621541,NaN,0.0015178974393221091,0.388,false
9,Finance_insurance_realestate,13,-0.001029283168516777,NaN,0.0014359970375542742,0.484,false
9,Finance_insurance_realestate,14,-0.0024629268380177353,NaN,0.0015911190124503682,0.12,false
9,Finance_insurance_realestate,15,-0.0009430921056930708,NaN,0.0014075352133356709,0.488,false
9,Finance_insurance_realestate,16,-0.00040472336687717367,NaN,0.001559152721454137,0.78,false
9,Finance_insurance_realestate,17,-0.001640452258728975,NaN,0.0014035196248647934,0.22,false
9,Finance_insurance_realestate,18,-0.0019755387343242154,NaN,0.0017246809527084205,0.256,false
9,Finance_insurance_realestate,19,-0.0017664778506582567,NaN,0.001251939748554513,0.14,false
9,Finance_insurance_realestate,20,-0.00034956005051812246,NaN,0.0016680260152465867,0.92,false
9,Finance_insurance_realestate,21,-0.0024469738107512125,NaN,0.0015891480982558708,0.136,false
9,Finance_insurance_realestate,22,-0.0010899738071248415,NaN,0.0017396598752754018,0.592,false
9,Finance_insurance_realestate,23,-0.001685234270427547,NaN,0.0012245523233866138,0.188,false
