horizon,beta_abs,boot_se,ci_lo95,ci_hi95,ci_lo90,ci_hi90,ci_lo68,ci_hi68
0,0.0008839972544351702,0.0009616026925141858,-0.0008268077570309369,0.002796205357837431,-0.000580202520558564,0.002528161726277301,-1.5007533105104148e-5,0.0019987037116519133
1,-7.22450712790829e-5,0.0011168602300895122,-0.0020879861275594144,0.0022221913575873175,-0.0017945046428234726,0.0017586864714116647,-0.001195869259317714,0.0010802244977376947
2,0.0007444612334096962,0.0012060292688892964,-0.0018356430629695587,0.0029514025068933976,-0.0014770955166241806,0.002667903534401717,-0.0004901014395545098,0.0019125570092549892
3,0.002538229474488651,0.001318661037222835,-5.118000618076542e-5,0.0049472145673908575,0.0003114687349840491,0.004708552120964672,0.001233152643433698,0.0038501363703472465
4,1.2671508346066758e-5,0.001103451002259016,-0.002066395497039497,0.002323251253858587,-0.0016195395326918406,0.001995366843458642,-0.0009382274674834342,0.0012250522307207274
5,5.322545594703116e-5,0.0013713347616818843,-0.0025220465814723403,0.0028166000632612207,-0.002147846436536444,0.0024092306961340506,-0.0013610846317053868,0.0013738585965382352
6,-0.0009424695509514229,0.0013080080402912229,-0.003535049377222363,0.0016338310234486294,-0.0031394171839437698,0.001125869534396882,-0.0021758956738536324,0.00036080387536457345
7,0.00013926854546899922,0.0013534566546061341,-0.002542374630658978,0.003037943482922108,-0.0020820234705495686,0.0024001974239527698,-0.0010985448365118363,0.001331495861756644
8,-0.0026611036010427214,0.0011621366205408542,-0.004753651280434033,-0.0003032428863832548,-0.004354729987481872,-0.0005946704495411206,-0.0036972414004387195,-0.0013371365941616973
9,0.0002327713439840032,0.001336124254509915,-0.0023507235518422757,0.0027948949867304144,-0.0018799855948141142,0.0023543512568703815,-0.0010683149078120158,0.0015021124522021953
10,-8.458637904465862e-5,0.0013777606442318365,-0.0024845607852346744,0.002754573034118218,-0.002260351717389104,0.002323920598692561,-0.001444411470563448,0.0012469374035349813
11,0.000820601972782578,0.0014492457570661926,-0.002294637330568619,0.003390034500561369,-0.0018794953184472958,0.003007443972451734,-0.0007481196512595781,0.002057915759110703
12,0.000873942465824266,0.001271931117508124,-0.0016397450756995633,0.003418224858471073,-0.0011278453725669208,0.0030712504307725255,-0.0003104716822277357,0.002236534344860344
