date,markup_shock_median,markup_shock_lower,markup_shock_upper,shock2_median,shock3_median,shock4_median,shock5_median
1992-01-01,0.016438416948343637,-1.3558691018069409,1.3935798410432745,-0.04581302006701603,-0.06786033992609686,-0.030960442685106043,-0.008090206895758761
1992-04-01,0.0416219728764334,-0.7036880485769147,0.8375979891623372,-0.04667558880636655,-0.02219633508069185,-0.05944756365202333,0.005784123223179283
1992-07-01,0.05587887564064804,-0.9553570790229328,0.9911243681935067,0.02778005577755427,-0.04073217459017936,-0.014421181060297023,0.0024190094438270027
1992-10-01,0.0030603161638346234,-0.28294101543019723,0.29290557048234267,0.030736040819401532,-0.02800867802563038,-0.013507248523042012,-0.0045530976167231715
1993-01-01,-0.005188657220201166,-1.1357448760284716,1.13060955218574,0.008825497753582365,0.019512607126502886,0.02700641095065545,-0.07462478524923255
1993-04-01,-0.03157696898085261,-0.763910681159779,0.7406049496721131,-0.008905669667505004,-0.06885347275316767,0.07000592797200561,0.06354143644936083
1993-07-01,-0.004838016139951554,-0.35741262934413787,0.34501049888308055,-0.024313504769898117,0.02883938199695718,0.002077464369741395,0.00402589224323059
1993-10-01,-0.009216307070733967,-0.3280618088278541,0.3308491082224128,0.011015387058248673,0.0237081370569135,-0.00024873507740641454,-0.006243681531200147
1994-01-01,-0.0023575079437302415,-0.6207684591128955,0.668558135845788,-0.016466320146609897,0.007284766827892586,-0.022793189824538575,-0.0013242148921775027
1994-04-01,0.04628380520673538,-1.0095851927263124,1.0925333191553774,-0.04637622124829425,0.09307688954244117,-0.04467974282166512,-0.07588410292322442
1994-07-01,-0.0244296032137793,-0.927775734167132,0.8379336161012946,0.030124771115073265,0.003984262213403339,0.052794473766774354,0.007879298259796247
1994-10-01,0.008835767910271297,-0.7984742167684769,0.8440795506178093,-0.05143620861273174,0.07989895424313058,-0.06127527427973263,0.03463543737363811
1995-01-01,-0.043635852788503224,-0.7691064907682339,0.7758047940214112,-0.00010253938483222556,-0.004449131508745929,-0.008542855285700132,0.010351163800839724
1995-04-01,-0.005578679708449268,-0.37474356856509544,0.3932294338496972,0.01952877506741344,-0.042976456168324365,-0.013023259612832178,0.010268249646152187
1995-07-01,-0.016842075951411323,-0.7373178433614299,0.6929923306313368,0.01972532450320985,-0.07160297801273086,0.04909849762589641,-0.004232259822691098
1995-10-01,0.0010550588999638025,-0.43022114784293525,0.45800382327161987,-0.043433616834283914,0.018459794974748256,0.007014773622123563,0.006502550122074714
1996-01-01,-0.028902733198335945,-0.4182827015020797,0.41039589348819805,0.024353985505610708,0.020571796156035382,0.022114474143353914,-0.0007957911829653691
1996-04-01,0.006004945273887216,-0.475516787345781,0.5099817375975503,0.01460673394068309,0.05291737475259105,-0.02871111176131398,-0.0076188071487653525
1996-07-01,-0.0024607735885892185,-0.4694473564525775,0.5100595961301153,-0.01866035134855147,0.06823481019168856,-0.030661627622702012,-0.03242540019611059
1996-10-01,-0.022625209236463086,-0.6070313507295342,0.5608330418027336,0.005279768832506193,-0.002986793146406739,0.04036530654526689,0.015616548472981204
1997-01-01,0.0057395865888989,-0.7304887344294665,0.7596672515774923,-0.01931410904794743,-0.01814778288486155,0.024208357844489634,-0.01498424051677015
1997-04-01,0.0055428446753628124,-0.982937868569483,1.025688940280113,-0.07304275725116946,0.08335510576421498,-0.050737550863661475,0.07960810176563216
1997-07-01,-0.00212477098049765,-0.5092358265829557,0.576385353235713,0.05562626744671023,0.0013181578625190064,-0.019466952442113036,-0.01579731537162106
1997-10-01,0.0867789841711605,-0.7196383460483715,0.7487867821795036,-0.009957109213920477,-0.015776324226813118,-0.0028974473758141793,-0.04416037396028617
1998-01-01,0.038973640058703324,-0.7163050784493329,0.7680594691795468,-0.05112707592795353,0.038387920286760996,0.0069015115023700405,-0.0053380104206993345
1998-04-01,0.06683340988534095,-0.8173121415145957,0.9135865641952315,-0.012317946280288544,-0.01639368614224216,-0.002387409206428527,-0.0618880205581658
1998-07-01,0.01710467922523131,-0.652809520384951,0.665382226101045,-0.06893025081439144,0.027629228487554308,-0.01931976785262407,0.03759741814604175
1998-10-01,-0.021521598395130438,-1.1047292088977152,0.9874425657441022,0.0353950149941602,-0.09011521925415761,0.025419395932839012,-0.003899903544651362
1999-01-01,0.08934449156598512,-1.1683337217507999,1.3507281410428786,-0.02045044520230327,0.012403212767331473,-0.08787858672402005,-0.07050861589656868
1999-04-01,0.020153935260187356,-0.618128769094966,0.6015622080382563,0.03955389923165413,0.07515199000365391,0.007377012648304846,-0.018422547969752914
1999-07-01,0.034416308773421084,-0.7345355456136393,0.7824610431345157,0.012531069732602373,0.0786427523156848,-0.03989613893121319,-0.09647100376859419
