horizon,beta,ci_lo90,ci_hi90,ci_lo68,ci_hi68,outcome,industry,industry_label,occ_group,occupation
0,-0.001732119957085666,-0.004293944457367791,0.0019221699285277012,-0.003330237937496609,0.0004529348179739621,hours,Energy_intensive,Energy intensive,1,Managerial
1,0.0005898572347101283,-0.0023798221073488427,0.003647607977667466,-0.0011193945257192708,0.002409429555283785,hours,Energy_intensive,Energy intensive,1,Managerial
2,0.002346749914745465,-0.000640150419570211,0.006222817687136374,0.0006514574231452977,0.0046086547971125385,hours,Energy_intensive,Energy intensive,1,Managerial
3,-0.0021436992292477716,-0.00440132100768444,-6.664174621318249e-5,-0.0036131966149911383,-0.0009762771780379615,hours,Energy_intensive,Energy intensive,1,Managerial
4,-0.002443448736495322,-0.004727980704313911,-0.00031999184168710147,-0.0038700481148757704,-0.0012548272739909628,hours,Energy_intensive,Energy intensive,1,Managerial
5,-0.002398602924862593,-0.006067713488623068,0.00020491724398057423,-0.004462289817854135,-0.0006838768773653422,hours,Energy_intensive,Energy intensive,1,Managerial
6,-0.0003584738886235738,-0.002841874108388417,0.001908127742545191,-0.001965069845380824,0.0009863040262750049,hours,Energy_intensive,Energy intensive,1,Managerial
7,-0.007151473563500476,-0.009252117204977938,-0.004874003022522266,-0.008392088816571868,-0.005789924881314917,hours,Energy_intensive,Energy intensive,1,Managerial
8,-0.0019579925981133596,-0.004877782956818262,0.0007061061231459177,-0.003654393693545294,-0.0005611473324826108,hours,Energy_intensive,Energy intensive,1,Managerial
9,-0.00033907029134280114,-0.0035098783187498313,0.0023320600946776923,-0.002258255029071834,0.0012755180904446032,hours,Energy_intensive,Energy intensive,1,Managerial
10,-0.0025893648692142325,-0.005195450477165101,-0.00014061033932170636,-0.004035834344530428,-0.0010735021424470546,hours,Energy_intensive,Energy intensive,1,Managerial
11,-0.0005229636767445964,-0.0030806591796937216,0.0019255629259746893,-0.002027887031366752,0.0008845698239563982,hours,Energy_intensive,Energy intensive,1,Managerial
12,0.0024387709735943877,0.0003070002578947507,0.005021043558088755,0.001037520823303858,0.0040600710415677355,hours,Energy_intensive,Energy intensive,1,Managerial
13,-0.000796089610194951,-0.0030133027676786583,0.0014470490607423829,-0.0022099588220903287,0.0006876238159116222,hours,Energy_intensive,Energy intensive,1,Managerial
14,0.0002784911333427422,-0.0028299329588976877,0.0035432356112790283,-0.0013707508380282562,0.0020366098586404916,hours,Energy_intensive,Energy intensive,1,Managerial
15,0.0008111344208632062,-0.0015669264632085273,0.003780564543940564,-0.0006910839931253183,0.00240005774695098,hours,Energy_intensive,Energy intensive,1,Managerial
16,0.0022876753824578387,-0.00026115147886233286,0.004739119520989481,0.0008260007785416655,0.003847282311478561,hours,Energy_intensive,Energy intensive,1,Managerial
17,-0.0001079834513155365,-0.0025872968049356214,0.0024975531492122728,-0.0017557664135617562,0.0012940254444366657,hours,Energy_intensive,Energy intensive,1,Managerial
18,-0.0011044146879828447,-0.003725042398090438,0.0014341521649558137,-0.002664184773233632,0.0003642211588912802,hours,Energy_intensive,Energy intensive,1,Managerial
19,-0.0005566099080965217,-0.0034406581023682277,0.002626555405925828,-0.0022130262261367017,0.0010492547895217075,hours,Energy_intensive,Energy intensive,1,Managerial
20,0.002590834090240365,0.00018618687854589323,0.004478365738746944,0.0012027086837968792,0.0037495318939011245,hours,Energy_intensive,Energy intensive,1,Managerial
21,-0.002079337551929942,-0.005498896064233342,0.00016156548096677402,-0.003927914036108098,-0.0007740182776324943,hours,Energy_intensive,Energy intensive,1,Managerial
22,-0.004008505576667266,-0.006534353395862618,-0.001504712034994363,-0.005678718528574531,-0.0025184659974407625,hours,Energy_intensive,Energy intensive,1,Managerial
23,-0.002237294498641788,-0.0046417146935253395,7.954377828002729e-5,-0.003714706668704164,-0.0007360820911882224,hours,Energy_intensive,Energy intensive,1,Managerial
24,-0.004406974354800266,-0.007012166575151994,-0.0019146952333409174,-0.005997552550725569,-0.0029524628616866746,hours,Energy_intensive,Energy intensive,1,Managerial
