horizon,group1_Managerial,group2_Professional_specialty,group3_High_tech,group4_Sales,group5_Administrative_support,group6_Service,group7_Farming_forestry_construction,group8_Precision_production_repair,group9_Machine_operators_transport
0,-0.002986983859681891,-0.0028688498195671426,-0.00653926105342748,-0.0050554008333839,-0.003337785558099683,-0.0009051615072536595,-0.007487054811007483,-0.010846867817772013,0.0007087438312302053
1,-0.0015290513342791712,0.0006332640445871583,-0.0073786901519444816,-0.0011648239022652705,-0.00491876388932358,-0.004638244963798121,-0.010461062741654106,-0.01303720119917878,-0.0042116291034220675
2,-0.003769939556979978,-0.004121847727705071,-0.001741127252994782,-0.004045452423435122,-0.005563217944911833,-0.00024159272356551013,-0.008613576974667995,-0.01206694370714417,0.0009117225579214666
3,-0.0020609549937217063,-0.000894481077213795,-0.0007713134815963431,-0.0018049115998449786,-0.004030345589795094,-0.00011565240473236779,-0.008341421615892847,-0.01322430042187084,0.0010477923602990593
4,-0.004478122715695477,0.0005895472811684038,-0.005293334667600139,-0.00045343501093973726,-0.005438217968160285,-0.00023063892494851104,-0.005140559312353429,-0.009943622548643146,0.005441651723204026
5,0.0014305502627460435,-0.001433693672436939,-0.004266362150179805,-0.00035988531372375954,-0.004552228621964657,0.0016532236330117445,-0.005581207797371084,-0.011126592865612657,-0.0013144424898836468
6,-0.0038104993006137008,-0.00029368338093244,-0.001044124129073027,-0.0026426747717057117,-0.003060439885514335,0.00010757851466100792,-0.002766303034834675,-0.008829422124089267,0.002935404622840216
7,-0.001956822256493809,0.0012981255110666875,-0.00013057161104529803,1.1612451280078664e-5,-0.003407825652068419,0.0026559555560123076,0.0009540846842839689,-0.012515989712562198,0.0026321067872287465
8,0.00019843940752541144,-0.005221576053481627,-0.0066841653474899706,-0.0036231784763472016,-0.0018052920864487171,0.0005692215577755667,0.004532268193280393,-0.013850653707282713,-0.002583415498927772
9,-0.001000487931510157,-0.0046222982480901165,-0.008516230028146164,-0.004340867239845863,-0.006749619448332141,-0.0017769554388469052,-0.0036045853595944536,-0.011374550574341061,0.0030023757182995768
10,-0.0015571045797463723,-0.004535841831315575,-0.006870581093331319,-0.005206712264628363,-0.0052537435213577755,-0.0016490888630742208,-0.0033888941119899017,-0.010441622039537973,0.0015414057355698405
11,0.0028186421386940767,-0.0012696976543929437,-0.0008577881998740001,-0.0026154875740922526,-0.0035527906718897505,0.002511390591063006,-0.0002558687166904052,-0.011967490334198937,-0.0011820382180538457
12,0.005164052705936928,-0.004932600539283963,-0.006875483386840651,-0.008372954237356237,-0.002502259086645529,-0.0017082197326105508,-0.0021863708715927545,-0.013954308679183115,-0.002773432168283585
13,0.0031993458085082175,-0.0024256761348485797,-0.0021484653015549373,-0.009449132273671744,-0.003037423495529955,-0.0005060060311310763,-0.014806570958340225,-0.011828955519047484,0.0008557977061600316
14,-0.003462919795069681,-0.00345841267747873,-0.009790271933449095,-0.006041758034445633,-0.005245984982907593,-0.0009026444373877356,-0.003350750862597256,-0.014101458973896093,0.001643481510189968
15,-0.0017728222765934058,-0.0016206250102588267,-0.006018119670035416,-0.004986333830089361,-0.00499036942152811,-0.0036476091952292906,-0.008694834318453084,-0.009420821363212078,0.005284099821973107
16,-0.003500518212628482,-0.003190181230955433,-0.004807839363805771,-0.0005895474976905864,-0.001685402612591971,-0.00267798666542713,-0.005794824359866372,-0.015300881878716558,-0.0026509127208345644
17,-0.0017758607052429894,-0.0013267753399441372,0.0022377819097298872,-0.005721139674945059,-0.0021216690096759936,-0.0018657172962760046,-0.0038458618442773927,-0.010315841087753885,-0.004269803505484163
18,-0.0028980624706530897,-0.005560076573142132,-0.00991013801247977,0.0008110165914813725,-0.00046588515138154497,-0.0016249533920961164,-0.0021477841408849055,-0.007269893406700197,-0.0014897727403954226
19,-0.00400437622864253,-0.002940933631130992,-5.211746108157219e-5,-0.00022547872770760802,-0.0039754721637837945,-0.0012645138124176229,-0.0021654196800878767,-0.012143614050332013,0.002290951642057464
20,-0.003817852190492412,-0.006778960451755401,-0.001004596463477858,0.0017676522496405077,-0.0014905533504138901,-0.005431751942820142,-0.0010580338512777118,-0.009087645398561758,0.0017506500711005632
21,-0.003331526463000716,-0.0030224018926579077,-0.0030628675786188676,-0.0109258027900978,-0.0058275622548925494,-0.0030691140704256596,-0.008544743642468208,-0.01623338415413427,-0.00019309812274316638
22,-0.00395155239130402,-0.003120954790141045,-0.008677198704418455,-0.0117919111464037,-0.0011880873231609225,-0.005149335714498278,-0.009022620305717809,-0.0062749212011748625,0.0026998224342135663
23,-0.0003783583415307372,-0.0044551502167779,-0.007418610572568858,-0.01069398774040802,-0.002671815144206871,-0.0034642085222457574,-0.008852981550946586,-0.015461718100743089,0.00027416849510134657
24,-0.0006722671344020102,-0.0028088727766099096,-0.002057657609052404,-0.0009274962386472935,-0.0006085156615819333,-0.0038448902731759924,-0.00923218109990755,-0.011412342417455847,0.003929812263974919
25,0.0023667715414383656,0.00032946660498619313,-0.009174901272934945,-0.0014710204286699216,-0.006408277228030131,-0.003419748794486318,-0.014312821471974282,-0.012171857527726909,0.0033073057173306835
26,-0.0021576486615281186,0.002841499466630942,0.00013766989210319816,-0.009158130536871196,-0.005424917546965293,-0.0047812108724185134,-0.010963249714163984,-0.013642982039989,-0.004325832020534503
27,-0.0013430487188212691,-0.006349709432966802,-0.0071308139584579005,-0.007185098680845967,-0.005592349806963456,-0.0034794572555590132,-0.004295577723913004,-0.014645006491892444,0.004113338050639324
28,-0.0004770069243996358,-0.001521226999068133,-0.0017036165637393003,-0.006256335620270306,-8.986221722655468e-5,0.0036897364661123556,-0.0052800313039788865,-0.01580276843368206,-0.00021436655849580642
29,0.0032308190631499547,0.00022777237272054128,-0.006718681004185642,-0.005265919018849366,0.000826753509864196,0.002365322473492492,-0.009787350029288813,-0.011775965529057256,0.002192268282575761
30,-0.0006075912015927347,-0.005496752391424657,-0.001365547255048275,-0.010421347454877201,-0.004957156033396198,-0.005009578995617358,-0.008438758201725818,-0.008225699345238612,-0.000246185035604625
31,-0.00012132995145979886,-0.001951991041040743,-0.006283404785300678,-0.004144131294119527,-0.0008732832033805334,-0.0010435947474391105,-0.013416264627689132,-0.010225890292745477,0.0017391440401370176
32,0.0008875888929781266,-0.004991831762307136,-0.0038931621804576652,-0.009402009884260692,-0.0012736556177209905,-0.0036665202531682432,-0.0024888485708203178,-0.015383710607676793,0.0007837129121240637
33,0.0021316582923930003,-0.002760000510481568,-0.011666888356756677,-0.010104593884924002,-0.002098538833034954,-0.0007479881823133374,-0.004107801011807905,-0.015222952426139903,0.0009939274644629485
34,-0.004462592446518733,-0.0024223607973341424,-0.0024319387166428716,-0.016612970233769536,-0.001138965862749163,-0.0053923524767683735,-0.011676996765346023,-0.013708802220844168,-0.0032160948234687186
