occ_group,occ_label,horizon,theta,boot_se,p_value,bh_reject
2,Professional_specialty,0,-0.0009139053075149418,0.0033474776195157644,0.768,false
2,Professional_specialty,1,-0.0005380239552728668,0.004054474108900309,0.888,false
2,Professional_specialty,2,-0.004227666517837016,0.0038346529559565887,0.276,false
2,Professional_specialty,3,-0.002525299058851649,0.003940626492586092,0.504,false
2,Professional_specialty,4,0.0032780857392403114,0.00403844652214923,0.4,false
2,Professional_specialty,5,-0.0012473049915693133,0.0047722549830001215,0.752,false
2,Professional_specialty,6,-0.0007669837146103858,0.004067771163528999,0.848,false
2,Professional_specialty,7,0.0026408556382674663,0.0050481923243849754,0.608,false
2,Professional_specialty,8,-0.005632245196671671,0.004548846596902398,0.184,false
2,Professional_specialty,9,-0.0033159577992334325,0.00437802169081953,0.468,false
2,Professional_specialty,10,-0.0032552117536885864,0.004973500315483884,0.584,false
2,Professional_specialty,11,-0.002984039948672003,0.004218150053725048,0.48,false
2,Professional_specialty,12,-0.006614856128680975,0.004664488113207385,0.128,false
2,Professional_specialty,13,-0.0030510795700154705,0.004071250298143682,0.464,false
2,Professional_specialty,14,-0.0011917567697280467,0.004452535967072325,0.788,false
2,Professional_specialty,15,0.0016045076631980206,0.004779420652672443,0.684,false
2,Professional_specialty,16,0.0028485865419250024,0.0043046486445809376,0.604,false
2,Professional_specialty,17,0.000377764663683095,0.004423835519989083,1.0,false
2,Professional_specialty,18,-0.006238403834019722,0.004417555154329089,0.148,false
2,Professional_specialty,19,0.0016900629464814585,0.004750159303322033,0.788,false
2,Professional_specialty,20,-0.0022826329954171412,0.004679590420678844,0.664,false
2,Professional_specialty,21,-0.002626800962616904,0.0048868514351457955,0.532,false
2,Professional_specialty,22,-0.0010063831584649966,0.004456629478336791,0.844,false
2,Professional_specialty,23,-0.0033486259840392572,0.004011232496303765,0.412,false
2,Professional_specialty,24,-0.0007960017600478734,0.004949808488998343,0.924,false
2,Professional_specialty,25,-0.004886857006538594,0.0047426984914732085,0.26,false
2,Professional_specialty,26,0.005602426276127405,0.0050047972984659985,0.284,false
2,Professional_specialty,27,0.000693365188864827,0.005128545978763721,0.844,false
2,Professional_specialty,28,-0.0013887278105020123,0.004831565444221755,0.752,false
2,Professional_specialty,29,-0.0030106904267393764,0.004951324466331818,0.552,false
2,Professional_specialty,30,-0.0005259773079379598,0.004411725702590385,0.904,false
2,Professional_specialty,31,0.0012774377608256006,0.004652589394403134,0.74,false
2,Professional_specialty,32,-0.009552144430461377,0.004927028133276509,0.04,false
2,Professional_specialty,33,-0.001806121510451264,0.004847124985052324,0.692,false
2,Professional_specialty,34,0.0034279438175285875,0.005388019194699428,0.576,false
2,Professional_specialty,35,-0.002720740580660133,0.00435793549511281,0.616,false
2,Professional_specialty,36,-0.006437371670888494,0.004468768137866778,0.152,false
3,High_tech,0,-0.011323007661275636,0.0039110641696783995,0.004,false
3,High_tech,1,-0.007095437585711771,0.004980655721506393,0.16,false
3,High_tech,2,-0.012525555264475779,0.004529404543928287,0.004,false
3,High_tech,3,-0.004728325475800914,0.005351337976417859,0.376,false
3,High_tech,4,-0.008066523202233495,0.005882582663154965,0.176,false
3,High_tech,5,-0.004903456452837684,0.005270674369422612,0.336,false
3,High_tech,6,-0.007077990071273298,0.00502886712531463,0.14,false
3,High_tech,7,0.000877527581187125,0.005215429135821628,0.808,false
3,High_tech,8,-0.006442809434508008,0.004594892561140837,0.124,false
3,High_tech,9,-0.008705561302739591,0.004593799472856248,0.072,false
3,High_tech,10,-0.0048940094091317905,0.006123693866046817,0.464,false
3,High_tech,11,-0.004178395076999547,0.004693369377455386,0.42,false
3,High_tech,12,-0.005239883992759192,0.00584943617079961,0.376,false
3,High_tech,13,-0.005048778812167497,0.005394042620714727,0.34,false
3,High_tech,14,-0.013101342334504587,0.005157463266822635,0.0,true
3,High_tech,15,-0.0058616769032503145,0.006210215592985982,0.412,false
3,High_tech,16,-0.001074938368186859,0.00477649128256149,0.744,false
3,High_tech,17,-0.0017448483932701656,0.0056091480294523845,0.76,false
3,High_tech,18,-0.011553149345525298,0.004552006424475468,0.004,false
3,High_tech,19,-0.00249270129544,0.006000697676793454,0.676,false
3,High_tech,20,-0.0031687469281092913,0.0049270350135302895,0.54,false
3,High_tech,21,-0.010402172872445641,0.004892745474102977,0.032,false
3,High_tech,22,-0.009362469753173319,0.005253208111167488,0.08,false
3,High_tech,23,-0.008469743049597342,0.005616311958624579,0.14,false
3,High_tech,24,-0.0025233973074738213,0.005455456634323153,0.664,false
3,High_tech,25,-0.014438240949449795,0.0053054202512124015,0.008,false
3,High_tech,26,-0.0019148932286915843,0.004846957340844746,0.684,false
3,High_tech,27,-0.009863801652452705,0.005814754004769863,0.088,false
3,High_tech,28,-0.005344753806902779,0.005755518181835379,0.348,false
3,High_tech,29,-0.012442233554655744,0.006215007974251176,0.048,false
3,High_tech,30,-0.005265134123526827,0.0048891111199629265,0.28,false
3,High_tech,31,-0.008222757228073526,0.0060052161172389484,0.172,false
3,High_tech,32,-0.012740488139203933,0.005701461101591771,0.02,false
3,High_tech,33,-0.014074849971326868,0.005787473900006817,0.016,false
3,High_tech,34,-0.005839767905511666,0.005875261633250852,0.3,false
3,High_tech,35,-0.01491306952719405,0.005123260817601806,0.0,true
3,High_tech,36,-0.013053905651903164,0.005351558321774942,0.024,false
4,Sales,0,-0.0061401682911397075,0.004286688945423901,0.172,false
4,Sales,1,-0.007641711902151668,0.004525333606052393,0.096,false
4,Sales,2,-0.013344997274186915,0.004977107288427126,0.02,false
4,Sales,3,-0.005068408350780506,0.004362879332783336,0.232,false
4,Sales,4,-0.0006603720723955133,0.005072924283126107,0.908,false
4,Sales,5,-0.004737233624203049,0.004916158860358499,0.34,false
4,Sales,6,-0.006130435920002743,0.004496980567288407,0.128,false
4,Sales,7,-0.0038667353690292157,0.004667800311905997,0.412,false
4,Sales,8,-0.00890141271587826,0.005110604108079009,0.052,false
4,Sales,9,-0.007892855785831864,0.004938014201134651,0.088,false
4,Sales,10,-0.005660010757648813,0.004743991472462135,0.22,false
4,Sales,11,-0.009277798600193558,0.005247723631244567,0.06,false
4,Sales,12,-0.010080258930710526,0.0046374114179902745,0.036,false
4,Sales,13,-0.012561313155180243,0.0044696063211154945,0.0,true
4,Sales,14,-0.008345836850760239,0.005317903134665035,0.108,false
4,Sales,15,-0.006953545060424681,0.006150518157659994,0.252,false
4,Sales,16,-0.0016696124554819302,0.005591853441025965,0.632,false
4,Sales,17,-0.006903975934582206,0.005318204550253487,0.168,false
4,Sales,18,-0.003010473941979566,0.005304488134811134,0.548,false
4,Sales,19,-0.004910080023441077,0.00582666462528159,0.356,false
4,Sales,20,-0.0033977983567016665,0.005209058381804437,0.488,false
4,Sales,21,-0.009010776090086088,0.006994529400860797,0.164,false
4,Sales,22,-0.01471642794144245,0.005788882560952139,0.004,false
4,Sales,23,-0.011905324105037859,0.0058579314318812515,0.052,false
4,Sales,24,-0.005533854686149881,0.0060194078254812095,0.332,false
4,Sales,25,-0.01464875498668543,0.0052994690456096335,0.0,true
4,Sales,26,-0.007271979739390324,0.006037054994559573,0.204,false
4,Sales,27,-0.006335793402018654,0.005749879862701387,0.252,false
4,Sales,28,-0.006301791644553388,0.0067515248943417995,0.276,false
4,Sales,29,-0.011023503144153176,0.005963949851854408,0.084,false
4,Sales,30,-0.009364214557946511,0.0067159190272610865,0.152,false
4,Sales,31,-0.010970123291230632,0.00670047038944287,0.088,false
4,Sales,32,-0.01626570005613261,0.006494915311408951,0.0,true
4,Sales,33,-0.012590024015683985,0.006414843774086826,0.044,false
4,Sales,34,-0.01521538172714374,0.006089170805680878,0.016,false
4,Sales,35,-0.013145012668796424,0.006561206361568905,0.048,false
4,Sales,36,-0.013863021016963795,0.00645017965748013,0.028,false
5,Administrative_support,0,-0.0034948094004525363,0.003130981103745653,0.3,false
5,Administrative_support,1,-0.0054991050149529605,0.0037240124818889104,0.116,false
5,Administrative_support,2,-0.004200162653232182,0.00314066831234158,0.192,false
5,Administrative_support,3,-0.002874789756443539,0.003298246992775772,0.384,false
5,Administrative_support,4,0.00027936513727191406,0.003645917820451431,0.944,false
5,Administrative_support,5,-0.00332239544702463,0.00405731979630255,0.364,false
5,Administrative_support,6,-0.0022386955243572262,0.003508031110951388,0.532,false
5,Administrative_support,7,0.0006010790087330904,0.003954305028511441,0.836,false
5,Administrative_support,8,-0.001666386162302273,0.003831354205466779,0.632,false
5,Administrative_support,9,-2.3827279640683704e-5,0.004124230840167756,0.936,false
5,Administrative_support,10,-0.000864178759417761,0.004293563036075973,0.896,false
5,Administrative_support,11,-0.004132934709939589,0.003425741853551094,0.256,false
5,Administrative_support,12,-0.0023671309060299527,0.004549865909644739,0.588,false
5,Administrative_support,13,-0.004319350565462654,0.003927270432290837,0.3,false
5,Administrative_support,14,-0.004236318513373943,0.0036657513326380704,0.256,false
5,Administrative_support,15,0.00404187000434902,0.004357288976848056,0.316,false
5,Administrative_support,16,0.0050779903177468775,0.004253359241215339,0.3,false
5,Administrative_support,17,0.00035683956818953754,0.003759104579589589,0.956,false
5,Administrative_support,18,0.0007677666969002514,0.0039244373548400074,0.74,false
