horizon,group1_Managerial,group2_Professional_specialty,group3_High_tech,group4_Sales,group5_Administrative_support,group6_Service,group7_Farming_forestry_construction,group8_Precision_production_repair,group9_Machine_operators_transport
0,-0.0009496242835112008,7.601547317639338e-5,-0.009167426303782136,-0.006575875842896585,-0.003897927921907572,-0.0012104873626787264,-0.0032127473890470174,-0.007047289503858567,-0.00023224448077649082
1,-0.0010208750785509742,0.0010514360334254777,-0.005974243834665373,-0.006710317205813598,-0.005323492641265965,-0.0042854927031204535,-0.008386842289502849,-0.011470067460091202,-0.0018637154832124585
2,0.00029385250767339496,-0.0030215228826953756,-0.010028746910256264,-0.012666123454238017,-0.004332697112762647,-0.0038184374108736325,-0.008706659630331081,-0.007883449756528091,0.000848912354297809
3,-0.0007936850106362633,-0.0015698216497592211,-0.003317837847828683,-0.005153568004689261,-0.002164820002546705,0.0012624535598291316,-0.007866771530804468,-0.007466521134273699,0.005463249419845885
4,-0.0022942671741981897,0.0034709147884316284,-0.0071810993142401676,-0.0022418607488705953,-0.0008906832811247788,0.0018044552999127508,-0.005610157747070135,-0.008494096060169279,0.002684778542410558
5,-0.0015175695010330357,0.0010448300377541076,-0.0027545588724396802,-0.004289125413282224,-0.002791755514961634,0.0015767255997942947,0.00061915151317021,-0.009826570930996571,0.002358015793431544
6,-0.00177295986311537,0.00033989920055760227,-0.005198081205312331,-0.00667787914241307,-0.002312206393029784,-1.6416016497118775e-5,0.001129927618165399,-0.007842286983962023,0.0006548625178790185
7,-0.00434585274644529,-0.0014504191003678903,-0.0024459772312538956,-0.009138384953202202,-0.004278264504046963,0.003697376741823825,-0.00024108464722316213,-0.010002217102920546,0.0018607050689690655
8,-0.00019961683536286138,-0.005087882190555619,-0.0051222898511051685,-0.00898623400430309,-0.002651336727848118,-0.0033408738236181687,0.0024802598313330287,-0.012793272088843875,-0.0007330121191204571
9,-0.0030473464155723767,-0.005528099597520417,-0.01034604723259314,-0.012882989039774613,-0.004804912420273236,-0.002360924808056983,0.0011721308875560104,-0.008622563914950978,0.0011747780630155104
10,-0.004003915813508376,-0.004272167462121282,-0.0056926154042221426,-0.010127226361006747,-0.003509576590686737,-0.004789562828320139,-0.0014612997373145736,-0.008382885051786335,0.0011191628376821241
11,0.0001394026610717393,-0.0009263582627065041,-0.0022815540496637404,-0.010517143432925166,-0.004096257787107807,0.0008033585101738374,-0.0038715531556570114,-0.012920213177514331,-0.0025052345631554605
12,0.0002762323293732857,-0.005772675255117672,-0.004226608631461445,-0.012328128387120314,-0.003532609518932786,-0.0023298157433816044,-0.005227012900120243,-0.013589888533090292,-0.002044155180525886
13,0.0009775913561309631,0.00015911290916591062,-0.0030226916431573356,-0.010968315115734853,-0.0030123246163522672,-0.0009830919555843458,-0.013779662598487787,-0.01255725212639645,0.0024239139328246294
14,-0.0003179088852531979,-5.995683958895663e-5,-0.010712928149775846,-0.009089167439183598,-0.004597179581883862,-0.002372432114947902,-0.008282066219276123,-0.007534974504159911,0.004518275622360586
15,-0.0034218558892457093,0.00017840279309913653,-0.00832209841833827,-0.011268446578141595,0.0004823752177003154,0.000956639187561312,-0.007067707016263093,-0.006059943950561964,0.004936561133585515
16,-0.003322386087589713,0.001188879889545255,-0.0038958468899841655,-0.0068677747006912655,0.0015182250991091404,0.0019339358589719725,-0.002578668951006301,-0.01305793388493426,-0.0025516377215355325
