horizon,group1_Managerial,group2_Professional_specialty,group3_High_tech,group4_Sales,group5_Administrative_support,group6_Service,group7_Farming_forestry_construction,group8_Precision_production_repair,group9_Machine_operators_transport
0,0.0004827827583268161,0.00044152254140212324,0.0005957918543371965,0.00327206770212209,0.0011272683587773686,0.004220296664820213,0.0007652828548949698,0.0014651460514369702,0.0022942237292661784
1,-0.0006070410756411899,-0.0004897889925942378,-0.0006323248025965233,0.001039269952112557,-0.00022002806670597125,-5.792083042384941e-5,-0.004540374753854751,-0.0005726643870407144,-0.0012692406949187628
2,-0.0007341688845420221,6.364642981775332e-5,-0.00039002543544659,-0.00020176503065849247,-0.001383455422127519,-0.0011867173067889691,-0.007184040783988535,-0.0011060393629207723,-0.0032820358026324262
3,-0.0001657872364074586,0.0012182659961740528,0.0012462431639789539,0.0014419265716054557,-0.00031680167445867697,0.0017183938071506047,-0.005292782156855775,-5.45434826370036e-5,-0.001148952679578902
4,0.0005758654861340277,0.0019810361275080864,0.0017697748940906435,0.0027225407787569533,0.0009410350082596456,0.0030409282748273254,-0.004484791125926355,0.001549456471123817,0.001240782295053854
5,0.0006121769266153902,0.0020401523166048265,0.001440121518065358,0.0033110911500965666,0.0014545406577685617,0.0038354635433031623,-0.0021321512614243723,0.0016091177877659436,0.0024986999610927987
6,0.0007393927296713283,0.0012019505687050243,0.0024170403163766407,0.00240816686036777,0.0007067508838345296,0.0025366922217711155,-0.0003774940770858413,0.0007593482635866748,0.0023684988304436935
7,0.0004447077251846199,0.0006294467247822249,0.0024597081834410585,0.0023909020017104754,0.0004973610962693861,0.0025127081788372764,0.0008341389720706448,0.0016077622637720652,0.002398553057672028
8,0.0008000358013294939,-0.00020449539789993453,0.0028069880373641043,0.0019252091445689672,0.00041768470212477865,0.002118871011981537,0.0020225762452904545,0.0010750245743925393,0.002180283243058075
9,0.0012440974102804166,0.00025305656062051224,0.0015591108843043414,0.0026897309294865975,0.0012827572724465857,0.002618181345787959,0.002848457218152283,0.0021061162634461892,0.0034420174036839954
10,0.0010263634824416734,0.0004565328487703506,0.0005108510912885735,0.002252599290522046,0.0012729723210007135,0.002438150799700018,0.0031682808694026557,0.0024290426192534065,0.003648468745551303
11,0.0005687158883753824,0.0006371995746644218,0.001275504867692531,0.001584653486813402,0.0007373562072589783,0.0015038520736348408,0.0012794388896579401,0.002120969775437827,0.0030889818297550825
12,0.0009714167954165072,0.0011627657290739274,0.0016183652304928376,0.0030180354818424614,0.00100838554301863,0.002340973788819316,0.0015238065792493526,0.002783566556421483,0.002912491933979346
13,0.0010031789088886759,0.0012269451194491874,0.0014266789357706964,0.002742881116390734,0.0016144448829592244,0.002521212861368785,-0.0012601138063684707,0.0022121704499022555,0.0020200886836631952
14,0.0014787472841406941,0.002028938978016061,0.0021441763517651754,0.0030008428119978857,0.0015437482755992966,0.003131516874154374,-0.002568959242479722,0.0019647117727135243,0.0015293852745943985
15,0.001431709134367353,0.0023542434834684595,0.0025372910495963094,0.003297025100354289,0.0020427222770314944,0.004313696368077234,-0.002229115613993751,0.002691260819532547,0.001139427678589623
16,0.0019204462272610758,0.0029676117871693516,0.003427468370205311,0.0036371239100183752,0.0024489546622400845,0.0037003026086735906,-0.0012974925424363581,0.0028813596571613553,0.0021675842877021136
17,0.0014542321970436524,0.0019116187438279345,0.002119392579509845,0.0022870888756711403,0.0015687209190550675,0.0005338888740604885,-0.00016820765052652053,0.0019728596154727305,0.0017040241860124194
18,0.0018579335761558762,0.0018146274460228993,0.0026402172493816545,0.0027439464066558107,0.0012176689095884836,0.0019438470781462855,0.003520375835042641,0.002504456919724718,0.0037614540833696376
19,0.0022364158724523346,0.0014665262644392388,0.002794795376794649,0.0031423942830384557,0.0019907090048729256,0.0030848221082032026,0.0044831035478478986,0.003060618035525886,0.0042713214058252135
20,0.0018391230184742658,0.00039283137180455346,0.002846550651428898,0.0031164220199422473,0.0018353714515343337,0.003368597159166144,0.004803139852584665,0.003476100313872772,0.004310486768284534
21,0.002250262737474517,0.0013114802821837382,0.003339870319422048,0.003878876500908966,0.0027687574167010514,0.004051876239316169,0.006017796751082719,0.003597905496546449,0.005835213633713587
22,0.0016195165330640893,0.0013705443732981942,0.0028470565770796616,0.0032969415562614365,0.0025760757789302976,0.003013196002250359,0.004963278845918473,0.0039755922562245425,0.005908807234403852
23,0.002126791198695811,0.001979224460660277,0.002843654018905112,0.004259259702405012,0.0027319936999036384,0.004695349078433166,0.0038238393166677457,0.004268542783270877,0.006076885361714919
24,0.0016116687706045968,0.0021275645119499206,0.0027425220210181723,0.005393689727555178,0.0029730677820173058,0.005639022765408503,0.001680267201330093,0.004143017940372154,0.005441164406354527
25,0.0009728843026540973,0.0018587686570252628,0.0029219063258739443,0.004483509590222142,0.002292883365431658,0.005025738433274078,-0.0017525120924152637,0.0035261082868091095,0.002525456757472379
26,0.0006652021102134832,0.001775602447887939,0.0027163903838148843,0.003552984672812492,0.0018035089153540414,0.004306801102527959,-0.004693702007653755,0.0032124283529546167,0.0011684574780557809
27,0.0008345882921089845,0.0025533052652526055,0.002675221697871385,0.0035871897210730543,0.0021660625555245186,0.005492114215084206,-0.003974398848265034,0.003638433209828208,0.0008438551338095958
28,0.0013563062630737406,0.002876588252223169,0.002957474524862333,0.005113488414498128,0.0025254178892717954,0.0051090900679725635,-0.002351867483691272,0.00374177430983152,0.0026849247432736787
29,0.0014386596378104545,0.002894399970780931,0.002278689295678645,0.003844453292203824,0.0026748549051041903,0.004820910203199625,0.00017602774232999873,0.0029430918210267094,0.0026456026804602545
30,0.0013012937014928927,0.002020196078785136,0.00203770481830441,0.003150964958301639,0.001886002534715171,0.0038876273351017665,0.0016089404092874738,0.0025224122324431497,0.0036080142463124965
31,0.0013161802355128932,0.0008059272606347564,0.0026052636117814016,0.0018296179425452796,0.0013919573020541324,0.0028738943054321137,0.001703173315627283,0.002138882350973117,0.0025419900967495876
32,0.0009254648623326407,-0.0006178391278740164,0.0026731011655835375,0.0020179510677274005,0.0003098919202757086,0.002679208757001702,0.00025692612085669367,0.0013328049905646081,0.0016852380775430483
33,0.0007013952662342284,-6.804874710109e-5,0.002437840362258564,0.0017690549391792326,0.0006246339991510853,0.0023480166894102716,0.0018608501718085173,0.001335859634826192,0.001612998090286049
34,0.00011323017289895017,-0.00023994153886322387,0.00019526730923776528,0.000976884700190839,-0.000124019541662342,0.0006037312533704697,0.0009300665900457865,0.0011108927528961096,0.0006278982927932009
35,-0.0006015698825131007,0.00033819519418151777,8.564763568651677e-5,0.0007433350208368601,-0.0009073490520533614,6.919176094150742e-5,0.0004676785636359164,0.0006663896342541092,0.0002899628354208567
36,-0.0007405624995846712,0.0002935611033007822,0.00047853491763117804,0.0018888824574022794,-0.000714840920170722,0.000438675674660523,-0.00200818280485496,0.0008043975632124424,0.000713360634051274
