horizon,group1_Managerial,group2_Professional_specialty,group3_High_tech,group4_Sales,group5_Administrative_support,group6_Service,group7_Farming_forestry_construction,group8_Precision_production_repair,group9_Machine_operators_transport
0,-0.004146981275535346,-0.005102089591510519,-0.009770395635306652,-0.016330639992815112,0.002156632939115828,0.006120215215895008,0.0005875184986294073,-0.006930693849362755,0.002398370661755771
1,-0.0030533978500879655,-0.002702184912554267,-0.0023565206007662913,0.0023754722577299615,0.002972899800683512,0.004353041321088665,0.0030930403156876297,-0.008505219478996642,0.005899843901672942
2,-0.005638285226018871,0.000900905498712655,-0.0014155581957492613,-5.8980980202553816e-5,9.998681178500536e-5,0.0039663039236132605,0.00292217861420642,-0.0013432448226325363,0.005627851690166364
3,-0.0028611626126513147,-0.002676527109250805,0.0015234905786628231,-0.012797431479129498,0.004124786352629077,0.0003801523630169992,0.011859292369739864,-0.0036971377370803187,0.007307488805743963
4,-0.0036552276802066593,0.0012763688094843298,-0.006982627829443326,-0.0077778639716939,-0.005438460452381604,-0.0023793257796035213,0.0011770856640055702,-0.005199051324633326,0.007233517507185733
5,-0.003096310994586867,0.004777960389857736,0.002006687496682293,-0.008569240825251881,0.002098780720193974,0.0008386940592319965,0.004644694469803652,-0.0004639862740898346,0.0013254458048150195
6,-0.0032213831695523157,-0.0010440675121024933,-0.00497575840222492,-0.006320304845537589,0.0034079189394615786,0.009596694188203659,0.009480972260094098,-0.0077802675736474754,0.005467251474926899
7,-0.002613370661277675,0.00021722561497128715,-0.0027203849047950637,-0.00930692883432042,-0.0006268199855619561,0.01096672156341227,0.0020496200899800467,-0.007760733924633344,0.005574454280666366
8,0.004280192610543167,-0.0009981161804486893,-0.004588691387744372,-0.00316172591057575,0.004251377520647972,0.011031923965855155,0.004394785776496816,0.004370239661437584,0.01667578814021258
9,-0.006402774963484279,0.004684118462992289,-0.007306792644152362,-0.0066578687714813215,0.007169574630920721,0.006331921086262969,0.004987935934314535,-0.009860117602520636,0.005861343861968749
10,-0.006446392205547786,0.008427595956771292,-0.007767184111682586,-9.148825070279948e-5,0.0016649424211342793,0.009037801826585302,0.004433655791873485,-0.006791849177409187,0.003845723263444973
11,-0.0005977043499385983,0.002581105555490911,-0.009754633111673435,-0.013312584624666128,0.004702360155678781,0.011992116647523853,0.002103688305896793,-0.004053233227415542,0.009241891063962029
12,0.002147023332281559,-0.000863446762047736,-0.008870157028704171,0.0027110331897149402,0.006589027586324786,0.008147736042880799,-0.001117534653581784,-0.005889013582778182,0.009514962622229258
