horizon,group1_Managerial,group2_Professional_specialty,group3_High_tech,group4_Sales,group5_Administrative_support,group6_Service,group7_Farming_forestry_construction,group8_Precision_production_repair,group9_Machine_operators_transport
0,-0.0001380839014857965,0.0015421284104632674,-0.0001127611906857302,-0.0005132809259863873,-0.0002877067880486333,-0.0002480725608434527,-0.00026325434369046843,0.0004368424921581559,-0.00018363000559180447
1,-2.952077518490098e-5,0.0010813371747743872,0.00011931724476990296,-0.0008006940819657655,2.997425888029282e-5,-0.0004897312935757261,-3.084458220283852e-5,0.0003160659047367986,-0.00014990001406389462
2,-0.0011787475903307638,0.0011008565588314376,0.00010327701017389789,-0.0007970837764806775,3.732739475798062e-5,-0.00011209135094767016,0.0001588845775900745,1.0101288321704826e-5,0.0005676211114742542
3,-0.001065731729471298,0.0003438055389424022,7.430315518344895e-5,-0.0008747005641260601,0.00026337833249634,-0.00024206475426813293,0.0004856852604981283,-0.00023347593436367565,0.000932888320917495
4,-0.0006380675258402024,0.001320225730069157,1.5567598666488204e-5,-0.0013873862306820184,-0.0001780334901372284,7.629362642441772e-5,0.0002566515827967825,-0.00014709229569562243,0.00016103879086752692
5,0.00018065465992729183,0.0020210574799962243,3.582514452811676e-5,-0.0013602835210190772,-0.0005897883439277432,0.00011751904294193313,-2.3495746137384765e-5,-0.0004387471518553082,-0.0006288014545976972
6,-0.0005218723046677047,0.0016672084710778628,8.583638280187879e-5,-0.0015826091278318365,-0.00029192725546775295,-0.00014434949938952956,7.758078612586043e-5,0.00014380549331511477,-0.00016504979714345396
7,-0.0005638907442105303,0.0028933203758401667,0.0004407343434122779,-0.0018291637803040121,-0.00042225147804258534,-0.0002927514556691869,-0.00039735908041174705,-0.0001435657237018419,-0.0003216572295580478
8,-0.0004342011011078473,0.0007606745151652161,0.0003910272032568061,-0.0013535671212945685,-0.00015579421417451559,-5.106398937455766e-5,0.0001657842644101217,5.2673794035570194e-5,0.0001193379905901421
9,-9.452830915758709e-5,0.001194687351858264,5.095475918874109e-5,-0.001573581926114653,0.0001587591642281246,-2.921473053052234e-5,0.00021911507045079817,-0.00018079850174409386,-0.00014950199296419906
10,-0.0004938540025525261,0.0012759294681078163,-5.740690909322423e-5,-0.0011005902740162399,-0.0001618914677431127,1.662229210914307e-5,0.00020026574550695308,-2.5700293863330182e-6,3.97628748946881e-5
11,-0.001142640162691711,0.0017432842665230772,0.0003521526444280512,-0.0011696707318559778,0.000271831230560772,0.0005092957468452756,0.0002853720732252218,-0.0003522712993024547,-0.0006914035178829437
12,8.566296017364043e-5,0.001823705682719554,-0.0003223205695489758,-0.0011128163406744034,-3.1587562236017625e-5,0.00010915499300801683,-0.0002438094268856478,-0.0002458921315858619,-0.00018484527711193875
13,-0.00041191405552622895,0.0012698735031291578,8.897503897040311e-6,-0.0015161081767087554,0.0003962228003307027,-4.766836738853323e-5,-2.6211161598351993e-5,-0.00013891491981580785,0.00022852915603949615
14,-0.0010108154721700463,0.0006074562039311694,2.584279587851965e-5,-0.0010728411934702582,-4.70726931682177e-5,-0.00013361031603290443,-2.5266088285282864e-5,0.0005472270315779618,0.0007000027519447191
15,-0.0008719230759828385,0.00089266088162804,0.00021414521940384807,-0.001488495198151411,0.00040595978129388084,-0.00018700839179735564,0.00016615434271717827,0.00021118674720278297,9.17147110221202e-6
16,-0.0013621426274678643,0.0008272878048857465,0.0002316473266682146,-0.0008380687195063317,0.0005089329216218506,9.183503864738322e-5,0.00012993886092900649,-0.00020213052771216196,-0.00022014869281959237
17,-0.0011121529495709802,0.002134203966135024,0.0002394236403028872,-0.0014959789896814134,-0.00046486751617696987,0.0008043241292692539,-0.000285617361476252,-0.00011252609386761198,-0.0006494084267658967
18,-0.0008623603240139311,0.00016483817541804386,0.0002663362573806457,-0.0011632630407179129,0.00012924268303962346,0.00023659519810691134,-0.00012829134299878356,0.00029694028578009326,-6.820614881731797e-5
19,-0.0007345722288438695,0.001978401550919946,6.241152105914251e-5,-0.0009182957132963407,-0.00020402781617596402,-0.000358465097140265,-0.00018697197819077347,-0.0001432156826849738,-0.0006196053519513949
20,-0.0004113649213577734,0.0012993048126159175,0.00018261454602474256,-0.0007558562887029531,-6.482156909745434e-6,-0.0006874232833918605,-0.0003510687741241355,-5.648373066848055e-6,-0.00025387870715470895
21,-0.0010959715867585934,0.0018707902810318915,-1.6275770139491516e-5,-0.0006260450091999841,-0.00036014796665209214,-0.0002326287548761757,-0.0002840443290608642,1.86034612917e-5,-0.00014430726864403398
22,-0.0001109088608264714,0.0016430596149542048,-2.0414782100557045e-6,-0.0012756010343593419,0.00018277382291279705,-0.00026519903558877887,-0.00033243328261486167,0.00042144998745977867,-0.000906782936307458
23,-0.0009581979521175114,0.002136963121460168,-0.00031008492719860985,-0.000669189333500364,-5.4419223600166915e-5,6.555558265375371e-5,-0.0003284186196211543,9.495862840567908e-5,-0.000501306408264994
24,-0.0004936396833613169,0.0002896000517633718,0.000249070096911021,-0.0005902770222305204,-1.7558807944647963e-5,6.319677741166852e-5,-8.676577415936475e-5,0.00023591363346708893,-0.00013487611036840108
25,-0.0008481938347715337,0.002186446689294989,-0.00014519577808917196,-0.0014155224923054657,0.000357955250862712,-0.00015852879702398827,-0.0002642104708281375,-0.00025983146220004026,-2.469399454154309e-5
26,-0.0014136153442511573,0.0017542105516798804,0.000655890491009326,-0.0012217404977629318,-0.00029764033358597574,-0.0003053464736921829,0.0002840413202027071,-0.0003210361507617514,3.029817948833652e-5
27,-0.0006848669303214444,0.00028438303272307916,-0.00035385573897641595,-0.000849448599287809,6.351786600527912e-5,-0.0002768917073076322,0.0003244656055827711,-0.0002455040204319161,0.0006832757377790504
28,-0.0013842390097153115,0.0005125818097931121,-9.094887447369418e-5,-0.0009088358788218584,0.0001156823233212749,0.00032117579467203167,0.00024790982225591737,-0.0003934229539739513,0.0003131936256971068
29,-0.0006340278413236574,0.0013071889323280862,-2.412990682997625e-5,-0.0012962874343233133,-1.9097437318517916e-5,0.00024974355855734867,-0.000448102840226044,-0.00026549607114719165,-0.0002474825051651636
30,-0.00042958637915246564,6.585374868843877e-5,0.0001165375108322606,-0.001504887066307949,-9.896218050570274e-5,7.064392158537443e-5,0.00020840085019214279,-1.2882091578546317e-5,0.00019940939386749765
31,-0.0006431526134596554,0.0011425893201726049,-0.00036476236475529967,-0.0014050522812229303,0.000590686319906728,-7.022965163075618e-5,-0.0007807604698479819,0.0002581917093285929,-0.000105290635388022
32,-0.0008018082630248619,0.0015061324825978528,7.94517764676208e-6,-0.0010347764584162388,0.0005515676385590648,-0.0005443582390228354,-0.00024330090226805942,-0.0001242902087575657,-0.0005540909718956023
33,-0.000739461759968759,0.001660645209889197,-0.00039663377018479113,-0.0010764023289006708,-0.00015921835752152425,4.658264874104437e-5,-7.02715581477484e-5,-0.0001761759817992299,-0.00017694132811064793
34,-0.0008074820991891132,0.0017056338021678688,5.4299801316074967e-5,-0.0017519837296023446,0.0002393280752632439,-0.00037115620793459736,-4.9814689739094095e-5,0.00028917418241075296,-0.0002301361109907573
