horizon,coef_name,beta,dk_se,boot_se,ci_lo95,ci_hi95,ci_lo90,ci_hi90,n_boot_valid
0,intercept,3.732256526815698e-8,0.0009627714712956591,0.0008576909174447511,-0.001501372497287926,0.0017985539993642602,-0.0013099162804685535,0.0014699913323151373,500
0,shock,-0.0008248585913180462,0.0023375399879122676,0.0023027809233426384,-0.005693690318171357,0.0028239127468847156,-0.0048396916093414195,0.0024725729534557585,500
0,shock_x_occ2,-0.0009139053075149418,0.003341457689449489,0.0033474776195157644,-0.006545206704906638,0.006051527452576682,-0.006046890946267896,0.005177724200320238,500
0,shock_x_occ3,-0.011323007661275636,0.0038587137011919085,0.0039110641696783995,-0.01910207175548464,-0.0034029263062896106,-0.01723243111563731,-0.004369713600790156,500
0,shock_x_occ4,-0.0061401682911397075,0.004550366892056061,0.004286688945423901,-0.01397802828018991,0.0023672278500481373,-0.01273523494352887,0.0009836116626868335,500
0,shock_x_occ5,-0.0034948094004525363,0.003250198259619299,0.003130981103745653,-0.009191459052110112,0.0029256652090035194,-0.008494232564930157,0.0020261831215221734,500
0,shock_x_occ6,-0.0005889124797466451,0.0035955114582283585,0.0035279832112042604,-0.00720672881830579,0.006000089075183983,-0.00620757668005978,0.005329301637125758,500
0,shock_x_occ7,-0.003895277305841065,0.004934648198417231,0.004939858817049154,-0.012850760835868485,0.006037493062003352,-0.011134441631105711,0.004633320686979417,500
0,shock_x_occ8,-0.0060662678617543235,0.0038565387071718615,0.004096837177330698,-0.01307305122042921,0.0029535750350524652,-0.01203004317454386,0.0016677683015464953,500
0,shock_x_occ9,-0.0004657400087591058,0.0031662872448661337,0.003155916717303988,-0.00617116826332057,0.006235526757612946,-0.005259363713221174,0.005066189087442997,500
0,shock_lag1,-0.002194944976457298,0.0014810293620885447,0.0016572640905790847,-0.005639139494512311,0.0009183781921685959,-0.00498215915551763,0.0004351271102477284,500
0,shock_lag2,-0.0010361697893003083,0.0011612354539296597,0.0011979502682598273,-0.0034140106091923913,0.0012800873059875123,-0.0031369498210603924,0.0009854488890237083,500
0,shock_lag3,0.0017759788141068,0.0014063983877028213,0.001418194794334513,-0.0008920099478748019,0.004510153404795684,-0.00058076040526066,0.00390029593182022,500
0,shock_lag4,-0.0016535048168215564,0.0012674261334611212,0.0012495788435262227,-0.0037904572539898228,0.0009482967055722256,-0.0034675578338289018,0.000646556329996858,500
0,shock_lag5,-0.0014008514669872144,0.001176751032184276,0.0012592948268427503,-0.0037964486094809206,0.0009257604101916446,-0.003313753257508401,0.000680106863219935,500
0,shock_lag6,-0.0019327847440507799,0.001194609592195798,0.0012422140316627182,-0.00423555675456261,0.0006096612737294537,-0.003907316202515703,0.0002883343071181928,500
0,shock_lag7,-0.0021987095404164838,0.001101862414414491,0.0012179785226423382,-0.00446956586474616,0.0002810164152272801,-0.004045025886364472,-0.0002495361507612539,500
0,shock_lag8,-0.002119562447327261,0.0010262293478344661,0.0011696539898436182,-0.00433410926508433,0.00011203816038902793,-0.004006749199050556,-0.00022009169005790327,500
0,shock_lag9,-0.0015586002245695655,0.001051224150442635,0.0011053661371806538,-0.003996265987003184,0.000502993154702351,-0.003557287908638322,0.00016272588580864715,500
0,shock_lag10,0.00044700238513233304,0.0010835323508403254,0.0011254512276248204,-0.0018133983860494423,0.0026082075627207072,-0.0013895968129549522,0.0023012900068035804,500
0,shock_lag11,-0.00048105343515921444,0.0010611135434649207,0.0010820118362910676,-0.002739649934979633,0.00152679303464731,-0.0022086251743386283,0.0012614144376033713,500
0,shock_lag12,-0.001750998812489547,0.0011643432189733,0.0012452746831562815,-0.004221813226421,0.000818227534494452,-0.0037787337186443114,0.0003678446963283208,500
0,log_oil_lag1,0.002519102119974585,0.0027403014907488566,0.0026099858932184185,-0.0021298249781471334,0.007510187046361258,-0.0015923712964578077,0.006744880758444657,500
0,ffr_lag1,0.0002620191619807961,0.0007024136198872798,0.000669475039399809,-0.0009313445932924112,0.0015878429326920233,-0.0007943278853093045,0.001391860269880359,500
0,log_rwage,0.2697668915717617,0.021943994222928993,0.020803482969298508,0.23930269797818726,0.32247972756931975,0.24470960860655966,0.31014948392103703,500
0,age_mean,-0.0019109181914564418,0.0009459126215349972,0.00096615090835275,-0.00384612175968122,-3.28204325076781e-5,-0.0036203112505769925,-0.00038479976148373464,500
0,female_share,0.07882856180421972,0.02216006598313775,0.024191128656606803,0.03540329001528167,0.1332231501679077,0.04376507573730846,0.12543666860077582,500
0,married_share,0.07704824024979934,0.03659622593327924,0.0351944881612444,0.008500407674129972,0.14648590219797902,0.018891029297823807,0.13408547848045624,500
0,hours_mean,0.013578874290522704,0.0014581774898191884,0.0015226370539900592,0.010704571174572304,0.01647451015704476,0.011028807379006108,0.015894880986884314,500
0,unemp_rate,0.13246101697153387,0.06320388451284163,0.06655745746986846,0.006387426879341364,0.27507783142839703,0.024813408158440006,0.24657948173447614,500
1,intercept,2.886617345124092e-9,0.0007365719281358681,0.0008092169916960684,-0.001593861650268185,0.0015634319421942966,-0.0014060299001687482,0.0012856429729948963,500
1,shock,-0.0003481704186855932,0.0027089620962738423,0.0026193904950078126,-0.005433103575970787,0.00494655442504477,-0.004233261660808412,0.0039509904621901895,500
1,shock_x_occ2,-0.0005380239552728668,0.004005055567987113,0.004054474108900309,-0.00936441465725951,0.006982218938658902,-0.007663010517968809,0.0057161233313661325,500
1,shock_x_occ3,-0.007095437585711771,0.0048699049810430346,0.004980655721506393,-0.01680291329154136,0.0023119711256654307,-0.015427622427227,0.0013857496539872768,500
1,shock_x_occ4,-0.007641711902151668,0.004551508866321697,0.004525333606052393,-0.016065014310022836,0.0015815902317753874,-0.015351775738958427,-0.0001376573877107219,500
1,shock_x_occ5,-0.0054991050149529605,0.0037477926970468185,0.0037240124818889104,-0.013217224620246274,0.0018355863271156108,-0.0118917899077354,0.00035654378478216066,500
1,shock_x_occ6,-0.0035381391886681684,0.003570410754473003,0.0034996722295248125,-0.011284222415259074,0.0029028676440141167,-0.009800691734451066,0.001883024899833822,500
1,shock_x_occ7,-0.007542275595588457,0.005830942907469058,0.005847234152544348,-0.019643818859183107,0.003700967946957325,-0.017618262958043775,0.001933744337233855,500
1,shock_x_occ8,-0.011804659881808961,0.005150501264659834,0.004894341270495094,-0.021889275501264394,-0.0018242936909449686,-0.020161050175525195,-0.0035195322953806897,500
1,shock_x_occ9,-0.0010670667257749683,0.004104712312474547,0.003893693272269052,-0.00810097247008253,0.006483742172506503,-0.007201147098044839,0.005328678579517372,500
1,shock_lag1,-0.0025568097319686903,0.0016250385736965769,0.001725385698034384,-0.006057155346487139,0.0005069951142986488,-0.005659585146237594,0.0001340639613893938,500
1,shock_lag2,0.002685571262618022,0.0011914103355010225,0.0012844792597358373,5.237286054869346e-5,0.005084767836846877,0.00039834347294720376,0.004708607162462322,500
1,shock_lag3,0.0031832207862140943,0.0015978925831329398,0.0016247337993386356,0.0002763913891645415,0.006849036936196724,0.0007409951122976746,0.005853639265158273,500
1,shock_lag4,5.4480359814043544e-5,0.0013204597879773266,0.001405019208855309,-0.002429606318470047,0.002903642583465346,-0.002140284620394894,0.002463078614023281,500
1,shock_lag5,-0.00033820602526364563,0.0011308307022000772,0.0011911035089057927,-0.002592248136893462,0.002115211133701599,-0.002238274228055851,0.0016635958535925592,500
1,shock_lag6,-0.001425424858666422,0.0011669428566597956,0.0013621950381509083,-0.003968436087398763,0.0013491542087774979,-0.0036697111497510874,0.0008791829086265082,500
1,shock_lag7,-0.0024966013771184816,0.0010197333498407166,0.00114757937516158,-0.004607190592503219,-0.00019131973775696724,-0.004292679713188984,-0.0005675552214714777,500
1,shock_lag8,-0.002249586659554614,0.0011224760769008013,0.0011736422209064638,-0.004496341931860753,-0.00012195953366756111,-0.004286747565410097,-0.00046538832764604876,500
1,shock_lag9,5.531573551199182e-5,0.0012226664887607552,0.0011839296150708892,-0.0022297890636957165,0.002291040654326652,-0.0019779651473484337,0.0018069541080722512,500
1,shock_lag10,0.0015840241372115022,0.001248407158029992,0.0013718403013776486,-0.0009355595719625746,0.004019182056989113,-0.0006843629281805799,0.003650097671696241,500
1,shock_lag11,-0.0008627765771257244,0.0009742969630892111,0.0011210718359176341,-0.003364406623294089,0.0011333884244837992,-0.002793869862982211,0.0009012289347190665,500
1,shock_lag12,-0.0009128882191774811,0.0012004693654755056,0.0012914355250118728,-0.0032774405294591553,0.001585592644444662,-0.002907025619409328,0.0012323457050757716,500
1,log_oil_lag1,-0.000599741660283852,0.002093407819250009,0.0023226040976798935,-0.00534896031005139,0.003985781296524117,-0.004534927567797835,0.0034589537015476857,500
1,ffr_lag1,0.0001598065511466585,0.0005978457516511191,0.0006426206104655736,-0.0010330648414388272,0.0014118091924262108,-0.0008526723959590625,0.0011673360275934843,500
1,log_rwage,0.0026389474735116396,0.02000513511897792,0.020282767769736417,-0.03601902645234206,0.042518613486043404,-0.030217365595576345,0.03469026692305629,500
1,age_mean,-0.000798151773479512,0.001024061483997824,0.0011670919096822797,-0.003183246672980555,0.0013294961100632106,-0.0028196038445842462,0.0009573184941206975,500
1,female_share,-0.02203668619052603,0.024460437407982417,0.02633332840700322,-0.06866647985377965,0.03342484396295323,-0.06179180025895143,0.023858170323923015,500
1,married_share,-0.02249340523588351,0.03704314470581272,0.03588956158794374,-0.08816595254885995,0.04249499492725651,-0.08102221868274129,0.035919951359989204,500
1,hours_mean,-0.00028331282314703597,0.0012456930060643536,0.0013385330733427776,-0.0030109653366776276,0.0024024474831294317,-0.002334947579324855,0.0020751930097474966,500
1,unemp_rate,0.02522721442317912,0.060317011506351756,0.06437926551934638,-0.09560363239619526,0.14079000072449394,-0.08407910573581437,0.12499773442584527,500
2,intercept,-7.730470440852536e-9,0.0009954816090875966,0.0010743417499281356,-0.0021084161402222827,0.0019691491585384323,-0.0018577878981820154,0.0016323468813621508,500
2,shock,-0.00018145173376914016,0.0025840894745489643,0.002834601734337912,-0.005181611459594018,0.005733303126393228,-0.004733760871959365,0.004714709513552294,500
2,shock_x_occ2,-0.004227666517837016,0.0038809519460805885,0.0038346529559565887,-0.012058127885751634,0.0025373938645815533,-0.011014177366193836,0.0014960579346484384,500
2,shock_x_occ3,-0.012525555264475779,0.0048294765378419134,0.004529404543928287,-0.021242535215296315,-0.0037394197979660248,-0.019953514506310447,-0.005270347885027416,500
2,shock_x_occ4,-0.013344997274186915,0.004787687228886811,0.004977107288427126,-0.022338375530860023,-0.003331682613234456,-0.02056139329589564,-0.004992812865856326,500
2,shock_x_occ5,-0.004200162653232182,0.0033003014033084824,0.00314066831234158,-0.01016385629791124,0.0017481235329344525,-0.0094367876308716,0.0010080936612040703,500
2,shock_x_occ6,-0.003016852402152894,0.0036420436942181753,0.0038875605576267577,-0.010998922445195371,0.004231826189320919,-0.009756957186963074,0.002720838898744379,500
2,shock_x_occ7,-0.009293705642866948,0.005510654125710471,0.005862263771090717,-0.021826604974712692,0.001424119567322312,-0.01935564782442203,-0.0004097627623067642,500
2,shock_x_occ8,-0.00728045479637916,0.004706362538767244,0.004389386041913625,-0.01541887971072824,0.001429966525325841,-0.014054384367672649,-8.782876453498113e-5,500
2,shock_x_occ9,0.001696664870015957,0.004226139565716673,0.00426685234874747,-0.0057849354966971085,0.01050220722740193,-0.00466741435852149,0.008785742499139361,500
2,shock_lag1,0.0014069261015740146,0.001556124918724591,0.0018501198891847166,-0.002415431201017209,0.004672660071000832,-0.0016500846541860985,0.004298595211112081,500
2,shock_lag2,0.003022814429789507,0.0014051138670585935,0.0014510786026575694,0.00041908906633013766,0.006072938844474154,0.0008269970619695528,0.005408421756968945,500
2,shock_lag3,0.004172415768068695,0.001731081022850223,0.0018525379425737393,0.0009368868246702683,0.007768781753015403,0.0012774362652665273,0.007163017034281732,500
2,shock_lag4,0.0003008623059980856,0.001352036486766208,0.0014223749828749534,-0.002252359196760395,0.0030490033622492946,-0.0018965953413073843,0.00268746310721598,500
2,shock_lag5,-0.0006270451212021643,0.0014716548174188674,0.0015873180842522997,-0.0037367853525729277,0.002360734929073887,-0.0032846847562304805,0.0019332511541942348,500
