outcome,industry,occupation,n_obs,n_horizons,beta_H,cum_irf,abs_cum_irf,peak_beta,peak_abs,peak_horizon,sig_count90,sig_count68,sig_share90,sig_share68,peak_share,mean_abs_beta,median_abs_beta,mean_ci_width90,max_ci_width90,sign_switch_count,consecutive_sig90_max,rank_abs_cum_irf,rank_abs_cum_path,rank_peak_abs,rank_sig90,score_cutoff,candidate_score,candidate_type,robust_candidate
by_occupation,hours,Farming/forestry/construction,,148,0.0016309244361628588,NaN,NaN,NaN,NaN,0,46,74,0.3108108108108108,0.5,NaN,NaN,NaN,NaN,NaN,60,5,1.0138888888888888,1.0138888888888888,1.0138888888888888,0.7083333333333334,0.7229166666666667,0.9680555555555554,Strong Net Effect,false
by_occupation,inequality,Farming/forestry/construction,,148,0.009531581126396453,NaN,NaN,NaN,NaN,0,33,62,0.22297297297297297,0.4189189189189189,NaN,NaN,NaN,NaN,NaN,97,3,1.0555555555555556,1.0555555555555556,1.0555555555555556,0.4027777777777778,0.7229166666666667,0.9576388888888889,Strong Net Effect,false
by_occupation,income,Farming/forestry/construction,,148,-0.0022570852393936753,NaN,NaN,NaN,NaN,0,36,62,0.24324324324324326,0.4189189189189189,NaN,NaN,NaN,NaN,NaN,76,4,1.0277777777777777,1.0277777777777777,1.0277777777777777,0.4722222222222222,0.7229166666666667,0.9444444444444442,Strong Net Effect,false
by_occupation,median,Farming/forestry/construction,,148,0.00036160555546868833,NaN,NaN,NaN,NaN,0,27,64,0.18243243243243243,0.43243243243243246,NaN,NaN,NaN,NaN,NaN,78,3,1.0694444444444444,1.0694444444444444,1.0694444444444444,0.19444444444444445,0.7229166666666667,0.9381944444444443,Strong Net Effect,false
by_occupation,income share var,Farming/forestry/construction,,148,9.955004757591937e-5,NaN,NaN,NaN,NaN,0,14,48,0.0945945945945946,0.32432432432432434,NaN,NaN,NaN,NaN,NaN,77,2,1.0416666666666667,1.0416666666666667,1.0416666666666667,0.013888888888888888,0.7229166666666667,0.8875,Strong Net Effect,false
by_occupation,hourly rate,Farming/forestry/construction,,148,-0.0039544819765498975,NaN,NaN,NaN,NaN,0,22,45,0.14864864864864866,0.30405405405405406,NaN,NaN,NaN,NaN,NaN,88,2,1.0,1.0,1.0,0.1388888888888889,0.7229166666666667,0.8708333333333332,Strong Net Effect,false
by_occupation,hourly rate,High tech,,132,0.023349338993593326,3.307823403372193,5.757404214537599,2.418189216898748,2.418189216898748,2,43,68,0.32575757575757575,0.5151515151515151,0.4200137990646472,0.04361669859498182,0.005866862273729916,0.11758913730187483,6.284918087449506,55,6,0.9027777777777778,0.8888888888888888,0.8888888888888888,0.6527777777777778,0.7229166666666667,0.8583333333333334,Strong Net Effect,true
by_occupation,median,High tech,,132,0.01849747226249391,3.737527400083263,6.088930655845332,2.0494819965275424,2.0494819965275424,2,38,65,0.2878787878787879,0.49242424242424243,0.33659144969241084,0.04612826254428278,0.00638098868655995,0.12169782007046355,8.161854642601833,61,6,0.9166666666666666,0.9027777777777778,0.875,0.5,0.7229166666666667,0.8416666666666666,Strong Net Effect,true
by_occupation,income,High tech,,132,0.021403936647631763,3.069390479253437,5.699335906313161,2.6906298532036526,2.6906298532036526,2,41,68,0.3106060606060606,0.5151515151515151,0.4720953278474495,0.04317678716903912,0.0068317303421512095,0.18156513870860708,8.749348069305706,59,6,0.875,0.875,0.9027777777777778,0.6111111111111112,0.7229166666666667,0.8409722222222222,Strong Net Effect,true
by_occupation,inequality,High tech,,132,0.00015690523774650444,3.0835090874231206,7.976216834099768,3.2506878055607875,3.2506878055607875,2,31,57,0.23484848484848486,0.4318181818181818,0.4075475721351393,0.06042588510681641,0.007587772046224302,0.18679332086752148,5.61520843076163,53,6,0.8888888888888888,0.9166666666666666,0.9166666666666666,0.3333333333333333,0.7229166666666667,0.8194444444444444,Strong Net Effect,true
by_occupation,employment,Sales,,148,-0.0060628690774043115,-0.6806010346789491,1.050447936090316,-0.03615137550252535,0.03615137550252535,5,66,87,0.44594594594594594,0.5878378378378378,0.034415199707162926,0.007097621189799434,0.006240849740639853,0.01973401971581698,0.055537649918286774,30,34,0.8194444444444444,0.7083333333333334,0.6944444444444444,0.9027777777777778,0.7229166666666667,0.7736111111111111,Strong Net Effect,true
by_occupation,employment,Farming/forestry/construction,,148,0.003939127856583078,-1.4200648134071594,3.071101016238711,-0.14356302512728217,0.14356302512728217,16,28,66,0.1891891891891892,0.44594594594594594,0.0467464353559783,0.020750682542153457,0.008527327896202912,0.07806334716859398,0.5371040307524629,21,4,0.8611111111111112,0.8472222222222222,0.8333333333333334,0.2222222222222222,0.7229166666666667,0.7555555555555556,Strong Net Effect,true
by_occupation,income,Sales,,148,0.011452340625188219,-0.5014558559280908,1.3420924721729475,-0.03884737320360259,0.03884737320360259,21,51,81,0.34459459459459457,0.5472972972972973,0.028945377467698485,0.009068192379546942,0.006853272259054623,0.023746963765291274,0.0690503204740632,41,10,0.7777777777777778,0.7361111111111112,0.7083333333333334,0.8055555555555556,0.7229166666666667,0.7555555555555556,Strong Net Effect,true
by_occupation,hourly rate,Service,,148,0.050793176716772054,0.46525972969184576,1.614875123712839,0.05868107539645266,0.05868107539645266,24,40,69,0.2702702702702703,0.46621621621621623,0.036337840948058024,0.010911318403465129,0.0037613997235377197,0.033388196157413355,0.10285672648053903,69,4,0.75,0.7638888888888888,0.7638888888888888,0.5972222222222222,0.7229166666666667,0.7340277777777777,Strong Net Effect,true
by_occupation,inequality,Service,,148,0.03584766135963188,0.5975743070536083,2.433325241616634,0.08507098176896002,0.08507098176896002,23,28,69,0.1891891891891892,0.46621621621621623,0.0349607936966294,0.01644138676767996,0.007785111066588428,0.055650390074533866,0.17245503780322408,63,3,0.7916666666666666,0.8333333333333334,0.8194444444444444,0.2222222222222222,0.7229166666666667,0.7243055555555555,Strong Net Effect,true
by_occupation,median,Sales,,148,0.006771572935500148,-0.41619519715490705,1.3662782320183045,-0.06200637008910059,0.06200637008910059,2,42,70,0.28378378378378377,0.47297297297297297,0.04538341359468419,0.009231609675799356,0.005599018605087311,0.02818823524360353,0.08897887062092665,58,6,0.6944444444444444,0.75,0.7777777777777778,0.625,0.7229166666666667,0.7173611111111111,Other,false
by_occupation,employment,Machine operators/transport,,148,-0.005420413930184173,-0.7243007351987127,0.8561240562284238,-0.014524850970424252,0.014524850970424252,32,55,97,0.3716216216216216,0.6554054054054054,0.01696582506326496,0.005784622001543403,0.005655580220665838,0.014608496301569693,0.02049856436407733,18,6,0.8472222222222222,0.6527777777777778,0.4166666666666667,0.875,0.7229166666666667,0.7069444444444445,Persistent Significant Response,false
by_occupation,income,Precision production/repair,,148,-0.007471049903482487,-0.6699801923015769,0.814631345994371,-0.019304756131670986,0.019304756131670986,27,52,96,0.35135135135135137,0.6486486486486487,0.023697536593201975,0.00550426585131332,0.004604624699278109,0.012322576277361226,0.01984156060610441,36,9,0.8055555555555556,0.625,0.5555555555555556,0.8194444444444444,0.7229166666666667,0.7034722222222223,Persistent Significant Response,false
