outcome,industry,occupation,n_obs,n_horizons,cum_irf,abs_cum_irf,peak_abs,peak_horizon,peak_share,mean_abs_beta,median_abs_beta,sign_switch_count,sig_count90,sig_share90,consecutive_sig90_max,sig_count68,sig_share68,mean_ci_width90,max_ci_width90,candidate_score,score_cutoff,candidate_type,robust_candidate
employment,Trade,Farming forestry construction,,37,-1.7331477223553704,2.2318645145174294,0.14356302512728217,16,0.06432425633073124,0.06032066255452512,0.0598141457246392,6,8,0.21621621621621623,4,15,0.40540540540540543,0.23988583824569945,0.5371040307524629,0.9216666666666666,0.7908333333333334,Strong Net Effect,true
employment,Services,Sales,,74,-0.8015709618591513,0.8015709618591513,0.016686316865939566,25,0.020817017656474954,0.010832040025123666,0.010419375179797265,0,72,0.972972972972973,36,74,1.0,0.0121720560988357,0.015633879887109035,0.9008333333333333,0.7908333333333334,Strong Net Effect,true
employment,Trade,Professional specialty,,74,-0.3215757717572136,0.5555516482531605,0.02323499875275343,31,0.0418232919042037,0.007507454706123791,0.006217172030020448,23,24,0.32432432432432434,7,40,0.5405405405405406,0.019646650409997978,0.02723178591207988,0.8825,0.7908333333333334,Strong Net Effect,true
employment,Energy_intensive,Farming/forestry/construction,,37,0.3917906527786307,0.4082439072924283,0.02653119584716135,26,0.06498858984356341,0.011033619116011577,0.009644723221609823,5,15,0.40540540540540543,4,25,0.6756756756756757,0.02450466023477937,0.030311065691074383,0.8541666666666666,0.7908333333333334,Strong Net Effect,true
employment,Energy intensive,Farming forestry construction,,37,0.3917906527786307,0.4082439072924283,0.02653119584716135,26,0.06498858984356341,0.011033619116011577,0.009644723221609823,5,15,0.40540540540540543,4,25,0.6756756756756757,0.02450466023477937,0.030311065691074383,0.8541666666666666,0.7908333333333334,Strong Net Effect,true
employment,Energy_intensive,Service,,37,-0.23100165943821047,0.4846583886678874,0.031095372502725278,7,0.0641593609639003,0.013098875369402362,0.013060001653348285,5,9,0.24324324324324326,2,22,0.5945945945945946,0.04197812588675214,0.06269969135046013,0.7983333333333332,0.7908333333333334,Strong Net Effect,true
employment,Energy intensive,Service,,37,-0.23100165943821047,0.4846583886678874,0.031095372502725278,7,0.0641593609639003,0.013098875369402362,0.013060001653348285,5,9,0.24324324324324326,2,22,0.5945945945945946,0.04197812588675214,0.06269969135046013,0.7983333333333332,0.7908333333333334,Strong Net Effect,true
employment,Manufacturing_Construction,Precision production/repair,,37,-0.3011421405384051,0.3011421405384051,0.01721591347721528,25,0.05716872918029787,0.008138976771308246,0.007980835181747706,0,22,0.5945945945945946,10,30,0.8108108108108109,0.013191208085100043,0.01808552043869527,0.7925000000000001,0.7908333333333334,Strong Net Effect,true
employment,Manufacturing Construction,Precision production repair,,37,-0.3011421405384051,0.3011421405384051,0.01721591347721528,25,0.05716872918029787,0.008138976771308246,0.007980835181747706,0,22,0.5945945945945946,10,30,0.8108108108108109,0.013191208085100043,0.01808552043869527,0.7925000000000001,0.7908333333333334,Strong Net Effect,true
employment,Manufacturing_Construction,Service,,37,0.31379593098634223,0.4360815307319441,0.03494540165986226,2,0.080135018791573,0.011785987317079572,0.00998204548872354,8,5,0.13513513513513514,2,14,0.3783783783783784,0.04684642387069675,0.0742558035336037,0.7908333333333334,0.7908333333333334,Strong Net Effect,true
employment,Manufacturing Construction,Service,,37,0.31379593098634223,0.4360815307319441,0.03494540165986226,2,0.080135018791573,0.011785987317079572,0.00998204548872354,8,5,0.13513513513513514,2,14,0.3783783783783784,0.04684642387069675,0.0742558035336037,0.7908333333333334,0.7908333333333334,Strong Net Effect,true
hourly_rate,Trade,High tech,,42,6.3630333384395055,9.831396046242313,2.418189216898748,2,0.2459660057966042,0.23408085824386463,0.09796633196470768,19,30,0.7142857142857143,6,32,0.7619047619047619,0.6144053193554811,6.284918087449506,0.9716666666666667,0.748,Strong Net Effect,true
hourly_rate,Energy_intensive,Service,,37,0.3699327609159918,0.7294118305701448,0.05868107539645266,24,0.08044985416617742,0.019713833258652565,0.01735547054888837,16,9,0.24324324324324326,3,17,0.4594594594594595,0.05793986214541245,0.09866637252111524,0.8874999999999998,0.748,Strong Net Effect,true
hourly_rate,Energy intensive,Service,,37,0.3699327609159918,0.7294118305701448,0.05868107539645266,24,0.08044985416617742,0.019713833258652565,0.01735547054888837,16,9,0.24324324324324326,3,17,0.4594594594594595,0.05793986214541245,0.09866637252111524,0.8874999999999998,0.748,Strong Net Effect,true
hourly_rate,Energy_intensive,High tech,,37,0.20987619166010657,0.5415909728607202,0.0482442805275529,12,0.08907881213884224,0.014637593861100546,0.012891462857131435,16,8,0.21621621621621623,1,16,0.43243243243243246,0.04490278693724118,0.05947791459435714,0.8266666666666665,0.748,Strong Net Effect,true
hourly_rate,Energy intensive,High tech,,37,0.20987619166010657,0.5415909728607202,0.0482442805275529,12,0.08907881213884224,0.014637593861100546,0.012891462857131435,16,8,0.21621621621621623,1,16,0.43243243243243246,0.04490278693724118,0.05947791459435714,0.8266666666666665,0.748,Strong Net Effect,true
hourly_rate,Trade,Professional specialty,,74,-0.1617808273939949,0.4513974436012246,0.017659346053047222,16,0.03912150213382226,0.006099965454070602,0.0043399813244282895,39,16,0.21621621621621623,3,32,0.43243243243243246,0.020671550099530468,0.03293787289106982,0.8233333333333334,0.748,Strong Net Effect,true
hourly_rate,Manufacturing_Construction,Service,,37,0.10269192305428045,0.7196379375852227,0.05150553095495368,29,0.07157145039876969,0.019449673988789804,0.02008974981397953,23,10,0.2702702702702703,3,18,0.4864864864864865,0.06253259951030163,0.10285672648053903,0.82,0.748,Strong Net Effect,true
hourly_rate,Manufacturing Construction,Service,,37,0.10269192305428045,0.7196379375852227,0.05150553095495368,29,0.07157145039876969,0.019449673988789804,0.02008974981397953,23,10,0.2702702702702703,3,18,0.4864864864864865,0.06253259951030163,0.10285672648053903,0.82,0.748,Strong Net Effect,true
hourly_rate,Trade,Precision production/repair,,37,-0.16916554946243811,0.20823857278575225,0.012746067503173671,13,0.06120896495140482,0.0056280695347500605,0.0061842940283288695,11,19,0.5135135135135135,4,25,0.6756756756756757,0.011903454755289505,0.015605396105833967,0.7733333333333333,0.748,Strong Net Effect,true
hourly_rate,Trade,Precision production repair,,37,-0.16916554946243811,0.20823857278575225,0.012746067503173671,13,0.06120896495140482,0.0056280695347500605,0.0061842940283288695,11,19,0.5135135135135135,4,25,0.6756756756756757,0.011903454755289505,0.015605396105833967,0.7733333333333333,0.748,Strong Net Effect,true
hours,Trade,High tech,,42,-0.2310274391595346,2.932626570490299,0.24876946351253929,16,0.08482821032033004,0.06982444215453092,0.0495936253078162,23,26,0.6190476190476191,6,28,0.6666666666666666,0.44059011002568405,3.512829319939843,0.9616666666666667,0.7266666666666666,Strong Net Effect,true
hours,Trade,Service,,74,-0.20983917468172888,0.2399059816238676,0.009058573025433374,8,0.037758846045096536,0.0032419727246468595,0.00316789742342883,16,30,0.40540540540540543,4,48,0.6486486486486487,0.007486564946676529,0.00932743428974249,0.8716666666666667,0.7266666666666666,Strong Net Effect,true
hours,Trade,Sales,,74,-0.20609495401560157,0.2201634119437551,0.007456887075339014,32,0.03386978340090413,0.0029751812424831763,0.002939106207980109,4,46,0.6216216216216216,6,58,0.7837837837837838,0.004904190519423929,0.0060587927834156365,0.8383333333333334,0.7266666666666666,Strong Net Effect,true
hours,Services,Farming/forestry/construction,,37,-0.16472678634745566,0.16801982812454969,0.012206369730065777,33,0.0726483883855508,0.00454107643579864,0.004342133814874648,6,20,0.5405405405405406,5,29,0.7837837837837838,0.008027768007982692,0.010429476484832294,0.8141666666666667,0.7266666666666666,Strong Net Effect,true
hours,Services,Farming forestry construction,,37,-0.16472678634745566,0.16801982812454969,0.012206369730065777,33,0.0726483883855508,0.00454107643579864,0.004342133814874648,6,20,0.5405405405405406,5,29,0.7837837837837838,0.008027768007982692,0.010429476484832294,0.8141666666666667,0.7266666666666666,Strong Net Effect,true
hours,Services,Service,,74,-0.19807896793348287,0.1988885322469304,0.006194132863746829,32,0.031143740635867796,0.002687682868201762,0.0025739158521248823,8,36,0.4864864864864865,5,52,0.7027027027027027,0.0057279381348150655,0.007910512884673683,0.7825,0.7266666666666666,Strong Net Effect,true
hours,Manufacturing_Construction,Service,,37,-0.1316732398625968,0.48323820992012395,0.04114424878661311,34,0.08514278867437651,0.013060492160003347,0.011700112188218727,15,5,0.13513513513513514,1,12,0.32432432432432434,0.060124058931336564,0.1865877495962193,0.7749999999999999,0.7266666666666666,Strong Net Effect,true
hours,Manufacturing Construction,Service,,37,-0.1316732398625968,0.48323820992012395,0.04114424878661311,34,0.08514278867437651,0.013060492160003347,0.011700112188218727,15,5,0.13513513513513514,1,12,0.32432432432432434,0.060124058931336564,0.1865877495962193,0.7749999999999999,0.7266666666666666,Strong Net Effect,true
hours,Trade,Professional specialty,,74,-0.08588704479641895,0.2601321827776986,0.008993030244244863,30,0.03457100212752239,0.0035152997672661967,0.002863683590306987,43,20,0.2702702702702703,5,34,0.4594594594594595,0.010579013042287084,0.015838771480705307,0.7416666666666667,0.7266666666666666,Strong Net Effect,true
hours,Trade,Precision production/repair,,37,-0.13671565417765083,0.14099074399182457,0.007044721217687402,33,0.049965841857646305,0.003810560648427691,0.003937531036312443,4,22,0.5945945945945946,6,28,0.7567567567567568,0.007070628077117877,0.009453846600645053,0.7266666666666666,0.7266666666666666,Strong Net Effect,true
hours,Trade,Precision production repair,,37,-0.13671565417765083,0.14099074399182457,0.007044721217687402,33,0.049965841857646305,0.003810560648427691,0.003937531036312443,4,22,0.5945945945945946,6,28,0.7567567567567568,0.007070628077117877,0.009453846600645053,0.7266666666666666,0.7266666666666666,Strong Net Effect,true
income,Trade,High tech,,42,6.126833968158979,9.548721268861508,2.6906298532036526,2,0.2817790756944417,0.2273505064014645,0.0690710854272001,23,26,0.6190476190476191,6,28,0.6666666666666666,1.0141672567452678,8.749348069305706,0.9666666666666667,0.7336666666666668,Strong Net Effect,true
income,Energy_intensive,Service,,37,0.38056211327848766,0.7445385553380943,0.06410951790861436,3,0.08610637749915084,0.02012266365778633,0.016181738957862953,18,7,0.1891891891891892,2,17,0.4594594594594595,0.06718991210164749,0.11504553605691287,0.8466666666666665,0.7336666666666668,Strong Net Effect,true
income,Energy intensive,Service,,37,0.38056211327848766,0.7445385553380943,0.06410951790861436,3,0.08610637749915084,0.02012266365778633,0.016181738957862953,18,7,0.1891891891891892,2,17,0.4594594594594595,0.06718991210164749,0.11504553605691287,0.8466666666666665,0.7336666666666668,Strong Net Effect,true
income,Trade,Sales,,74,-0.4616825198739458,0.4616825198739458,0.014508243453002893,31,0.03142471899729734,0.00623895297126954,0.006149423936485938,0,52,0.7027027027027027,10,60,0.8108108108108109,0.009247352057131076,0.013210929724463054,0.8358333333333333,0.7336666666666668,Strong Net Effect,true
income,Trade,Professional specialty,,74,-0.23699971686005336,0.5555641357634998,0.023468973005411013,10,0.04224349898532977,0.007507623456263511,0.005717358858493971,43,12,0.16216216216216217,2,28,0.3783783783783784,0.0250207788978578,0.03444504305268218,0.8216666666666668,0.7336666666666668,Strong Net Effect,true
income,Trade,Precision production/repair,,37,-0.32710972409545874,0.3378587496288634,0.019304756131670986,27,0.05713854133680773,0.009131317557536846,0.010412351341673046,5,25,0.6756756756756757,9,30,0.8108108108108109,0.014924261090226409,0.01984156060610441,0.8133333333333334,0.7336666666666668,Strong Net Effect,true
income,Trade,Precision production repair,,37,-0.32710972409545874,0.3378587496288634,0.019304756131670986,27,0.05713854133680773,0.009131317557536846,0.010412351341673046,5,25,0.6756756756756757,9,30,0.8108108108108109,0.014924261090226409,0.01984156060610441,0.8133333333333334,0.7336666666666668,Strong Net Effect,true
income,Trade,Service,,74,-0.32817644105102967,0.3858357635805519,0.01346464514150977,20,0.0348973485935,0.005213996805142593,0.005707611622711375,19,40,0.5405405405405406,8,52,0.7027027027027027,0.01099743180119284,0.01541046846081931,0.8008333333333334,0.7336666666666668,Strong Net Effect,true
income,Energy_intensive,High tech,,37,0.20724029044842468,0.551223501131621,0.04571274349615035,12,0.08292959825244293,0.01489793246301678,0.013346708079967292,18,8,0.21621621621621623,1,19,0.5135135135135135,0.04385529262967945,0.058943495418322084,0.7716666666666667,0.7336666666666668,Strong Net Effect,true
income,Energy intensive,High tech,,37,0.20724029044842468,0.551223501131621,0.04571274349615035,12,0.08292959825244293,0.01489793246301678,0.013346708079967292,18,8,0.21621621621621623,1,19,0.5135135135135135,0.04385529262967945,0.058943495418322084,0.7716666666666667,0.7336666666666668,Strong Net Effect,true
income_share_var,Services,Professional specialty,,74,0.10064722546101611,0.10081687590751774,0.002891517473758994,7,0.028680887477722156,0.0013623902149664559,0.00130580687169695,4,50,0.6756756756756757,5,66,0.8918918918918919,0.002210846348382113,0.0029720889489249468,0.9658333333333333,0.8015000000000001,Strong Net Effect,true
income_share_var,Trade,High tech,,42,0.034873432181993916,0.06363864023477613,0.012189319566196684,2,0.19153959797424583,0.0015152057198756224,0.0005909528277007438,15,28,0.6666666666666666,5,32,0.7619047619047619,0.001373680752934681,0.0066104356902341455,0.9508333333333333,0.8015000000000001,Strong Net Effect,true
income_share_var,Services,Managerial,,74,-0.03417978208010961,0.03655782110018251,0.001126206153014255,2,0.030806161831363425,0.0004940246094619257,0.00045959103702706097,16,16,0.21621621621621623,4,42,0.5675675675675675,0.0016044863748094415,0.0022695543676060055,0.9233333333333333,0.8015000000000001,Strong Net Effect,true
income_share_var,Trade,Sales,,74,-0.033864776128708016,0.03508026420008032,0.0009577266393610814,6,0.02730100987548687,0.00047405762432540973,0.000431730860134572,8,40,0.5405405405405406,8,60,0.8108108108108109,0.000854715018316621,0.0009904421435358753,0.9174999999999999,0.8015000000000001,Strong Net Effect,true
income_share_var,Services,Sales,,74,-0.024733903557371262,0.025305145105598677,0.0007983402031778605,7,0.031548532910851815,0.0003419614203459281,0.000350900513250457,7,32,0.43243243243243246,2,52,0.7027027027027027,0.0007216825139482952,0.000880050576060398,0.9008333333333333,0.8015000000000001,Strong Net Effect,true
income_share_var,Trade,Administrative support,,74,0.021213453045078084,0.021504156454912597,0.000597515938837819,31,0.027786067316363728,0.0002905967088501703,0.0002694299656478191,4,56,0.7567567567567568,7,72,0.972972972972973,0.0004073242036770551,0.0005098261800538344,0.8808333333333332,0.8015000000000001,Strong Net Effect,true
income_share_var,Services,High tech,,74,0.016110676196502745,0.018396237162278842,0.0007331791625625592,26,0.03985484401483636,0.0002485977994902546,0.00021396766158866847,19,18,0.24324324324324326,1,44,0.5945945945945946,0.0006141834221613321,0.0007911712711546248,0.8658333333333333,0.8015000000000001,Strong Net Effect,true
income_share_var,Manufacturing_Construction,Professional specialty,,37,0.008593308927892113,0.011584034738711944,0.0010479171901435539,0,0.09046219333593558,0.00031308201996518766,0.0002672091691315913,14,15,0.40540540540540543,3,23,0.6216216216216216,0.0006614878765250951,0.0008281992787525361,0.8416666666666666,0.8015000000000001,Strong Net Effect,true
income_share_var,Manufacturing Construction,Professional specialty,,37,0.008593308927892113,0.011584034738711944,0.0010479171901435539,0,0.09046219333593558,0.00031308201996518766,0.0002672091691315913,14,15,0.40540540540540543,3,23,0.6216216216216216,0.0006614878765250951,0.0008281992787525361,0.8416666666666666,0.8015000000000001,Strong Net Effect,true
income_share_var,Services,Administrative support,,74,-0.011589715608600318,0.01601572300712382,0.0006107692588373017,0,0.03813560327970398,0.000216428689285457,0.00017738289275385084,20,8,0.10810810810810811,1,26,0.35135135135135137,0.0009195765223346073,0.0011701347234762327,0.8175,0.8015000000000001,Strong Net Effect,true
inequality,Trade,High tech,,42,6.31229770173842,13.95878324380109,3.2506878055607875,2,0.2328775903160739,0.33235198199526406,0.1279248413293558,16,26,0.6190476190476191,6,28,0.6666666666666666,0.9978860299057273,5.61520843076163,0.9716666666666667,0.7270000000000002,Strong Net Effect,true
inequality,Energy_intensive,Service,,37,0.15504864812442976,1.2311387627839496,0.07087981853890021,34,0.057572566701271824,0.033274020615782426,0.028454711794573612,15,11,0.2972972972972973,3,21,0.5675675675675675,0.08430919802923703,0.13532203046554722,0.8725,0.7270000000000002,Strong Net Effect,true
inequality,Energy intensive,Service,,37,0.15504864812442976,1.2311387627839496,0.07087981853890021,34,0.057572566701271824,0.033274020615782426,0.028454711794573612,15,11,0.2972972972972973,3,21,0.5675675675675675,0.08430919802923703,0.13532203046554722,0.8725,0.7270000000000002,Strong Net Effect,true
inequality,Services,Sales,,74,-0.30657288580118436,0.5526052428011897,0.02639292151759334,11,0.04776089597667588,0.007467638416232296,0.005931981047143998,32,22,0.2972972972972973,3,36,0.4864864864864865,0.02156667421359373,0.028959662945991536,0.8666666666666667,0.7270000000000002,Strong Net Effect,true
inequality,Trade,Professional specialty,,74,-0.1580749512567645,0.9091791588819125,0.0266408162793196,18,0.029302053417152522,0.012286204849755572,0.012398906724205266,31,18,0.24324324324324326,3,44,0.5945945945945946,0.03685560467504383,0.0593597316950706,0.855,0.7270000000000002,Strong Net Effect,true
inequality,Energy_intensive,Farming/forestry/construction,,37,-0.14295726124156904,0.4689521858602024,0.038115509030831586,35,0.08127802829389959,0.012674383401627092,0.010607230525163441,21,14,0.3783783783783784,2,24,0.6486486486486487,0.030030865094640403,0.03679468805642559,0.8058333333333332,0.7270000000000002,Strong Net Effect,true
inequality,Energy intensive,Farming forestry construction,,37,-0.14295726124156904,0.4689521858602024,0.038115509030831586,35,0.08127802829389959,0.012674383401627092,0.010607230525163441,21,14,0.3783783783783784,2,24,0.6486486486486487,0.030030865094640403,0.03679468805642559,0.8058333333333332,0.7270000000000002,Strong Net Effect,true
inequality,Trade,Administrative support,,74,0.17043150046762498,0.45610779550902264,0.016165302743728464,22,0.03544184708723902,0.006163618858230037,0.005844782730759507,36,22,0.2972972972972973,2,40,0.5405405405405406,0.017775913120951958,0.025810193151458223,0.7783333333333333,0.7270000000000002,Strong Net Effect,true
median,Trade,High tech,,42,7.2197339643167195,10.39359745863248,2.0494819965275424,2,0.1971869706023038,0.24746660615791619,0.11379514440730172,23,30,0.7142857142857143,10,34,0.8095238095238095,0.6214419265999891,8.161854642601833,0.9691666666666666,0.7733333333333332,Strong Net Effect,true
median,Trade,Professional specialty,,74,-0.15672971705039163,0.6646050531122344,0.030398670657734075,16,0.045739451596677125,0.008981149366381544,0.007818319629084662,32,14,0.1891891891891892,2,30,0.40540540540540543,0.03119034780271564,0.04098383815521264,0.8366666666666666,0.7733333333333332,Strong Net Effect,true
median,Energy_intensive,Sales,,37,-0.15099176267317385,0.7090434532601937,0.06200637008910059,2,0.08745073352556076,0.01916333657459983,0.016887594069895477,16,11,0.2972972972972973,2,19,0.5135135135135135,0.05755027238374248,0.08897887062092665,0.8358333333333333,0.7733333333333332,Strong Net Effect,true
median,Energy intensive,Sales,,37,-0.15099176267317385,0.7090434532601937,0.06200637008910059,2,0.08745073352556076,0.01916333657459983,0.016887594069895477,16,11,0.2972972972972973,2,19,0.5135135135135135,0.05755027238374248,0.08897887062092665,0.8358333333333333,0.7733333333333332,Strong Net Effect,true
median,Energy_intensive,Service,,37,0.38290279711833775,0.8879804173469299,0.06558917182236082,7,0.0738633088535053,0.023999470739106212,0.01770742596991545,22,6,0.16216216216216217,2,15,0.40540540540540543,0.08338847368057342,0.16927921475502072,0.8274999999999999,0.7733333333333332,Strong Net Effect,true
median,Energy intensive,Service,,37,0.38290279711833775,0.8879804173469299,0.06558917182236082,7,0.0738633088535053,0.023999470739106212,0.01770742596991545,22,6,0.16216216216216217,2,15,0.40540540540540543,0.08338847368057342,0.16927921475502072,0.8274999999999999,0.7733333333333332,Strong Net Effect,true
median,Trade,Precision production/repair,,37,-0.2991826276142824,0.30427485237632323,0.019772635744680744,21,0.06498281271114119,0.008223644658819546,0.008276031216023738,5,19,0.5135135135135135,4,27,0.7297297297297297,0.016888952703388607,0.02134610181446083,0.82,0.7733333333333332,Strong Net Effect,true
median,Trade,Precision production repair,,37,-0.2991826276142824,0.30427485237632323,0.019772635744680744,21,0.06498281271114119,0.008223644658819546,0.008276031216023738,5,19,0.5135135135135135,4,27,0.7297297297297297,0.016888952703388607,0.02134610181446083,0.82,0.7733333333333332,Strong Net Effect,true
median,Trade,Sales,,74,-0.28770174528515186,0.3778265196173513,0.01237216066704775,22,0.032745612138549235,0.005105763778612855,0.005002711306497233,23,32,0.43243243243243246,6,46,0.6216216216216216,0.011588532575016052,0.01647013796273146,0.7841666666666667,0.7733333333333332,Strong Net Effect,true
median,Manufacturing_Construction,Service,,37,0.12566456973844053,0.9243092484582559,0.060267912631183376,15,0.06520319117406864,0.024981331039412316,0.02154878541840157,18,7,0.1891891891891892,2,17,0.4594594594594595,0.09313002377641619,0.17655070923599958,0.7733333333333332,0.7733333333333332,Strong Net Effect,true
median,Manufacturing Construction,Service,,37,0.12566456973844053,0.9243092484582559,0.060267912631183376,15,0.06520319117406864,0.024981331039412316,0.02154878541840157,18,7,0.1891891891891892,2,17,0.4594594594594595,0.09313002377641619,0.17655070923599958,0.7733333333333332,0.7733333333333332,Strong Net Effect,true
unemployment,Manufacturing_Construction,Service,,37,0.1797826483573551,0.1882863594400741,0.011469103943764837,21,0.06091308992256079,0.005088820525407407,0.0042716330502287035,6,18,0.4864864864864865,5,24,0.6486486486486487,0.0117341180225403,0.019077274885783202,0.8925,0.7435,Strong Net Effect,true
unemployment,Manufacturing Construction,Service,,37,0.1797826483573551,0.1882863594400741,0.011469103943764837,21,0.06091308992256079,0.005088820525407407,0.0042716330502287035,6,18,0.4864864864864865,5,24,0.6486486486486487,0.0117341180225403,0.019077274885783202,0.8925,0.7435,Strong Net Effect,true
unemployment,Trade,Sales,,74,0.1597286203357196,0.16529100471657523,0.005045856712146854,24,0.030527110176376465,0.002233662225899665,0.0020823202745550093,4,54,0.7297297297297297,16,64,0.8648648648648649,0.0038970471330416296,0.007392027323876646,0.8424999999999999,0.7435,Strong Net Effect,true
unemployment,Trade,Service,,74,0.15843559981550406,0.18323538219254643,0.005013348064593317,24,0.027360152851512144,0.0024761538134127894,0.0023553791555099633,11,42,0.5675675675675675,7,62,0.8378378378378378,0.006115510466351707,0.016161811453220477,0.8383333333333333,0.7435,Strong Net Effect,true
unemployment,Services,Sales,,74,0.1692093387856034,0.1692093387856034,0.004431312754105016,24,0.02618834625741141,0.0022866126862919377,0.002142283141051247,0,56,0.7567567567567568,15,64,0.8648648648648649,0.0036568999777423627,0.00466386467827596,0.8358333333333333,0.7435,Strong Net Effect,true
unemployment,Energy_intensive,Service,,37,0.14006829104390078,0.17097233861980365,0.011466292694141502,15,0.06706519187082914,0.0046208740167514506,0.003412723166889149,8,16,0.43243243243243246,6,23,0.6216216216216216,0.013608138866813542,0.028263548920991564,0.7933333333333333,0.7435,Strong Net Effect,true
unemployment,Manufacturing_Construction,Farming/forestry/construction,,37,0.15134908820979123,0.16088163118684423,0.008753010918697526,18,0.05440652766960064,0.004348152194239034,0.003982111418628147,2,17,0.4594594594594595,7,28,0.7567567567567568,0.010275074149645104,0.013594886424988874,0.7933333333333333,0.7435,Strong Net Effect,true
unemployment,Energy intensive,Service,,37,0.14006829104390078,0.17097233861980365,0.011466292694141502,15,0.06706519187082914,0.0046208740167514506,0.003412723166889149,8,16,0.43243243243243246,6,23,0.6216216216216216,0.013608138866813542,0.028263548920991564,0.7933333333333333,0.7435,Strong Net Effect,true
unemployment,Manufacturing Construction,Farming forestry construction,,37,0.15134908820979123,0.16088163118684423,0.008753010918697526,18,0.05440652766960064,0.004348152194239034,0.003982111418628147,2,17,0.4594594594594595,7,28,0.7567567567567568,0.010275074149645104,0.013594886424988874,0.7933333333333333,0.7435,Strong Net Effect,true
unemployment,Trade,Administrative support,,74,0.14179086314305972,0.15534943220826292,0.004352494518187945,29,0.028017447224093807,0.002099316651463013,0.001960316870862287,4,50,0.6756756756756757,16,62,0.8378378378378378,0.003789549088756425,0.005207746407054928,0.77,0.7435,Strong Net Effect,true
unemployment,Energy_intensive,Sales,,37,0.11984309517490595,0.14514126887648038,0.009079413530753798,25,0.06255569901680172,0.003922736996661632,0.004034887679794356,6,19,0.5135135135135135,7,25,0.6756756756756757,0.007872398666093622,0.010323773145255524,0.7474999999999999,0.7435,Strong Net Effect,true
unemployment,Energy intensive,Sales,,37,0.11984309517490595,0.14514126887648038,0.009079413530753798,25,0.06255569901680172,0.003922736996661632,0.004034887679794356,6,19,0.5135135135135135,7,25,0.6756756756756757,0.007872398666093622,0.010323773145255524,0.7474999999999999,0.7435,Strong Net Effect,true
