outcome,industry,occupation,n_obs,n_horizons,cum_irf,abs_cum_irf,peak_abs,peak_horizon,peak_share,mean_abs_beta,median_abs_beta,sign_switch_count,sig_count90,sig_share90,consecutive_sig90_max,sig_count68,sig_share68,mean_ci_width90,max_ci_width90,candidate_score,score_cutoff,candidate_type,robust_candidate
hours,Services,Administrative support,,25,-0.028289348292522415,0.035484708858776866,0.005239837011399432,20,0.1476646471090716,0.0014193883543510747,0.0010375234254967392,6,4,0.16,2,8,0.32,0.004833361194823567,0.006013395745602237,0.3055555555555555,0.7541666666666667,Other,false
hours,Manufacturing Construction,Professional specialty,,25,-0.02079011065575257,0.03753204345936376,0.0037512413195456805,9,0.09994769732181459,0.0015012817383745502,0.0012928005891840073,14,9,0.36,4,14,0.56,0.0037111549439338485,0.004340951589533485,0.29861111111111105,0.7541666666666667,Other,false
hours,Manufacturing Construction,Precision production repair,,25,-0.027632064179181886,0.032403806618739206,0.0038497747220207087,21,0.11880624913353155,0.0012961522647495683,0.0011999035883289494,6,6,0.24,2,13,0.52,0.003357659010148067,0.004500098821522503,0.27499999999999997,0.7541666666666667,Other,false
hours,Manufacturing Construction,Administrative support,,25,-0.01832500763129296,0.0367656377754457,0.004427496373658019,14,0.12042484889558933,0.0014706255110178278,0.0011007243571751497,11,4,0.16,2,9,0.36,0.005562471658675568,0.007088050811396162,0.2125,0.7541666666666667,Other,false
hours,Services,Managerial,,25,-0.02192856829048364,0.02562240977025873,0.0028453242609684745,24,0.11104826932676687,0.0010248963908103493,0.000847641756276991,10,4,0.16,1,10,0.4,0.0033927108327135103,0.004238530463740927,0.15277777777777776,0.7541666666666667,Other,false
hours,Trade,Managerial,,25,0.0053219853749084875,0.03644345373036291,0.0035843530484039794,2,0.09835382439117374,0.0014577381492145165,0.001114146652083231,11,4,0.16,2,12,0.48,0.0050226965188888886,0.008045469932185108,0.14305555555555555,0.7541666666666667,Other,false
hours,Energy intensive,Precision production repair,,25,-0.015994284022328612,0.0337798153978557,0.0028137689378001742,6,0.08329734501683478,0.0013511926159142278,0.0012674842680117197,10,5,0.2,2,13,0.52,0.004086344546105662,0.004782596129859649,0.13333333333333333,0.7541666666666667,Other,false
hours,Manufacturing Construction,Managerial,,25,-0.008095681200834523,0.02477608753744347,0.0029492889842225585,21,0.11903772053458292,0.000991043501497739,0.0008644020873092401,11,4,0.16,1,10,0.4,0.003743885993138869,0.004709255191267001,0.10694444444444443,0.7541666666666667,Other,false
income,Trade,High tech,,18,2.9135035901905404,4.547665345553077,2.6906298532036526,2,0.5916508029410471,0.25264807475294876,0.09772978758306533,9,10,0.5555555555555556,6,11,0.6111111111111112,1.1818204220721045,8.749348069305706,0.9638888888888888,0.7722222222222221,Strong Net Effect,false
income,Energy intensive,Service,,25,0.27550039263770953,0.5183680225354212,0.06410951790861436,3,0.12367568044619034,0.02073472090141685,0.02069661044032902,12,5,0.2,2,12,0.48,0.06335908877489241,0.0946297561175324,0.8694444444444444,0.7722222222222221,Strong Net Effect,true
income,Trade,Precision production repair,,25,-0.20523730868609594,0.21598633421950061,0.01764636307971952,13,0.08170129440590457,0.008639453368780024,0.008243550291150205,5,16,0.64,4,20,0.8,0.014510974364245456,0.01881461748753179,0.8680555555555556,0.7722222222222221,Strong Net Effect,true
income,Trade,Farming forestry construction,,25,NaN,NaN,NaN,0,NaN,NaN,NaN,24,0,0.0,0,0,0.0,NaN,NaN,0.8541666666666665,0.7722222222222221,Sharp Peak Response,false
income,Energy intensive,High tech,,25,0.1892576629175417,0.42204747758609973,0.04571274349615035,12,0.10831185097374436,0.016881899103443985,0.01621177839688987,14,6,0.24,1,16,0.64,0.044342764226450615,0.058943495418322084,0.8388888888888889,0.7722222222222221,Strong Net Effect,true
income,Energy intensive,Sales,,25,-0.08149228602574939,0.42291550791889354,0.03884737320360259,21,0.09185610949753281,0.01691662031675574,0.014826828219138386,9,10,0.4,2,12,0.48,0.043482423771649854,0.055230140561621656,0.8194444444444444,0.7722222222222221,Strong Net Effect,true
income,Services,Farming forestry construction,,25,-0.14076794874107332,0.1593584850180387,0.015903692132978417,13,0.09979821363875407,0.0063743394007215485,0.00537940460531017,7,10,0.4,4,17,0.68,0.013764546132467546,0.017193141844778822,0.7916666666666666,0.7722222222222221,Strong Net Effect,true
income,Manufacturing Construction,High tech,,25,-0.13668832818918197,0.16758243299743106,0.015138406298717171,11,0.0903340882928298,0.006703297319897244,0.005431259813363806,9,8,0.32,5,13,0.52,0.01717186890558938,0.020147986867962965,0.7722222222222221,0.7722222222222221,Strong Net Effect,true
income,Trade,Sales,,25,-0.1341268338340691,0.1341268338340691,0.01290278259637758,9,0.09619836857060134,0.005365073353362766,0.00518451221898346,0,16,0.64,10,18,0.72,0.008708134727858639,0.010691076122590747,0.7291666666666666,0.7722222222222221,Persistent Significant Response,false
income,Energy intensive,Farming forestry construction,,25,-0.07815994406808291,0.16649158016189225,0.01759420579375698,24,0.1056762496737001,0.006659663206475689,0.006102207182264462,11,8,0.32,2,11,0.44,0.019418134598843183,0.024762075455918024,0.7166666666666667,0.7722222222222221,Other,false
income,Trade,Professional specialty,,25,-0.08150623437648248,0.19572452448085695,0.023468973005411013,10,0.11990818763085778,0.007828980979234278,0.005717358858493971,11,4,0.16,2,10,0.4,0.025215807984749154,0.03444504305268218,0.701388888888889,0.7722222222222221,Sharp Peak Response,false
income,Trade,Service,,25,-0.09065837839074545,0.11948803965550658,0.01346464514150977,20,0.11268613310863079,0.004779521586220263,0.004063801598057433,9,11,0.44,5,17,0.68,0.010758080165868265,0.01541046846081931,0.6958333333333333,0.7722222222222221,Persistent Significant Response,false
income,Manufacturing Construction,Service,,25,-0.045865935461243464,0.5399348959516582,0.05031606776631912,20,0.09318913843794983,0.02159739583806633,0.02009488333978287,13,3,0.12,1,10,0.4,0.0899135123112609,0.21425909992187653,0.6847222222222222,0.7722222222222221,Strong Dynamic Movement,false
income,Services,Precision production repair,,25,-0.10241300473814682,0.121411922779006,0.012797890356105889,0,0.10540884340824262,0.00485647691116024,0.004288444860511237,6,6,0.24,3,13,0.52,0.013154927603157498,0.016506961477929835,0.6472222222222223,0.7722222222222221,Other,false
income,Services,Machine operators transport,,25,-0.07501795018084499,0.141069030336223,0.014896766365484,16,0.10559912639917594,0.0056427612134489205,0.004481629282350944,8,4,0.16,1,12,0.48,0.0167051091433785,0.02094408883050318,0.611111111111111,0.7722222222222221,Other,false
income,Manufacturing Construction,Sales,,25,-0.02625070214942065,0.23286879601036706,0.027550734963138184,15,0.1183101189818135,0.009314751840414684,0.006730973535527533,10,5,0.2,1,12,0.48,0.02534626665930086,0.03606373664483312,0.5986111111111111,0.7722222222222221,Strong Dynamic Movement,false
income,Trade,Machine operators transport,,25,-0.0331166744945441,0.1076974328035148,0.013048670032269486,20,0.12116045566355998,0.004307897312140593,0.004075937149058276,9,9,0.36,3,13,0.52,0.012111776360609734,0.016586226613006485,0.5375,0.7722222222222221,Persistent Significant Response,false
income,Energy intensive,Professional specialty,,25,-0.04868161608557634,0.11833847867286355,0.013879057233058639,23,0.11728270794680475,0.004733539146914542,0.004486500776901782,11,2,0.08,1,8,0.32,0.018397287514702154,0.0249622933270668,0.5083333333333333,0.7722222222222221,Other,false
income,Energy intensive,Precision production repair,,25,-0.06506431139438994,0.10347326231193785,0.01058701724735205,3,0.10231645364998423,0.0041389304924775135,0.003907050330977185,7,5,0.2,2,14,0.56,0.012032189917780543,0.01542548934645234,0.4916666666666667,0.7722222222222221,Other,false
income,Energy intensive,Machine operators transport,,25,0.028053647956749465,0.10511681689662461,0.012289574754074602,14,0.11691349792450985,0.004204672675864984,0.0039733400758877515,11,10,0.4,3,15,0.6,0.010587546652091141,0.012964578030030326,0.4916666666666666,0.7722222222222221,Persistent Significant Response,false
income,Energy intensive,Managerial,,25,0.013855105542985559,0.1166014871725531,0.013911404339876227,23,0.11930726337383149,0.0046640594869021244,0.003385691695122039,12,8,0.32,2,11,0.44,0.013861805201239228,0.02083716715325844,0.46111111111111114,0.7722222222222221,Other,false
income,Manufacturing Construction,Precision production repair,,25,-0.06291398572570461,0.08548569181333124,0.008729568270328643,12,0.10211730273401487,0.00341942767253325,0.003150482928972419,8,6,0.24,2,16,0.64,0.008827695866854685,0.01044572929981145,0.4458333333333333,0.7722222222222221,Other,false
income,Trade,Administrative support,,25,-0.045527536664603255,0.08830013196527026,0.011989716495975473,22,0.1357836758465005,0.00353200527861081,0.0029787140768480487,11,4,0.16,1,11,0.44,0.012276806607309104,0.015711166548351852,0.4041666666666666,0.7722222222222221,Other,false
income,Trade,Managerial,,25,0.016970722971933402,0.10539388357631997,0.012157203705311457,0,0.11535018250378766,0.004215755343052799,0.0026349757244813247,9,7,0.28,3,10,0.4,0.012890046263910781,0.016843439710183893,0.3986111111111111,0.7722222222222221,Other,false
income,Manufacturing Construction,Administrative support,,25,-0.03303703365305259,0.09771135743895094,0.008658122573017287,2,0.08860917297589273,0.003908454297558038,0.004031231153042864,16,5,0.2,1,14,0.56,0.011496692889306664,0.014820019497858258,0.3902777777777778,0.7722222222222221,Other,false
income,Services,Professional specialty,,25,-0.044838995750495984,0.07260009616312262,0.0061538666620764996,20,0.08476389133493145,0.002904003846524904,0.0023665179683952193,7,8,0.32,2,13,0.52,0.00798136900200795,0.009976901087570707,0.3597222222222222,0.7722222222222221,Other,false
income,Manufacturing Construction,Farming forestry construction,,25,-0.023081789127445605,0.08290157391126537,0.007793902213414121,5,0.09401392332739558,0.003316062956450615,0.0031176955002966446,14,7,0.28,3,15,0.6,0.009616138851882101,0.01324186512868414,0.31666666666666665,0.7722222222222221,Other,false
income,Services,Sales,,25,-0.01218914018093565,0.10134505708429171,0.010403939030090837,7,0.10265857388029857,0.0040538022833716695,0.0028837103489633338,10,4,0.16,2,10,0.4,0.0143897122380172,0.017828117461305158,0.29166666666666663,0.7722222222222221,Other,false
income,Services,High tech,,25,0.009442648995134523,0.09365016778033733,0.008156688255724315,22,0.08709742277084188,0.003746006711213493,0.003624302162717459,11,5,0.2,2,13,0.52,0.01068256558622526,0.013048827664377451,0.2638888888888889,0.7722222222222221,Other,false
income,Manufacturing Construction,Managerial,,25,0.006365382161680687,0.08001899823541539,0.007691591007169595,3,0.09612206072039271,0.003200759929416616,0.002837752097180486,11,6,0.24,2,11,0.44,0.00932031997843227,0.011874982252370866,0.2263888888888889,0.7722222222222221,Other,false
income,Manufacturing Construction,Machine operators transport,,25,-0.028789064617080834,0.04857008101341016,0.006664123115555614,17,0.1372063413630225,0.0019428032405364069,0.0015130028422032076,10,3,0.12,2,7,0.28,0.00723781329338588,0.010584684390369078,0.21944444444444441,0.7722222222222221,Other,false
income,Services,Service,,25,-0.02794470293060782,0.05388102505567915,0.005543973859146741,1,0.10289288025641223,0.002155241002227166,0.0019692442589438106,6,4,0.16,3,11,0.44,0.007654351368632109,0.009486074370874615,0.21527777777777776,0.7722222222222221,Other,false
income,Energy intensive,Administrative support,,25,0.021882405658837492,0.07541575945788886,0.008333006667635902,24,0.11049423525714065,0.0030166303783155544,0.0030684358641146795,13,1,0.04,1,11,0.44,0.011985406139689948,0.014356277243650472,0.2125,0.7722222222222221,Other,false
income,Services,Managerial,,25,-0.022879569288138817,0.05140686518342968,0.0058453541065270785,22,0.11370765530381438,0.002056274607337187,0.0019051371837094514,11,1,0.04,1,9,0.36,0.007358059993926175,0.009008375648093665,0.15555555555555556,0.7722222222222221,Other,false
income,Manufacturing Construction,Professional specialty,,25,0.002360505105597555,0.057536159448000244,0.005587658058133726,3,0.09711558977417867,0.00230144637792001,0.0020098749759263775,8,1,0.04,1,8,0.32,0.010843404910556678,0.01630010468733985,0.0986111111111111,0.7722222222222221,Other,false
income,Services,Administrative support,,25,0.0022740198758936857,0.04158936294097846,0.005055518777157943,16,0.12155797587793019,0.0016635745176391383,0.0011903298453299046,11,1,0.04,1,5,0.2,0.008996557638549096,0.012869657063592763,0.04444444444444444,0.7722222222222221,Other,false
income_share_var,Services,Professional specialty,,25,0.03569858623686645,0.03569858623686645,0.002891517473758994,7,0.08099809484255939,0.0014279434494746579,0.00130580687169695,0,17,0.68,4,22,0.88,0.0021732905155163007,0.0029720889489249468,0.9666666666666666,0.8152777777777778,Strong Net Effect,true
income_share_var,Trade,High tech,,18,0.017989071964721774,0.0301433449577539,0.012189319566196684,2,0.40437846507347136,0.0016746302754307725,0.0006065557721615053,5,11,0.6111111111111112,4,13,0.7222222222222222,0.0015486288440132937,0.0066104356902341455,0.9375,0.8152777777777778,Strong Net Effect,true
income_share_var,Services,Managerial,,25,-0.012733156453072483,0.01331443871959131,0.001126206153014255,2,0.08458532700722243,0.0005325775487836523,0.0005745185792753639,6,7,0.28,4,16,0.64,0.0015867818043984914,0.0022695543676060055,0.8916666666666666,0.8152777777777778,Strong Net Effect,true
income_share_var,Trade,Sales,,25,-0.010963524142025106,0.011469109527830729,0.0009577266393610814,6,0.08350488213902568,0.00045876438111322915,0.000431730860134572,2,14,0.56,8,20,0.8,0.000835644452970275,0.0009497332449669853,0.8875,0.8152777777777778,Strong Net Effect,true
income_share_var,Manufacturing Construction,Professional specialty,,25,0.007631452889941756,0.00891941862312761,0.0010479171901435539,0,0.11748716305638537,0.0003567767449251044,0.0003329872969978893,7,12,0.48,3,17,0.68,0.0006572677453251899,0.0008281992787525361,0.8708333333333333,0.8152777777777778,Strong Net Effect,true
income_share_var,Trade,Farming forestry construction,,25,NaN,NaN,NaN,0,NaN,NaN,NaN,24,0,0.0,0,0,0.0,NaN,NaN,0.8541666666666665,0.8152777777777778,Sharp Peak Response,false
income_share_var,Services,Sales,,25,-0.007543049815467625,0.00782867058958133,0.0007983402031778605,7,0.10197647148933815,0.0003131468235832532,0.0002746685507954478,3,10,0.4,2,16,0.64,0.0007012994360646572,0.0008254952433167319,0.8333333333333335,0.8152777777777778,Strong Net Effect,true
income_share_var,Trade,Administrative support,,25,0.006945648078535559,0.007090999783452817,0.0005494979391109823,2,0.07749230798078173,0.0002836399913381127,0.0002694299656478191,2,20,0.8,6,24,0.96,0.00039314077558041054,0.0004874376519831414,0.8152777777777778,0.8152777777777778,Strong Net Effect,true
income_share_var,Manufacturing Construction,Machine operators transport,,25,-0.0048302768796072626,0.007539448610265569,0.000721854102565919,6,0.09574361997547888,0.00030157794441062276,0.0002482320617545475,8,5,0.2,2,10,0.4,0.000966686784855699,0.0012465821013244453,0.7569444444444444,0.8152777777777778,Strong Dynamic Movement,false
income_share_var,Services,Administrative support,,25,-0.005210293898748195,0.005662363979632061,0.0006107692588373017,0,0.10786471181193641,0.00022649455918528246,0.00017738289275385084,6,3,0.12,1,11,0.44,0.0008883882490387274,0.0011064224835000865,0.6944444444444444,0.8152777777777778,Other,false
income_share_var,Services,High tech,,25,0.0047275838567862735,0.005860280466956956,0.0004776270283869181,16,0.08150241802930869,0.00023441121867827825,0.00020278300074426118,7,5,0.2,1,14,0.56,0.0006195216603394056,0.0007911712711546248,0.6916666666666667,0.8152777777777778,Other,false
income_share_var,Energy intensive,Professional specialty,,25,-0.004051848171019593,0.005194356565885204,0.0004967026437236974,16,0.09562351706578524,0.0002077742626354082,0.00017651945503922595,10,10,0.4,2,18,0.72,0.0004299885809068645,0.0005204247617877594,0.6861111111111111,0.8152777777777778,Persistent Significant Response,false
income_share_var,Manufacturing Construction,Managerial,,25,-0.0032127036181331084,0.005556776576957873,0.0005467130317184454,15,0.09838672189655503,0.00022227106307831488,0.00018250095740410935,10,4,0.16,1,11,0.44,0.0008308612436563104,0.001058612372604215,0.6472222222222221,0.8152777777777778,Other,false
income_share_var,Trade,Machine operators transport,,25,-0.004580512308324729,0.004609896201070033,0.0003300073048994562,17,0.07158671052568517,0.0001843958480428013,0.00019928503466843728,3,17,0.68,7,19,0.76,0.0003219104582782054,0.0003860458993135147,0.6388888888888888,0.8152777777777778,Persistent Significant Response,false
income_share_var,Services,Service,,25,0.002545616490705998,0.0045591967595166195,0.0005163642379481715,17,0.11325772174020367,0.00018236787038066477,0.00014637377204616988,7,5,0.2,1,8,0.32,0.0006814416964944891,0.0008507393700591577,0.6041666666666666,0.8152777777777778,Other,false
income_share_var,Manufacturing Construction,Administrative support,,25,0.0022310480182449522,0.003401079066415781,0.00039895524858339166,12,0.11730255039434578,0.00013604316265663125,8.433330647245251e-5,13,8,0.32,2,12,0.48,0.0003850014949479412,0.0004555643407607055,0.5416666666666666,0.8152777777777778,Other,false
income_share_var,Manufacturing Construction,Farming forestry construction,,25,-0.0027666341620469835,0.004660737062746189,0.0003658495518512671,17,0.0784960719572758,0.00018642948250984762,0.00018212814109707545,6,1,0.04,1,8,0.32,0.0007536739981270153,0.0009129485320050917,0.4916666666666667,0.8152777777777778,Other,false
income_share_var,Services,Farming forestry construction,,25,-0.0019634038573078977,0.0033090271973042307,0.0005438162034654927,20,0.16434322567929455,0.00013236108789216924,0.00012479274665788033,12,3,0.12,1,14,0.56,0.000459345350966836,0.0006323212066166847,0.4819444444444444,0.8152777777777778,Other,false
income_share_var,Trade,Managerial,,25,-0.001860443470184365,0.0036832979573402863,0.00036981318792052683,3,0.10040273477836405,0.00014733191829361146,0.00014643403876036078,9,3,0.12,2,11,0.44,0.0005519509222915142,0.0007401724204530338,0.4597222222222222,0.8152777777777778,Other,false
income_share_var,Services,Precision production repair,,25,-0.0018958808668119939,0.0034387943096446313,0.00030960687594779426,1,0.09003355480711767,0.00013755177238578527,0.00012687231051603643,13,5,0.2,2,11,0.44,0.0004226176736052716,0.000531213558792896,0.45,0.8152777777777778,Other,false
income_share_var,Manufacturing Construction,Precision production repair,,25,-0.0017319465281579948,0.0037087426809388805,0.00036663955363331154,7,0.09885818056821767,0.00014834970723755526,0.00010799049940622597,11,3,0.12,1,11,0.44,0.0005889215702412836,0.0007252442327174888,0.4430555555555556,0.8152777777777778,Other,false
income_share_var,Trade,Service,,25,-0.0018271601061949248,0.0032898204446486787,0.0003659004110394087,20,0.11122200046953727,0.00013159281778594715,0.00010711309040988877,8,4,0.16,1,12,0.48,0.00047113133772230044,0.0005751164923295163,0.4097222222222222,0.8152777777777778,Other,false
income_share_var,Energy intensive,High tech,,25,0.0004364868677302734,0.0033368643771025416,0.00041103542663668374,14,0.12318014164950662,0.00013347457508410167,0.00011696925198146535,15,5,0.2,1,12,0.48,0.0003909536308005955,0.0004945163042136347,0.38333333333333336,0.8152777777777778,Other,false
income_share_var,Energy intensive,Managerial,,25,0.0006713080781268112,0.003614657335276283,0.00037213905821178604,12,0.10295279018013527,0.00014458629341105136,0.0001424381338024179,14,4,0.16,3,12,0.48,0.0005167751567988712,0.0006796853323925781,0.38055555555555554,0.8152777777777778,Other,false
income_share_var,Energy intensive,Machine operators transport,,25,3.049235431218703e-5,0.004251070765595275,0.00032313664328536466,3,0.07601300027761736,0.000170042830623811,0.00018726939322462753,12,6,0.24,3,14,0.56,0.0004881247340201235,0.0006022031544647565,0.3458333333333333,0.8152777777777778,Other,false
income_share_var,Manufacturing Construction,Service,,25,0.0011385814118425467,0.003019209746259374,0.0004024695779299777,19,0.1333029540026539,0.00012076838985037494,0.00010638525470582779,11,2,0.08,1,6,0.24,0.0005644889593745,0.001041832991835912,0.33055555555555555,0.8152777777777778,Other,false
income_share_var,Energy intensive,Precision production repair,,25,0.0011308247641960815,0.0026629530616718504,0.0002764395512866093,14,0.10380939689303255,0.00010651812246687398,9.158781417163e-5,10,6,0.24,1,10,0.4,0.0003516723103058066,0.0004983464494305878,0.3055555555555555,0.8152777777777778,Other,false
income_share_var,Manufacturing Construction,Sales,,25,0.0012772399147598786,0.0028106358279523366,0.0002830063547734126,12,0.10069122152320756,0.00011242543311809347,0.00010554788641509063,12,3,0.12,1,11,0.44,0.0003886290161569839,0.00046382556011728167,0.28055555555555556,0.8152777777777778,Other,false
income_share_var,Energy intensive,Sales,,25,-0.001343746231939837,0.0025747931929868736,0.00025161929253570184,23,0.09772407866427997,0.00010299172771947495,0.00010323443141869268,8,4,0.16,1,12,0.48,0.0003681968439198801,0.0004736372610587681,0.2777777777777778,0.8152777777777778,Other,false
income_share_var,Trade,Professional specialty,,25,-0.0001010548844218296,0.002848113218201762,0.00032261440394484007,21,0.11327302646645906,0.00011392452872807048,9.338214633987325e-5,15,6,0.24,2,10,0.4,0.0003789578324679884,0.0005175192327819978,0.27638888888888885,0.8152777777777778,Other,false
income_share_var,Energy intensive,Service,,25,-0.0008679983772762814,0.0022108212260773903,0.00034285645128859937,17,0.15508103832390002,8.843284904309559e-5,8.450861637847666e-5,11,3,0.12,2,7,0.28,0.00038253333231918563,0.0005047560898697857,0.2513888888888889,0.8152777777777778,Other,false
income_share_var,Energy intensive,Administrative support,,25,0.0007721605774688297,0.002398894443060258,0.00030005736373941457,6,0.12508152020087754,9.59557777224103e-5,8.992317722736188e-5,11,3,0.12,1,5,0.2,0.0004238103836490153,0.0005176486780462475,0.2222222222222222,0.8152777777777778,Other,false
income_share_var,Services,Machine operators transport,,25,0.0013930572952454417,0.001968691887677798,0.0001844502619127464,15,0.09369178745909178,7.874767550711191e-5,6.320318927165117e-5,12,2,0.08,1,7,0.28,0.0003448317663971998,0.0004972279655680434,0.19305555555555554,0.8152777777777778,Other,false
income_share_var,Manufacturing Construction,High tech,,25,0.0001749177690596196,0.0019438310340036482,0.00022169882595972668,15,0.1140525190109248,7.775324136014594e-5,5.181816651176266e-5,9,6,0.24,2,9,0.36,0.0002808769444000943,0.00032141585146975687,0.18055555555555552,0.8152777777777778,Other,false
income_share_var,Trade,Precision production repair,,25,6.652867494754043e-5,0.00219605484565368,0.0002696634843188436,3,0.12279451255625416,8.784219382614721e-5,7.075537553813532e-5,7,4,0.16,2,11,0.44,0.00029505907590867135,0.00037674751079897856,0.15138888888888888,0.8152777777777778,Other,false
income_share_var,Energy intensive,Farming forestry construction,,25,0.00035437513553391567,0.0018056756793579701,0.00014643971565859152,15,0.08109967771768402,7.222702717431881e-5,7.0007416067156e-5,8,2,0.08,1,12,0.48,0.00024307324312255695,0.0002959865230120776,0.08333333333333333,0.8152777777777778,Other,false
inequality,Trade,High tech,,18,3.5083050620148524,6.4805218730473575,3.2506878055607875,2,0.5016089551491948,0.36002899294707535,0.12903178524924191,6,10,0.5555555555555556,3,11,0.6111111111111112,1.1620111864816118,5.61520843076163,0.9722222222222221,0.7666666666666667,Strong Net Effect,false
inequality,Energy intensive,Service,,25,0.1331038545250361,0.8575614174096262,0.06804001096219077,1,0.07934126883613107,0.034302456696385056,0.028454711794573612,10,9,0.36,3,16,0.64,0.08300729254087516,0.13532203046554722,0.9194444444444443,0.7666666666666667,Strong Net Effect,true
inequality,Trade,Farming forestry construction,,25,NaN,NaN,NaN,0,NaN,NaN,NaN,24,0,0.0,0,0,0.0,NaN,NaN,0.8541666666666665,0.7666666666666667,Sharp Peak Response,false
inequality,Energy intensive,Farming forestry construction,,25,-0.09148243667343507,0.2919826951566617,0.02372253821736829,9,0.08124638415519829,0.011679307806266468,0.010733557790442466,14,9,0.36,2,17,0.68,0.03045599828528337,0.03427146302987836,0.8194444444444444,0.7666666666666667,Strong Net Effect,true
inequality,Services,Sales,,25,-0.13615993247546804,0.18684772729142946,0.02639292151759334,11,0.14125363952876915,0.00747390909165718,0.0054852222159584366,10,8,0.32,2,11,0.44,0.02141264399372286,0.026504705172776113,0.8138888888888888,0.7666666666666667,Strong Net Effect,true
inequality,Manufacturing Construction,Service,,25,0.2662818372802391,0.6500426645424443,0.08507098176896002,23,0.13086984348764288,0.026001706581697773,0.019468880108306972,9,2,0.08,1,8,0.32,0.10780426199917559,0.1577162956229882,0.8111111111111111,0.7666666666666667,Strong Net Effect,false
inequality,Manufacturing Construction,High tech,,25,-0.09272076300298425,0.2204376237475959,0.024530351232824016,22,0.1112802379910954,0.008817504949903833,0.007502137065646325,12,8,0.32,2,13,0.52,0.023431539011673566,0.027876139328783647,0.8055555555555555,0.7666666666666667,Strong Net Effect,true
inequality,Energy intensive,High tech,,25,-0.08759688931603946,0.37778423631256974,0.050131589267282256,4,0.13269899706933394,0.015111369452502792,0.01010873665445496,7,4,0.16,1,7,0.28,0.06164066087807114,0.08437469484483055,0.7666666666666667,0.7666666666666667,Strong Net Effect,true
inequality,Services,Farming forestry construction,,25,0.08543592421634924,0.18785607162106074,0.02012448301835356,4,0.10712713645448861,0.007514242864842429,0.008043436564382332,11,12,0.48,3,16,0.64,0.01816735477455359,0.020821606523530885,0.7569444444444444,0.7666666666666667,Persistent Significant Response,false
inequality,Trade,Professional specialty,,25,-0.06739657268466852,0.2981002043103069,0.0266408162793196,18,0.08936866159134828,0.011924008172412275,0.011478194638325168,11,5,0.2,2,15,0.6,0.03604903441147004,0.04251859103276153,0.7277777777777777,0.7666666666666667,Strong Dynamic Movement,false
inequality,Trade,Administrative support,,25,0.089805697728974,0.165737118827472,0.016165302743728464,22,0.09753580162423435,0.00662948475309888,0.005874429435369927,12,9,0.36,2,15,0.6,0.017576924337592836,0.025810193151458223,0.7180555555555557,0.7666666666666667,Persistent Significant Response,false
inequality,Energy intensive,Sales,,25,0.05924045601394603,0.5216825231158695,0.04474126629749901,17,0.08576339883933902,0.02086730092463478,0.015084395301928483,9,4,0.16,1,10,0.4,0.07459127890366497,0.12124812520410996,0.7111111111111111,0.7666666666666667,Strong Dynamic Movement,false
inequality,Energy intensive,Precision production repair,,25,-0.07706898729993356,0.16355520661033993,0.02096678858917072,11,0.1281939537340611,0.0065422082644135985,0.005177046014521382,9,7,0.28,3,11,0.44,0.01846021873527473,0.022764395074309704,0.6652777777777777,0.7666666666666667,Other,false
inequality,Energy intensive,Machine operators transport,,25,-0.08152470106990452,0.14548574832180786,0.013530029876973073,17,0.0929990052843201,0.005819429932872314,0.006195121902806045,9,8,0.32,2,15,0.6,0.01627062405407453,0.019150608265664042,0.6041666666666667,0.7666666666666667,Persistent Significant Response,false
inequality,Manufacturing Construction,Sales,,25,-0.03909208011747237,0.2414563030886279,0.03021360346617981,5,0.12513072999005428,0.009658252123545116,0.007069057633505457,18,4,0.16,2,11,0.44,0.03517859299367925,0.04374697396114476,0.5944444444444446,0.7666666666666667,Sharp Peak Response,false
inequality,Energy intensive,Professional specialty,,25,0.04736357466269809,0.16949034005835578,0.02024362707228996,1,0.11943823503640412,0.006779613602334231,0.005521804007116979,11,4,0.16,2,9,0.36,0.024951687467094374,0.02993242328853597,0.5680555555555555,0.7666666666666667,Other,false
inequality,Services,Machine operators transport,,25,-0.02925863363975132,0.16228879627578868,0.017233872842590495,17,0.10619262227630163,0.006491551851031547,0.005372655525294778,11,8,0.32,3,15,0.6,0.017001923950249177,0.022675429796404745,0.5152777777777778,0.7666666666666667,Persistent Significant Response,false
inequality,Manufacturing Construction,Administrative support,,25,-0.04550356806831201,0.1231330550833242,0.01591045168516995,23,0.129213489216225,0.004925322203332969,0.004431662862927706,12,5,0.2,1,13,0.52,0.013615508326339424,0.016640862968595675,0.4888888888888889,0.7666666666666667,Other,false
inequality,Trade,Precision production repair,,25,-0.0379267724452814,0.1538850893145709,0.014771311274819603,11,0.09598923027964187,0.006155403572582836,0.005326275938410733,10,6,0.24,1,9,0.36,0.02047608178804168,0.0311147966450812,0.47777777777777775,0.7666666666666667,Other,false
inequality,Trade,Service,,25,0.051511280097001594,0.10753936254578798,0.012800095511870163,20,0.11902707258860823,0.00430157450183152,0.005207843661448196,9,6,0.24,3,13,0.52,0.015262259925888547,0.019379542492974057,0.4666666666666667,0.7666666666666667,Other,false
inequality,Services,Service,,25,0.059345591508636344,0.09780951698952946,0.010443556585238574,6,0.10677444186087291,0.003912380679581179,0.00382939138393981,14,8,0.32,2,14,0.56,0.010350242407163117,0.013628087774911563,0.4638888888888889,0.7666666666666667,Persistent Significant Response,false
