ind_group,ind_label,horizon,beta_abs,boot_se,p_value,bh_reject
1,Agriculture_forestry_fishing,0,-0.012325620797527505,0.005613021494283447,0.052,false
1,Agriculture_forestry_fishing,1,-0.014413925637987239,0.006402470524153944,0.016,false
1,Agriculture_forestry_fishing,2,-0.01724430915439877,0.006079453781279749,0.008,false
1,Agriculture_forestry_fishing,3,-0.012725959638611183,0.006083845724141667,0.028,false
1,Agriculture_forestry_fishing,4,-0.0012557768101857493,0.006246150745822248,0.8,false
1,Agriculture_forestry_fishing,5,-0.012650429629255569,0.0059632675207984265,0.032,false
1,Agriculture_forestry_fishing,6,-0.010739550840086078,0.0065924130020555425,0.1,false
1,Agriculture_forestry_fishing,7,-0.011325129327250365,0.006185275064788453,0.068,false
1,Agriculture_forestry_fishing,8,-0.007193672635931813,0.006269681926796632,0.236,false
1,Agriculture_forestry_fishing,9,-0.0068267473261383995,0.00669956649292631,0.316,false
1,Agriculture_forestry_fishing,10,-0.010747171254519803,0.006080469255873202,0.076,false
1,Agriculture_forestry_fishing,11,-0.016332611832381348,0.006284526354557978,0.004,false
1,Agriculture_forestry_fishing,12,-0.012979693561316329,0.007250114351842384,0.06,false
1,Agriculture_forestry_fishing,13,-0.01570310470991908,0.006387581898350719,0.024,false
1,Agriculture_forestry_fishing,14,-0.012552908464378159,0.007169441452410076,0.1,false
1,Agriculture_forestry_fishing,15,-0.014264976870049698,0.0068449879669622415,0.044,false
1,Agriculture_forestry_fishing,16,-0.008489733567689315,0.006828436931963412,0.244,false
1,Agriculture_forestry_fishing,17,-0.01119294116151654,0.007576357111218522,0.152,false
1,Agriculture_forestry_fishing,18,-0.012078085100932709,0.007150973240469257,0.12,false
1,Agriculture_forestry_fishing,19,-0.003957625098398192,0.0067920876131957846,0.5,false
1,Agriculture_forestry_fishing,20,-0.002343691915730464,0.005751772892797345,0.716,false
1,Agriculture_forestry_fishing,21,-0.008482949135044687,0.007117658916096478,0.232,false
1,Agriculture_forestry_fishing,22,-0.0055153594262700115,0.006927202992107331,0.412,false
1,Agriculture_forestry_fishing,23,-0.020418464298289925,0.00730863643027036,0.004,false
1,Agriculture_forestry_fishing,24,-0.005746325847462342,0.007424089919428951,0.504,false
1,Agriculture_forestry_fishing,25,-0.012903983275646696,0.007199502577742275,0.04,false
1,Agriculture_forestry_fishing,26,-0.007789169499570241,0.007508462150097634,0.312,false
1,Agriculture_forestry_fishing,27,-0.007826133076026887,0.00751297456202317,0.312,false
1,Agriculture_forestry_fishing,28,-0.012608545589195915,0.006771985442039389,0.072,false
1,Agriculture_forestry_fishing,29,-0.008253332439276615,0.007517756100597877,0.324,false
1,Agriculture_forestry_fishing,30,-0.011328064644559486,0.007120215129307203,0.112,false
1,Agriculture_forestry_fishing,31,-0.02011584829107539,0.0069042850473448525,0.004,false
1,Agriculture_forestry_fishing,32,-0.013243405312420981,0.0073210907760556665,0.08,false
1,Agriculture_forestry_fishing,33,-0.004028473299873997,0.007609996217403949,0.632,false
1,Agriculture_forestry_fishing,34,-0.0072336822470106905,0.006952630803058471,0.28,false
1,Agriculture_forestry_fishing,35,-0.007022231837890726,0.007065608451848977,0.352,false
1,Agriculture_forestry_fishing,36,-0.004134930340957108,0.006744797322577566,0.672,false
2,Mining,0,-0.00629161262939137,0.008082485449832739,0.36,false
2,Mining,1,0.01606315920051717,0.010438775542838993,0.164,false
2,Mining,2,-0.0040441168032199935,0.010449033749974307,0.7,false
2,Mining,3,-0.004964835150000929,0.010254738692728095,0.668,false
2,Mining,4,-0.005196594893699271,0.010841256884811603,0.628,false
2,Mining,5,0.004394647087901499,0.009346216856073078,0.66,false
2,Mining,6,-0.005732854711489384,0.010925919864081925,0.592,false
2,Mining,7,0.015019311772655341,0.009174426677831644,0.088,false
2,Mining,8,0.0022184925469312814,0.012279173995764423,0.936,false
2,Mining,9,-0.0007372048477092976,0.010682449030410896,0.968,false
2,Mining,10,0.004413761381544331,0.010354747606207493,0.644,false
2,Mining,11,0.018588744764835723,0.010197842265013187,0.064,false
2,Mining,12,0.00015925240998773698,0.010233354131880267,1.0,false
2,Mining,13,-0.0008983430696702601,0.010097170016313231,0.88,false
2,Mining,14,0.0006848092119455954,0.010720348775346826,1.0,false
2,Mining,15,-0.017124676436282772,0.010146685732172594,0.084,false
2,Mining,16,0.008214462347146696,0.011130485634655584,0.44,false
2,Mining,17,0.009999761717191316,0.01093665472726706,0.404,false
2,Mining,18,0.012595770870376369,0.011012675382285354,0.256,false
2,Mining,19,-0.003400902927131264,0.011310511052501445,0.676,false
2,Mining,20,-0.0028085281825638584,0.010030406237673638,0.76,false
2,Mining,21,-0.006304106235851435,0.01237154515812664,0.644,false
2,Mining,22,0.0016703216953378017,0.011736654447551807,0.84,false
2,Mining,23,0.004744206429795004,0.01064022973976287,0.632,false
2,Mining,24,-0.002611151913332919,0.011253349779320188,0.872,false
2,Mining,25,-0.006335004255563819,0.00968721683293374,0.504,false
2,Mining,26,0.00717040217812524,0.009381612497844421,0.444,false
2,Mining,27,0.0005813674745968562,0.011692843208508824,1.0,false
2,Mining,28,0.005254160757496371,0.011356085384137071,0.612,false
2,Mining,29,0.0036762053281656284,0.010872862205652877,0.648,false
2,Mining,30,-0.01594704312121559,0.011005744592344395,0.176,false
2,Mining,31,0.0007778005138732955,0.01196405687081895,0.976,false
2,Mining,32,-0.004195012626340982,0.010937227128527566,0.748,false
2,Mining,33,-0.0109495579946011,0.010649884835058972,0.352,false
2,Mining,34,-0.005504514640970281,0.010262044429298586,0.62,false
2,Mining,35,-0.0040695631811909815,0.012858409095497224,0.7,false
2,Mining,36,-0.009777516805265436,0.011284017391251481,0.336,false
3,Construction,0,-0.0028601917661749154,0.0033382648015270145,0.388,false
3,Construction,1,-0.00586013003951578,0.0038088083570379065,0.132,false
3,Construction,2,-0.0021878353929842193,0.003448218295957803,0.484,false
3,Construction,3,-0.0014743386975370006,0.0035872473512262673,0.668,false
3,Construction,4,-0.00646549310623343,0.004453888133578755,0.164,false
3,Construction,5,-0.00021601393476381245,0.004692828968815151,0.924,false
3,Construction,6,0.0042296335967765015,0.003991511388014957,0.248,false
3,Construction,7,0.0012500206264889487,0.004253188329204445,0.804,false
3,Construction,8,0.002763733339544074,0.003628298624875866,0.52,false
3,Construction,9,-0.003650440412369216,0.0043196738666711225,0.436,false
3,Construction,10,-0.002023614278385451,0.004285141289687381,0.648,false
3,Construction,11,0.0008521885382967954,0.003551461237322866,0.812,false
3,Construction,12,-0.0025366512205514274,0.004333027865628218,0.564,false
3,Construction,13,-0.0037641258398380516,0.004361372678955391,0.364,false
3,Construction,14,-0.005497659829901185,0.003938617150675018,0.168,false
3,Construction,15,-0.004106776634496178,0.004462076903749369,0.336,false
3,Construction,16,-0.0050379196686456355,0.004945685786731628,0.34,false
3,Construction,17,-0.004409631697904261,0.004406526911664892,0.304,false
3,Construction,18,0.0009675118009669663,0.0038245532544646187,0.836,false
3,Construction,19,-0.0003883769951037449,0.0039121771252375905,0.908,false
3,Construction,20,0.006187025928837889,0.004125621505127542,0.156,false
3,Construction,21,0.0008283020706388718,0.0045835625008396,0.848,false
3,Construction,22,0.001697868827721165,0.004400369573943996,0.656,false
3,Construction,23,-0.003034382895098695,0.004152059806933137,0.436,false
3,Construction,24,0.001788487127302033,0.0042043767867975534,0.748,false
3,Construction,25,-0.00783174019324504,0.0046922150746864285,0.088,false
3,Construction,26,-0.0059836914001046605,0.0045154546669586995,0.156,false
3,Construction,27,-0.0042147483319546755,0.004200556609670005,0.284,false
3,Construction,28,-0.0039045964506939823,0.004922016568893968,0.412,false
3,Construction,29,-0.0025204997627652766,0.004198107763385849,0.568,false
3,Construction,30,-0.0007450376210459028,0.0044767582394038925,0.86,false
3,Construction,31,-0.0021596772443733606,0.005124021737319206,0.684,false
3,Construction,32,0.00012614886411221386,0.004386187822389564,0.952,false
3,Construction,33,-0.003848486842301852,0.0044413064289540675,0.4,false
3,Construction,34,-0.006539220403351865,0.004496007960398569,0.156,false
3,Construction,35,-0.010210780838698927,0.004302097510267323,0.012,false
3,Construction,36,-0.00483296158006659,0.004868849955548173,0.34,false
4,Manufacturing_nondurable,0,-0.006128664704923409,0.0034815882727647087,0.08,false
4,Manufacturing_nondurable,1,-0.007864296082001012,0.005082685284269709,0.132,false
4,Manufacturing_nondurable,2,-0.0032394251479953198,0.0038884920562358943,0.384,false
4,Manufacturing_nondurable,3,-0.0002541692331902447,0.004040979515577481,0.924,false
4,Manufacturing_nondurable,4,-0.00406665578144789,0.003909362275824433,0.264,false
4,Manufacturing_nondurable,5,-0.004561273450526153,0.004837531035695516,0.304,false
4,Manufacturing_nondurable,6,-0.0013241074171578087,0.003756733299507931,0.724,false
4,Manufacturing_nondurable,7,-0.003226857401395309,0.004009659428633994,0.432,false
4,Manufacturing_nondurable,8,-0.004175684423226027,0.004209891342894895,0.412,false
4,Manufacturing_nondurable,9,-0.006887934919566178,0.004286859065751607,0.104,false
4,Manufacturing_nondurable,10,-0.012723457459497487,0.004365871671805289,0.0,true
4,Manufacturing_nondurable,11,-0.0013282703376834653,0.0037861629539875734,0.704,false
4,Manufacturing_nondurable,12,-0.002502731873384434,0.0047010086658226535,0.568,false
4,Manufacturing_nondurable,13,-0.0034389051260657554,0.004760095491037976,0.452,false
4,Manufacturing_nondurable,14,-0.0026700765641847705,0.004496806493169191,0.544,false
4,Manufacturing_nondurable,15,-0.0025853798203567847,0.003633672708769889,0.492,false
4,Manufacturing_nondurable,16,-0.007860191013319818,0.00440422771329011,0.056,false
4,Manufacturing_nondurable,17,-0.008699742697412737,0.00420307870352956,0.032,false
4,Manufacturing_nondurable,18,-0.002709190298589602,0.004701578849935582,0.516,false
4,Manufacturing_nondurable,19,-0.0029784381620278715,0.004318737698337659,0.46,false
4,Manufacturing_nondurable,20,-0.010106601963108943,0.004773168063678932,0.032,false
4,Manufacturing_nondurable,21,-0.008087930319620356,0.004782921313348381,0.096,false
4,Manufacturing_nondurable,22,-0.0007997247516954192,0.004710671054142638,0.916,false
4,Manufacturing_nondurable,23,-0.0007028210849811483,0.005144247667886556,0.968,false
4,Manufacturing_nondurable,24,0.001330898722871765,0.00419178035682184,0.768,false
4,Manufacturing_nondurable,25,-0.008047748448417897,0.004515790002507803,0.06,false
4,Manufacturing_nondurable,26,-0.004110352107201083,0.005347726805666115,0.444,false
4,Manufacturing_nondurable,27,-0.003260526286782615,0.004403292169916458,0.476,false
4,Manufacturing_nondurable,28,-0.008330227758783608,0.003970748279841092,0.044,false
4,Manufacturing_nondurable,29,-0.005299130542375725,0.0048321712321485796,0.272,false
4,Manufacturing_nondurable,30,-0.006544445125871139,0.005893814494512669,0.272,false
4,Manufacturing_nondurable,31,-0.004894949575215478,0.004793829266703187,0.316,false
4,Manufacturing_nondurable,32,-0.0053044630332623995,0.004449368964333517,0.272,false
4,Manufacturing_nondurable,33,-0.002544242479428331,0.004895368791911517,0.708,false
4,Manufacturing_nondurable,34,-0.006398581548031431,0.005333941256426469,0.284,false
4,Manufacturing_nondurable,35,-0.0066098768227399055,0.004960489964337149,0.24,false
4,Manufacturing_nondurable,36,-0.004064720337130504,0.004773221505315551,0.468,false
5,Manufacturing_durable,0,-0.0020974341017515985,0.0029264627605588536,0.488,false
5,Manufacturing_durable,1,-0.0029268878278868394,0.003638089524359507,0.424,false
5,Manufacturing_durable,2,-0.0030099278693890954,0.004059358571573646,0.516,false
5,Manufacturing_durable,3,-0.0013317540371822739,0.003870736920045005,0.692,false
5,Manufacturing_durable,4,-0.00014539869860975181,0.003891614619872649,0.952,false
5,Manufacturing_durable,5,-0.0008470244379193383,0.004424590885959967,0.944,false
5,Manufacturing_durable,6,-0.000862965049703787,0.004443302213818692,0.892,false
5,Manufacturing_durable,7,0.0003517864059473203,0.004101666269209571,0.964,false
5,Manufacturing_durable,8,-0.0005169461682264385,0.0039032202103745106,0.96,false
5,Manufacturing_durable,9,0.0006252516435865145,0.003997732062826594,0.796,false
5,Manufacturing_durable,10,0.0005830679436669576,0.004350269593557348,0.916,false
5,Manufacturing_durable,11,-0.002916590114470945,0.0037527322987001826,0.448,false
5,Manufacturing_durable,12,-0.00725879365163973,0.004701632342383102,0.128,false
5,Manufacturing_durable,13,-0.002004324464011782,0.004169089878960792,0.624,false
5,Manufacturing_durable,14,-0.002507306093965984,0.004509415053651375,0.628,false
5,Manufacturing_durable,15,0.0007582813600541699,0.003965600975129233,0.852,false
5,Manufacturing_durable,16,-0.005774637693963801,0.0037451408958221626,0.12,false
5,Manufacturing_durable,17,-0.0006890290575727047,0.004416632054444319,0.864,false
5,Manufacturing_durable,18,0.001442888805527128,0.004362603947787346,0.776,false
5,Manufacturing_durable,19,-0.0003535716858230567,0.004177661752416066,0.884,false
5,Manufacturing_durable,20,-0.0006128996052157908,0.004522571648394935,0.888,false
5,Manufacturing_durable,21,-0.0012405242689976434,0.004216769410554214,0.756,false
5,Manufacturing_durable,22,0.000791255803280759,0.0043758189445278935,0.816,false
5,Manufacturing_durable,23,-0.0007559939836599873,0.0035128441118586584,0.852,false
5,Manufacturing_durable,24,-0.002562024363145864,0.004030115559921098,0.492,false
5,Manufacturing_durable,25,0.0014343903313951368,0.004543733974831082,0.78,false
