horizon,coef_name,beta,se,ci_lo90,ci_hi90,ci_lo68,ci_hi68
0,shock_g1,0.0033162121965669995,0.006109499475626118,-0.0041304513077300275,0.010382868448401111,-0.0010766857263405996,0.00793549473906414
0,shock_g2,-0.00629966356995825,0.006540632708999494,-0.014035646341952215,0.002196583471495377,-0.010623431177563702,-0.0007771517295662141
0,shock_g3,-0.024586756582922416,0.03815856112161692,-0.12104839449382385,0.08634066858133065,-0.06222882964108585,0.024793273791187894
0,shock_g4,0.016761069094697108,0.01378782609308498,-0.003231223712062345,0.033155336551536733,0.005656782662944702,0.02672117442015564
0,shock_g5,8.910815245802955e-6,0.006569809283590926,-0.007900170177759068,0.009244640737472106,-0.00461333808725954,0.005693280301412802
0,shock_g8,0.005489549488630018,0.005853686512410764,-0.0025110721519775846,0.012620204577491334,0.0012695790254444016,0.009508798328802867
0,shock_g9,-0.004356216067123287,0.0035553860536530904,-0.009471719236946272,-0.0003013556234111453,-0.007223446282075646,-0.0017418033437125338
0,shock_lag1,-0.0034029660754099703,0.0034032365416859257,-0.007823639579956278,0.000832576958073798,-0.00609024353974902,-0.0005448826194141007
0,ylag1,0.1311058839577005,0.02410106370936644,0.10907702536748273,0.16399264051562806,0.1208326879031659,0.15276801725474795
0,log_oil_lag1,-0.020208571073599333,0.00907221863462126,-0.031063130709367216,-0.010374637839413224,-0.027591651460853767,-0.014372073639992183
0,ffr_lag1,0.0047518693577751625,0.0036988809300415896,0.00011012429844711128,0.009283129397364379,0.0019019397419124642,0.007445287574699814
0,cpi_lag1,0.00046354309194087816,0.00015349165304533055,0.0002635954275755346,0.0006869214290268655,0.0003610761020651047,0.0005863205818053035
0,indpro_lag1,0.000908681727770504,0.000520735676863867,0.00019277678967102548,0.001474838137651565,0.00046829479308835585,0.0012707228653671015
0,t10y3m_lag1,0.005770912779534823,0.006440231397747122,-0.002710292951677528,0.013763411406836769,0.0005481451775590455,0.01035255031372152
0,age_mean,0.012736012302608308,0.0012665437553923751,0.01096711086004487,0.014262486140387678,0.01173306553646126,0.013671080910261372
0,female_share,-0.17204378278664884,0.02924003432338534,-0.2089824430150498,-0.13580446009307542,-0.195251825488238,-0.15008078468257763
1,shock_g1,-0.0004928136532644519,0.006318981438455696,-0.008720738122134643,0.007795702668876179,-0.00475403809349559,0.004700288933820102
1,shock_g2,-0.012074464666517412,0.011236159987925185,-0.029982185032644486,-0.0010829313987953445,-0.02305177780211787,-0.004600237165978669
1,shock_g3,-0.042671035781876386,0.02469248609708949,-0.18392671045116618,0.009661508038510715,-0.10661028449141627,-0.018954315004992936
1,shock_g4,-0.0049651464120619385,0.017128180125282,-0.03149928837418049,0.01593292748235515,-0.02082045420450733,0.007766882384060017
1,shock_g5,-0.013784231171110533,0.005220511098931366,-0.020668922927320303,-0.007138016362934769,-0.017475225235474946,-0.00938735224221136
1,shock_g8,-0.009562714116614614,0.006314678955951297,-0.01650223235056725,-0.0016064582875410342,-0.01367720148109026,-0.004774423801675212
1,shock_g9,0.006088074961583381,0.004531018514542844,0.0009739714214631254,0.011882670400309133,0.002719983128555999,0.009787988504916873
