horizon,beta,ci_lo90,ci_hi90,ci_lo68,ci_hi68
0,8.910815245802955e-6,-0.007900170177759068,0.009244640737472106,-0.00461333808725954,0.005693280301412802
1,-0.013784231171110533,-0.020668922927320303,-0.007138016362934769,-0.017475225235474946,-0.00938735224221136
2,-0.009397485879372284,-0.01590557840147295,-0.0039609939959450524,-0.013162674626114281,-0.006216884587233249
3,-0.0006145062014454036,-0.009220134920924697,0.006305470351083937,-0.006071680520888863,0.0031469827279000406
4,-0.016120382451494015,-0.02378529620592526,-0.009871190054570714,-0.020753710882800043,-0.01197661460432932
5,0.0005897813712844691,-0.006958407569983126,0.008736965391941876,-0.0044822984372516325,0.005470998050848966
6,-0.00036635363249065537,-0.009094490238255275,0.009641894443552134,-0.006124975600221418,0.004934528308287237
7,0.001671368135597505,-0.0076418418137891245,0.010182983548680042,-0.003649398178834096,0.00632686617076676
8,0.0064950551879185275,-0.0019635366210428145,0.013984166789329575,0.0018792446102907758,0.010912499866950125
9,0.0018304038236276279,-0.004969947991020279,0.00941231518898379,-0.0023841388957376885,0.006508939526396588
10,-0.0063562008690719275,-0.013551223031687732,0.0013318604875699625,-0.010299059181286409,-0.001800146543480801
11,-0.0010210175693553378,-0.0064254079333543115,0.004960048700110191,-0.0044410980561179975,0.0025754593570388243
12,0.008243222098835996,0.0013321163593857039,0.015198414435415584,0.004198595739442313,0.011945050476567918
13,-0.012040326746701802,-0.017934315009401805,-0.004912916091903958,-0.015691829795451206,-0.008023919630262775
14,-0.003918016925138931,-0.012930413989628492,0.004646390316478909,-0.008718423243497711,0.0014620340873904925
15,-0.002821481718652128,-0.01096494262708301,0.0058789217892036925,-0.007728676716140745,0.001877571891609725
16,-0.0025463094928712734,-0.00861896424211974,0.0030134059013302034,-0.006461938906888552,0.0009505369794281385
17,-0.0009516169260439315,-0.008466028881670154,0.007323272949989664,-0.0054313776659297075,0.003634726247508085
18,0.0073127215396607504,0.00020781208920787105,0.015206033876683105,0.003643809233403019,0.011839001213594581
19,-0.006997238541738352,-0.014934168731973257,0.000129445352882414,-0.01182992425161412,-0.002587011486501675
20,0.011080025993301174,0.00454791250473884,0.017137332274899258,0.007427334958282101,0.015228104970832965
21,-0.003480468095058892,-0.009731072035312012,0.0034276256322259752,-0.0072897351122635096,0.0006413924180529271
22,0.004795252429384829,-0.004085719594180143,0.011905143412785417,-0.000866562145873045,0.009597120864107498
23,-0.006851715034618393,-0.015128840327342786,0.0004194218466288006,-0.011576174073279114,-0.0025445143131727476
24,0.01304171964036684,0.006230827751648835,0.020554975168725054,0.00900202751986912,0.01780674586065198
25,-0.0034802585037169904,-0.010799943931396716,0.004670545803814199,-0.007758146107294472,0.0016235243199569488
26,0.003854412017857995,-0.005149300395303641,0.012880812947283745,-0.0010436733783776866,0.009653260542470888
27,0.006749153814128292,0.0004997770146096675,0.012960958204360107,0.002840313664781162,0.010245123507517257
28,0.008453832400121987,0.003320456570082464,0.014134176180940882,0.005036110132049625,0.011869503163763936
29,0.00012150693630109677,-0.005831112722160742,0.006961481734093979,-0.0031012217051361083,0.004289268699267749
30,0.004948248920778793,-0.001823115453904088,0.013485984138224931,0.000665141368353158,0.010257106703248801
31,-0.0027820052859282678,-0.008918595479805584,0.0033636716615664955,-0.006399026246248135,0.0008870588089627753
32,0.0001480231300168543,-0.0063305707868435935,0.0063165862649031896,-0.004026015345121524,0.003793322809875543
33,0.005010931352161962,-0.0013308941055613288,0.01134526949767119,0.0009521379056251621,0.008570092044142568
34,-0.005227719160095976,-0.012319939725916973,0.0016772878701507192,-0.009221182256946568,-0.0011414687467540272
35,-0.004532935457098195,-0.013265169505665798,0.005625732490297761,-0.010078737098060193,0.0013603056983341293
36,-0.00461227284283942,-0.012440017949124207,0.001279617739135955,-0.00873241865891732,-0.001115151215649267
