outcome,occ_group,occupation,max_abs_shock,max_shock_horizon,turning_point_horizons
hourly_rate,1,Managerial,-0.004295897921816979,20,"4, 11, 15, 18, 19, 24, 26, 29, 30, 32, 34"
hourly_rate,2,Professional_specialty,-0.003815577879844843,8,"2, 3, 8, 11, 12, 16, 17, 23, 27, 29, 30, 31, 32, 33, 36"
hourly_rate,3,High_tech,-0.007301013100535334,22,"1, 2, 3, 4, 5, 6, 7, 8, 12, 14, 16, 18, 19, 20, 23, 27"
hourly_rate,4,Sales,-0.007048445874212068,22,"1, 18, 19, 20, 21, 24, 25"
hourly_rate,5,Administrative_support,0.003732401770171106,24,"4, 6, 7, 9, 15, 17, 18, 19, 20, 21, 24, 26, 27, 30, 31, 34"
hourly_rate,6,Service,0.005477605152939087,7,"1, 3, 4, 6, 10, 11, 14, 15, 20, 24, 25, 26, 27, 28, 32, 33, 34"
hourly_rate,7,Farming_forestry_construction,-0.007974316054686497,35,"3, 4, 5, 10, 17, 19, 20, 21, 30, 31, 33, 34"
hourly_rate,8,Precision_production_repair,-0.00804370651888785,28,"18, 19, 20, 21, 30, 31"
hourly_rate,9,Machine_operators_transport,-0.0038216647465203544,17,"2, 8, 9, 10, 13, 16, 18, 19, 24, 26, 27, 28, 29, 30"
